date,USDCAD,EURJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2019.02.04,35.00000000000725,-16.000000000005343,-27.999999999991587,-9.00000000000345,-28.000000000005798,,-45.999999999998934
2019.02.04,-19.999999999997797,-7.000000000005002,-28.999999999996362,-15.999999999993797,-26.000000000003798,,-97.99999999999675
2019.02.04,52.99999999999194,7.999999999995566,-15.999999999991132,-7.9999999999968985,-65.00000000000395,,-28.000000000004476
2019.02.04,85.00000000000173,48.00000000000182,-22.999999999996135,-73.00000000000084,-109.00000000000354,,-71.99999999999696
2019.02.04,-38.99999999998904,-66.99999999999307,-121.99999999999989,-46.00000000000159,-102.99999999999754,,-376.9999999999811
2019.02.04,26.999999999999247,-90.99999999999397,-66.0000000000025,161.99999999999548,-28.000000000005798,,3.9999999999924682
2019.02.04,42.0000000000087,-91.99999999999875,-125.0,128.00000000000588,-107.00000000000153,,-153.9999999999857
2019.02.04,52.000000000007596,-108.99999999999466,-120.99999999999511,65.99999999999939,-124.00000000000189,,-235.99999999998468
2019.02.04,15.00000000000945,-120.00000000000455,-149.0000000000009,56.99999999999594,-116.00000000000499,,-313.00000000000506
2019.02.04,-19.999999999997797,-78.99999999999352,-146.99999999999136,100.00000000000009,-84.0000000000063,,-229.99999999998886
2019.02.04,12.999999999996348,-54.000000000002046,-123.99999999999523,138.00000000000477,-78.99999999999574,,-105.99999999999187
2019.02.04,51.000000000001044,-84.00000000000318,-93.00000000000352,163.99999999999747,-29.000000000001247,,8.999999999990568
2019.02.04,100.0000000000112,-120.99999999999511,-75.9999999999934,214.00000000000307,15.999999999993797,,133.00000000001955
2019.02.04,120.99999999999334,-185.99999999999284,-152.00000000000102,182.99999999999983,-28.000000000005798,,-62.00000000000648
2019.02.04,127.99999999999478,-200.9999999999934,-179.00000000000205,104.99999999999955,-67.00000000000594,,-214.00000000000708
2019.02.04,129.00000000000134,-179.00000000000205,-188.0000000000024,78.00000000000028,-87.00000000000374,,-247.00000000000654
2019.02.04,123.00000000000644,-173.00000000000182,-164.99999999999204,102.99999999999754,-46.00000000000159,,-157.99999999999147
2019.02.04,113.99999999999189,-218.9999999999941,-200.00000000000284,75.00000000000284,-63.99999999999739,,-293.9999999999996
2019.02.04,76.99999999999375,-189.99999999999773,-231.99999999999932,95.99999999999609,-90.0000000000012,,-339.0000000000084
2019.02.04,42.999999999993044,-266.00000000000534,-275.99999999999625,84.0000000000063,-60.00000000000449,,-475.0000000000067
2019.02.04,14.000000000002899,-343.0000000000035,-227.00000000000387,223.00000000000654,53.999999999998494,,-278.99999999999955
2019.02.04,8.999999999992347,-376.0000000000048,-230.00000000000398,236.00000000000287,29.999999999996696,,-331.0000000000168
2019.02.04,35.999999999991594,-355.99999999999454,-228.9999999999992,273.000000000001,44.99999999999504,,-231.00000000000608
2019.02.04,-9.999999999998899,-350.9999999999991,-241.99999999999022,248.00000000000378,53.00000000000304,,-301.99999999998136
2019.02.04,-18.0000000000069,-340.0000000000034,-269.999999999996,229.99999999999687,43.00000000000415,,-355.00000000000534
2019.02.04,15.999999999993797,-367.00000000000443,-239.99999999999488,243.99999999999977,39.999999999995595,,-307.0000000000101
2019.02.04,49.99999999999449,-349.00000000000375,-206.00000000000307,217.0000000000005,44.99999999999504,,-243.00000000001677
2019.02.04,66.00000000001049,-411.00000000000136,-195.99999999999795,221.00000000000452,46.999999999997044,,-272.99999999998727
2019.02.04,127.00000000001043,-402.000000000001,-173.00000000000182,202.9999999999976,49.99999999999449,,-195.00000000000028
2019.02.04,212.00000000001216,-367.999999999995,-125.0,216.0000000000051,36.0000000000027,,-28.999999999975046
2019.02.04,246.99999999999721,-433.9999999999975,-183.9999999999975,129.9999999999968,-19.999999999997797,,-260.9999999999988
