date,USDCAD,EURJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2019.02.04,-39.999999999995595,-66.0000000000025,-73.99999999999807,-53.00000000000304,-121.00000000000443,,-354.00000000000364
2019.02.04,-28.999999999990145,-42.00000000000159,-60.99999999999284,-31.000000000003247,-97.00000000000264,,-259.99999999999045
2019.02.04,-36.999999999998145,-28.000000000005798,-52.99999999999727,-27.999999999994696,-78.99999999999574,,-224.99999999999164
2019.02.04,34.000000000000696,-7.000000000005002,-42.999999999992156,-82.99999999999974,-117.99999999999588,,-216.9999999999921
2019.02.04,-42.999999999993044,-146.0000000000008,-158.99999999999181,-90.99999999999665,-124.00000000000189,,-562.9999999999842
2019.02.04,-41.000000000002146,-91.99999999999875,-128.0000000000001,-54.999999999993946,-107.99999999999699,,-423.999999999992
2019.02.04,-21.00000000000435,-134.00000000000034,-185.00000000000227,73.99999999999629,-172.00000000000549,,-438.00000000001614
2019.02.04,38.0000000000047,-123.99999999999523,-138.9999999999958,56.99999999999594,-173.00000000000094,,-340.99999999999136
2019.02.04,9.999999999998899,-128.0000000000001,-152.9999999999916,7.0000000000014495,-148.0000000000037,,-411.99999999999505
2019.02.04,-19.999999999997797,-120.99999999999511,-186.9999999999976,31.999999999998696,-148.0000000000037,,-443.9999999999955
2019.02.04,-55.000000000005045,-102.00000000000387,-165.99999999999682,90.99999999999665,-99.00000000000463,,-331.00000000001376
2019.02.04,7.0000000000014495,-117.999999999995,-164.00000000000148,119.99999999999788,-107.99999999999699,,-262.9999999999941
2019.02.04,49.99999999999449,-179.00000000000205,-161.00000000000136,129.9999999999968,-53.00000000000304,,-213.00000000001518
2019.02.04,69.9999999999923,-215.0000000000034,-185.00000000000227,161.99999999999548,-43.999999999999595,,-212.00000000001754
2019.02.04,97.9999999999981,-218.9999999999941,-185.99999999999284,100.99999999999554,-67.00000000000594,,-272.99999999999926
2019.02.04,113.00000000000753,-203.99999999999352,-200.00000000000284,46.00000000000159,-106.00000000000608,,-350.99999999999335
2019.02.04,119.00000000000244,-203.99999999999352,-192.99999999999784,70.99999999999883,-92.00000000000318,,-298.9999999999933
2019.02.04,110.99999999999443,-239.99999999999488,-212.99999999999386,68.99999999999685,-80.00000000000229,,-352.9999999999998
2019.02.04,76.99999999999375,-231.99999999999932,-247.99999999999045,56.99999999999594,-114.00000000000298,,-460.00000000000307
2019.02.04,36.999999999998145,-313.0000000000024,-283.00000000000125,39.00000000000014,-106.00000000000608,,-626.0000000000114
2019.02.04,-35.999999999991594,-415.9999999999968,-295.99999999999227,73.99999999999629,-68.00000000000139,,-741.9999999999858
2019.02.04,-35.999999999991594,-426.9999999999925,-269.999999999996,187.00000000000384,22.999999999995246,,-522.999999999981
2019.02.04,0.0,-463.99999999999864,-275.99999999999625,224.9999999999974,4.999999999999449,,-509.99999999999807
