date,USDCHF,GBPUSD,EURUSD,USDJPY,AUDUSD,GBPCHF,EURCHF,CHFJPY,AUDCHF,GBPCAD,GBPAUD,EURCAD,EURAUD,EURNZD,AUDJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2021.08.02,131.99999999999878,-29.00000000001235,4.000000000004,-6.999999999990791,-65.99999999999939,263.00000000001324,22.999999999995246,-10.99999999999568,-66.99999999999484,-106.99999999999044,-56.99999999999594,-5.999999999994898,-34.000000000000696,134.99999999999625,72.00000000000273,131.00000000000023,-87.00000000000374,120.99999999999334,,410.000000000025
2021.08.02,146.99999999999713,-36.0000000000138,-11.00000000000545,22.00000000000557,-78.99999999999574,65.00000000000395,64.99999999998174,-194.00000000000261,-131.99999999999878,-26.999999999999247,-41.000000000002146,-46.999999999997044,21.999999999988695,-160.00000000000458,70.00000000000739,104.99999999998977,-102.00000000000209,88.99999999999464,,-244.00000000005258
2021.08.02,163.99999999999747,-42.0000000000087,-15.00000000000945,79.00000000000773,-124.00000000000189,137.9999999999937,98.99999999998244,-206.00000000000307,-222.99999999999542,-8.000000000008,36.999999999998145,1.999999999990898,-43.999999999999595,-191.00000000000784,199.00000000001228,247.99999999999045,-146.00000000000168,179.99999999999127,,146.99999999992878
2021.08.02,139.00000000000023,-94.00000000001629,-39.999999999995595,85.99999999999852,-131.00000000000333,144.99999999999514,97.9999999999981,-243.99999999999977,-208.99999999999253,-46.999999999997044,-12.999999999996348,14.000000000002899,-24.000000000001798,-258.0000000000027,210.00000000000796,235.99999999999,-141.99999999999767,151.00000000000114,,-123.00000000000904
2021.08.02,152.99999999999204,-59.000000000009045,4.000000000004,123.00000000000466,-124.99999999999733,131.00000000001444,68.99999999998573,-263.9999999999958,-219.99999999999798,-12.999999999996348,15.00000000000945,-32.999999999994145,-67.00000000001705,-137.9999999999937,231.00000000000875,295.99999999999227,-143.00000000000423,192.99999999999872,,153.0000000000045
2021.08.02,154.99999999999403,-41.000000000002146,-22.999999999995246,90.00000000000341,-110.99999999999443,120.99999999999334,92.99999999998754,-224.00000000000375,-204.99999999999963,58.000000000002494,-7.0000000000014495,-42.0000000000087,7.999999999985796,-192.99999999999872,187.00000000001182,259.00000000000034,-97.00000000000264,156.99999999999602,,184.99999999996814
2021.08.02,141.99999999999767,-99.00000000000463,-46.999999999997044,-6.999999999990791,-143.9999999999997,147.00000000000824,102.00000000000209,-141.9999999999959,-222.99999999999542,-120.00000000000898,2.0000000000131024,79.00000000000685,-34.000000000000696,-287.9999999999994,154.00000000001057,167.99999999999216,-195.9999999999962,180.99999999999784,,-324.99999999996015
2021.08.02,154.99999999999403,-94.00000000001629,-51.000000000001044,8.000000000009777,-168.99999999999693,168.0000000000126,117.99999999999588,-134.00000000000034,-256.0000000000007,-129.00000000000134,79.00000000000685,96.99999999999153,-85.00000000000173,-231.0000000000034,192.00000000000728,204.9999999999983,-234.99999999999633,219.99999999999798,,-142.00000000000395
2021.08.02,178.99999999999582,-82.00000000000429,-22.999999999995246,52.00000000000671,-117.99999999999588,191.00000000000784,117.99999999999588,-158.00000000000125,-225.99999999999287,-131.99999999999878,-36.999999999998145,76.0000000000094,-14.000000000002899,-334.9999999999964,169.00000000001114,170.0000000000017,-182.00000000000438,154.99999999999403,,-196.99999999996766
2021.08.02,187.9999999999993,-18.0000000000069,7.0000000000014495,87.0000000000033,-68.99999999999685,144.99999999999514,105.99999999998388,-180.99999999999739,-188.9999999999947,-143.00000000000423,-82.99999999998863,116.99999999998934,58.99999999998684,-395.99999999999636,139.00000000001,146.99999999999136,-165.9999999999995,147.99999999999258,,-102.00000000003135
