date,CHFJPY,EURGBP,empty,sum
2021.09.20,-171.00000000000648,0.0,,-171.00000000000648
2021.09.20,-225.00000000000853,36.999999999998145,,-188.00000000001037
2021.09.20,-173.00000000000182,106.00000000000608,,-66.99999999999574
2021.09.20,-117.999999999995,163.99999999999747,,46.00000000000247
2021.09.20,-144.00000000000546,179.00000000000693,,35.00000000000148
2021.09.20,-162.00000000000614,163.99999999999747,,1.9999999999913314
2021.09.20,-182.00000000000216,165.00000000000404,,-16.999999999998124
2021.09.20,-177.0000000000067,165.00000000000404,,-12.000000000002672
2021.09.20,-170.0000000000017,165.9999999999995,,-4.000000000002217
2021.09.20,-158.00000000000125,184.00000000000637,,26.000000000005116
2021.09.20,-61.99999999999761,202.0000000000022,,140.00000000000458
2021.09.20,-28.000000000005798,187.00000000000384,,158.99999999999804
2021.09.20,-91.00000000000819,168.00000000000148,,76.99999999999329
2021.09.20,-64.99999999999773,161.00000000000003,,96.0000000000023
2021.09.20,-61.00000000000705,168.99999999999693,,107.99999999998988
2021.09.20,-73.0000000000075,194.0000000000053,,120.99999999999778
2021.09.20,-99.00000000000375,202.9999999999976,,103.99999999999386
2021.09.20,-120.00000000000455,182.00000000000438,,61.99999999999983
2021.09.20,-88.99999999999864,201.00000000000674,,112.0000000000081
2021.09.20,1.9999999999953388,226.00000000000398,,227.99999999999932
2021.09.20,24.00000000000091,314.99999999999864,,338.99999999999955
2021.09.20,-7.000000000005002,336.00000000000296,,328.99999999999795
2021.09.20,34.99999999999659,375.0000000000031,,409.9999999999997
2021.09.20,64.99999999999773,335.0000000000075,,400.00000000000523
2021.09.20,85.99999999999852,314.99999999999864,,400.99999999999716
2021.09.20,123.00000000000466,289.0000000000059,,412.0000000000106
2021.09.20,-19.99999999999602,268.0000000000016,,248.00000000000557
2021.09.20,12.000000000000455,273.000000000001,,285.0000000000015
2021.09.20,123.99999999999523,279.00000000000705,,403.0000000000023
2021.09.20,55.999999999997385,339.0000000000004,,394.9999999999978
2021.09.20,-37.00000000000614,406.00000000000637,,369.0000000000002
2021.09.20,-102.00000000000387,424.9999999999976,,322.99999999999375
2021.09.20,-147.99999999999613,380.999999999998,,233.00000000000188
2021.09.20,-144.00000000000546,368.9999999999971,,224.99999999999164
2021.09.20,-165.00000000000625,397.0000000000029,,231.99999999999665
2021.09.20,-231.99999999999932,509.00000000000387,,277.00000000000455
2021.09.20,-248.00000000000466,514.9999999999987,,266.9999999999941
2021.09.20,-180.00000000000682,550.000000000006,,369.9999999999992
2021.09.20,-185.00000000000227,626.0000000000043,,441.00000000000205
2021.09.20,-177.99999999999727,619.0000000000028,,441.00000000000557
2021.09.20,-82.00000000000784,622.0000000000003,,539.9999999999925
2021.09.20,-76.00000000000762,604.0000000000045,,527.9999999999969
2021.09.20,-60.000000000002274,602.999999999998,,542.9999999999957
2021.09.20,-40.00000000000625,624.9999999999977,,584.9999999999915
2021.09.20,-46.00000000000648,640.0000000000073,,594.0000000000008
2021.09.20,-108.99999999999466,585.9999999999976,,477.00000000000296
2021.09.20,-96.00000000000364,592.0000000000036,,496.0
2021.09.20,-78.00000000000296,590.999999999997,,512.9999999999941
2021.09.21,-79.9999999999983,468.9999999999972,,388.9999999999989
2021.09.21,-100.00000000000853,529.9999999999972,,429.99999999998863
2021.09.21,-85.00000000000796,540.0000000000072,,454.9999999999992
2021.09.21,-85.00000000000796,575.0000000000033,,489.99999999999534
2021.09.21,-70.00000000000739,578.0000000000007,,507.9999999999933
2021.09.21,-140.00000000000057,578.0000000000007,,438.0000000000001
2021.09.21,-201.00000000000762,583.0000000000002,,381.9999999999926
2021.09.21,-266.00000000000534,597.9999999999985,,331.9999999999932
2021.09.21,-305.0000000000068,583.0000000000002,,277.9999999999934
2021.09.21,-302.99999999999727,587.0000000000042,,284.00000000000693
2021.09.21,-344.0000000000083,602.0000000000025,,257.9999999999942
2021.09.21,-326.9999999999982,575.0000000000033,,248.00000000000512
2021.09.21,-305.0000000000068,574.0000000000078,,269.000000000001
2021.09.21,-355.99999999999454,572.0000000000058,,216.00000000001125
2021.09.21,-364.0000000000043,562.0000000000069,,198.00000000000261
2021.09.21,-328.00000000000296,541.0000000000026,,212.99999999999966
2021.09.21,-298.0000000000018,536.9999999999986,,238.99999999999682
2021.09.21,-311.00000000000705,557.0000000000075,,246.00000000000045
2021.09.21,-378.0000000000001,531.0000000000036,,153.00000000000352
2021.09.21,-376.0000000000048,526.9999999999997,,150.99999999999488
2021.09.21,-424.0000000000066,482.00000000000466,,57.99999999999807
2021.09.21,-501.0000000000048,385.99999999999744,,-115.00000000000733
2021.09.21,-525.0000000000057,404.99999999999983,,-120.00000000000585
2021.09.21,-576.9999999999982,443.99999999999994,,-132.99999999999824
2021.09.21,-640.0000000000006,470.9999999999992,,-169.00000000000136
2021.09.21,-655.0000000000011,448.9999999999994,,-206.00000000000176
2021.09.21,-597.999999999999,473.0000000000012,,-124.99999999999778
2021.09.21,-623.0000000000047,485.0000000000021,,-138.00000000000256
2021.09.21,-617.0000000000044,502.00000000000244,,-115.00000000000199
2021.09.21,-588.9999999999986,541.0000000000026,,-47.99999999999602
2021.09.21,-609.9999999999994,561.0000000000003,,-48.99999999999909
2021.09.21,-621.9999999999999,570.9999999999993,,-51.00000000000057
2021.09.21,-512.0000000000005,609.000000000004,,97.00000000000352
2021.09.21,-572.0000000000027,555.0000000000055,,-16.99999999999727
2021.09.21,-506.0000000000002,587.9999999999997,,81.99999999999943
2021.09.21,-564.0000000000072,583.0000000000002,,18.999999999993065
2021.09.21,-554.000000000002,614.9999999999989,,60.99999999999682
2021.09.21,-548.0000000000018,550.000000000006,,2.0000000000042064
2021.09.21,-561.9999999999976,543.0000000000045,,-18.999999999993065
2021.09.21,-512.0000000000005,579.0000000000073,,67.00000000000682
2021.09.21,-489.9999999999949,592.0000000000036,,102.00000000000875
2021.09.21,-435.0000000000023,580.0000000000027,,145.00000000000045
2021.09.21,-478.00000000000864,594.0000000000057,,115.99999999999704
2021.09.21,-459.0000000000032,572.0000000000058,,113.00000000000261
2021.09.21,-460.00000000000796,529.0000000000017,,68.99999999999375
2021.09.21,-460.9999999999985,526.9999999999997,,66.00000000000114
2021.09.21,-424.0000000000066,575.9999999999987,,151.99999999999216
2021.09.21,-424.99999999999716,568.0000000000018,,143.00000000000466
2021.09.22,-451.9999999999982,496.00000000000756,,44.00000000000938
2021.09.22,-418.99999999999693,526.9999999999997,,108.00000000000273
2021.09.22,-472.999999999999,543.0000000000045,,70.00000000000557
2021.09.22,-468.0000000000035,565.0000000000044,,97.00000000000091
2021.09.22,-430.9999999999974,568.9999999999973,,137.9999999999999
2021.09.22,-388.9999999999958,574.0000000000078,,185.00000000001205
2021.09.22,-432.00000000000216,567.0000000000064,,135.0000000000042
2021.09.22,-454.9999999999983,553.999999999999,,99.00000000000068
2021.09.22,-612.9999999999995,490.00000000000153,,-122.99999999999801
2021.09.22,-629.0000000000049,502.00000000000244,,-127.00000000000244
2021.09.22,-579.9999999999983,573.0000000000013,,-6.999999999997044
2021.09.22,-620.0000000000045,579.0000000000073,,-40.99999999999727
2021.09.22,-599.0000000000038,572.0000000000058,,-26.999999999997954
2021.09.22,-576.9999999999982,592.0000000000036,,15.000000000005457
2021.09.22,-576.0000000000076,592.0000000000036,,15.999999999996021
2021.09.22,-621.9999999999999,611.000000000006,,-10.999999999993861
2021.09.22,-652.000000000001,583.0000000000002,,-69.0000000000008
2021.09.22,-644.0000000000055,589.0000000000061,,-54.99999999999932
2021.09.22,-722.0000000000084,594.0000000000057,,-128.00000000000273
2021.09.22,-740.9999999999997,624.9999999999977,,-116.00000000000193
2021.09.22,-772.0000000000056,639.0000000000007,,-133.0000000000049
2021.09.22,-793.9999999999969,685.9999999999977,,-107.9999999999992
2021.09.22,-793.9999999999969,687.9999999999998,,-105.99999999999716
2021.09.22,-905.0000000000011,694.0000000000057,,-210.99999999999545
2021.09.22,-971.0000000000036,758.9999999999985,,-212.00000000000512
2021.09.22,-903.0000000000058,763.0000000000026,,-140.00000000000318
2021.09.22,-921.999999999997,744.0000000000002,,-177.99999999999682
2021.09.22,-1003.0000000000001,702.9999999999981,,-300.00000000000205
2021.09.22,-1001.0000000000048,739.0000000000008,,-262.000000000004
2021.09.22,-941.0000000000025,711.000000000006,,-229.99999999999648
2021.09.22,-947.0000000000027,709.9999999999995,,-237.00000000000318
2021.09.22,-1025.9999999999964,768.9999999999975,,-256.99999999999886
2021.09.22,-1027.000000000001,780.000000000003,,-246.99999999999795
2021.09.22,-1010.0000000000051,795.0000000000013,,-215.00000000000387
2021.09.22,-1030.0000000000011,728.0000000000064,,-301.99999999999477
2021.09.22,-1010.0000000000051,729.0000000000018,,-281.0000000000033
2021.09.22,-993.9999999999998,687.0000000000043,,-306.99999999999545
2021.09.22,-1010.9999999999957,631.9999999999992,,-378.9999999999965
2021.09.22,-1025.9999999999964,633.0000000000058,,-392.99999999999056
2021.09.22,-960.000000000008,656.000000000001,,-304.00000000000693
2021.09.22,-914.0000000000015,675.0000000000034,,-238.99999999999807
2021.09.22,-882.9999999999956,631.9999999999992,,-250.99999999999636
2021.09.22,-1019.0000000000055,568.0000000000018,,-451.00000000000364
2021.09.22,-1030.0000000000011,580.0000000000027,,-449.9999999999984
2021.09.22,-884.0000000000003,541.9999999999981,,-342.0000000000023
