date,USDJPY,USDCAD,AUDUSD,GBPCHF,EURCHF,CADCHF,GBPCAD,GBPAUD,EURCAD,EURAUD,CADJPY,NZDJPY,AUDCAD,NZDCAD,empty,sum
2017.11.20,-1.9999999999953388,-13.999999999980695,-14.000000000002899,-9.999999999998899,-39.00000000001125,-75.9999999999983,-18.0000000000069,-29.00000000001235,-197.99999999998707,-7.0000000000014495,-9.999999999990905,-36.99999999999193,-13.00000000000745,-115.99999999999389,,-582.9999999999794
2017.11.20,5.000000000009663,11.00000000000545,9.00000000000345,2.999999999997449,-70.99999999999883,-140.0000000000068,34.99999999998504,96.00000000000719,-214.99999999998744,7.0000000000014495,-10.99999999999568,-78.00000000000296,4.999999999999449,-170.00000000000347,,-513.9999999999859
2017.11.20,-58.9999999999975,76.0000000000094,49.99999999999449,-38.0000000000047,-499.000000000005,-141.99999999999767,49.99999999999449,62.000000000006494,73.00000000001194,-341.99999999999784,-6.000000000000227,-33.999999999991815,-68.00000000000139,-210.99999999999451,,-1087.9999999999736
2017.11.20,-211.9999999999891,188.00000000001037,85.00000000000173,-65.00000000000395,-564.000000000009,-41.9999999999976,42.999999999993044,89.00000000000574,287.9999999999994,-503.000000000009,144.00000000000546,43.00000000000637,-59.000000000009045,-231.0000000000034,,-795.999999999999
2017.11.20,-149.99999999999147,155.00000000001623,60.99999999999994,-12.000000000012001,-456.00000000001194,-92.00000000000318,29.999999999996696,65.00000000000395,243.99999999999977,-370.00000000000364,42.00000000000159,-22.999999999996135,-65.00000000000395,-182.99999999999983,,-754.0000000000041
2017.11.20,-33.999999999991815,143.00000000000423,56.99999999999594,14.000000000002899,-350.00000000000585,-100.00000000000009,38.99999999998904,42.999999999993044,276.00000000000955,-331.0000000000146,52.00000000000671,-28.999999999996362,-27.00000000001035,-166.99999999999494,,-414.0000000000126
2017.11.20,-6.000000000000227,135.00000000001845,26.999999999999247,-22.0000000000109,-334.9999999999964,-114.00000000000298,17.999999999984695,-42.0000000000087,236.00000000001398,-408.00000000000836,22.00000000000557,-54.99999999999261,-92.00000000000318,-212.99999999999653,,-848.999999999998
2017.11.20,-101.99999999998965,206.00000000001728,41.9999999999976,-49.00000000001015,-378.00000000001165,-72.0000000000054,55.99999999998939,-69.00000000000794,219.99999999999798,-407.0000000000018,103.9999999999992,-40.99999999999682,-98.0000000000092,-290.00000000000136,,-878.0000000000326
2017.11.20,-138.9999999999958,208.00000000000819,51.99999999999649,-204.00000000000418,-595.9999999999966,-38.0000000000047,48.99999999998794,-45.99999999999049,241.00000000000233,-432.0000000000102,185.00000000000227,-6.999999999990791,-114.00000000000298,-276.9999999999939,,-1117.9999999999923
2017.11.20,-140.00000000000057,289.0000000000059,78.00000000000028,-310.9999999999946,-653.0000000000147,90.99999999999665,51.000000000001044,-79.99999999999119,283.000000000011,-425.0000000000087,227.00000000000387,49.000000000006594,-97.00000000000264,-256.99999999999613,,-894.9999999999833
