date,USDCHF,GBPUSD,USDCAD,GBPCHF,CHFJPY,EURGBP,GBPJPY,EURJPY,EURNZD,CADJPY,AUDJPY,NZDJPY,empty,sum
2021.05.31,63.99999999999739,-87.99999999999919,29.00000000001235,-144.0000000000108,-31.00000000000591,-36.999999999998145,-234.00000000000887,12.000000000000455,136.00000000000279,-1.0000000000047748,-105.00000000000398,-64.99999999999773,,-464.0000000000164
2021.05.31,80.00000000000229,-146.99999999998602,65.00000000000395,-181.00000000000892,-44.00000000001114,-36.999999999998145,-365.0000000000091,-48.99999999997817,204.00000000000418,-30.000000000001137,-152.00000000000102,-142.00000000001012,,-797.9999999999933
2021.05.31,75.9999999999983,-95.00000000000064,134.00000000001188,-138.0000000000159,-150.00000000000568,14.999999999998348,-350.00000000002274,-67.99999999998363,402.9999999999978,-33.00000000000125,-177.99999999999727,-103.9999999999992,,-488.00000000001995
2021.05.31,85.00000000000173,-116.99999999998934,121.99999999999989,-166.00000000002169,-147.00000000000557,9.999999999998899,-378.0000000000143,-82.99999999999841,392.9999999999989,-49.000000000006594,-200.00000000000284,-120.00000000000455,,-650.0000000000439
2021.05.31,99.00000000000463,-103.99999999999298,120.00000000000898,-176.00000000002058,-120.00000000000455,20.999999999993246,-355.0000000000182,-75.9999999999934,487.99999999999955,-43.99999999999693,-210.99999999999852,-73.0000000000075,,-431.00000000002626
2021.05.31,130.0000000000079,-46.999999999997044,140.99999999999113,-173.00000000000094,-129.0000000000049,25.999999999992696,-359.00000000000887,-84.99999999997954,523.9999999999911,-67.00000000000728,-195.99999999999795,-66.0000000000025,,-301.00000000001614
2021.05.31,158.99999999999804,4.000000000004,181.9999999999933,-165.00000000001512,-108.00000000000409,29.999999999996696,-324.0000000000123,-54.000000000002046,649.999999999995,-49.000000000006594,-191.0000000000025,7.999999999995566,,141.99999999993997
2021.05.31,95.00000000000064,-69.9999999999923,160.00000000000458,-142.0000000000199,-22.00000000000557,29.000000000001247,-182.00000000001637,58.9999999999975,609.9999999999994,63.00000000000239,-132.000000000005,60.000000000002274,,527.999999999969
2021.05.31,46.00000000000159,-177.99999999998929,104.99999999999955,-167.00000000000603,9.999999999990905,2.999999999997449,-173.00000000000182,108.00000000000409,469.99999999999267,96.9999999999942,-156.99999999999648,22.999999999996135,,186.999999999983
2021.05.31,31.999999999998696,-225.99999999999287,113.00000000000753,-187.00000000000384,-50.00000000001137,-9.00000000000345,-276.00000000001046,37.00000000000614,425.0000000000087,75.00000000000284,-240.99999999999966,-40.99999999999682,,-347.9999999999945
2021.05.31,18.0000000000069,-251.00000000000122,113.99999999999189,-195.00000000001182,-10.000000000005116,-26.000000000003798,-230.0000000000182,104.00000000001342,424.00000000000216,113.99999999999011,-210.99999999999852,3.0000000000001137,,-146.0000000000341
2021.05.31,-26.999999999999247,-258.99999999998704,62.99999999999084,-136.00000000000279,-59.00000000001171,-1.0000000000065512,-224.00000000001796,67.00000000000728,343.00000000000443,84.99999999999375,-225.9999999999991,-58.000000000006935,,-432.000000000035
2021.05.31,-19.999999999997797,-214.99999999998744,116.00000000000499,-110.00000000001009,-65.00000000001194,8.999999999992347,-198.0000000000075,78.00000000000296,337.99999999999386,109.99999999999943,-203.99999999999352,-52.99999999999727,,-214.000000000012
2021.05.31,23.00000000000635,-221.99999999998886,137.00000000000932,-174.00000000000747,-34.000000000006025,-14.000000000002899,-237.0000000000232,72.00000000000273,400.00000000000034,108.99999999999466,-204.9999999999983,-27.000000000001023,,-172.00000000001432
2021.05.31,39.00000000000014,-185.99999999999727,137.00000000000932,-171.00000000001003,3.9999999999906777,-6.0000000000060005,-185.00000000000227,115.0000000000091,299.99999999998914,118.99999999999977,-206.99999999999363,-49.99999999999716,,-91.00000000000824
2021.05.31,24.999999999997247,-202.9999999999976,140.99999999999113,-163.00000000000205,-5.000000000009663,-8.000000000008,-187.00000000001182,114.00000000000432,248.00000000000378,131.00000000000023,-219.99999999999886,-75.00000000000284,,-202.00000000003413
2021.05.31,30.000000000007798,-222.99999999999542,92.00000000000318,-186.0000000000195,0.999999999990564,0.999999999995449,-209.00000000000318,82.00000000002206,289.0000000000059,91.99999999999875,-260.9999999999957,-78.00000000000296,,-369.99999999999307
2021.05.31,62.000000000006494,-137.9999999999937,148.99999999999915,-157.00000000000713,-35.0000000000108,5.999999999994898,-219.99999999999886,70.0000000000216,306.9999999999906,75.9999999999934,-251.00000000000477,-76.00000000000762,,-207.0000000000167
