date,EURCHF,NZDCHF,GBPAUD,EURCAD,empty,sum
2020.04.20,-28.999999999990145,-82.99999999999974,-38.0000000000047,-74.99999999998064,,-224.99999999997522
2020.04.20,-25.00000000000835,-126.99999999999933,144.99999999999514,-191.99999999999218,,-199.00000000000472
2020.04.20,-18.0000000000069,-80.99999999999774,159.99999999998238,-388.9999999999949,,-328.00000000001717
2020.04.20,-15.00000000000945,-221.99999999999997,556.0000000000009,-395.99999999999636,,-77.00000000000489
2020.04.20,-11.999999999989797,-92.99999999999864,554.9999999999944,-353.99999999998766,,96.00000000001836
2020.04.20,-15.00000000000945,-14.000000000002899,608.9999999999928,-434.000000000001,,145.99999999997942
2020.04.20,-21.00000000000435,34.99999999999615,602.999999999998,-385.99999999999744,,230.99999999999233
2020.04.20,-38.0000000000047,-14.000000000002899,490.999999999997,-396.9999999999807,,42.0000000000087
2020.04.20,-19.999999999997797,40.00000000000669,651.9999999999859,-627.9999999999841,,44.00000000001069
2020.04.20,-9.999999999998899,-0.999999999995449,570.0000000000039,-557.9999999999918,,1.0000000000177351
2020.04.20,-14.000000000002899,-2.999999999997449,506.9999999999908,-652.9999999999925,,-163.00000000000205
2020.04.20,-21.00000000000435,38.0000000000047,611.9999999999903,-637.9999999999831,,-8.999999999992383
2020.04.20,-28.999999999990145,-34.000000000000696,580.999999999987,-609.9999999999994,,-92.00000000000318
2020.04.20,-24.000000000001798,-36.0000000000027,586.999999999982,-626.9999999999998,,-100.00000000002228
2020.04.20,-29.999999999996696,-341.0000000000024,188.9999999999947,-624.9999999999867,,-806.9999999999911
2020.04.20,-19.999999999997797,-322.00000000000006,208.99999999999253,-648.9999999999885,,-781.9999999999939
2020.04.20,-11.999999999989797,-314.0000000000032,187.00000000000384,-701.9999999999804,,-840.9999999999695
2020.04.20,-15.00000000000945,-244.99999999999523,190.00000000000128,-703.9999999999935,,-773.9999999999969
2020.04.20,-14.000000000002899,-236.00000000000287,146.00000000000168,-668.9999999999862,,-772.9999999999903
2020.04.20,-1.0000000000065512,-278.9999999999959,73.99999999999629,-669.9999999999928,,-875.999999999999
2020.04.20,-7.0000000000014495,-231.0000000000034,-92.00000000000318,-609.9999999999994,,-940.0000000000075
2020.04.20,-5.999999999994898,-353.0000000000033,-402.9999999999978,-565.9999999999999,,-1327.999999999996
2020.04.20,-4.000000000004,-388.9999999999949,-764.0000000000091,-543.999999999989,,-1700.9999999999968
2020.04.20,-11.999999999989797,-385.000000000002,-812.999999999997,-713.9999999999924,,-1923.9999999999814
2020.04.20,-72.99999999998974,-417.99999999999613,-914.0000000000148,-865.999999999989,,-2270.9999999999895
2020.04.20,-52.99999999999194,-431.99999999999903,-672.0000000000059,-953.9999999999882,,-2110.999999999985
2020.04.20,-49.99999999999449,-409.99999999999926,-563.0000000000024,-972.9999999999794,,-1995.9999999999754
2020.04.20,-42.0000000000087,-415.99999999999415,-522.0000000000002,-895.9999999999857,,-1875.9999999999886
2020.04.20,-32.0000000000098,-441.99999999999795,-595.9999999999966,-963.999999999987,,-2033.9999999999914
2020.04.20,-21.00000000000435,-363.99999999999767,-531.9999999999991,-1126.999999999989,,-2043.9999999999902
2020.04.20,-26.999999999999247,-307.0000000000017,-534.9999999999966,-1111.9999999999798,,-1980.9999999999773
2020.04.20,-19.999999999997797,-354.9999999999942,-724.9999999999978,-1076.9999999999945,,-2176.9999999999845
2020.04.20,-15.00000000000945,-358.9999999999982,-723.0000000000069,-1088.0,,-2185.0000000000146
2020.04.20,-19.999999999997797,-437.999999999994,-1044.0000000000005,-899.9999999999897,,-2401.999999999982
2020.04.20,-24.000000000001798,-475.99999999999864,-1088.0,-631.9999999999882,,-2219.9999999999886
2020.04.20,-24.000000000001798,-558.000000000003,-1085.0000000000027,-747.9999999999931,,-2415.0000000000005
2020.04.20,-5.000000000010552,-446.9999999999974,-958.9999999999987,-691.9999999999815,,-2102.999999999988
2020.04.20,-11.999999999989797,-500.9999999999959,-1016.0000000000169,-768.9999999999975,,-2298.0
2020.04.20,-11.999999999989797,-463.9999999999977,-870.0000000000152,-742.9999999999826,,-2088.9999999999854
2020.04.20,-14.000000000002899,-414.00000000000324,-677.0000000000165,-940.9999999999918,,-2046.0000000000146
2020.04.20,7.0000000000014495,-365.99999999999966,-445.0000000000065,-974.9999999999925,,-1778.9999999999973
2020.04.20,11.00000000000545,-397.0000000000029,-509.00000000000387,-805.9999999999956,,-1700.9999999999968
2020.04.20,15.00000000000945,-405.9999999999952,-446.9999999999974,-1101.9999999999807,,-1939.9999999999638
2020.04.20,15.00000000000945,-331.0000000000035,-161.00000000001114,-1273.9999999999973,,-1751.0000000000025
2020.04.20,12.999999999996348,-243.99999999999977,-19.999999999997797,-1238.99999999999,,-1489.9999999999911
2020.04.20,9.999999999998899,-278.9999999999959,-147.00000000000824,-1149.0,,-1565.0000000000052
2020.04.20,11.00000000000545,-210.99999999999451,71.99999999998319,-1133.9999999999907,,-1261.9999999999966
2020.04.20,0.0,-181.9999999999933,93.99999999999409,-1444.000000000001,,-1532.0
2020.04.21,-4.000000000004,-141.99999999999767,-104.99999999999955,-1375.9999999999995,,-1627.0000000000007
2020.04.21,-5.000000000010552,-120.99999999999334,98.99999999998244,-1401.999999999992,,-1429.0000000000134
2020.04.21,-14.000000000002899,-151.00000000000114,153.00000000000313,-1479.9999999999925,,-1491.9999999999934
