date,EURUSD,USDCAD,EURGBP,GBPJPY,GBPCAD,EURCAD,CADJPY,AUDJPY,NZDJPY,NZDCAD,empty,sum
2015.05.11,-52.99999999999194,-4.000000000004,-17.999999999995797,-157.99999999998704,-146.00000000000168,-26.0000000000149,-104.00000000001342,-123.00000000000466,-39.99999999999204,-379.0000000000071,,-1051.0000000000125
2015.05.11,-18.999999999991246,-11.00000000000545,-31.999999999998696,-189.99999999999773,55.000000000005045,-29.00000000001235,-106.00000000000875,-225.00000000000853,145.00000000001023,-403.0000000000089,,-815.0000000000164
2015.05.11,-32.999999999994145,-4.000000000004,-22.999999999995246,-223.0000000000132,5.999999999994898,-9.000000000014552,-143.00000000000068,-256.0000000000002,76.99999999999818,-302.0000000000023,,-910.0000000000313
2015.05.11,14.000000000002899,18.999999999991246,2.000000000002,-161.00000000000136,31.999999999987594,0.0,-152.00000000000102,-187.00000000001182,192.99999999999784,-528.0000000000063,,-768.0000000000389
2015.05.11,26.0000000000149,70.99999999999883,3.0000000000085514,-143.00000000000068,4.000000000004,5.999999999994898,-125.0,-174.0000000000066,293.99999999999693,-463.0000000000023,,-500.9999999999915
2015.05.11,32.0000000000098,51.99999999998539,9.999999999998899,-76.99999999999818,-60.99999999999994,-16.000000000016,-133.00000000000978,-249.00000000000944,246.00000000000932,-452.00000000000796,,-648.0000000000379
2015.05.11,-17.999999999984695,-38.0000000000047,-10.999999999994348,-98.00000000001319,-4.000000000004,-53.00000000001415,-134.00000000000034,-228.00000000000864,289.0000000000015,-474.00000000000773,,-769.0000000000304
2015.05.11,-8.999999999992347,-8.000000000008,-100.00000000000009,-43.00000000000637,-76.0000000000094,-261.0000000000001,-118.00000000000921,-250.0,353.00000000000864,-577.0000000000052,,-1089.000000000022
2015.05.11,310.0000000000103,106.99999999999044,-165.9999999999995,48.00000000000182,-52.000000000007596,-387.000000000004,-81.00000000000307,-58.000000000006935,406.0000000000059,-583.0000000000002,,-456.00000000001285
2015.05.11,335.00000000001864,103.99999999999298,-183.99999999999528,7.000000000005002,-24.000000000001798,-377.0000000000051,-79.00000000000773,-56.000000000011596,423.0000000000018,-590.0000000000016,,-441.00000000000466
2015.05.11,333.0000000000055,119.00000000000244,-171.99999999999437,-39.99999999999204,-15.999999999993797,-344.00000000001097,-76.00000000000762,9.999999999990905,460.00000000000796,-570.0000000000039,,-295.99999999999585
2015.05.11,347.0000000000084,273.9999999999965,-181.9999999999933,-50.00000000001137,204.00000000000418,-224.000000000002,9.999999999990905,27.999999999991587,490.99999999999966,-647.0000000000086,,250.9999999999759
2015.05.11,433.0000000000167,305.9999999999841,-217.0000000000005,-21.99999999999136,219.99999999999798,-289.0000000000059,23.9999999999867,111.99999999999477,634.0000000000003,-673.0000000000014,,527.9999999999814
2015.05.11,562.0000000000181,356.00000000000074,-234.99999999999633,62.00000000001182,191.99999999999218,-327.99999999999494,70.99999999999795,203.99999999999352,671.999999999997,-669.0000000000085,,887.0000000000115
2015.05.11,545.0000000000177,384.9999999999909,-229.00000000000142,97.00000000000841,283.99999999999534,-246.00000000001288,117.999999999995,134.00000000000034,692.0000000000073,-619.0000000000028,,1160.9999999999977
2015.05.11,512.0000000000014,383.99999999998437,-217.0000000000005,54.000000000002046,275.000000000003,-211.00000000000563,78.99999999999352,125.0,651.0000000000105,-585.0000000000022,,1066.9999999999864
2015.05.11,472.00000000000574,347.9999999999928,-239.0000000000003,-80.0000000000125,245.99999999999068,-276.00000000000955,20.999999999986585,65.99999999998829,627.0000000000095,-621.0000000000049,,563.9999999999465
2015.05.11,518.0000000000184,394.00000000000546,-237.99999999999378,-50.00000000001137,261.0000000000001,-259.0000000000092,57.999999999992724,101.99999999998965,646.0000000000008,-707.000000000002,,724.9999999999907
2015.05.11,373.00000000000114,353.0000000000033,-207.00000000000162,-157.99999999998704,287.9999999999994,-200.00000000000017,26.999999999986812,-25.000000000005684,548.0000000000018,-628.0000000000064,,370.9999999999916
2015.05.11,64.0000000000196,278.9999999999848,-143.9999999999997,-140.99999999999113,255.00000000000523,-42.0000000000087,-7.000000000005002,-112.00000000000898,463.99999999999864,-503.000000000009,,112.99999999998579
2015.05.11,84.0000000000174,272.99999999998994,-65.99999999999939,-164.99999999999204,266.999999999995,100.99999999999554,-25.000000000005684,-106.00000000000875,445.99999999999795,-546.000000000002,,262.99999999998795
2015.05.11,272.00000000000557,387.99999999998835,-180.0000000000024,-199.99999999998863,158.99999999999804,-48.000000000003595,12.000000000000455,-13.00000000000523,620.0000000000045,-639.0000000000007,,370.99999999999636
2015.05.11,238.0000000000049,411.0000000000058,-183.99999999999528,-237.99999999999955,371.99999999999454,-48.000000000003595,26.999999999986812,-39.00000000000148,594.9999999999989,-677.0000000000053,,456.99999999998556
2015.05.11,251.00000000000122,445.99999999999085,-137.9999999999937,-163.99999999998727,317.9999999999961,7.0000000000014495,27.999999999991587,-47.000000000011255,624.0000000000094,-609.000000000004,,715.9999999999947
2015.05.11,254.00000000002086,497.99999999999847,-131.99999999999878,-33.999999999991815,258.0000000000027,103.99999999999298,137.99999999999102,-22.00000000000557,630.0000000000097,-518.0000000000074,,1176.0000000000123
2015.05.11,321.0000000000157,465.99999999998863,-242.99999999999324,-395.9999999999866,496.99999999999187,-14.000000000002899,111.99999999999477,73.99999999999807,628.0000000000001,-542.0000000000091,,902.9999999999973
2015.05.11,296.0000000000074,462.9999999999912,-318.99999999999153,-528.9999999999964,865.0000000000047,-5.000000000010552,169.9999999999875,83.99999999998897,680.9999999999974,-603.0000000000091,,1102.9999999999695
2015.05.11,361.0000000000113,402.9999999999978,-486.999999999993,-866.9999999999902,842.9999999999937,-117.00000000001154,108.99999999999466,18.000000000000682,649.0000000000009,-595.0000000000011,,317.0000000000032
2015.05.11,404.0000000000044,314.99999999999864,-483.0000000000001,-780.0000000000011,838.0000000000055,-293.99999999999426,16.999999999995907,-1.0000000000047748,659.9999999999966,-681.0000000000093,,-5.00000000000864
2015.05.11,399.00000000001603,256.99999999999613,-534.0000000000011,-889.00000000001,815.9999999999945,-416.00000000001637,-37.00000000000614,-68.00000000001205,625.0,-700.0000000000006,,-547.0000000000396
2015.05.11,507.000000000013,120.99999999999334,-629.9999999999973,-1030.0000000000011,760.9999999999894,-526.0000000000042,-203.00000000000296,-20.000000000010232,653.0000000000058,-892.0000000000039,,-1259.0000000000182
2015.05.11,446.0000000000131,34.99999999998504,-685.9999999999977,-1138.0000000000052,634.9999999999856,-632.0000000000103,-234.00000000000887,-105.00000000000398,662.9999999999967,-953.0000000000039,,-1969.0000000000496
2015.05.11,404.0000000000044,-77.00000000001594,-707.9999999999975,-1237.9999999999995,716.0000000000056,-761.999999999996,-252.00000000000955,-120.00000000000455,770.0000000000102,-1075.0000000000036,,-2342.0000000000064
2015.05.11,259.0000000000092,-126.0000000000039,-793.9999999999947,-1651.9999999999868,693.9999999999947,-737.9999999999942,-349.00000000000375,-141.00000000000534,852.0000000000039,-1271.0,,-3265.999999999981
2015.05.11,307.00000000001285,-127.99999999999478,-864.9999999999935,-1750.0,1175.9999999999993,-721.000000000016,-335.00000000000796,-146.0000000000008,921.0000000000065,-1323.0000000000075,,-2864.000000000002
2015.05.11,304.00000000001535,-197.00000000000273,-868.9999999999975,-1913.9999999999873,1144.999999999996,-717.9999999999964,-432.00000000000216,-190.00000000001194,933.9999999999975,-1375.9999999999995,,-3312.999999999989
