,Unnamed: 0,names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
0,0,USDCHF,10,"['CHFJPY', 'EURJPY']",100.0,0.0232,B
1,1,GBPUSD,20,['USDCAD'],80.0,0.9999100000000001,B
2,2,EURUSD,10,"['CHFJPY', 'EURJPY']",100.0,-0.0357,S
3,3,USDJPY,10,"['CHFJPY', 'EURJPY']",100.0,0.0371,B
4,4,USDCAD,10,['EURGBP'],80.0,0.9603800000000005,B
5,5,AUDUSD,30,"['EURJPY', 'EURCHF']",80.0,-0.1406260854465924,S
6,6,NZDUSD,30,"['GBPCHF', 'GBPCAD', 'GBPUSD', 'EURJPY', 'USDCAD', 'EURCHF']",100.0,0.6690666666666667,B
7,7,EURCHF,15,"['USDJPY', 'GBPCAD', 'GBPCHF']",80.0,0.328474845709844,B
8,8,CHFJPY,50,"['EURJPY', 'CHFJPY', 'NZDCAD']",80.0,0.713856264632755,B
9,9,CADCHF,10,"['EURJPY', 'CHFJPY', 'NZDUSD']",80.0,-0.06751797619047613,S
10,10,NZDCHF,10,"['GBPCHF', 'GBPCAD', 'GBPUSD']",80.0,0.3864851587301654,B
11,11,EURGBP,15,['EURCAD'],80.0,-0.7153389679764547,S
12,12,GBPJPY,20,"['AUDCHF', 'NZDCAD', 'AUDCAD', 'NZDCHF', 'GBPCHF', 'EURNZD']",100.0,0.6027,B
13,13,GBPCAD,30,"['USDCHF', 'EURUSD', 'USDCAD']",80.0,0.715906093906086,B
14,14,GBPAUD,10,['EURGBP'],80.0,0.9607699999999997,B
15,15,EURJPY,15,['EURAUD'],80.0,-0.49337562409813673,S
16,16,EURNZD,10,"['EURCAD', 'USDCHF', 'EURUSD', 'USDJPY']",100.0,-0.7993,S
17,17,CADJPY,10,"['EURGBP', 'GBPCHF', 'GBPCAD', 'GBPUSD']",80.0,-0.1551076190476193,S
18,18,NZDJPY,10,"['GBPUSD', 'GBPCAD', 'GBPCHF']",100.0,0.5662,B
19,19,NZDCAD,10,"['GBPCHF', 'GBPCAD', 'GBPUSD']",80.0,0.3942744444444515,B
