date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,GBPCHF,EURCHF,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2021.03.08,-263.0000000000021,-462.9999999999912,-2.999999999997449,-94.99999999999886,0.0,-78.00000000000028,-608.0000000000085,-256.00000000001177,-281.00000000000904,-304.00000000000426,-313.99999999999204,-63.99999999999739,-524.0000000000009,-592.9999999999991,-188.0000000000166,0.0,0.0,-76.0000000000094,-130.00000000000966,-158.00000000000125,-159.9999999999966,-135.99999999999167,-134.0000000000008,-116.00000000000499,,-4944.000000000043
2021.03.08,-286.00000000000847,-471.9999999999835,1.0000000000065512,-106.99999999999932,18.0000000000069,-70.0000000000034,-647.0000000000198,-290.00000000001245,-307.0000000000017,-301.0000000000068,-312.9999999999966,-80.00000000000229,-611.9999999999948,-641.999999999987,-203.00000000000296,26.999999999999247,25.999999999992696,-34.000000000000696,-173.00000000000182,-188.0000000000024,-178.99999999998784,-112.000000000001,-107.99999999999699,-180.0000000000024,,-5232.000000000008
2021.03.08,-265.99999999999955,-645.999999999991,-1.999999999990898,-199.99999999998863,-207.99999999998596,-253.0000000000032,-767.0000000000066,-334.00000000001205,-427.0000000000107,-462.0000000000068,-416.9999999999896,-103.99999999999298,-926.9999999999925,-652.0000000000082,-407.0000000000107,-89.00000000000574,-229.99999999999687,-157.00000000000713,-414.0000000000015,-481.9999999999993,-423.9999999999924,-212.99999999999653,-158.99999999999804,-236.99999999999832,,-8476.999999999985
2021.03.08,-241.00000000000233,-668.9999999999862,45.000000000006146,-185.99999999999284,-231.0000000000034,-271.0000000000101,-773.0000000000015,-311.0000000000168,-435.0000000000076,-486.00000000000864,-432.9999999999945,-108.99999999999244,-943.9999999999884,-560.0000000000049,-402.00000000001523,-113.99999999999189,-294.0000000000165,-191.00000000000784,-431.0000000000116,-518.0000000000007,-444.9999999999932,-232.99999999999432,-152.99999999999204,-242.00000000000887,,-8627.000000000038
2021.03.08,-255.00000000000523,-542.9999999999824,17.000000000000348,-140.00000000000057,-136.00000000000279,-196.00000000000728,-662.000000000007,-293.0000000000099,-393.00000000001,-375.0000000000031,-367.99999999999056,-58.99999999999794,-740.9999999999854,-529.0000000000017,-306.0000000000116,-51.000000000001044,-93.00000000000975,-59.000000000009045,-326.9999999999982,-337.0000000000033,-305.9999999999974,-158.99999999999804,-124.99999999999733,-243.00000000001543,,-6679.0000000000455
2021.03.08,-209.00000000000364,-609.9999999999994,73.99999999999629,-121.99999999999989,-175.99999999999838,-243.00000000000432,-707.0000000000132,-304.00000000001535,-393.00000000001,-392.9999999999989,-387.99999999999943,-76.99999999999375,-751.9999999999811,-575.9999999999987,-301.00000000001614,-46.999999999997044,-114.99999999999844,-92.00000000000318,-314.00000000000716,-344.99999999999886,-329.9999999999983,-171.99999999999437,-159.9999999999935,-173.00000000000094,,-6925.000000000028
2021.03.08,-253.99999999999866,-603.9999999999824,29.999999999996696,-162.9999999999967,-164.99999999999292,-221.00000000000452,-709.0000000000041,-297.0000000000139,-396.00000000000745,-395.0000000000009,-383.0,-83.9999999999952,-786.0000000000014,-560.9999999999893,-311.00000000000705,-51.000000000001044,-121.00000000001555,-95.00000000000064,-329.9999999999983,-364.0000000000043,-341.99999999999875,-156.00000000000057,-146.00000000000168,-222.00000000001108,,-7126.000000000031
2021.03.08,-255.00000000000523,-561.9999999999958,38.0000000000047,-159.9999999999966,-180.0000000000024,-178.00000000000037,-745.0000000000178,-356.00000000000074,-450.00000000000597,-426.9999999999996,-383.0,-63.99999999999739,-780.0000000000011,-523.9999999999911,-332.9999999999984,-93.99999999999409,-124.99999999999733,5.999999999994898,-365.0000000000091,-373.9999999999952,-313.99999999999295,-151.00000000000114,-71.99999999999429,-248.00000000000378,,-7096.000000000001
2021.03.08,-297.9999999999983,-553.9999999999878,-29.999999999996696,-141.9999999999959,-195.9999999999962,-170.00000000000347,-742.0000000000205,-360.0000000000048,-460.00000000000483,-441.99999999999795,-377.9999999999894,-53.00000000000304,-777.9999999999916,-485.0000000000021,-331.0000000000173,-96.00000000000719,-139.00000000000023,17.000000000000348,-371.0000000000093,-385.9999999999957,-305.9999999999974,-136.99999999999824,-68.99999999999685,-253.99999999999866,,-7160.000000000014
2021.03.08,-377.0000000000051,-365.99999999999966,-158.99999999999804,-214.9999999999892,-12.999999999996348,-47.00000000000814,-639.0000000000118,-318.00000000001825,-398.00000000000944,-391.000000000008,-320.9999999999935,-43.999999999999595,-548.0000000000018,-475.0000000000032,-189.00000000002137,-59.000000000009045,-96.00000000000719,52.99999999999194,-248.00000000000466,-269.999999999996,-188.99999999999295,-143.9999999999997,-65.99999999999939,-249.99999999999466,,-5769.0000000000755
2021.03.08,-383.0,-276.9999999999939,-165.9999999999995,-169.9999999999875,62.000000000006494,-35.00000000000725,-632.0000000000103,-284.00000000001756,-400.00000000000034,-397.0000000000029,-337.99999999999386,-41.9999999999976,-504.99999999999545,-453.99999999999886,-130.00000000002387,-70.99999999999883,-137.00000000000932,7.0000000000014495,-225.00000000000853,-239.99999999999488,-177.99999999999727,-165.9999999999995,-100.00000000000009,-275.000000000003,,-5536.00000000003
2021.03.08,-379.0000000000071,-197.99999999998707,-178.99999999999582,-161.99999999999193,114.0000000000141,37.99999999999359,-580.0000000000027,-267.0000000000172,-367.0000000000062,-363.0000000000022,-276.9999999999939,-22.999999999995246,-397.99999999999613,-441.99999999998687,-76.00000000002183,-38.0000000000047,-90.00000000001229,121.99999999999989,-169.00000000001114,-194.00000000000261,-87.99999999999386,-151.9999999999966,-35.999999999991594,-314.99999999999864,,-4519.000000000007
2021.03.08,-369.0000000000082,-261.0000000000001,-175.99999999999838,-156.99999999999648,87.99999999999919,44.99999999999504,-634.0000000000013,-282.0000000000045,-390.0000000000015,-390.0000000000015,-263.99999999999756,-39.999999999995595,-444.9999999999932,-461.0000000000003,-78.00000000000296,-46.999999999997044,-118.00000000001809,190.99999999998562,-176.00000000000193,-213.99999999999864,-73.99999999999807,-156.99999999999602,9.999999999998899,-329.00000000000153,,-4728.0000000000355
2021.03.08,-377.0000000000051,-265.99999999998846,-151.9999999999966,-132.99999999999557,80.00000000001339,22.999999999995246,-636.0000000000143,-281.0000000000201,-389.000000000006,-443.0000000000045,-273.9999999999965,-43.999999999999595,-447.00000000000273,-497.99999999999847,-68.00000000001205,-48.000000000003595,-228.00000000000597,170.99999999998784,-174.0000000000066,-262.00000000000045,-67.99999999999784,-236.99999999999832,-9.999999999998899,-394.00000000000546,,-5155.000000000061
2021.03.08,-352.00000000000784,-343.99999999998875,-109.99999999998789,-105.99999999999454,36.0000000000138,-11.00000000000545,-670.9999999999993,-302.0000000000023,-403.0000000000089,-491.0000000000081,-298.9999999999937,-47.9999999999925,-477.00000000000387,-533.99999999999,-84.00000000000318,-56.99999999999594,-314.99999999999864,127.99999999999478,-190.00000000001194,-328.00000000000296,-105.99999999999454,-270.99999999999903,-15.999999999993797,-425.0000000000087,,-5775.999999999984
2021.03.08,-358.9999999999982,-371.99999999999454,-85.99999999998609,-91.99999999999875,1.0000000000065512,-3.0000000000085514,-721.000000000016,-350.00000000000585,-430.00000000000813,-497.000000000003,-300.0000000000003,-51.99999999999649,-503.9999999999907,-548.9999999999995,-106.99999999999932,-55.000000000005045,-261.0000000000001,195.9999999999962,-198.0000000000075,-314.00000000000716,-87.99999999999386,-251.99999999999667,12.000000000000899,-436.00000000001415,,-5817.000000000026
