date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,CHFJPY,AUDCHF,EURGBP,empty,sum
2015.07.13,-5.999999999994898,-91.00000000001884,0.0,-136.99999999998624,-12.999999999996348,0.0,-17.000000000000348,-110.99999999999,-24.000000000001798,0.0,,-398.9999999999885
2015.07.13,17.000000000000348,-60.000000000015596,83.9999999999952,-258.99999999998613,39.00000000001125,83.9999999999952,-17.000000000000348,-469.99999999999886,-33.000000000005244,101.99999999999099,,-513.0000000000132
2015.07.13,-90.99999999999665,-23.00000000001745,270.99999999999903,-439.9999999999977,41.000000000002146,102.99999999999754,4.000000000004,-462.99999999999386,-55.000000000005045,175.99999999999838,,-477.00000000000955
2015.07.13,-29.000000000001247,-43.999999999999595,198.99999999999363,-323.99999999999807,9.999999999998899,124.00000000000189,-17.000000000000348,-355.99999999999454,168.00000000000148,224.9999999999974,,-44.00000000000054
2015.07.13,-24.000000000001798,-53.00000000001415,180.99999999998673,-274.9999999999915,11.00000000000545,158.0000000000026,65.00000000000395,-312.9999999999882,207.00000000000162,219.99999999999798,,177.00000000000273
2015.07.13,19.00000000000235,73.99999999999629,248.99999999998812,-268.99999999999125,24.000000000001798,95.00000000000064,75.00000000000284,-376.0000000000048,100.00000000000009,218.99999999999142,,209.99999999998752
2015.07.13,7.0000000000014495,-39.00000000001125,283.99999999999534,-319.9999999999932,11.00000000000545,56.0000000000005,51.000000000001044,-415.9999999999968,82.99999999999974,235.99999999999176,,-47.00000000000597
2015.07.13,62.000000000006494,-29.00000000001235,312.9999999999855,-257.99999999999557,-8.999999999992347,119.00000000000244,56.99999999999594,-438.99999999999295,102.99999999999754,282.99999999999994,,201.99999999999466
2015.07.13,75.00000000000284,-52.000000000007596,241.99999999998667,-216.99999999999875,-80.99999999999774,114.00000000000298,115.99999999999389,-438.99999999999295,70.99999999999883,261.0000000000001,,89.99999999998832
2015.07.13,-12.000000000000899,-98.0000000000203,102.99999999998644,-275.99999999999625,-148.99999999999915,124.99999999999733,134.0000000000008,-395.9999999999866,117.00000000000044,192.99999999999872,,-259.00000000001944
2015.07.13,55.000000000005045,-89.00000000000574,207.99999999998596,-267.99999999998647,-140.99999999999113,129.9999999999968,131.00000000000333,-448.99999999998386,126.99999999999933,259.9999999999936,,-35.999999999983174
2015.07.13,24.000000000001798,-50.0000000000167,220.99999999998232,-308.9999999999975,-51.99999999998539,249.99999999999466,237.99999999999378,-448.99999999998386,246.00000000000176,257.9999999999916,,376.99999999998244
2015.07.13,-74.99999999999174,14.999999999987246,146.99999999998602,-389.99999999998636,-7.0000000000014495,336.9999999999984,324.9999999999975,-627.9999999999859,315.9999999999941,178.99999999999582,,218.99999999999366
2015.07.13,-18.999999999991246,-43.999999999999595,272.99999999998994,-373.9999999999952,18.0000000000069,253.99999999999866,285.9999999999974,-455.99999999998886,280.9999999999979,254.99999999999412,,474.00000000001
2015.07.13,4.000000000004,-63.000000000013046,319.999999999987,-405.9999999999917,-26.999999999999247,239.99999999999577,280.00000000000244,-501.9999999999811,265.99999999999955,317.9999999999961,,429.9999999999997
2015.07.13,-9.999999999998899,-91.00000000001884,312.9999999999855,-346.9999999999942,-43.999999999999595,253.99999999999866,253.0000000000032,-439.9999999999977,260.00000000000466,331.999999999999,,479.99999999998175
2015.07.13,-24.000000000001798,-71.00000000002105,319.0000000000026,-321.9999999999885,-43.999999999999595,302.9999999999977,290.00000000000136,-381.0000000000002,338.00000000000495,326.9999999999995,,734.999999999995
