date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,CHFJPY,AUDCHF,EURGBP,empty,sum
2015.07.13,67.00000000000594,14.999999999987246,100.99999999999554,-136.99999999998624,69.00000000000794,92.99999999999864,-12.999999999996348,-70.99999999999795,70.99999999999883,106.99999999999044,,302.000000000004
2015.07.13,275.000000000003,144.99999999999514,390.9999999999858,-241.99999999999022,66.99999999999484,154.99999999999403,4.999999999999449,-439.9999999999977,-9.00000000000345,220.99999999999343,,567.9999999999744
2015.07.13,-15.999999999993797,-7.0000000000014495,292.9999999999877,-313.99999999999295,56.000000000011596,221.99999999999997,46.00000000000159,-299.99999999998295,260.00000000000466,276.9999999999939,,517.0000000000284
2015.07.13,-13.999999999991797,-31.000000000003247,198.99999999999363,-175.99999999998772,25.00000000000835,161.99999999999548,73.00000000000084,-185.99999999997863,212.99999999999653,232.99999999999432,,498.00000000002774
2015.07.13,9.00000000000345,75.99999999998718,352.9999999999811,-259.9999999999909,72.0000000000054,259.9999999999936,85.99999999999719,-308.9999999999975,287.9999999999994,283.99999999999534,,858.9999999999742
2015.07.13,50.0000000000056,93.99999999999409,291.9999999999812,-190.9999999999883,24.000000000001798,100.00000000000009,80.99999999999774,-301.9999999999925,109.99999999999899,235.99999999999176,,493.9999999999905
2015.07.13,64.0000000000085,-26.999999999999247,353.99999999998766,-216.99999999999875,22.0000000000109,132.99999999999423,85.00000000000173,-356.9999999999993,126.99999999999933,336.9999999999984,,521.0000000000034
2015.07.13,128.00000000000588,32.999999999994145,343.99999999998875,-202.99999999998875,39.999999999995595,220.99999999999343,166.99999999999494,-425.9999999999877,163.00000000000205,301.9999999999912,,768.9999999999893
2015.07.13,104.00000000000409,-16.000000000016,251.00000000000122,-208.99999999998897,-65.00000000000395,164.99999999999292,190.00000000000128,-399.0000000000009,126.0000000000039,262.999999999991,,409.99999999998454
2015.07.13,55.000000000005045,-86.0000000000083,221.99999999998886,-250.0,-129.00000000000134,131.99999999999878,134.0000000000008,-376.0000000000048,131.99999999999878,275.99999999999847,,109.99999999997632
2015.07.13,98.0000000000092,-16.000000000016,333.9999999999899,-217.9999999999893,-24.999999999986144,300.99999999999574,334.00000000000097,-402.9999999999916,258.9999999999981,314.99999999999864,,979.0000000000095
2015.07.13,63.00000000000195,52.99999999999194,293.99999999999426,-307.9999999999927,-7.0000000000014495,336.9999999999984,336.9999999999984,-448.99999999998386,315.9999999999941,261.99999999999557,,897.9999999999966
2015.07.13,34.000000000000696,71.99999999998319,314.99999999999864,-315.9999999999883,73.00000000001194,375.0000000000031,385.99999999999744,-411.9999999999777,375.0000000000031,263.99999999999756,,1166.0000000000298
2015.07.13,19.00000000000235,-29.00000000001235,331.999999999999,-361.99999999999477,19.999999999997797,278.9999999999959,297.9999999999983,-442.99999999998363,300.0000000000003,322.9999999999955,,736.9999999999983
2015.07.13,30.000000000007798,-38.0000000000047,390.9999999999858,-313.99999999999295,-1.999999999990898,314.0000000000032,314.99999999999864,-411.00000000000136,321.0000000000046,362.99999999999113,,969.0000000000011
2015.07.13,-3.999999999992898,-67.00000000001705,329.99999999998585,-291.9999999999874,-28.000000000005798,312.9999999999966,293.99999999999426,-340.99999999997976,346.0000000000019,336.9999999999984,,887.9999999999941
2015.07.13,-20.999999999993246,-7.0000000000014495,363.9999999999866,-316.99999999999307,56.000000000011596,383.99999999999545,341.0000000000024,-337.99999999999386,426.9999999999996,334.00000000000097,,1223.0000000000148
2015.07.13,29.000000000001247,116.99999999998934,424.99999999998647,-296.99999999999704,46.0000000000127,378.999999999996,385.99999999999744,-390.99999999999113,387.99999999999943,317.0000000000006,,1398.9999999999952
2015.07.13,21.00000000000435,57.99999999998029,352.9999999999811,-281.9999999999965,-41.99999999998649,403.99999999999324,356.9999999999962,-361.99999999999477,417.0000000000007,296.9999999999917,,1220.99999999997
2015.07.13,299.00000000000483,430.9999999999814,864.9999999999825,-698.9999999999981,76.0000000000094,478.0000000000006,375.9999999999986,-1193.9999999999884,278.00000000000045,452.99999999999227,,1362.9999999999836
2015.07.13,82.00000000000429,428.9999999999905,600.0000000000006,-881.9999999999908,29.999999999996696,408.9999999999927,304.9999999999997,-1090.9999999999798,373.00000000000114,283.99999999999534,,539.0000000000106
2015.07.13,-459.99999999999375,117.99999999999588,-17.000000000000348,-1022.9999999999961,-336.00000000000296,126.99999999999933,-16.0000000000049,-479.99999999998977,514.9999999999987,31.999999999998696,,-1539.9999999999955
2015.07.13,-565.9999999999999,231.99999999998778,-214.00000000000307,-1111.9999999999948,-299.00000000000483,121.99999999999989,58.000000000002494,-433.9999999999975,588.9999999999951,-152.00000000000767,,-1776.0000000000227
2015.07.13,-698.9999999999941,223.99999999997976,-377.0000000000051,-1149.9999999999914,-346.9999999999862,130.99999999999224,24.000000000001798,-286.00000000000136,697.9999999999986,-254.00000000000978,,-2036.0000000000157
2015.07.13,-585.9999999999976,588.9999999999951,-314.00000000001427,-1169.9999999999875,-234.00000000000088,166.99999999999494,109.00000000000354,-462.99999999999386,644.9999999999956,-377.0000000000051,,-1634.00000000001
2015.07.13,-590.0000000000016,702.9999999999869,-195.00000000001182,-1117.999999999995,-102.99999999998644,273.000000000001,158.0000000000026,-413.99999999998727,743.0000000000048,-354.0000000000099,,-896.9999999999965
2015.07.13,-583.0000000000002,720.9999999999939,-208.00000000000819,-1006.9999999999908,-123.99999999999079,276.9999999999939,131.99999999999878,-300.9999999999877,746.0000000000023,-368.00000000000165,,-714.9999999999907
2015.07.13,-661.0000000000005,559.9999999999827,-331.0000000000146,-1067.9999999999977,-165.9999999999995,200.00000000000017,4.000000000004,-257.99999999998136,731.9999999999993,-374.0000000000077,,-1362.000000000015
2015.07.13,-609.9999999999994,495.99999999998533,-287.9999999999994,-1064.9999999999977,-85.99999999998609,186.99999999999272,14.000000000002899,-324.99999999998863,678.9999999999962,-318.00000000000716,,-1316.0000000000011
2015.07.13,-718.9999999999918,319.999999999987,-344.00000000001097,-1080.9999999999889,-156.00000000000057,217.99999999999596,76.99999999999375,-191.0000000000025,792.9999999999993,-274.00000000000756,,-1357.0000000000261
2015.07.13,-754.9999999999945,347.9999999999928,-522.0000000000002,-1042.9999999999923,-282.9999999999888,141.00000000000225,51.000000000001044,-108.00000000000409,741.0000000000027,-398.00000000000944,,-1827.999999999991
2015.07.13,-722.0000000000005,273.9999999999965,-402.0000000000135,-1106.9999999999993,-322.00000000000006,68.99999999999685,56.0000000000005,-217.9999999999893,649.999999999995,-290.00000000000136,,-2012.0000000000155
2015.07.13,-790.0000000000018,249.99999999999466,-531.9999999999991,-1168.9999999999968,-641.999999999987,-95.00000000000064,-68.99999999999685,-187.99999999998818,546.9999999999975,-364.00000000000875,,-3051.999999999987
2015.07.13,-776.9999999999943,368.9999999999971,-475.0000000000032,-1095.9999999999895,-687.9999999999998,9.999999999998899,19.00000000000235,-132.000000000005,634.9999999999967,-379.0000000000071,,-2514.000000000004
2015.07.13,-883.0000000000005,320.9999999999935,-633.0000000000168,-1077.9999999999886,-831.9999999999883,-180.99999999999784,-139.99999999999568,37.00000000000614,534.9999999999966,-460.00000000000483,,-3313.999999999996
2015.07.13,-927.0,220.99999999998232,-914.0000000000148,-1148.9999999999868,-702.0000000000026,-253.0000000000032,-200.99999999999562,12.000000000000455,497.99999999999847,-595.0000000000011,,-4010.0000000000227
2015.07.13,-808.9999999999931,341.99999999999784,-757.0000000000076,-1075.9999999999934,-558.9999999999984,-80.99999999999774,-97.00000000000264,-62.99999999998818,575.0000000000033,-548.0000000000041,,-3072.999999999984
2015.07.13,-858.9999999999986,131.99999999999878,-804.0000000000047,-1045.9999999999923,-625.9999999999932,-39.00000000000014,-97.9999999999981,36.000000000001364,651.999999999997,-483.0000000000001,,-3134.99999999999
2015.07.13,-800.9999999999961,88.99999999998354,-718.0000000000186,-1027.9999999999916,-443.99999999999994,-2.000000000002,9.999999999998899,-22.999999999996135,644.9999999999956,-408.00000000000836,,-2680.0000000000346
2015.07.13,-775.9999999999989,63.99999999999739,-795.0000000000124,-1059.9999999999882,-431.99999999998795,41.9999999999976,17.999999999995797,-90.00000000000341,668.9999999999974,-446.00000000000193,,-2806.0000000000045
2015.07.13,-809.9999999999997,-96.00000000000719,-916.0000000000057,-1088.9999999999986,-543.0000000000045,-73.00000000000084,-58.99999999999794,-78.99999999997931,580.0000000000027,-450.00000000000597,,-3534.999999999997
2015.07.13,-841.9999999999983,-146.00000000000168,-945.0000000000181,-1093.999999999994,-522.9999999999845,-70.0000000000034,-99.00000000000463,-38.99999999998727,605.9999999999955,-446.00000000000193,,-3597.999999999998
2015.07.13,-870.9999999999995,-177.00000000000495,-941.9999999999984,-1115.9999999999995,-624.9999999999867,-75.00000000000284,-100.99999999999554,-20.999999999986585,624.0000000000023,-431.0000000000036,,-3734.999999999976
2015.07.13,-968.9999999999976,-217.0000000000005,-1044.0000000000005,-1153.9999999999964,-536.9999999999875,-39.00000000000014,-109.00000000000354,66.0000000000025,726.0000000000044,-476.0000000000098,,-3752.999999999989
2015.07.13,-874.9999999999925,-126.0000000000039,-894.000000000017,-1088.9999999999986,-314.99999999999864,42.999999999993044,-78.00000000000028,15.00000000001478,739.9999999999962,-422.00000000000017,,-3001.0000000000064
2015.07.13,-939.0000000000009,-152.0000000000188,-1024.0000000000027,-1122.0,-404.9999999999887,-19.00000000000235,-68.00000000000139,68.00000000001205,731.0000000000039,-495.000000000001,,-3425.0
2015.07.13,-880.9999999999984,-137.00000000000932,-899.0000000000053,-1096.999999999994,-331.999999999999,-28.000000000005798,-97.9999999999981,16.000000000019554,678.9999999999962,-422.00000000000017,,-3198.9999999999945
2015.07.13,-956.0000000000013,-186.0000000000195,-992.0000000000151,-1108.9999999999945,-408.9999999999927,-41.000000000002146,-102.00000000000209,109.00000000000887,692.9999999999992,-485.0000000000021,,-3478.0000000000223
2015.07.14,-939.0000000000009,-170.00000000000347,-970.0000000000042,-1140.9999999999911,-411.0000000000058,-78.00000000000028,-129.9999999999968,58.9999999999975,656.9999999999965,-480.0000000000027,,-3603.000000000012
2015.07.14,-928.9999999999909,-164.00000000000858,-948.9999999999999,-1141.999999999996,-356.9999999999851,-90.0000000000012,-131.00000000000333,36.000000000001364,627.9999999999952,-454.00000000000995,,-3551.999999999998
2015.07.14,-970.9999999999997,-180.0000000000024,-962.0000000000184,-1125.0,-377.9999999999894,-75.9999999999983,-190.00000000000128,114.00000000000432,697.9999999999986,-445.0000000000065,,-3515.000000000013
2015.07.14,-924.9999999999981,-154.0000000000097,-931.0000000000151,-1265.9999999999911,-400.9999999999847,-121.99999999999989,-199.00000000000472,-97.99999999998477,621.0000000000049,-438.00000000000506,,-3912.9999999999873
2015.07.14,-917.9999999999966,-158.0000000000137,-964.0000000000093,-1235.99999999999,-419.9999999999982,-104.99999999999955,-168.00000000000148,-78.00000000000296,629.9999999999973,-454.00000000000995,,-3871.0000000000246
2015.07.14,-1015.9999999999947,-257.0000000000183,-1172.0000000000175,-1299.9999999999973,-522.9999999999845,-187.9999999999993,-217.0000000000005,-12.000000000000455,622.9999999999958,-548.0000000000041,,-4610.000000000021
2015.07.14,-1073.0000000000018,-223.00000000001762,-1131.9999999999998,-1297.9999999999877,-543.999999999989,-119.99999999999788,-263.0000000000021,67.00000000000728,731.0000000000039,-531.9999999999991,,-4386.999999999984
2015.07.14,-1136.999999999999,-267.0000000000172,-1131.9999999999998,-1362.9999999999995,-540.9999999999915,-48.99999999999905,-209.00000000000364,88.00000000002228,846.9999999999977,-514.0000000000033,,-4276.999999999993
2015.07.14,-1095.999999999997,-241.00000000000233,-1063.0000000000139,-1296.999999999997,-563.9999999999867,-65.99999999999939,-228.00000000000597,99.99999999999432,775.0000000000034,-477.0000000000052,,-4157.000000000009
2015.07.14,-1056.0000000000014,-184.00000000000637,-992.9999999999994,-1201.9999999999982,-495.99999999998533,117.00000000000044,-222.99999999999542,141.9999999999959,944.9999999999958,-462.0000000000068,,-3412.000000000001
2015.07.14,-970.9999999999997,-152.0000000000188,-944.0000000000115,-1167.9999999999923,-380.9999999999869,169.99999999999238,-139.00000000000023,62.00000000001182,929.000000000002,-443.0000000000045,,-3037.000000000008
2015.07.14,-978.0000000000011,-170.00000000000347,-944.0000000000115,-1176.9999999999925,-370.00000000000364,170.99999999999892,-178.00000000000037,63.0000000000166,929.000000000002,-441.0000000000025,,-3094.9999999999973
2015.07.14,-978.0000000000011,-178.00000000001148,-967.0000000000067,-1152.9999999999916,-387.000000000004,144.99999999999514,-189.00000000000583,92.00000000001296,909.9999999999997,-446.00000000000193,,-3151.000000000015
2015.07.14,-928.9999999999909,-149.00000000002134,-896.000000000008,-1136.9999999999864,-380.9999999999869,173.00000000000094,-177.00000000000495,36.000000000001364,898.9999999999942,-414.00000000000324,,-2975.000000000005
2015.07.14,-958.9999999999987,-178.00000000001148,-974.0000000000082,-1151.9999999999868,-428.00000000000614,185.99999999999727,-153.99999999999858,63.0000000000166,934.0000000000015,-451.0000000000014,,-3112.9999999999955
2015.07.14,-995.0000000000015,-214.00000000000307,-972.0000000000173,-1211.999999999989,-472.00000000000574,126.99999999999933,-270.0000000000036,51.00000000001614,907.9999999999977,-434.000000000001,,-3483.0000000000077
