names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,15,['GBPAUD'],80.0,0.508282106782107,B
GBPUSD,15,['GBPJPY'],80.0,0.7634950049950047,B
USDCAD,15,['GBPCHF'],80.0,-0.5371746031746033,S
EURCHF,10,['GBPCAD'],80.0,-0.98,S
CADCHF,30,"['EURGBP', 'GBPCHF', 'USDJPY', 'AUDNZD', 'NZDCAD', 'GBPAUD']",100.0,0.629,B
GBPJPY,15,['NZDCAD'],80.0,0.4013968253968255,B
GBPAUD,10,"['EURGBP', 'GBPCHF']",80.0,-0.6700000000000002,S
EURCAD,10,"['EURGBP', 'GBPCHF']",80.0,-0.609198412698413,S
EURAUD,50,"['EURGBP', 'GBPCHF', 'EURAUD', 'EURNZD', 'NZDCHF', 'USDJPY']",100.0,0.5929047619047619,B
EURNZD,30,"['EURGBP', 'GBPCHF', 'AUDJPY', 'CADJPY', 'AUDCHF', 'NZDJPY']",100.0,-0.88,S
CADJPY,50,['AUDCAD'],80.0,-0.3975510617008205,S
AUDJPY,15,['EURCAD'],80.0,0.44996608946608974,B
AUDCAD,10,"['NZDCAD', 'EURCHF']",80.0,0.5329285714285715,B
AUDNZD,10,"['NZDCAD', 'NZDJPY', 'GBPCAD']",80.0,-0.3,S
