date,USDCHF,GBPUSD,USDCAD,EURCHF,CADCHF,GBPJPY,GBPAUD,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,AUDCAD,AUDNZD,empty,sum
2017.06.26,-30.000000000007798,-48.000000000003595,-53.999999999998494,-44.99999999998394,0.0,-53.999999999973625,-54.99999999998284,-6.999999999979245,-90.99999999999665,-90.99999999999665,-128.0000000000001,0.0,-6.000000000017103,-100.99999999999554,,-709.9999999999355
2017.06.26,-39.00000000000014,9.999999999998899,-85.00000000000173,-131.99999999999878,53.999999999998494,36.000000000001364,-151.9999999999966,-72.99999999998974,-75.00000000000284,-148.99999999999915,-140.99999999999113,62.99999999998818,22.999999999995246,-126.99999999998823,,-786.9999999999861
2017.06.26,30.999999999992145,7.999999999985796,-116.00000000000499,-136.00000000000279,55.000000000005045,96.00000000000364,-116.99999999998934,-137.9999999999937,-32.999999999994145,-151.9999999999966,-114.99999999999488,53.999999999987836,34.99999999998504,-130.99999999999224,,-659.0000000000092
2017.06.26,64.99999999999284,15.999999999993797,-73.00000000001194,-136.99999999998712,129.00000000000134,114.00000000000432,-161.99999999999548,-60.99999999999994,7.0000000000014495,-163.00000000000205,-113.99999999999011,44.999999999987494,18.999999999991246,-120.99999999999334,,-436.0000000000075
2017.06.26,56.99999999999594,44.99999999998394,-78.00000000000028,-132.99999999998312,129.00000000000134,146.000000000015,-177.99999999998929,-78.00000000000028,-18.999999999991246,-145.00000000001734,-108.99999999999466,43.99999999999693,26.999999999999247,-143.99999999998857,,-435.9999999999724
2017.06.26,59.99999999999339,42.999999999993044,-62.000000000006494,-146.00000000000168,136.99999999999824,157.0000000000107,-109.99999999998789,-66.99999999999484,-42.0000000000087,-138.0000000000159,-135.99999999999568,88.99999999999864,49.99999999999449,-140.99999999999113,,-306.0000000000138
2017.06.26,54.999999999993946,36.999999999998145,-52.000000000007596,-144.99999999999514,146.00000000000168,153.00000000002,-114.99999999999844,-66.99999999999484,-133.00000000000534,-201.00000000000674,-199.99999999998863,109.99999999999943,54.99999999998284,-226.99999999999943,,-584.0000000000001
2017.06.26,67.9999999999903,64.99999999998174,-41.000000000002146,-143.99999999998857,157.00000000000713,285.000000000025,-197.99999999998707,-43.999999999999595,-76.99999999999375,-212.99999999999653,-208.99999999998897,126.99999999999534,27.999999999983594,-226.99999999999943,,-422.99999999997294
2017.06.26,84.99999999999064,78.00000000000028,-31.000000000003247,-177.00000000000495,177.00000000000495,265.0000000000148,-176.99999999998272,6.000000000017103,-96.00000000000719,-258.0000000000027,-188.99999999999295,125.0,32.999999999994145,-255.99999999998957,,-414.99999999996146
2017.06.26,100.99999999999554,73.99999999999629,-24.000000000001798,-154.99999999999403,191.00000000000784,295.0000000000159,-128.99999999997914,19.00000000001345,-207.00000000000162,-248.00000000000378,-214.9999999999892,163.99999999998727,54.99999999998284,-268.9999999999859,,-347.9999999999563
2017.06.26,89.99999999999008,97.9999999999981,-2.0000000000131024,-151.9999999999966,192.00000000000327,317.0000000000073,-6.999999999979245,30.0000000000189,-275.000000000003,-134.99999999999625,-238.9999999999901,238.9999999999901,91.99999999998099,-265.0000000000041,,-16.999999999993605
2017.06.26,84.99999999999064,116.99999999998934,-53.999999999998494,-139.9999999999846,161.00000000000003,326.0000000000218,42.0000000000087,-35.999999999991594,-292.00000000000335,-65.00000000000395,-213.99999999999864,262.999999999991,146.00000000000168,-278.00000000000045,,61.000000000022226
2017.06.26,92.99999999999864,99.99999999998899,-68.00000000000139,-146.99999999998602,158.0000000000026,303.0000000000257,65.00000000000395,-27.999999999983594,-353.0000000000033,-140.0000000000068,-197.9999999999933,282.99999999998704,198.99999999999363,-313.99999999999204,,-46.999999999965894
2017.06.26,107.99999999999699,117.99999999999588,-42.0000000000087,-175.99999999999838,191.00000000000784,348.0000000000132,66.00000000001049,6.000000000017103,-320.9999999999935,-182.99999999999983,-213.99999999999864,280.9999999999917,184.99999999999073,-343.99999999998875,,23.00000000003604
2017.06.26,113.99999999999189,104.99999999999955,-25.00000000000835,-173.99999999998528,212.00000000000108,330.0000000000125,81.00000000001995,33.00000000001635,-287.9999999999994,-80.99999999999774,-214.9999999999892,277.9999999999916,170.99999999998784,-273.9999999999965,,267.00000000004445
2017.06.26,122.99999999999534,67.9999999999792,-22.999999999995246,-168.99999999999693,204.00000000000418,297.00000000002547,20.000000000020002,16.000000000016,-276.9999999999939,-121.00000000001555,-209.99999999999375,245.9999999999951,140.99999999999113,-258.99999999998704,,56.000000000044
2017.06.26,139.99999999999568,47.99999999998139,-18.0000000000069,-177.99999999998929,224.9999999999974,276.00000000001046,104.00000000001519,67.00000000001705,-296.0000000000074,-29.999999999996696,-213.99999999999864,253.0000000000001,134.99999999999625,-249.99999999999466,,262.00000000002
