date,USDCHF,GBPUSD,USDCAD,EURCHF,CADCHF,GBPJPY,GBPAUD,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,AUDCAD,AUDNZD,empty,sum
2017.06.26,3.999999999992898,23.999999999979593,-31.000000000003247,-14.000000000002899,89.00000000000574,176.00000000001614,-34.000000000000696,0.0,-5.000000000010552,-87.99999999999919,-106.99999999999932,101.99999999998965,44.99999999998394,-73.99999999999629,,86.99999999995579
2017.06.26,72.99999999998974,64.99999999998174,-85.00000000000173,-75.99999999998718,111.00000000000554,220.00000000002728,-74.99999999998064,-34.000000000000696,-29.999999999996696,-72.0000000000054,-73.99999999999807,103.9999999999992,88.99999999998354,-99.99999999998899,,116.00000000002758
2017.06.26,88.99999999999464,78.99999999998464,-63.99999999999739,-127.99999999999478,148.99999999999915,225.9999999999991,-114.99999999999844,-34.99999999998504,7.0000000000014495,-87.00000000001484,-102.99999999999443,105.99999999999454,71.99999999998319,-96.00000000000719,,99.99999999996456
2017.06.26,77.99999999998919,48.99999999998794,-55.000000000005045,-126.0000000000039,140.0000000000068,156.0000000000059,-150.99999999999002,-36.999999999998145,80.99999999999774,-127.00000000001043,-91.99999999999875,50.99999999998772,27.999999999983594,-76.99999999999375,,-82.00000000004113
2017.06.26,71.99999999999429,72.99999999998974,-59.99999999999339,-132.99999999998312,139.00000000000023,191.0000000000025,-89.99999999999008,-63.99999999999739,18.0000000000069,-134.99999999999625,-89.9999999999892,100.99999999999909,85.00000000000173,-123.00000000000644,,-15.999999999961389
2017.06.26,60.99999999999994,97.9999999999981,-5.999999999994898,-139.00000000000023,162.0000000000066,230.0000000000182,-27.999999999983594,-26.999999999999247,-34.000000000000696,-97.00000000001374,-132.99999999999557,152.9999999999916,95.00000000000064,-137.9999999999937,,197.00000000003337
2017.06.26,78.99999999999574,66.99999999999484,-39.00000000001125,-139.00000000000023,158.99999999999804,304.00000000000205,-14.999999999987246,-38.99999999998904,-48.000000000003595,-151.00000000001222,-174.99999999999716,207.9999999999984,112.99999999998533,-180.0000000000024,,143.9999999999713
2017.06.26,84.99999999999064,105.99999999998388,-5.999999999994898,-133.99999999998968,182.00000000000438,307.00000000001637,-81.9999999999821,14.000000000002899,-46.999999999997044,-185.99999999999727,-173.00000000000182,174.99999999999716,73.99999999999629,-201.99999999999108,,113.00000000003774
2017.06.26,122.99999999999534,129.99999999998568,-1.0000000000065512,-154.99999999999403,214.00000000000307,331.0000000000173,-117.99999999999588,52.000000000007596,-65.00000000000395,-245.0000000000063,-179.00000000000205,171.99999999999704,63.99999999999739,-255.99999999998957,,67.00000000000503
2017.06.26,140.99999999999113,97.9999999999981,21.00000000000435,-141.99999999999767,238.0000000000049,339.00000000002706,13.000000000018552,125.00000000001954,-202.9999999999976,-87.00000000001484,-213.99999999999864,240.99999999999966,105.99999999998388,-248.99999999998812,,427.0000000000502
