date,EURUSD,EURCHF,EURNZD,CADJPY,NZDCAD,AUDNZD,empty,sum
2018.01.29,-350.00000000000585,275.000000000003,-85.00000000000173,-35.99999999998715,-243.00000000000432,-61.99999999998429,,-500.99999999998033
2018.01.29,-317.0000000000117,255.00000000000523,62.000000000006494,-47.99999999998761,-213.00000000000762,-17.000000000000348,,-277.99999999999557
2018.01.29,-243.99999999999977,232.99999999999432,165.9999999999995,-11.999999999986244,-129.00000000000134,113.00000000000753,,127.00000000001398
2018.01.29,-153.00000000000313,312.00000000000114,259.0000000000092,120.00000000000455,-197.00000000000273,169.00000000001913,,510.0000000000282
2018.01.29,-224.000000000002,184.99999999999073,136.00000000000279,114.00000000000432,-224.000000000002,158.0000000000137,,145.00000000000756
2018.01.29,-323.0000000000066,92.00000000000318,67.00000000001705,63.00000000000239,-123.00000000000644,148.00000000001478,,-75.99999999997561
2018.01.29,-348.9999999999993,48.000000000003595,-201.99999999999108,38.000000000010914,-195.00000000000074,65.00000000000395,,-594.9999999999726
2018.01.29,-452.00000000000796,-80.99999999999774,-221.00000000000452,29.000000000010573,-190.00000000000128,58.000000000002494,,-856.9999999999984
2018.01.29,-487.99999999999955,-123.00000000000644,-224.99999999998633,-9.999999999990905,-143.9999999999997,19.999999999997797,,-969.9999999999851
2018.01.29,-524.9999999999977,-357.99999999999164,-483.99999999999557,-59.99999999998806,-190.00000000000128,18.0000000000069,,-1598.9999999999677
2018.01.29,-668.0000000000019,-439.99999999999596,-556.0000000000009,-64.99999999999773,-187.00000000000384,-7.0000000000014495,,-1923.0000000000018
2018.01.29,-714.999999999999,-470.9999999999992,-517.9999999999962,-6.999999999990791,-106.00000000000608,59.000000000009045,,-1757.9999999999825
2018.01.29,-807.0000000000022,-533.0000000000057,-532.9999999999835,-48.99999999999238,-72.0000000000054,112.000000000001,,-1881.9999999999882
2018.01.29,-763.0000000000026,-404.9999999999887,-495.000000000001,-145.99999999998658,-42.0000000000087,177.00000000000495,,-1673.9999999999825
2018.01.29,-728.0000000000175,-303.0000000000088,-309.99999999998806,-245.9999999999951,-43.999999999999595,240.00000000001796,,-1390.9999999999911
2018.01.29,-890.9999999999974,-263.99999999999756,-219.99999999999798,-310.99999999999284,139.00000000000023,302.0000000000023,,-1244.9999999999834
2018.01.29,-840.0000000000185,-175.99999999999838,-163.00000000000205,-289.99999999999204,95.00000000000064,321.0000000000157,,-1052.9999999999948
2018.01.29,-809.0000000000152,-139.00000000000023,-139.00000000000023,-294.9999999999875,172.99999999998983,415.0000000000098,,-794.0000000000036
2018.01.29,-696.0000000000077,-99.99999999998899,-18.999999999991246,-301.9999999999925,156.99999999999602,411.0000000000058,,-548.9999999999786
2018.01.29,-568.9999999999973,-14.000000000002899,50.0000000000167,-302.99999999999727,140.99999999999113,383.0,,-311.99999999998965
2018.01.29,-544.0000000000111,25.00000000000835,25.00000000000835,-282.99999999998704,82.99999999999974,297.9999999999983,,-395.9999999999835
2018.01.29,-524.9999999999977,83.00000000001084,21.00000000000435,-261.99999999998624,86.99999999999264,306.00000000000625,,-289.9999999999699
2018.01.29,-398.00000000000944,83.00000000001084,56.99999999999594,-243.99999999999977,97.9999999999981,329.00000000000153,,-75.00000000000279
2018.01.29,-408.00000000000836,86.99999999999264,63.99999999999739,-246.9999999999999,98.99999999999353,304.9999999999997,,-100.00000000002495
2018.01.29,-449.0000000000105,106.99999999999044,68.00000000000139,-211.9999999999891,81.9999999999932,300.00000000001137,,-104.00000000000318
2018.01.29,-478.0000000000006,116.00000000000499,46.999999999997044,-170.99999999999227,63.99999999999739,310.0000000000103,,-111.99999999998317
2018.01.29,-475.0000000000032,117.99999999999588,-147.99999999999258,-185.99999999999284,1.999999999990898,175.99999999999838,,-513.0000000000034
2018.01.30,-457.00000000001853,93.00000000000975,-112.99999999998533,-144.99999999999602,-17.000000000000348,179.00000000001802,,-459.99999999997243
2018.01.30,-480.99999999999807,119.00000000000244,-103.99999999999298,-177.99999999999727,0.0,184.00000000000637,,-459.99999999997954
2018.01.30,-448.000000000004,112.000000000001,-18.999999999991246,-146.99999999999136,17.999999999995797,248.00000000000378,,-235.999999999986
2018.01.30,-475.0000000000032,107.99999999999699,-56.99999999999594,-156.99999999999648,22.999999999995246,260.0000000000158,,-297.9999999999876
2018.01.30,-550.000000000006,90.00000000001229,-173.99999999998528,-170.99999999999227,-15.00000000000945,206.00000000001728,,-613.9999999999635
2018.01.30,-575.9999999999987,49.99999999999449,-175.99999999999838,-187.99999999998818,-50.0000000000056,214.00000000000307,,-725.9999999999933
2018.01.30,-528.0000000000174,55.000000000005045,-197.00000000000273,-70.99999999999795,-73.00000000000084,140.0000000000068,,-674.0000000000069
2018.01.30,-509.00000000000387,55.000000000005045,-224.99999999998633,-57.999999999992724,-117.00000000000044,126.0000000000039,,-727.9999999999744
2018.01.30,-581.0000000000093,69.9999999999923,-305.9999999999841,-164.99999999999204,-151.00000000000114,55.000000000005045,,-1077.9999999999893
2018.01.30,-657.0000000000186,83.00000000001084,-197.00000000000273,-189.99999999999773,-67.00000000000594,43.999999999999595,,-984.0000000000148
2018.01.30,-592.0000000000148,107.99999999999699,-99.99999999998899,-143.99999999999125,-55.000000000005045,38.0000000000047,,-744.9999999999984
2018.01.30,-534.0000000000123,73.00000000001194,-350.9999999999902,-84.99999999999375,-206.00000000000617,-52.99999999999194,,-1155.9999999999825
2018.01.30,-544.0000000000111,65.00000000000395,-339.99999999998477,43.00000000000637,-199.00000000000472,-76.99999999999375,,-1051.999999999984
2018.01.30,-551.0000000000126,45.99999999999049,-231.99999999998778,105.00000000000398,-147.00000000000824,-62.99999999999084,,-842.0000000000049
2018.01.30,-600.0000000000006,35.00000000000725,-141.99999999999767,104.00000000001342,-117.00000000000044,-54.99999999998284,,-774.9999999999608
2018.01.30,-658.0000000000031,35.00000000000725,-248.99999999998812,157.0000000000107,-135.00000000000733,-103.99999999999298,,-953.9999999999734
2018.01.30,-701.0000000000183,-15.999999999993797,-422.9999999999956,218.00000000000352,-179.00000000000693,-102.99999999998644,,-1203.9999999999975
2018.01.30,-792.0000000000149,-25.00000000000835,-417.0000000000007,189.00000000000716,-165.00000000000404,-66.99999999999484,,-1277.0000000000157
2018.01.30,-779.0000000000185,-106.00000000000608,-160.00000000000458,214.00000000001285,-68.00000000000139,-51.99999999998539,,-951.000000000003
2018.01.30,-739.0000000000008,-104.99999999999955,-5.999999999994898,262.00000000000045,-52.000000000007596,-26.999999999999247,,-667.0000000000016
2018.01.30,-911.0000000000174,-246.99999999999721,258.0000000000027,273.00000000001035,148.99999999999915,174.00000000000747,,-303.9999999999949
2018.01.30,-762.0000000000182,-262.00000000000665,228.00000000000597,206.00000000000307,104.99999999999955,123.00000000000644,,-362.00000000000983
2018.01.30,-484.00000000001774,-120.99999999999334,182.99999999999983,171.00000000000648,24.999999999997247,70.0000000000145,,-155.99999999999298
2018.01.30,-477.0000000000163,-168.99999999999693,38.0000000000047,17.000000000010118,9.999999999998899,53.999999999998494,,-527.000000000001
2018.01.30,-313.00000000000773,-191.99999999999218,137.00000000000932,-52.99999999999727,-15.00000000000945,53.999999999998494,,-381.99999999999875
2018.01.30,-136.00000000000279,-116.00000000000499,127.00000000001043,-5.9999999999860165,-36.0000000000027,60.99999999999994,,-105.99999999998613
2018.01.30,-175.00000000001404,-139.00000000000023,113.00000000000753,1.0000000000047748,-115.00000000000954,67.00000000001705,,-247.99999999999443
2018.01.30,-16.000000000016,-68.00000000000139,131.99999999999878,-26.999999999986812,-108.00000000000809,55.000000000005045,,-32.00000000000847
2018.01.30,-65.00000000000395,-45.000000000006146,200.00000000000017,-19.99999999999602,-72.0000000000054,74.0000000000185,,72.00000000000716
2018.01.30,-80.00000000001339,-87.99999999999919,205.00000000001074,-14.999999999986358,-74.00000000000739,76.0000000000094,,24.000000000013827
2018.01.30,-224.000000000002,-134.99999999999625,106.00000000000608,-132.99999999999557,-60.00000000000449,63.000000000013046,,-382.9999999999792
2018.01.30,20.999999999982144,-73.99999999999629,9.999999999998899,-90.99999999999397,-197.00000000000273,-66.99999999999484,,-398.00000000000676
2018.01.30,112.000000000001,-26.999999999999247,187.00000000000384,20.000000000010232,-224.000000000002,-19.999999999997797,,48.000000000016016
2018.01.30,51.000000000001044,-52.99999999999194,326.0000000000041,90.00000000000341,-208.00000000000819,26.999999999999247,,233.00000000000767
2018.01.30,-69.00000000000794,-72.99999999998974,128.000000000017,65.00000000001194,-201.00000000000674,-87.99999999999919,,-237.99999999997465
2018.01.30,-228.00000000000597,0.0,-126.99999999998823,-116.99999999999022,-174.00000000000747,-126.99999999998823,,-772.9999999999802
2018.01.30,-371.00000000001023,-45.000000000006146,-115.99999999998278,-106.99999999999932,-186.00000000000838,-139.9999999999846,,-964.9999999999914
2018.01.30,-419.9999999999982,-87.99999999999919,-194.99999999998963,-86.99999999998909,-192.00000000000327,-161.99999999999548,,-1143.999999999975
2018.01.30,-402.9999999999978,-69.00000000000794,-133.99999999998968,-105.99999999999454,-142.00000000000878,-129.99999999998568,,-983.9999999999844
2018.01.30,-250.00000000001688,-7.0000000000014495,17.000000000000348,-114.99999999999488,-76.0000000000094,-102.99999999998644,,-534.0000000000086
2018.01.30,-392.9999999999989,-25.999999999992696,-43.999999999999595,-91.99999999999875,-72.0000000000054,-99.99999999998899,,-726.9999999999844
2018.01.30,-418.0000000000073,-103.00000000000864,-106.99999999999044,-111.99999999999477,-31.000000000003247,-91.99999999998099,,-862.9999999999854
2018.01.30,-365.99999999999966,-123.99999999999079,-46.999999999997044,-109.99999999999943,-48.000000000003595,-89.99999999999008,,-784.9999999999807
2018.01.30,-247.00000000001944,-124.99999999999733,-2.999999999997449,-96.9999999999942,-48.000000000003595,-68.99999999998573,,-588.9999999999977
2018.01.30,-309.0000000000037,-116.00000000000499,-31.999999999987594,-126.99999999999534,-64.0000000000085,-63.99999999999739,,-711.9999999999975
2018.01.30,-321.0000000000157,-79.00000000000685,24.000000000001798,-147.99999999999613,-1.0000000000065512,-38.99999999998904,,-564.0000000000125
2018.01.30,-316.0000000000052,-72.0000000000054,55.000000000005045,-114.99999999999488,-24.000000000001798,-24.999999999986144,,-496.99999999998835
2018.01.30,-270.99999999999903,-141.99999999999767,26.999999999999247,-50.99999999998772,-86.0000000000083,-75.99999999998718,,-598.9999999999806
2018.01.31,-248.00000000000378,-330.0000000000081,26.999999999999247,-27.999999999991587,-69.00000000000794,-92.99999999998754,,-740.9999999999997
2018.01.31,-251.00000000000122,-147.99999999999258,66.00000000001049,10.000000000005116,-96.00000000000719,-17.999999999984695,,-436.99999999997004
2018.01.31,-269.00000000000813,-59.99999999999339,-110.99999999999443,-0.999999999990564,-182.99999999999983,-48.99999999998794,,-672.9999999999743
2018.01.31,-296.0000000000074,-62.000000000006494,-95.999999999985,7.000000000005002,-190.00000000000128,-54.99999999998284,,-691.999999999978
2018.01.31,-195.00000000001182,12.999999999996348,-226.99999999999943,-116.99999999999022,-282.0000000000045,-140.99999999999113,,-949.0000000000007
2018.01.31,-133.00000000000534,34.000000000000696,-348.9999999999993,-149.99999999999147,-382.00000000000455,-605.9999999999955,,-1585.9999999999955
2018.01.31,-240.00000000001796,18.0000000000069,-566.9999999999842,-203.99999999999352,-494.00000000000557,-707.9999999999975,,-2194.999999999992
2018.01.31,-154.0000000000097,29.00000000001235,-566.9999999999842,-139.99999999998636,-482.00000000000466,-712.9999999999859,,-2026.9999999999586
2018.01.31,-223.00000000001762,17.000000000000348,-495.99999999998533,-129.99999999999545,-424.00000000000216,-719.9999999999873,,-1975.9999999999875
2018.01.31,-270.00000000001467,45.000000000006146,-549.9999999999839,-167.99999999999216,-450.00000000000597,-788.9999999999952,,-2181.9999999999854
2018.01.31,-121.00000000001555,86.99999999999264,-676.9999999999943,-199.99999999998863,-528.0000000000063,-858.9999999999875,,-2298.0
2018.01.31,-42.0000000000087,29.00000000001235,-800.9999999999851,-236.99999999999477,-602.0000000000025,-864.9999999999825,,-2517.9999999999613
2018.01.31,-108.00000000001918,21.00000000000435,-802.9999999999982,-220.99999999998943,-548.9999999999995,-854.9999999999835,,-2514.9999999999854
2018.01.31,-69.00000000000794,25.999999999992696,-773.0000000000015,-213.99999999999864,-536.0000000000032,-803.9999999999825,,-2370.000000000001
2018.01.31,-87.00000000001484,26.999999999999247,-784.9999999999912,-202.99999999998875,-524.0000000000023,-858.9999999999875,,-2430.9999999999854
2018.01.31,-19.999999999997797,22.0000000000109,-797.0000000000033,-139.99999999998636,-591.0000000000082,-844.9999999999847,,-2370.9999999999695
2018.01.31,74.99999999998064,1.0000000000065512,-846.9999999999977,-160.99999999998715,-596.0000000000076,-861.999999999985,,-2389.9999999999905
2018.01.31,126.99999999998823,-9.999999999998899,-759.999999999983,-182.99999999999272,-575.0000000000033,-861.0000000000007,,-2261.99999999999
2018.01.31,85.00000000000173,-5.999999999994898,-712.9999999999859,-239.99999999999488,-522.0000000000002,-813.9999999999814,,-2209.9999999999554
2018.01.31,174.99999999999181,5.999999999994898,-791.9999999999927,-320.99999999999795,-509.9999999999993,-851.0000000000017,,-2293.000000000005
2018.01.31,106.99999999999044,-80.99999999999774,-783.0000000000003,-317.99999999999784,-460.00000000000483,-831.9999999999883,,-2366.9999999999986
2018.01.31,-6.000000000017103,-70.99999999999883,-727.9999999999953,-331.99999999999363,-403.0000000000089,-746.0000000000023,,-2286.0000000000164
2018.01.31,70.99999999999883,-43.999999999999595,-742.9999999999826,-329.9999999999983,-462.0000000000068,-743.9999999999891,,-2251.9999999999777
2018.01.31,134.99999999999625,5.000000000010552,-801.9999999999916,-299.99999999999716,-529.0000000000017,-795.9999999999967,,-2286.9999999999804
2018.01.31,149.9999999999835,25.999999999992696,-980.0000000000031,-345.9999999999894,-611.000000000006,-872.9999999999905,,-2634.0000000000127
2018.01.31,136.99999999998712,21.00000000000435,-974.9999999999925,-435.99999999999284,-564.000000000009,-861.0000000000007,,-2678.0000000000036
2018.01.31,153.9999999999875,59.99999999999339,-976.9999999999834,-444.9999999999932,-561.0000000000003,-824.9999999999868,,-2593.9999999999827
2018.01.31,238.99999999998923,204.00000000000418,-976.9999999999834,-393.99999999999125,-663.0000000000025,-849.9999999999952,,-2440.999999999979
2018.01.31,201.99999999999108,229.99999999999687,-1242.999999999994,-429.9999999999926,-700.0000000000006,-858.9999999999875,,-2799.9999999999864
2018.01.31,200.99999999998454,212.00000000001216,-1112.0000000000018,-453.9999999999935,-706.0000000000066,-876.9999999999944,,-2735.9999999999995
2018.01.31,218.99999999999142,248.00000000000378,-1102.9999999999873,-576.9999999999982,-728.0000000000064,-888.9999999999842,,-2829.999999999981
2018.01.31,258.0000000000027,327.00000000001063,-1092.9999999999884,-745.9999999999951,-662.000000000007,-1055.9999999999902,,-2971.9999999999673
2018.01.31,190.99999999998562,312.00000000000114,-1115.9999999999836,-594.9999999999989,-695.0000000000011,-1057.9999999999811,,-2960.999999999978
2018.01.31,221.99999999998886,41.000000000002146,-977.99999999999,-560.9999999999928,-633.0000000000058,-916.99999999999,,-2825.9999999999877
2018.01.31,292.9999999999877,65.00000000000395,-1019.9999999999986,-684.9999999999881,-636.0000000000032,-941.9999999999984,,-2924.9999999999964
2018.01.31,266.999999999995,-198.00000000000927,-1000.9999999999852,-868.9999999999998,-555.0000000000055,-941.9999999999984,,-3298.0000000000027
2018.01.31,95.00000000000064,-215.99999999999397,-812.999999999997,-807.9999999999927,-462.0000000000068,-910.9999999999951,,-3114.999999999985
2018.01.31,-19.999999999997797,-204.00000000000418,-656.9999999999965,-781.9999999999965,-358.0000000000028,-881.9999999999828,,-2902.9999999999804
2018.01.31,-39.00000000001125,-180.0000000000024,-611.9999999999903,-758.9999999999861,-404.0000000000044,-924.9999999999981,,-2918.9999999999923
2018.01.31,-194.0000000000053,-182.99999999999983,-638.9999999999895,-642.9999999999865,-419.00000000000273,-941.9999999999984,,-3019.999999999982
2018.01.31,-158.0000000000137,-375.9999999999986,-612.9999999999969,-622.9999999999905,-413.0000000000078,-969.999999999982,,-3152.999999999989
2018.01.31,-174.00000000000747,-388.9999999999949,-896.9999999999923,-602.9999999999944,-454.00000000000995,-1049.9999999999955,,-3566.9999999999945
2018.01.31,-372.00000000001677,-388.9999999999949,-853.9999999999992,-644.999999999996,-459.0000000000094,-1055.9999999999902,,-3775.0000000000064
2018.01.31,-389.0000000000171,-391.9999999999924,-539.999999999985,-611.9999999999948,-237.00000000000944,-946.9999999999867,,-3116.9999999999854
2018.01.31,-172.0000000000166,-392.9999999999989,-530.9999999999926,-550.9999999999877,-235.00000000000742,-914.9999999999991,,-2797.0000000000027
2018.01.31,-236.99999999999832,-411.99999999999017,-669.9999999999928,-645.9999999999866,-282.0000000000045,-943.9999999999893,,-3190.999999999962
2018.01.31,-141.00000000001333,-407.0000000000018,-642.9999999999936,-584.9999999999937,-292.00000000000335,-947.9999999999933,,-3015.9999999999986
2018.01.31,-161.00000000001114,-405.9999999999952,-604.9999999999889,-556.999999999988,-354.0000000000099,-946.9999999999867,,-3029.99999999998
2018.02.01,-218.00000000000708,-465.99999999998863,-719.9999999999873,-540.9999999999968,-339.0000000000004,-948.9999999999999,,-3232.99999999998
2018.02.01,-187.00000000000384,-424.00000000000216,-715.9999999999833,-565.9999999999883,-358.0000000000028,-964.9999999999936,,-3215.999999999974
2018.02.01,-138.0000000000159,-334.9999999999964,-659.999999999994,-574.9999999999886,-348.00000000000387,-933.9999999999905,,-2989.9999999999895
2018.02.01,-131.99999999999878,-347.0000000000084,-729.9999999999862,-588.9999999999986,-373.00000000000114,-995.9999999999969,,-3166.99999999999
2018.02.01,-92.00000000000318,-336.00000000000296,-781.9999999999939,-613.9999999999901,-395.0000000000009,-1007.0000000000024,,-3225.999999999993
2018.02.01,-84.0000000000174,-289.0000000000059,-773.0000000000015,-603.9999999999992,-398.00000000000944,-1110.9999999999952,,-3259.000000000029
2018.02.01,-204.00000000000418,-268.0000000000016,-526.9999999999886,-639.9999999999864,-295.0000000000008,-1012.9999999999973,,-2946.999999999979
2018.02.01,-162.00000000001768,-268.0000000000016,-592.9999999999991,-694.9999999999932,-360.0000000000048,-1001.9999999999918,,-3080.000000000008
2018.02.01,-80.99999999999774,-269.00000000000813,-482.999999999989,-726.9999999999897,-275.000000000003,-950.9999999999908,,-2785.999999999978
2018.02.01,-108.00000000001918,-275.000000000003,-429.99999999999704,-695.999999999998,-270.0000000000036,-1048.9999999999889,,-2828.00000000001
2018.02.01,-117.00000000001154,-255.00000000000523,-537.9999999999941,-686.9999999999976,-329.00000000000153,-1048.9999999999889,,-2974.999999999999
2018.02.01,-60.99999999999994,-243.99999999999977,-549.9999999999839,-696.9999999999885,-350.00000000000585,-1031.9999999999884,,-2933.9999999999663
2018.02.01,-46.0000000000127,-243.99999999999977,-612.9999999999969,-657.999999999987,-390.0000000000015,-1127.9999999999957,,-3078.9999999999936
2018.02.01,-91.00000000001884,-266.999999999995,-612.9999999999969,-629.9999999999955,-357.00000000000733,-1166.0000000000005,,-3124.000000000014
2018.02.01,-62.000000000006494,-272.00000000000557,-619.9999999999983,-663.9999999999873,-355.0000000000053,-1168.9999999999977,,-3142.000000000001
2018.02.01,-72.0000000000054,-273.9999999999965,-590.0000000000016,-688.999999999993,-323.0000000000066,-1154.999999999995,,-3102.999999999998
2018.02.01,-179.00000000001802,-270.99999999999903,-607.0000000000019,-745.9999999999951,-338.00000000000495,-1213.9999999999818,,-3355.000000000001
2018.02.01,-326.0000000000041,-296.9999999999917,-532.9999999999835,-747.9999999999905,-254.00000000000978,-1217.0000000000014,,-3374.999999999981
2018.02.01,-405.0000000000109,-289.9999999999903,-530.9999999999926,-758.9999999999861,-221.00000000000452,-1224.000000000003,,-3429.9999999999873
2018.02.01,-337.0000000000095,-279.00000000000705,-454.9999999999832,-772.9999999999961,-207.00000000000162,-1269.9999999999934,,-3320.999999999991
2018.02.01,-238.0000000000049,-229.99999999999687,-397.0000000000029,-824.9999999999886,-276.00000000000955,-1332.999999999984,,-3298.999999999987
2018.02.01,-2.0000000000131024,-211.00000000000563,-384.9999999999909,-857.9999999999899,-306.00000000000625,-1391.9999999999932,,-3153.999999999999
2018.02.01,18.999999999991246,-211.99999999998997,-251.00000000000122,-920.9999999999923,-279.00000000000705,-1400.9999999999857,,-3044.999999999985
2018.02.01,116.99999999998934,-103.99999999999298,-46.999999999997044,-968.9999999999941,-216.0000000000051,-1386.9999999999827,,-2605.9999999999827
2018.02.01,124.99999999999733,-36.999999999998145,117.00000000001154,-956.9999999999936,-124.00000000000189,-1313.999999999993,,-2189.9999999999777
2018.02.01,29.999999999996696,-48.99999999998794,38.0000000000047,-986.9999999999948,-104.00000000000409,-1356.0000000000016,,-2427.9999999999873
2018.02.01,12.999999999996348,-97.9999999999981,168.99999999999693,-886.9999999999862,-159.00000000000912,-1411.9999999999911,,-2373.9999999999914
2018.02.01,-13.000000000018552,24.000000000001798,134.99999999999625,-878.9999999999907,-140.0000000000068,-1447.9999999999827,,-2321.000000000001
2018.02.01,62.99999999999084,22.0000000000109,268.0000000000016,-865.9999999999997,-181.00000000000892,-1422.9999999999966,,-2117.000000000002
2018.02.01,143.99999999998857,49.99999999999449,70.99999999999883,-841.9999999999987,-318.00000000000716,-1525.999999999983,,-2421.000000000007
2018.02.01,231.99999999998778,-65.00000000000395,201.00000000000674,-868.9999999999998,-277.000000000005,-1533.999999999991,,-2312.000000000005
2018.02.01,183.99999999998417,-201.99999999999108,7.0000000000014495,-776.9999999999868,-343.00000000000443,-1586.999999999983,,-2717.99999999998
2018.02.01,146.99999999998602,-202.9999999999976,-177.99999999998929,-676.9999999999925,-377.0000000000051,-1576.999999999984,,-2864.9999999999827
2018.02.01,109.99999999998789,-161.99999999999548,-215.99999999999397,-828.9999999999935,-367.0000000000062,-1583.9999999999854,,-3047.9999999999864
2018.02.01,56.99999999999594,-225.00000000000853,-356.9999999999851,-822.9999999999933,-340.00000000000693,-1621.9999999999902,,-3309.999999999988
2018.02.01,226.99999999999943,-425.0000000000087,-514.9999999999987,-957.9999999999984,-426.9999999999996,-1715.9999999999843,,-3813.99999999999
2018.02.01,361.9999999999957,-218.99999999999142,-445.99999999999085,-926.9999999999925,-476.0000000000098,-1743.99999999999,,-3449.999999999979
2018.02.01,446.9999999999974,-157.99999999999147,-401.99999999999125,-997.9999999999905,-523.0000000000068,-1763.9999999999877,,-3397.9999999999704
2018.02.01,546.9999999999864,-45.99999999999049,-363.9999999999866,-1020.9999999999866,-550.000000000006,-1766.000000000001,,-3199.999999999984
2018.02.01,490.999999999997,-41.000000000002146,-303.9999999999932,-997.9999999999905,-522.0000000000002,-1714.9999999999998,,-3088.999999999989
2018.02.01,516.9999999999897,-4.999999999988347,-115.99999999998278,-1093.999999999994,-390.0000000000015,-1601.9999999999923,,-2689.999999999969
2018.02.01,515.9999999999832,9.999999999998899,-97.9999999999981,-1085.9999999999986,-321.0000000000046,-1570.999999999989,,-2550.000000000008
2018.02.01,576.9999999999831,-62.000000000006494,-72.99999999998974,-1039.999999999992,-347.0000000000084,-1578.999999999997,,-2524.000000000011
2018.02.01,708.9999999999818,-21.00000000000435,-22.999999999995246,-1016.9999999999959,-362.00000000000676,-1580.999999999988,,-2295.000000000008
2018.02.01,753.9999999999881,5.000000000010552,170.00000000000347,-1025.9999999999964,-343.9999999999999,-1526.9999999999895,,-1967.9999999999836
2018.02.01,828.9999999999909,-52.99999999999194,73.99999999999629,-965.999999999994,-397.0000000000029,-1566.999999999985,,-2079.9999999999864
2018.02.01,818.9999999999919,-58.000000000002494,-21.999999999988695,-955.9999999999889,-438.00000000000506,-1584.999999999992,,-2239.9999999999854
2018.02.01,790.0000000000018,-133.99999999998968,-72.99999999998974,-1057.9999999999927,-368.00000000000165,-1651.0000000000025,,-2493.9999999999745
2018.02.02,791.9999999999927,-316.99999999998954,-62.99999999999084,-1011.9999999999862,-383.0,-1641.999999999988,,-2624.999999999962
2018.02.02,764.9999999999934,-229.99999999999687,-0.9999999999843467,-1023.9999999999867,-383.0,-1630.9999999999825,,-2503.999999999957
2018.02.02,786.9999999999822,-160.00000000000458,-112.99999999998533,-1071.9999999999886,-413.0000000000078,-1674.999999999982,,-2645.9999999999864
2018.02.02,804.9999999999891,-130.0000000000079,-146.00000000000168,-1079.9999999999982,-435.0000000000076,-1688.999999999985,,-2675.0000000000114
2018.02.02,716.9999999999899,-116.00000000000499,5.000000000010552,-1058.9999999999975,-342.000000000009,-1622.9999999999966,,-2418.0000000000077
2018.02.02,742.9999999999826,-110.99999999999443,70.0000000000145,-1040.9999999999968,-304.00000000000426,-1610.9999999999848,,-2253.999999999983
2018.02.02,699.9999999999895,-106.00000000000608,197.00000000000273,-1129.9999999999955,-268.0000000000016,-1617.0000000000018,,-2224.0000000000127
