date,EURUSD,GBPCHF,empty,sum
2018.12.17,-69.00000000000794,-95.999999999985,,-164.99999999999295
2018.12.17,-56.99999999999594,-22.999999999995246,,-79.99999999999119
2018.12.17,-78.00000000000028,-76.99999999999375,,-154.99999999999403
2018.12.17,-45.99999999999049,-69.9999999999923,,-115.99999999998279
2018.12.17,-73.99999999999629,-37.99999999998249,,-111.99999999997878
2018.12.17,-45.99999999999049,-58.99999999998684,,-104.99999999997733
2018.12.17,-82.00000000000429,-27.999999999983594,,-109.99999999998789
2018.12.17,-69.00000000000794,-8.999999999992347,,-78.00000000000028
2018.12.17,-96.99999999999153,-87.99999999999919,,-184.99999999999073
2018.12.17,-106.00000000000608,-60.99999999999994,,-167.00000000000603
2018.12.17,-123.00000000000644,-46.999999999997044,,-170.00000000000347
2018.12.17,-99.99999999998899,-41.99999999998649,,-141.99999999997547
2018.12.17,-112.000000000001,-58.000000000002494,,-170.0000000000035
2018.12.17,-95.00000000000064,-81.9999999999821,,-176.99999999998272
2018.12.17,-75.00000000000284,-86.99999999999264,,-161.99999999999548
2018.12.17,-79.99999999999119,-99.99999999998899,,-179.99999999998016
2018.12.17,-123.00000000000644,-75.00000000000284,,-198.00000000000927
2018.12.17,-113.00000000000753,-51.99999999998539,,-164.99999999999292
2018.12.17,-147.00000000000824,-121.99999999999989,,-269.00000000000813
2018.12.17,-184.00000000000637,-58.99999999998684,,-242.9999999999932
2018.12.17,-134.99999999999625,-117.99999999999588,,-252.99999999999213
2018.12.17,-235.99999999999176,-156.99999999998494,,-392.9999999999767
2018.12.17,-292.00000000000335,-80.99999999999774,,-373.0000000000011
2018.12.17,-293.0000000000099,-17.999999999984695,,-310.9999999999946
2018.12.17,-350.9999999999902,-56.99999999999594,,-407.9999999999862
2018.12.17,-391.9999999999924,-26.999999999999247,,-418.99999999999164
2018.12.17,-397.0000000000029,-187.99999999998818,,-584.9999999999911
2018.12.17,-504.9999999999999,-129.00000000000134,,-634.0000000000013
2018.12.17,-391.9999999999924,58.000000000002494,,-333.9999999999899
2018.12.17,-398.00000000000944,204.00000000000418,,-194.00000000000526
2018.12.17,-421.0000000000047,144.0000000000108,,-276.9999999999939
2018.12.17,-503.000000000009,294.0000000000165,,-208.9999999999925
2018.12.17,-419.9999999999982,314.00000000001427,,-105.99999999998391
2018.12.17,-431.0000000000036,312.00000000000114,,-119.00000000000244
2018.12.17,-417.0000000000007,297.9999999999983,,-119.00000000000239
2018.12.17,-363.0000000000022,89.00000000000574,,-273.9999999999965
2018.12.17,-445.0000000000065,282.0000000000045,,-163.000000000002
2018.12.17,-385.99999999999744,260.0000000000158,,-125.99999999998164
2018.12.17,-478.0000000000006,297.9999999999983,,-180.00000000000233
2018.12.17,-509.99999999998823,270.00000000001467,,-239.99999999997357
2018.12.17,-557.0000000000075,229.00000000001253,,-327.999999999995
2018.12.17,-550.000000000006,141.99999999999767,,-408.00000000000836
2018.12.17,-556.0000000000009,152.0000000000188,,-403.99999999998215
2018.12.17,-499.000000000005,116.00000000000499,,-383.0
2018.12.17,-470.9999999999992,204.00000000000418,,-266.999999999995
2018.12.17,-453.99999999999886,258.0000000000027,,-195.9999999999962
2018.12.17,-465.99999999998863,211.00000000000563,,-254.999999999983
2018.12.17,-476.0000000000098,185.99999999999727,,-290.0000000000125
2018.12.18,-482.00000000000466,177.00000000000495,,-304.9999999999997
2018.12.18,-472.9999999999901,199.00000000001583,,-273.9999999999743
2018.12.18,-517.9999999999962,243.00000000001543,,-274.9999999999808
2018.12.18,-495.000000000001,248.00000000000378,,-246.99999999999724
2018.12.18,-503.000000000009,260.0000000000158,,-242.99999999999318
2018.12.18,-459.0000000000094,215.00000000000963,,-243.99999999999974
2018.12.18,-500.9999999999959,218.00000000000708,,-282.99999999998886
2018.12.18,-587.9999999999885,175.00000000001404,,-412.9999999999745
2018.12.18,-557.9999999999918,148.00000000001478,,-409.99999999997704
2018.12.18,-534.9999999999966,181.00000000000892,,-353.99999999998766
2018.12.18,-523.9999999999911,177.00000000000495,,-346.9999999999862
2018.12.18,-543.999999999989,165.9999999999995,,-377.9999999999895
2018.12.18,-550.000000000006,165.9999999999995,,-384.00000000000654
2018.12.18,-473.99999999999665,167.00000000000603,,-306.9999999999906
2018.12.18,-417.0000000000007,150.00000000000568,,-266.999999999995
2018.12.18,-452.99999999999227,121.00000000001555,,-331.9999999999767
2018.12.18,-442.9999999999934,63.000000000013046,,-379.99999999998033
2018.12.18,-390.0000000000015,58.000000000002494,,-331.999999999999
2018.12.18,-428.9999999999905,152.0000000000188,,-276.9999999999717
2018.12.18,-580.0000000000027,-25.999999999992696,,-605.9999999999955
2018.12.18,-699.9999999999895,-46.999999999997044,,-746.9999999999866
2018.12.18,-696.0000000000077,52.000000000007596,,-644.0000000000001
2018.12.18,-710.999999999995,155.00000000001623,,-555.9999999999787
2018.12.18,-763.0000000000026,26.0000000000149,,-736.9999999999877
2018.12.18,-879.0000000000075,110.00000000001009,,-768.9999999999974
2018.12.18,-879.9999999999919,106.00000000000608,,-773.9999999999859
2018.12.18,-970.0000000000042,-159.99999999998238,,-1129.9999999999866
2018.12.18,-937.9999999999944,-310.9999999999946,,-1248.999999999989
2018.12.18,-863.9999999999981,-271.99999999998334,,-1135.9999999999814
2018.12.18,-798.9999999999942,-341.99999999999784,,-1140.999999999992
2018.12.18,-784.0000000000069,-227.99999999998377,,-1011.9999999999907
2018.12.18,-791.0000000000084,-49.99999999999449,,-841.000000000003
2018.12.18,-720.9999999999939,-85.00000000000173,,-805.9999999999956
2018.12.18,-653.999999999999,-17.000000000000348,,-670.9999999999993
2018.12.18,-731.9999999999993,-122.99999999998423,,-854.9999999999835
2018.12.18,-648.0000000000041,67.00000000001705,,-580.999999999987
2018.12.18,-659.999999999994,35.00000000000725,,-624.9999999999867
2018.12.18,-605.9999999999955,-61.99999999998429,,-667.9999999999798
2018.12.18,-601.9999999999915,-62.99999999999084,,-664.9999999999823
2018.12.18,-601.000000000007,-9.999999999998899,,-611.0000000000059
2018.12.18,-621.9999999999892,45.000000000006146,,-576.9999999999831
2018.12.18,-689.0000000000063,42.0000000000087,,-646.9999999999975
2018.12.18,-706.0000000000066,-14.000000000002899,,-720.0000000000095
2018.12.18,-554.00000000001,8.000000000008,,-546.000000000002
2018.12.18,-570.0000000000039,-20.999999999982144,,-590.999999999986
2018.12.18,-636.9999999999986,32.0000000000098,,-604.9999999999889
2018.12.18,-644.0000000000001,-22.999999999995246,,-666.9999999999953
2018.12.18,-604.9999999999889,22.0000000000109,,-582.999999999978
2018.12.19,-663.999999999998,40.0000000000178,,-623.9999999999801
2018.12.19,-699.0000000000052,-5.999999999994898,,-705.0000000000001
