date,USDJPY,USDCAD,AUDUSD,CADCHF,AUDCHF,EURJPY,EURAUD,AUDJPY,AUDCAD,AUDNZD,empty,sum
2019.08.19,-27.000000000001023,-137.00000000000932,-1.0000000000065512,0.0,-19.00000000000235,0.0,-83.9999999999952,-2.0000000000095497,-9.999999999998899,-77.00000000001594,,-357.0000000000389
2019.08.19,12.000000000000455,-144.0000000000108,9.999999999998899,-9.999999999998899,26.999999999999247,155.00000000000114,-95.00000000000064,49.99999999999716,-21.999999999999797,-161.00000000001114,,-178.0000000000244
2019.08.19,45.000000000001705,-175.00000000001404,36.0000000000027,65.99999999999939,84.99999999999064,189.00000000000716,-87.00000000001484,76.99999999999818,39.00000000000014,100.99999999999554,,375.9999999999666
2019.08.19,114.00000000000432,-100.0000000000112,63.99999999999739,165.9999999999995,136.99999999999824,317.99999999999784,-77.00000000001594,159.9999999999966,97.00000000000264,110.99999999999443,,989.9999999999638
2019.08.19,142.00000000001012,-102.00000000000209,60.99999999999994,203.99999999999307,171.99999999999437,296.99999999999704,-41.000000000002146,188.0000000000024,85.00000000000173,113.99999999999189,,1119.9999999999864
2019.08.19,142.00000000001012,-87.00000000001484,51.99999999999649,229.99999999999687,184.99999999999073,295.0000000000017,-45.000000000006146,180.99999999999739,78.99999999999574,147.99999999999258,,1179.9999999999604
2019.08.19,67.99999999999784,-120.00000000000898,42.999999999993044,222.99999999999542,190.99999999999673,179.00000000000205,8.999999999992347,125.99999999999056,80.00000000000229,152.99999999998093,,951.9999999999422
2019.08.19,55.999999999997385,-136.00000000000279,12.000000000000899,200.99999999999562,142.99999999999312,171.99999999999704,-95.00000000000064,86.99999999998909,48.99999999999905,200.00000000000017,,688.999999999969
2019.08.19,79.00000000000773,-155.00000000001623,12.999999999996348,200.99999999999562,149.99999999999457,188.0000000000024,-99.00000000000463,99.99999999999432,70.99999999999883,234.99999999998522,,782.9999999999542
2019.08.19,-27.000000000001023,-156.00000000000057,-14.999999999998348,181.9999999999933,114.99999999999844,120.99999999999511,-185.00000000001293,3.0000000000001137,43.999999999999595,248.99999999998812,,330.9999999999618
2019.08.19,-30.9999999999917,-146.00000000000168,-26.000000000003798,173.9999999999964,82.99999999999974,117.00000000000443,-229.00000000001253,-28.000000000005798,12.000000000000899,203.99999999998198,,129.99999999996794
2019.08.19,10.000000000005116,-143.00000000000423,-7.0000000000014495,182.99999999999983,109.99999999999899,129.99999999999545,-158.0000000000137,19.99999999999602,31.999999999998696,170.99999999998784,,347.99999999996254
2019.08.19,27.000000000001023,-153.00000000000313,-19.999999999997797,200.00000000000017,122.99999999999534,186.9999999999976,-218.00000000000708,42.00000000000159,22.999999999995246,181.9999999999933,,392.9999999999763
2019.08.19,78.00000000000296,-170.00000000000347,-9.00000000000345,220.99999999999343,161.00000000000003,210.99999999999852,-165.9999999999995,75.9999999999934,48.99999999999905,200.00000000000017,,650.9999999999811
