1;1;30;GBPUSD;1;-1.08;31
1;1;30;EURUSD;1;-0.03;20
1;1;30;AUDUSD;1;-0.29;20
1;1;30;GBPCHF;1;-3.31;44
1;1;30;AUDCHF;1;-1.98;33
1;1;30;AUDCAD;1;-0.66;34
1;2;30;GBPUSD;1;-1.12;27
1;2;30;EURUSD;1;0.11;20
1;2;30;AUDUSD;1;-0.7;19
1;2;30;GBPCHF;1;-3.51;33
1;2;30;AUDCHF;1;-2.43;25
1;2;30;AUDCAD;1;-0.78;27
1;3;30;GBPUSD;1;-2.32;21
1;3;30;EURUSD;1;-0.1;19
1;3;30;AUDUSD;1;-1.38;19
1;3;30;GBPCHF;1;-4.25;33
1;3;30;AUDCHF;1;-2.83;24
1;3;30;AUDCAD;1;-1.02;26
1;4;30;GBPUSD;1;-3.17;21
1;4;30;EURUSD;1;-1.04;19
1;4;30;AUDUSD;1;-2.24;20
1;4;30;GBPCHF;1;-4.5;30
1;4;30;AUDCHF;1;-3.41;27
1;4;30;AUDCAD;1;-0.44;27
1;5;30;GBPUSD;1;-3.37;21
1;5;30;EURUSD;1;-1.89;18
1;5;30;AUDUSD;1;-2.56;17
1;5;30;GBPCHF;1;-3.47;35
1;5;30;AUDCHF;1;-3.08;26
1;5;30;AUDCAD;1;-0.05;26
1;6;30;GBPUSD;1;-3.08;25
1;6;30;EURUSD;1;-2.37;20
1;6;30;AUDUSD;1;-2.91;19
1;6;30;GBPCHF;1;-3.07;36
1;6;30;AUDCHF;1;-3.39;27
1;6;30;AUDCAD;1;-0.14;26
1;7;30;GBPUSD;1;-3.15;23
1;7;30;EURUSD;1;-2.03;18
1;7;30;AUDUSD;1;-2.39;19
1;7;30;GBPCHF;1;-3.81;31
1;7;30;AUDCHF;1;-3.25;27
1;7;30;AUDCAD;1;0.27;25
1;8;30;GBPUSD;1;-4.09;22
1;8;30;EURUSD;1;-2.47;18
1;8;30;AUDUSD;1;-2.92;16
1;8;30;GBPCHF;1;-4.7;28
1;8;30;AUDCHF;1;-3.7;25
1;8;30;AUDCAD;1;0.22;27
1;9;30;GBPUSD;1;-4.27;17
1;9;30;EURUSD;1;-1.68;18
1;9;30;AUDUSD;1;-2.48;19
1;9;30;GBPCHF;1;-5.3;30
1;9;30;AUDCHF;1;-3.48;24
1;9;30;AUDCAD;1;0.89;23
1;10;30;GBPUSD;1;-2.4;19
1;10;30;EURUSD;1;-1.35;27
1;10;30;AUDUSD;1;-1.74;19
1;10;30;GBPCHF;1;-2.13;38
1;10;30;AUDCHF;1;-2.11;31
1;10;30;AUDCAD;1;1.04;25
1;11;30;GBPUSD;1;-3.77;25
1;11;30;EURUSD;1;-2.72;19
1;11;30;AUDUSD;1;-2.99;21
1;11;30;GBPCHF;1;-1.99;37
1;11;30;AUDCHF;1;-2.53;25
1;11;30;AUDCAD;1;0.92;28
1;12;30;GBPUSD;1;-4.61;22
1;12;30;EURUSD;1;-2.75;19
1;12;30;AUDUSD;1;-4.1;20
1;12;30;GBPCHF;1;-4.03;30
1;12;30;AUDCHF;1;-4.27;25
1;12;30;AUDCAD;1;0.59;25
1;13;30;GBPUSD;1;-5.22;23
1;13;30;EURUSD;1;-2.19;19
1;13;30;AUDUSD;1;-4.05;20
1;13;30;GBPCHF;1;-7.39;29
1;13;30;AUDCHF;1;-5.66;27
1;13;30;AUDCAD;1;0.32;25
1;14;30;GBPUSD;1;-6.07;23
1;14;30;EURUSD;1;-2.47;19
1;14;30;AUDUSD;1;-4.64;17
1;14;30;GBPCHF;1;-7.16;31
1;14;30;AUDCHF;1;-5.62;23
1;14;30;AUDCAD;1;0.15;25
1;15;30;GBPUSD;1;-7.25;20
1;15;30;EURUSD;1;-2.93;19
1;15;30;AUDUSD;1;-5.21;18
1;15;30;GBPCHF;1;-9.08;24
1;15;30;AUDCHF;1;-6.62;24
1;15;30;AUDCAD;1;0.14;24
1;16;30;GBPUSD;1;-7.7;22
1;16;30;EURUSD;1;-4.38;18
1;16;30;AUDUSD;1;-5.32;18
1;16;30;GBPCHF;1;-5.07;30
1;16;30;AUDCHF;1;-4.36;22
1;16;30;AUDCAD;1;0.11;25
1;17;30;GBPUSD;1;-9.12;21
1;17;30;EURUSD;1;-3.43;18
1;17;30;AUDUSD;1;-5.53;18
1;17;30;GBPCHF;1;-6.73;30
1;17;30;AUDCHF;1;-4.72;24
1;17;30;AUDCAD;1;0.28;26
1;18;30;GBPUSD;1;-10.27;24
1;18;30;EURUSD;1;-3.39;18
1;18;30;AUDUSD;1;-6.78;17
1;18;30;GBPCHF;1;-7.34;28
1;18;30;AUDCHF;1;-5.7;25
1;18;30;AUDCAD;1;1.08;25
1;19;30;GBPUSD;1;-10.71;21
1;19;30;EURUSD;1;-4.06;17
1;19;30;AUDUSD;1;-7.61;18
1;19;30;GBPCHF;1;-6.73;30
1;19;30;AUDCHF;1;-5.97;23
1;19;30;AUDCAD;1;1.19;25
1;20;30;GBPUSD;1;-11.06;21
