date,USDCAD,NZDUSD,EURCHF,CADCHF,NZDCHF,GBPJPY,GBPAUD,EURJPY,EURNZD,CADJPY,AUDNZD,empty,sum
2020.04.20,-5.000000000010552,-123.00000000000644,-28.999999999990145,-85.00000000000173,-82.99999999999974,-203.00000000000296,-38.0000000000047,-140.99999999999113,-227.99999999998377,-73.99999999999807,0.0,,-1008.9999999999892
2020.04.20,0.9999999999843467,-143.00000000000423,-25.00000000000835,-70.0000000000034,-126.99999999999933,-320.99999999999795,144.99999999999514,-281.9999999999965,151.9999999999966,-114.00000000000432,115.00000000002063,,-669.0000000000173
2020.04.20,25.999999999992696,-141.99999999999767,-18.0000000000069,-24.000000000001798,-80.99999999999774,-301.00000000001614,159.99999999998238,-260.9999999999957,151.9999999999966,-88.00000000000807,145.00000000001734,,-432.00000000003496
2020.04.20,275.9999999999874,-263.0000000000021,-15.00000000000945,36.0000000000027,-221.99999999999997,-367.00000000001864,556.0000000000009,-304.9999999999926,-261.0000000000001,-46.999999999997044,-202.9999999999976,,-815.0000000000265
2020.04.20,224.000000000002,-94.00000000000519,-11.999999999989797,19.999999999997797,-92.99999999999864,-353.00000000000864,554.9999999999944,-313.99999999999295,365.0000000000153,-61.99999999999761,121.00000000001555,,357.0000000000323
2020.04.20,292.00000000000335,-24.999999999997247,-15.00000000000945,46.00000000000159,-14.000000000002899,-365.0000000000091,608.9999999999928,-342.9999999999893,612.9999999999969,-49.99999999999716,208.00000000000819,,955.9999999999977
2020.04.20,304.9999999999997,63.00000000000195,-21.00000000000435,12.000000000000899,34.99999999999615,-397.0000000000198,602.999999999998,-386.99999999998624,780.000000000003,-108.99999999999466,243.00000000001543,,1127.00000000001
2020.04.20,255.00000000000523,-11.00000000000545,-38.0000000000047,9.00000000000345,-14.000000000002899,-610.0000000000136,490.999999999997,-545.9999999999923,619.000000000014,-206.00000000000307,303.0000000000088,,252.00000000000642
2020.04.20,385.99999999999744,65.00000000000395,-19.999999999997797,40.00000000000669,40.00000000000669,-578.000000000003,651.9999999999859,-507.99999999999557,801.0000000000073,-158.00000000000125,261.0000000000001,,981.0000000000106
2020.04.20,479.99999999999153,14.000000000002899,-9.999999999998899,102.00000000000209,-0.999999999995449,-495.00000000000455,570.0000000000039,-447.9999999999933,655.0000000000056,-76.00000000000762,268.0000000000016,,1059.0000000000077
2020.04.20,443.99999999999994,2.999999999997449,-14.000000000002899,109.00000000000354,-2.999999999997449,-463.99999999999864,506.9999999999908,-478.9999999999992,652.0000000000082,-52.99999999999727,299.00000000000483,,1001.0000000000093
2020.04.20,526.9999999999886,49.99999999999449,-21.00000000000435,128.00000000000588,38.0000000000047,-490.0000000000091,611.9999999999903,-487.99999999999955,775.9999999999989,-58.9999999999975,275.000000000003,,1347.9999999999754
2020.04.20,513.9999999999923,-9.00000000000345,-28.999999999990145,112.000000000001,-34.000000000000696,-492.00000000001864,580.999999999987,-488.9999999999901,584.0000000000067,-58.9999999999975,172.0000000000166,,851.0000000000031
2020.04.20,561.9999999999958,0.999999999995449,-24.000000000001798,139.00000000000023,-36.0000000000027,-433.9999999999975,586.999999999982,-470.9999999999894,592.0000000000148,-27.000000000001023,143.00000000000423,,1032.0
2020.04.20,475.99999999998755,-368.9999999999971,-29.999999999996696,131.99999999999878,-341.0000000000024,-473.0000000000132,188.9999999999947,-519.999999999996,-492.0000000000035,-64.00000000000716,-236.99999999999832,,-1729.0000000000334
2020.04.20,490.999999999997,-351.0000000000013,-19.999999999997797,156.00000000000057,-322.00000000000006,-459.0000000000032,208.99999999999253,-553.9999999999878,-309.0000000000037,-60.000000000002274,-194.99999999998963,,-1413.9999999999957
2020.04.20,533.99999999999,-345.0000000000064,-11.999999999989797,178.00000000000037,-314.0000000000032,-448.0000000000075,187.00000000000384,-534.9999999999966,-298.9999999999826,-40.99999999999682,-191.99999999999218,,-1286.999999999981
2020.04.20,592.9999999999991,-243.00000000000432,-15.00000000000945,165.00000000000404,-244.99999999999523,-389.00000000001,190.00000000000128,-473.99999999998954,-89.99999999999008,-13.00000000000523,-109.99999999998789,,-630.9999999999873
2020.04.20,748.9999999999997,-140.0000000000068,-14.000000000002899,121.99999999999989,-236.00000000000287,-272.0000000000198,146.00000000000168,-404.9999999999869,-56.99999999999594,-1.9999999999953388,-59.99999999999339,,-169.00000000000261
2020.04.20,618.9999999999918,-217.99999999999596,-1.0000000000065512,131.00000000000333,-278.9999999999959,-324.0000000000123,73.99999999999629,-447.9999999999933,-190.00000000000128,-37.00000000000614,-72.99999999998974,,-746.0000000000098
