date,USDCAD,AUDUSD,GBPCHF,EURCHF,EURGBP,GBPJPY,EURAUD,empty,sum
2017.03.27,36.999999999998145,17.999999999995797,-5.999999999994898,24.000000000001798,-31.000000000003247,-231.99999999999932,-63.99999999999739,,-253.9999999999991
2017.03.27,-14.999999999987246,7.0000000000014495,-52.99999999999194,72.0000000000054,9.999999999998899,-140.99999999999113,-181.9999999999933,,-301.9999999999579
2017.03.27,-12.999999999996348,-12.999999999996348,-53.999999999998494,55.000000000005045,4.999999999999449,-40.99999999999682,-248.00000000000378,,-308.99999999998727
2017.03.27,-211.00000000000563,-26.999999999999247,-102.00000000000209,79.00000000000685,-8.000000000008,74.99999999998863,-443.99999999999994,,-638.0000000000194
2017.03.27,-208.99999999999253,-43.999999999999595,-139.9999999999846,60.99999999999994,-43.00000000000415,52.99999999999727,-449.0000000000105,,-770.9999999999941
2017.03.27,-244.9999999999841,7.0000000000014495,-96.99999999999153,62.000000000006494,-13.00000000000745,110.99999999999,-353.0000000000033,,-527.9999999999884
2017.03.27,-131.99999999999878,-38.0000000000047,-105.99999999998388,41.000000000002146,-34.000000000000696,253.99999999999068,-367.99999999999056,,-382.9999999999858
2017.03.27,-150.99999999999002,-90.0000000000012,-105.99999999998388,36.0000000000138,-39.00000000000014,338.99999999999864,-539.0000000000006,,-549.9999999999634
2017.03.27,-147.99999999999258,-119.99999999999788,-96.99999999999153,31.000000000003247,-36.0000000000027,360.00000000001364,-541.9999999999981,,-551.9999999999659
2017.03.27,-160.99999999998892,-155.00000000000514,-110.99999999999443,31.000000000003247,-47.00000000000814,301.00000000001614,-578.9999999999961,,-720.9999999999734
2017.03.27,-207.00000000000162,-68.00000000000139,-122.99999999998423,39.00000000001125,-51.000000000001044,265.0000000000148,-499.000000000005,,-643.9999999999673
2017.03.27,-219.99999999999798,-44.99999999999504,-146.00000000000168,28.000000000005798,-72.0000000000054,228.00000000000864,-442.9999999999934,,-669.9999999999791
2017.03.27,-244.9999999999841,-56.99999999999594,-180.99999999998673,59.000000000009045,-72.0000000000054,240.0000000000091,-503.000000000009,,-758.999999999963
2017.03.27,-275.9999999999874,-22.999999999995246,-191.99999999999218,35.00000000000725,-102.00000000000209,211.00000000001273,-418.0000000000073,,-764.9999999999641
2017.03.27,-255.99999999998957,-43.00000000000415,-197.00000000000273,41.000000000002146,-101.00000000000664,198.0000000000075,-465.0000000000043,,-822.9999999999977
2017.03.27,-278.00000000000045,-0.999999999995449,-183.99999999998417,6.000000000017103,-121.00000000000443,127.00000000000955,-343.00000000000443,,-793.9999999999624
2017.03.27,-273.9999999999965,19.00000000000235,-234.00000000000088,23.00000000001745,-141.00000000000225,127.00000000000955,-344.99999999999534,,-824.9999999999656
2017.03.27,-239.99999999999577,31.000000000003247,-192.99999999999872,48.000000000003595,-90.0000000000012,302.99999999999727,-368.9999999999971,,-509.9999999999887
2017.03.27,-272.99999999998994,-22.999999999995246,-219.99999999999798,26.999999999999247,-126.99999999999933,271.000000000015,-557.0000000000075,,-901.9999999999758
2017.03.27,-89.99999999999008,-92.00000000000318,29.00000000001235,-135.9999999999806,-85.00000000000173,215.0000000000034,-781.9999999999939,,-940.9999999999536
2017.03.27,-218.99999999999142,-27.999999999994696,-170.99999999998784,-129.00000000000134,-218.00000000000708,-122.99999999999045,-773.0000000000015,,-1660.9999999999743
2017.03.27,-275.9999999999874,-14.999999999998348,-225.99999999999287,-25.999999999992696,-203.00000000000873,24.00000000000091,-655.9999999999899,,-1377.999999999969
2017.03.27,-224.000000000002,16.0000000000049,-225.99999999999287,-69.9999999999923,-208.00000000000819,-106.99999999999932,-628.9999999999907,,-1447.9999999999804
2017.03.27,-218.99999999999142,-5.999999999994898,-313.99999999999204,-96.99999999999153,-291.0000000000079,-211.9999999999891,-571.0000000000103,,-1709.9999999999773
2017.03.27,-201.99999999999108,-2.999999999997449,-290.9999999999968,-81.9999999999821,-263.0000000000021,-223.99999999998954,-506.0000000000064,,-1570.9999999999654
2017.03.27,-310.9999999999946,31.000000000003247,-397.99999999998727,-100.99999999999554,-353.0000000000033,-393.0000000000007,-601.000000000007,,-2125.9999999999854
2017.03.27,-65.99999999998829,26.999999999999247,-408.9999999999927,-98.99999999998244,-362.00000000000676,-490.0000000000091,-590.0000000000016,,-1988.9999999999816
2017.03.27,-48.99999999998794,14.000000000002899,-453.99999999999886,-52.99999999999194,-352.00000000000784,-450.9999999999934,-605.9999999999955,,-1950.9999999999727
2017.03.27,-134.99999999999625,58.99999999999794,-485.0000000000021,-57.99999999998029,-379.0000000000071,-408.9999999999918,-550.9999999999903,,-1957.99999999997
2017.03.27,-136.00000000000279,83.9999999999952,-429.99999999999704,-2.999999999997449,-300.0000000000003,-276.00000000001046,-625.0000000000089,,-1686.0000000000216
2017.03.27,-0.9999999999843467,11.00000000000545,-356.00000000000074,-51.99999999998539,-281.00000000000904,-498.9999999999952,-990.000000000002,,-2167.9999999999714
2017.03.27,-14.999999999987246,-53.00000000000304,-245.99999999999068,-68.99999999998573,-220.00000000000907,-366.9999999999902,-1106.000000000007,,-2075.999999999973
2017.03.27,140.0000000000068,-34.99999999999615,-258.99999999998704,-105.99999999998388,-260.00000000000466,-475.9999999999991,-1099.9999999999898,,-2095.9999999999536
2017.03.27,361.9999999999957,-141.00000000000225,-259.9999999999936,-129.99999999998568,-277.000000000005,-512.0000000000005,-1082.9999999999895,,-2040.999999999981
2017.03.27,422.9999999999956,-200.00000000000017,-71.99999999998319,-133.99999999998968,-153.00000000000313,-360.99999999999,-1231.9999999999886,,-1728.999999999959
2017.03.27,283.000000000011,-183.99999999999528,-45.99999999999049,-75.99999999998718,-87.99999999999919,-387.00000000000045,-1239.9999999999966,,-1737.9999999999582
2017.03.27,156.00000000000057,-85.00000000000173,-121.99999999999989,-95.00000000000064,-157.00000000000713,-588.9999999999986,-1018.0000000000077,,-1910.0000000000152
2017.03.27,133.00000000000534,-92.99999999999864,-133.99999999998968,-132.99999999998312,-192.99999999999872,-544.9999999999875,-1025.0000000000093,,-1989.9999999999616
2017.03.27,202.9999999999976,-116.00000000000499,-151.9999999999966,-107.99999999999699,-187.00000000000384,-454.9999999999841,-967.9999999999911,,-1782.99999999998
2017.03.27,131.99999999999878,-75.00000000000284,-228.99999999999034,-68.99999999998573,-209.00000000000364,-469.99999999999886,-750.9999999999906,,-1670.9999999999732
2017.03.27,151.9999999999966,-77.00000000000485,-198.99999999999363,-63.99999999999739,-182.99999999999983,-484.00000000000887,-852.9999999999926,,-1708.0000000000005
2017.03.27,248.00000000000378,-116.00000000000499,-272.99999999998994,-27.999999999983594,-206.00000000000617,-507.000000000005,-899.0000000000053,,-1780.9999999999914
2017.03.27,185.00000000001293,-126.99999999999933,-242.99999999999324,-45.99999999999049,-199.00000000000472,-473.99999999998954,-954.0000000000103,,-1857.9999999999748
2017.03.27,191.00000000000784,-83.9999999999952,-243.99999999999977,-48.99999999998794,-206.00000000000617,-501.0000000000048,-811.0000000000061,,-1703.9999999999923
2017.03.27,218.00000000000708,-97.9999999999981,-261.0000000000001,-43.999999999999595,-213.00000000000762,-515.9999999999911,-791.0000000000084,,-1704.999999999998
2017.03.27,219.99999999999798,-75.00000000000284,-278.00000000000045,-24.000000000001798,-207.00000000000162,-536.0000000000014,-766.0,,-1666.00000000001
