date,USDCAD,AUDUSD,GBPCHF,EURCHF,EURGBP,GBPJPY,EURAUD,empty,sum
2017.03.27,-95.999999999985,-34.000000000000696,-68.00000000000139,-82.99999999998863,-47.00000000000814,-243.99999999999977,-218.00000000000708,,-789.9999999999907
2017.03.27,-31.999999999987594,-0.999999999995449,-85.99999999998609,26.999999999999247,-45.000000000006146,-280.00000000000114,-198.99999999999363,,-615.9999999999708
2017.03.27,-28.999999999990145,-29.999999999996696,-72.99999999998974,36.0000000000138,-15.00000000000945,-193.9999999999884,-259.0000000000092,,-563.9999999999699
2017.03.27,-224.99999999998633,-43.00000000000415,-109.99999999998789,45.000000000006146,-14.000000000002899,-79.99999999998408,-462.9999999999912,,-889.9999999999504
2017.03.27,-302.0000000000023,-63.99999999999739,-163.9999999999864,50.0000000000167,-48.000000000003595,-76.99999999999818,-486.00000000000864,,-1090.9999999999798
2017.03.27,-303.9999999999932,-48.000000000003595,-156.99999999998494,41.000000000002146,-53.999999999998494,50.00000000001137,-459.99999999999375,,-931.9999999999604
2017.03.27,-259.9999999999936,-48.99999999999905,-146.00000000000168,29.00000000001235,-53.00000000000304,94.99999999999886,-394.00000000000546,,-777.9999999999916
2017.03.27,-188.9999999999947,-121.99999999999989,-127.99999999999478,30.0000000000189,-52.000000000007596,234.00000000000887,-547.0000000000086,,-773.9999999999778
2017.03.27,-204.99999999998852,-160.00000000000458,-150.99999999999002,29.00000000001235,-67.00000000000594,263.00000000000523,-703.9999999999935,,-994.999999999965
2017.03.27,-219.99999999999798,-165.9999999999995,-123.99999999999079,28.000000000005798,-48.99999999999905,245.00000000000455,-628.0000000000064,,-913.9999999999834
2017.03.27,-279.99999999999136,-155.00000000000514,-136.99999999998712,28.000000000005798,-53.999999999998494,248.99999999999523,-597.0000000000031,,-945.9999999999842
2017.03.27,-241.00000000000233,-87.99999999999919,-173.00000000000094,23.00000000001745,-87.99999999999919,215.0000000000034,-539.0000000000006,,-890.9999999999814
2017.03.27,-259.9999999999936,-97.00000000000264,-195.9999999999962,26.0000000000149,-86.0000000000083,170.99999999999227,-543.999999999989,,-985.9999999999826
2017.03.27,-316.99999999998954,-56.0000000000005,-232.99999999999432,26.0000000000149,-121.00000000000443,164.99999999999204,-503.000000000009,,-1038.999999999991
2017.03.27,-299.00000000000483,-82.00000000000429,-209.9999999999991,21.00000000000435,-117.00000000000044,175.00000000001137,-523.9999999999911,,-1035.999999999984
2017.03.27,-292.9999999999877,-46.999999999997044,-248.00000000000378,-2.999999999997449,-163.00000000000205,70.99999999999795,-476.0000000000098,,-1159.0
2017.03.27,-309.99999999998806,-26.999999999999247,-249.99999999999466,4.000000000004,-157.00000000000713,98.00000000001319,-414.00000000000324,,-1055.9999999999752
2017.03.27,-296.9999999999917,0.0,-261.9999999999845,14.000000000002899,-153.00000000000313,98.00000000001319,-391.000000000008,,-990.9999999999711
2017.03.27,-282.9999999999888,-58.99999999999794,-304.9999999999997,2.0000000000131024,-182.99999999999983,222.0000000000084,-621.9999999999892,,-1227.999999999954
2017.03.27,-285.00000000000193,-111.00000000000554,-238.99999999998923,-158.99999999999804,-131.99999999999878,138.00000000000523,-804.0000000000047,,-1591.999999999993
2017.03.27,-299.99999999998914,-141.99999999999767,-198.99999999999363,-195.9999999999962,-264.0000000000087,-153.99999999999636,-873.999999999997,,-2128.9999999999786
2017.03.27,-310.9999999999946,-36.0000000000027,-231.99999999998778,-164.99999999999292,-250.00000000000577,-187.00000000001182,-781.9999999999939,,-1962.9999999999893
2017.03.27,-310.9999999999946,-33.000000000005244,-288.99999999998374,-121.99999999999989,-279.00000000000705,-128.99999999999068,-712.0000000000015,,-1874.9999999999827
2017.03.27,-276.9999999999939,-29.999999999996696,-353.0000000000033,-104.99999999999955,-319.0000000000026,-228.999999999985,-632.0000000000103,,-1944.9999999999914
2017.03.27,-261.0000000000001,-46.00000000000159,-343.00000000000443,-126.99999999998823,-312.00000000000114,-262.00000000000045,-608.0000000000085,,-1959.0000000000045
2017.03.27,-329.99999999998585,-41.000000000002146,-400.00000000000034,-129.99999999998568,-363.0000000000022,-407.0000000000107,-713.0000000000081,,-2383.999999999995
2017.03.27,-323.99999999999096,7.9999999999968985,-431.0000000000036,-148.99999999999915,-380.00000000000256,-490.0000000000091,-652.9999999999925,,-2419.000000000001
2017.03.27,-95.999999999985,9.00000000000345,-557.9999999999918,-100.99999999999554,-436.00000000000307,-594.9999999999989,-609.9999999999994,,-2386.9999999999704
2017.03.27,-151.9999999999966,-26.999999999999247,-516.9999999999897,-85.99999999998609,-404.99999999999983,-502.00000000000955,-680.9999999999983,,-2369.999999999979
2017.03.27,-214.99999999998744,58.000000000002494,-519.9999999999872,-73.99999999999629,-387.000000000004,-421.99999999999704,-644.0000000000001,,-2203.9999999999695
2017.03.27,-153.00000000000313,-5.999999999994898,-531.9999999999991,-55.99999999998939,-348.9999999999993,-554.000000000002,-1015.9999999999947,,-2665.9999999999827
2017.03.27,-63.99999999999739,-87.00000000000374,-360.9999999999891,-119.99999999998678,-282.0000000000045,-533.9999999999918,-1154.999999999995,,-2602.999999999968
