date,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,AUDCAD,NZDCAD,empty,sum
2020.03.23,-1168.0000000000134,-394.9999999999898,-1188.9999999999957,-914.9999999999991,-767.0000000000066,-795.0000000000124,-82.99999999998863,-353.99999999999875,-800.0000000000007,-608.9999999999928,-510.99999999999477,-1528.0000000000182,-335.9999999999985,-780.000000000003,-2456.999999999998,-2112.0000000000027,-768.9999999999975,-680.9999999999983,,-16249.000000000011
2020.03.23,-1321.0000000000166,-581.9999999999936,-1387.000000000005,-970.9999999999997,-880.9999999999984,-961.0000000000118,-102.00000000000209,-427.99999999999505,-856.9999999999967,-889.9999999999908,-673.9999999999968,-1920.0000000000107,-224.00000000000375,-941.9999999999984,-2812.9999999999986,-2174.9999999999936,-707.000000000002,-619.0000000000028,,-18454.00000000002
2020.03.23,-1429.0000000000136,-351.99999999999676,-1388.999999999996,-951.0000000000018,-795.0000000000013,-1068.0000000000023,-56.99999999999594,-405.9999999999952,-844.0000000000003,-729.9999999999973,-838.9999999999898,-1307.999999999998,-215.99999999999397,-1055.9999999999902,-2696.9999999999936,-2164.9999999999945,-665.0000000000044,-544.0,,-17510.999999999967
2020.03.23,-1241.0000000000032,-224.99999999998633,-1231.0000000000043,-807.0000000000022,-653.0000000000035,-1005.9999999999958,-31.000000000003247,-462.9999999999912,-687.0000000000043,-549.9999999999949,-775.9999999999989,-1201.0000000000077,-465.999999999994,-1127.9999999999957,-2462.999999999993,-1919.000000000004,-551.9999999999969,-358.9999999999982,,-15757.999999999976
2020.03.23,-745.0000000000178,-170.00000000000347,-1187.0000000000048,-624.9999999999977,-522.0000000000002,-707.0000000000132,-31.000000000003247,-489.99999999999045,-622.0000000000003,-925.9999999999935,-462.9999999999912,-1577.9999999999905,-570.999999999998,-1288.0000000000002,-2130.0000000000095,-1791.0000000000093,-301.0000000000068,-549.9999999999949,,-14697.000000000024
2020.03.23,-969.0000000000199,-358.9999999999982,-1158.9999999999989,-844.0000000000003,-750.0000000000063,-825.0000000000091,-31.000000000003247,-401.99999999999125,-787.9999999999998,-690.9999999999972,-530.9999999999926,-1688.0000000000007,-602.9999999999944,-977.99999999999,-2547.9999999999945,-2227.0000000000014,-580.9999999999982,-526.9999999999997,,-16500.999999999996
2020.03.23,-869.0000000000086,-249.99999999999466,-1290.0000000000134,-1021.0000000000052,-812.0000000000016,-764.0000000000091,-31.000000000003247,-452.99999999999227,-997.9999999999989,-756.9999999999966,-513.9999999999923,-2561.9999999999977,-521.9999999999914,-1106.000000000007,-3394.9999999999923,-2612.000000000014,-950.0000000000064,-666.9999999999953,,-19573.000000000022
2020.03.23,-853.9999999999992,-181.9999999999933,-1029.0000000000132,-980.0000000000031,-745.0000000000068,-734.9999999999968,-31.000000000003247,-452.99999999999227,-923.0000000000072,-683.0000000000002,-579.9999999999916,-2207.9999999999877,-477.99999999999443,-1215.9999999999948,-3014.99999999999,-2221.0000000000064,-883.0000000000005,-596.9999999999919,,-17812.999999999975
2020.03.23,-582.0000000000158,184.00000000000637,-827.0,-614.9999999999989,-457.0000000000074,-683.9999999999957,14.000000000002899,-451.9999999999969,-712.0000000000015,-731.9999999999993,-599.9999999999894,-1747.999999999994,-468.0000000000035,-1181.999999999994,-2617.0000000000027,-1944.0000000000123,-482.00000000000466,-290.00000000000136,,-14194.00000000001
2020.03.23,-331.0000000000146,197.00000000000273,-865.0000000000047,-714.0000000000035,-499.000000000005,-591.0000000000082,19.00000000001345,-500.9999999999959,-875.999999999999,-649.999999999995,-453.99999999999886,-2190.000000000003,-492.00000000000443,-1234.0000000000018,-2980.000000000005,-2299.0000000000064,-609.9999999999994,-343.9999999999999,,-15414.00000000003
2020.03.23,-329.00000000000153,198.00000000000927,-707.9999999999975,-583.0000000000002,-499.000000000005,-588.9999999999951,21.00000000000435,-458.9999999999983,-722.0000000000005,-602.999999999998,-453.99999999999886,-1763.0000000000034,-447.00000000000273,-1174.9999999999927,-2614.000000000005,-2144.999999999997,-540.0000000000072,-442.9999999999934,,-13853.999999999982
2020.03.23,-324.0000000000132,178.99999999999582,-852.0000000000083,-619.9999999999983,-563.0000000000024,-500.00000000001154,17.000000000000348,-422.9999999999956,-726.0000000000044,-637.9999999999941,-412.9999999999967,-1886.00000000001,-399.0000000000009,-1133.9999999999907,-2577.9999999999914,-2280.9999999999995,-543.0000000000045,-458.9999999999983,,-14143.000000000024
2020.03.23,-298.00000000002046,201.00000000000674,-880.9999999999984,-470.00000000000375,-480.0000000000027,-561.0000000000115,21.00000000000435,-532.9999999999945,-607.0000000000019,-554.9999999999944,-429.99999999999704,-1482.99999999999,-352.00000000000387,-1407.999999999987,-2113.9999999999936,-2069.0000000000095,-265.99999999999955,-288.9999999999948,,-12573.999999999993
2020.03.23,-263.00000000001324,339.0000000000004,-886.000000000009,-497.99999999999847,-380.999999999998,-605.0000000000111,48.000000000003595,-561.0000000000003,-699.0000000000052,-528.9999999999906,-505.99999999999534,-1526.0000000000052,-399.0000000000009,-1492.0000000000045,-2462.0000000000086,-2029.000000000014,-273.000000000001,-115.99999999999389,,-12838.000000000047
2020.03.23,-236.00000000001398,343.00000000000443,-1019.0000000000143,-563.0000000000024,-439.0000000000005,-571.9999999999948,96.00000000000719,-632.9999999999947,-738.0000000000053,-583.9999999999957,-520.9999999999936,-1997.9999999999886,-506.0000000000002,-1697.9999999999995,-2706.000000000008,-2273.999999999998,-334.00000000000097,-171.99999999999437,,-14553.999999999995
2020.03.23,56.99999999999594,517.0000000000119,-909.0000000000042,-430.00000000000813,-312.00000000000114,-375.9999999999986,95.00000000000064,-624.9999999999977,-819.0000000000031,-535.999999999992,-364.9999999999931,-1982.000000000017,-427.99999999999727,-1678.0000000000018,-2493.9999999999964,-2035.000000000009,-214.99999999999852,-58.000000000002494,,-12593.000000000011
2020.03.23,113.99999999999189,490.0000000000126,-798.0000000000098,-338.00000000000495,-207.99999999999707,-398.00000000000944,83.9999999999952,-609.9999999999994,-575.0000000000033,-424.9999999999976,-440.9999999999914,-1577.9999999999905,-519.999999999996,-1697.9999999999995,-2214.000000000005,-1686.999999999994,-99.00000000000463,73.00000000000084,,-10828.000000000005
2020.03.23,30.999999999981043,224.000000000002,-1027.0000000000002,-531.0000000000036,-385.99999999999744,-310.9999999999946,116.00000000000499,-596.9999999999919,-707.000000000002,-502.9999999999979,-342.9999999999933,-2125.9999999999836,-486.99999999999477,-1697.9999999999995,-2268.000000000003,-1886.9999999999943,-277.000000000005,-71.99999999999429,,-12848.999999999969
2020.03.23,87.99999999999919,317.9999999999961,-1161.000000000012,-451.0000000000014,-455.0000000000054,-175.99999999999838,161.99999999999548,-567.9999999999907,-514.0000000000033,-627.9999999999952,-345.99999999999073,-2065.99999999999,-320.99999999999795,-1714.9999999999998,-2275.999999999989,-2205.999999999997,-91.00000000000774,-159.9999999999935,,-12565.99999999998
2020.03.23,-699.0000000000052,-43.999999999999595,-1249.9999999999955,-475.99999999999864,-507.9999999999973,-561.0000000000115,165.9999999999995,-607.9999999999974,-657.0000000000076,-702.9999999999981,-615.9999999999943,-2136.0000000000045,-739.9999999999949,-1729.0000000000027,-2221.0000000000064,-2244.0000000000014,-75.00000000000284,-146.00000000000168,,-15247.000000000022
2020.03.23,-731.000000000015,-42.999999999993044,-1150.0000000000066,-292.00000000000335,-309.99999999999915,-605.9999999999955,158.0000000000137,-409.99999999999926,-262.00000000000665,-293.99999999999426,-618.9999999999918,-584.0000000000067,-733.9999999999947,-1269.9999999999934,-1347.9999999999936,-1283.0000000000118,134.99999999999625,36.0000000000027,,-9606.99999999999
2020.03.23,-710.0000000000106,-4.000000000004,-1044.0000000000005,-463.9999999999977,-382.00000000000455,-507.9999999999973,147.99999999999258,-390.99999999999693,-402.00000000000233,-335.99999999999187,-533.99999999999,-966.9999999999845,-615.9999999999997,-1249.9999999999955,-1885.0000000000034,-1546.000000000003,-146.00000000000168,-44.99999999999504,,-11081.999999999985
2020.03.23,-942.0000000000206,-95.00000000000064,-1225.0000000000093,-591.0000000000082,-468.00000000000176,-665.0000000000044,141.00000000001333,-375.9999999999986,-470.00000000000375,-356.9999999999962,-659.999999999994,-1058.0000000000034,-493.9999999999998,-1231.0000000000043,-2054.0000000000005,-1602.9999999999989,-262.00000000000665,-108.99999999999244,,-12519.00000000003
2020.03.23,-960.0000000000053,-197.99999999998707,-1296.0000000000082,-635.0000000000077,-475.99999999999864,-634.0000000000013,68.00000000000139,-381.99999999999346,-514.0000000000033,-404.99999999999983,-627.9999999999952,-891.9999999999817,-438.99999999999295,-1156.0000000000014,-2024.0000000000036,-1523.0000000000077,-250.00000000000577,-87.99999999999919,,-12431.99999999999
2020.03.23,-1229.0000000000134,-241.99999999998667,-1412.9999999999975,-646.9999999999976,-453.0000000000034,-882.000000000005,35.00000000000725,-423.9999999999911,-475.99999999999864,-476.9999999999941,-759.999999999994,-1001.9999999999918,-456.99999999999363,-1170.0000000000043,-1919.000000000004,-1161.000000000012,-234.00000000000088,87.00000000000374,,-12823.999999999976
2020.03.23,-1110.000000000011,-265.99999999998846,-1412.0000000000132,-751.0000000000017,-562.0000000000069,-822.9999999999959,9.999999999998899,-509.9999999999993,-623.0000000000069,-429.99999999999704,-827.9999999999955,-1041.9999999999873,-457.9999999999984,-1405.9999999999961,-2570.0000000000055,-1875.0000000000045,-357.00000000000733,-108.99999999999244,,-15122.000000000011
2020.03.23,-1677.0000000000173,-222.99999999999542,-1414.000000000004,-748.9999999999997,-592.0000000000036,-1242.0000000000098,154.99999999999403,-429.99999999999704,-624.0000000000023,-425.99999999999307,-1128.9999999999911,-926.999999999989,-296.99999999999704,-1458.0000000000036,-2542.0,-2011.0000000000073,-409.0000000000038,-158.0000000000026,,-16153.000000000022
2020.03.23,-1685.0000000000032,-275.9999999999874,-1340.000000000008,-796.0000000000078,-624.0000000000023,-1285.0000000000027,100.99999999999554,-362.99999999999113,-594.0000000000057,-443.99999999999994,-1163.9999999999984,-387.000000000004,-302.99999999999727,-1160.9999999999898,-2604.9999999999905,-1968.000000000014,-548.0000000000041,-285.00000000000193,,-15727.000000000011
2020.03.23,-1599.000000000017,-104.99999999999955,-1178.0000000000123,-796.0000000000078,-617.0000000000009,-1239.0000000000123,241.00000000000233,-403.99999999999324,-607.0000000000019,-579.9999999999916,-1300.9999999999966,-357.99999999999164,-256.0000000000002,-1580.999999999988,-2736.000000000005,-2022.0000000000127,-551.0000000000015,-278.9999999999959,,-15968.000000000027
2020.03.23,-1186.0000000000205,453.0000000000145,-638.0000000000052,30.999999999992145,203.99999999999307,-1200.0000000000011,418.0000000000073,-331.999999999999,-92.00000000000318,124.00000000000189,-1358.999999999999,1175.9999999999993,60.000000000002274,-1636.9999999999995,-1323.0000000000075,-458.00000000000284,278.00000000000045,546.9999999999975,,-4934.00000000003
2020.03.23,-887.9999999999999,594.0000000000057,-736.0000000000033,-209.00000000000364,-2.999999999997449,-1073.0000000000127,479.0000000000072,-346.9999999999973,-292.00000000000335,-215.99999999999397,-1352.9999999999932,417.99999999998505,290.00000000000625,-1774.9999999999932,-1978.9999999999975,-1151.9999999999975,-24.999999999997247,241.00000000000233,,-8025.999999999983
2020.03.23,-839.0000000000119,409.99999999999926,-1079.0000000000077,-294.00000000000534,-45.000000000006146,-910.0000000000108,333.0000000000055,-617.0000000000009,-363.0000000000022,-157.99999999999147,-1145.9999999999914,-256.99999999999613,515.0000000000006,-2205.999999999997,-2021.9999999999905,-1236.9999999999993,44.99999999999504,319.0000000000026,,-9551.000000000011
2020.03.23,-564.000000000009,719.000000000003,-961.0000000000118,59.99999999999339,246.00000000000176,-895.0000000000014,374.0000000000077,-679.9999999999917,-206.00000000000617,28.000000000005798,-1175.9999999999993,611.000000000006,724.0000000000038,-2248.0000000000055,-1394.9999999999907,-568.000000000013,548.9999999999995,805.0000000000001,,-4577.000000000007
2020.03.23,-625.0000000000089,909.0000000000042,-1656.9999999999973,24.999999999997247,239.99999999999577,-1021.0000000000052,439.0000000000116,-945.9999999999912,-163.00000000000205,20.0000000000089,-1386.9999999999939,731.9999999999993,850.0000000000085,-3220.0000000000005,-1846.9999999999986,-1088.0,756.0000000000011,1012.0000000000018,,-6970.999999999968
2020.03.23,-1501.000000000019,865.0000000000047,-1753.0000000000045,-229.00000000000142,126.99999999999933,-1930.0000000000095,374.0000000000077,-1066.9999999999957,-463.9999999999977,-118.99999999999133,-1952.9999999999936,1273.9999999999973,1122.0,-3342.0000000000005,-2473.9999999999986,-1137.0000000000102,635.9999999999922,1123.0000000000073,,-10448.000000000013
2020.03.23,-1991.0000000000093,571.0000000000103,-1943.000000000006,-638.0000000000052,-187.9999999999993,-2170.0000000000055,228.00000000000597,-1083.9999999999961,-853.0000000000038,-326.9999999999995,-2091.999999999994,319.0000000000026,1076.0000000000077,-3163.0000000000045,-3370.9999999999905,-1744.0000000000123,121.99999999999989,745.0000000000068,,-16502.999999999993
2020.03.23,-2088.000000000001,373.00000000000114,-2110.000000000012,-507.0000000000019,-96.00000000000719,-2229.000000000014,156.00000000000057,-1044.999999999996,-702.9999999999981,-280.9999999999979,-2031.9999999999893,990.000000000002,1135.000000000005,-3027.000000000002,-2960.0000000000073,-1553.0000000000043,224.000000000002,846.9999999999977,,-14906.00000000002
2020.03.23,-2282.0000000000064,297.0000000000139,-2022.0000000000127,-508.00000000000847,-92.99999999999864,-2424.000000000004,79.00000000000685,-1041.9999999999984,-670.000000000004,-204.99999999999963,-2102.999999999999,1666.0000000000118,1064.9999999999977,-2776.999999999985,-2533.0000000000073,-1107.0000000000136,336.9999999999984,887.9999999999999,,-13434.00000000001
2020.03.23,-2146.0000000000036,534.9999999999966,-1924.9999999999989,-238.0000000000049,183.99999999999528,-2502.000000000004,160.00000000000458,-1070.9999999999998,-414.00000000000324,2.000000000002,-2247.9999999999945,2292.000000000005,1049.0000000000066,-2916.999999999992,-1963.0000000000036,-490.999999999997,692.9999999999992,1297.999999999999,,-9701.999999999993
2020.03.23,-1662.000000000008,548.0000000000151,-1700.0000000000125,-111.00000000000554,285.00000000000193,-2065.000000000006,266.999999999995,-1000.0000000000009,-360.0000000000048,57.00000000000705,-1915.9999999999955,1513.9999999999932,1085.000000000008,-2878.0000000000027,-1800.0000000000016,-408.9999999999927,747.9999999999931,1266.0000000000005,,-8131.000000000016
2020.03.23,-1682.0000000000057,443.0000000000156,-1785.9999999999986,-199.00000000000472,185.00000000000182,-1825.9999999999943,269.00000000000813,-857.9999999999922,-280.9999999999979,90.0000000000012,-1703.9999999999943,1688.0000000000007,995.0000000000045,-2600.0000000000023,-1781.9999999999948,-387.000000000004,630.9999999999927,1170.0000000000043,,-7633.999999999959
2020.03.23,-1724.0000000000143,297.9999999999983,-1749.0000000000005,-179.00000000000693,210.99999999999451,-1778.9999999999973,229.99999999999687,-800.9999999999961,-218.00000000000708,104.00000000000409,-1615.9999999999952,1747.999999999994,1120.0000000000045,-2448.99999999999,-1418.0000000000082,-56.99999999999594,648.9999999999995,1188.0000000000002,,-6442.000000000018
2020.03.23,-1652.000000000009,345.0000000000175,-1815.9999999999955,-209.00000000000364,66.99999999999484,-1810.0000000000005,225.99999999999287,-923.9999999999915,-340.00000000000693,-52.99999999999194,-1625.999999999994,1512.0000000000023,1033.0000000000014,-2625.999999999995,-1672.9999999999911,-661.0000000000005,656.9999999999965,1046.0000000000025,,-8503.999999999973
2020.03.23,-2078.0000000000023,296.0000000000074,-1953.0000000000048,-248.00000000000378,-43.00000000000415,-2110.000000000012,198.99999999999363,-996.9999999999924,-346.9999999999973,-275.99999999999847,-1895.9999999999977,1526.0000000000052,888.9999999999958,-2764.9999999999955,-1822.9999999999968,-1002.9999999999983,627.9999999999952,933.000000000006,,-11068.000000000002
2020.03.23,-2030.0000000000207,262.00000000000665,-1968.000000000014,-136.00000000000279,17.999999999995797,-2049.000000000012,158.0000000000137,-948.9999999999999,-272.00000000000557,-70.99999999999883,-1864.9999999999945,2275.000000000005,751.9999999999953,-2605.9999999999973,-1303.999999999994,-663.999999999998,852.9999999999926,1061.000000000001,,-8535.00000000003
2020.03.23,-1893.0000000000114,297.9999999999983,-1835.0000000000089,0.999999999995449,58.000000000002494,-1957.0000000000086,194.0000000000053,-885.999999999998,-216.0000000000051,-69.9999999999923,-1762.9999999999923,2621.000000000007,754.9999999999955,-2363.999999999988,-740.0000000000073,-422.9999999999956,924.9999999999981,1019.0000000000032,,-6276.000000000004
2020.03.23,-1748.0000000000161,267.0000000000172,-1761.9999999999968,156.99999999999602,175.99999999999838,-1780.0000000000039,9.999999999998899,-1091.999999999993,-26.000000000003798,-4.999999999999449,-1480.999999999999,2832.999999999997,460.00000000000796,-2346.0000000000036,59.000000000009045,438.9999999999894,1093.999999999995,919.9999999999986,,-3825.000000000007
2020.03.23,-1862.0000000000082,261.0000000000001,-1737.999999999995,169.99999999999238,66.99999999999484,-1866.000000000012,100.99999999999554,-1027.0000000000002,39.00000000000014,-31.999999999998696,-1536.9999999999995,2800.0000000000023,561.000000000007,-2207.000000000003,-158.99999999999804,-83.9999999999952,1025.9999999999936,595.0000000000011,,-4892.000000000025
2020.03.24,-1996.00000000002,289.0000000000059,-1568.9999999999982,86.99999999999264,105.99999999999498,-2088.000000000001,136.00000000000279,-895.9999999999968,-109.00000000000354,-448.9999999999994,-1534.9999999999975,2781.0000000000114,650.0000000000057,-2404.000000000006,-486.00000000000864,-319.0000000000026,817.000000000001,661.0000000000005,,-6324.00000000002
2020.03.24,-1335.0000000000196,492.0000000000035,-1368.0000000000136,239.0000000000003,220.99999999999343,-1435.9999999999927,297.9999999999983,-687.9999999999998,134.99999999999625,148.0000000000037,-1457.9999999999927,2821.000000000007,656.9999999999965,-2187.99999999999,-316.0000000000052,-221.00000000000452,1047.9999999999934,1060.0000000000055,,-1891.00000000002
2020.03.24,-1358.0000000000148,499.000000000005,-1350.0000000000068,249.99999999999466,234.00000000000088,-1703.9999999999943,253.99999999999866,-717.000000000001,108.99999999999244,112.000000000001,-1405.9999999999961,2756.0000000000027,743.9999999999998,-2288.0000000000014,-229.99999999999687,-109.00000000000354,1083.9999999999961,1051.9999999999973,,-2068.0000000000264
2020.03.24,-945.0000000000181,642.0000000000092,-1343.0000000000052,518.9999999999917,485.0000000000021,-1208.000000000009,316.0000000000052,-762.9999999999915,342.9999999999933,336.00000000000296,-1282.9999999999898,3015.9999999999964,719.9999999999989,-2370.99999999999,276.00000000000955,441.99999999998687,1471.0,1401.0000000000077,,2054.0
2020.03.24,-950.0000000000064,581.0000000000093,-1367.000000000007,647.9999999999931,585.9999999999976,-1276.0000000000105,307.99999999999716,-794.9999999999901,483.99999999999557,409.0000000000038,-1323.9999999999918,3628.000000000009,694.0000000000026,-2475.000000000005,792.9999999999993,693.9999999999947,1659.9999999999948,1549.0000000000005,,3846.999999999987
2020.03.24,-834.0000000000014,683.0000000000114,-1297.0000000000148,819.9999999999985,700.999999999996,-1500.0000000000125,351.99999999999676,-922.0000000000006,459.99999999999375,385.000000000002,-1604.9999999999898,3984.999999999994,668.9999999999969,-2837.999999999985,554.00000000001,814.999999999988,1849.9999999999961,1699.0000000000061,,3976.9999999999854
2020.03.24,-814.0000000000036,1011.0000000000064,-1022.9999999999961,975.9999999999991,903.9999999999937,-1392.9999999999998,479.0000000000072,-761.0000000000006,578.9999999999961,553.0000000000035,-1542.9999999999943,4259.000000000013,781.9999999999965,-2611.9999999999923,1097.999999999999,923.0000000000072,1944.0000000000014,1773.9999999999977,,7136.000000000035
2020.03.24,-676.0000000000099,939.0000000000009,-980.0000000000031,1064.9999999999936,897.0000000000033,-1235.0000000000084,495.000000000001,-747.9999999999931,566.9999999999953,581.0000000000093,-1419.999999999999,4337.000000000013,626.0000000000048,-2576.0000000000005,1244.0000000000007,980.9999999999875,1988.9999999999964,1741.0000000000036,,7826.9999999999945
2020.03.24,-576.0000000000209,972.0000000000173,-790.0000000000018,1117.0000000000014,958.0000000000033,-1099.0000000000055,462.0000000000068,-689.9999999999907,680.9999999999983,638.0000000000052,-1328.9999999999914,4313.999999999995,608.9999999999947,-2432.9999999999964,1380.0000000000034,1212.9999999999975,1962.9999999999925,1756.9999999999975,,9147.000000000007
2020.03.24,-442.00000000000904,1017.0000000000013,-578.0000000000118,1303.999999999994,1154.999999999995,-1021.0000000000052,459.99999999999375,-614.9999999999989,724.9999999999978,802.0000000000027,-1244.9999999999961,4682.000000000008,646.0000000000008,-2221.0000000000064,1913.9999999999934,1754.9999999999955,1910.0000000000007,1928.0000000000075,,12175.999999999964
