date,AUDUSD,GBPCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,EURAUD,EURNZD,empty,sum
2017.03.06,0.0,-78.99999999998464,0.0,-19.00000000000235,-230.99999999999454,-164.00000000000858,-116.99999999998934,-97.9999999999981,,-707.9999999999775
2017.03.06,12.999999999996348,-25.999999999992696,58.99999999999794,16.999999999989246,-310.0000000000023,-120.00000000000898,-202.9999999999976,-65.99999999998829,,-636.0000000000063
2017.03.06,-9.999999999998899,-72.99999999998974,58.000000000002494,40.99999999999105,-396.99999999999136,-255.00000000000523,-246.99999999999721,-185.99999999999727,,-1068.9999999999861
2017.03.06,70.99999999999883,-56.99999999999594,114.99999999999844,58.99999999999794,-227.99999999998022,-297.0000000000139,-156.99999999998494,-75.00000000000284,,-568.9999999999827
2017.03.06,-64.0000000000085,-36.999999999998145,90.0000000000012,45.99999999999049,-87.99999999999386,-306.00000000000625,-293.99999999999426,-95.00000000000064,,-748.00000000001
2017.03.06,-136.99999999999824,-34.99999999998504,35.999999999991594,46.999999999997044,7.000000000005002,-331.0000000000146,-400.00000000000034,-211.00000000000563,,-1024.0000000000102
2017.03.06,-63.00000000000195,-32.999999999994145,36.999999999998145,35.999999999991594,73.0000000000075,-326.0000000000041,-315.99999999998295,-215.00000000000963,,-806.9999999999956
2017.03.06,-101.00000000000664,-2.999999999997449,-46.00000000000159,46.999999999997044,36.000000000001364,-283.99999999999534,-330.9999999999924,-322.00000000000006,,-1003.999999999995
2017.03.06,-116.00000000000499,17.000000000000348,-94.00000000000519,50.99999999998994,30.000000000001137,-316.0000000000052,-398.9999999999938,-428.00000000000614,,-1255.0000000000239
2017.03.06,-119.99999999999788,10.000000000021103,-95.00000000000064,49.99999999999449,31.00000000000591,-272.00000000000557,-370.00000000000364,-436.9999999999985,,-1202.9999999999848
2017.03.06,-139.00000000000023,18.0000000000069,-28.000000000005798,55.99999999998939,66.0000000000025,-256.99999999999613,-415.99999999999415,-319.0000000000026,,-1019.0000000000001
2017.03.06,-119.00000000000244,18.0000000000069,-60.00000000000449,45.99999999999049,72.00000000000273,-290.00000000001245,-374.999999999992,-365.99999999999966,,-1074.000000000011
2017.03.06,-114.99999999999844,5.000000000010552,-77.00000000000485,34.99999999999615,35.00000000002501,-297.0000000000139,-339.99999999998477,-381.99999999999346,,-1135.9999999999636
2017.03.06,-135.00000000000733,-1.999999999990898,-80.00000000000229,34.99999999999615,46.00000000002069,-272.00000000000557,-351.99999999999676,-394.9999999999898,,-1154.999999999976
2017.03.06,-116.00000000000499,-67.9999999999792,-48.99999999999905,-4.000000000004,-52.99999999999727,-292.00000000000335,-304.9999999999997,-356.00000000000074,,-1242.9999999999884
2017.03.06,-70.99999999999883,-41.99999999998649,-47.00000000000814,6.999999999990347,-30.000000000001137,-312.00000000000114,-217.99999999998488,-339.0000000000004,,-1051.9999999999907
2017.03.06,-45.000000000006146,-22.999999999995246,-60.99999999999994,13.999999999991797,-4.9999999999954525,-300.99999999999574,-181.9999999999933,-357.99999999999164,,-960.9999999999857
2017.03.06,-21.00000000000435,-57.99999999998029,-31.000000000003247,-17.000000000000348,125.0,-242.00000000000887,-126.0000000000039,-296.9999999999917,,-666.9999999999927
2017.03.06,9.999999999998899,-74.99999999998064,3.999999999992898,-11.00000000000545,167.0000000000016,-276.00000000000955,-61.99999999998429,-188.9999999999947,,-431.99999999998124
2017.03.06,-48.99999999999905,76.0000000000094,52.99999999999194,80.99999999999774,245.00000000000455,-224.000000000002,-139.00000000000023,-116.99999999998934,,-73.99999999998701
2017.03.06,-64.0000000000085,45.000000000006146,46.999999999997044,53.999999999998494,237.99999999999955,-368.00000000001273,-458.00000000000284,-398.00000000000944,,-904.0000000000323
2017.03.06,29.999999999996696,158.0000000000137,41.9999999999976,301.9999999999912,404.0000000000248,-18.0000000000069,-407.0000000000018,-323.0000000000066,,188.00000000000864
2017.03.06,97.9999999999981,199.00000000001583,65.99999999999939,306.9999999999906,403.00000000002,89.99999999999008,-243.99999999999977,-276.00000000000955,,643.0000000000045
2017.03.06,152.99999999999204,79.00000000000685,151.9999999999966,91.99999999999208,424.0000000000066,136.00000000000279,9.000000000014552,-106.99999999999044,,938.0000000000209
2017.03.06,51.99999999999649,65.00000000000395,156.00000000000057,37.99999999999359,427.99999999999727,51.000000000001044,175.00000000001404,120.00000000000898,,1085.000000000016
2017.03.06,46.00000000000159,98.0000000000203,110.99999999999443,86.99999999999264,439.0000000000214,95.00000000000064,175.99999999999838,15.999999999993797,,1068.0000000000232
2017.03.06,66.99999999999484,45.000000000006146,119.99999999999788,49.99999999999449,306.0000000000116,41.000000000002146,173.00000000000094,0.0,,802.0000000000081
2017.03.06,49.99999999999449,60.99999999999994,95.99999999999609,30.999999999992145,348.0000000000132,-14.000000000002899,235.00000000000742,59.000000000009045,,866.0000000000094
2017.03.06,26.999999999999247,49.00000000001015,105.99999999999498,3.999999999992898,326.9999999999982,-55.000000000005045,231.0000000000034,127.99999999999478,,816.9999999999886
2017.03.06,85.99999999999719,70.0000000000145,117.00000000000044,42.999999999993044,314.9999999999977,21.999999999988695,269.00000000000813,116.00000000000499,,1038.0000000000048
2017.03.06,120.99999999999334,-29.999999999996696,104.99999999999955,3.999999999992898,225.00000000002274,-92.00000000000318,270.00000000001467,79.99999999999119,,683.0000000000146
2017.03.06,163.99999999999747,52.000000000007596,105.99999999999498,57.99999999999139,306.0000000000116,-127.00000000001043,229.99999999999687,17.000000000000348,,805.9999999999899
2017.03.06,137.9999999999937,45.000000000006146,47.9999999999925,57.99999999999139,307.00000000001637,-17.000000000000348,238.0000000000049,-187.00000000000384,,630.0000000000008
2017.03.06,60.99999999999994,13.000000000018552,-48.99999999999905,106.99999999999044,293.00000000000637,-12.000000000012001,41.000000000002146,-478.0000000000006,,-23.999999999994202
2017.03.06,52.99999999999194,82.00000000000429,-21.00000000000435,158.99999999999804,290.00000000002046,28.000000000005798,99.00000000000463,-364.00000000000875,,326.00000000001216
2017.03.06,43.999999999999595,-30.999999999981043,3.999999999992898,178.99999999999582,353.00000000000864,8.999999999992347,31.000000000003247,-391.9999999999924,,197.0000000000192
2017.03.06,-16.0000000000049,-42.999999999993044,25.999999999992696,167.9999999999904,361.0000000000184,69.9999999999923,33.00000000001635,-407.0000000000018,,192.00000000001046
2017.03.06,-63.00000000000195,29.00000000001235,19.999999999997797,156.99999999999602,395.00000000001023,58.000000000002494,41.000000000002146,-343.99999999998875,,293.00000000003035
2017.03.06,-65.99999999999939,60.000000000015596,12.000000000000899,196.99999999999162,407.0000000000107,112.000000000001,-1.999999999990898,-419.9999999999982,,300.0000000000314
2017.03.06,-97.9999999999981,96.00000000000719,10.999999999994348,217.99999999999596,442.0000000000073,126.0000000000039,26.0000000000149,-421.99999999998903,,399.00000000003644
2017.03.06,-90.0000000000012,37.00000000002035,7.9999999999968985,200.99999999999562,360.00000000001364,103.99999999999298,49.00000000001015,-408.00000000000836,,261.00000000002007
2017.03.06,-60.99999999999994,19.00000000001345,26.999999999999247,183.99999999999528,356.00000000002296,129.00000000000134,100.0000000000112,-398.9999999999938,,355.00000000004985
2017.03.06,-19.00000000000235,71.00000000002105,34.000000000000696,221.99999999999997,447.00000000000273,154.99999999999403,106.00000000000608,-387.000000000004,,629.0000000000183
2017.03.06,-23.00000000000635,83.00000000001084,-9.999999999998899,217.99999999999596,471.00000000000364,119.00000000000244,99.00000000000463,-455.0000000000054,,502.000000000007
2017.03.06,-23.00000000000635,99.00000000000463,-6.0000000000060005,215.99999999999397,496.0000000000093,148.99999999999915,89.00000000000574,-438.00000000000506,,581.9999999999955
2017.03.06,-43.999999999999595,104.99999999999955,-12.000000000000899,214.99999999999852,530.0000000000011,183.99999999998417,107.00000000001265,-429.99999999999704,,654.9999999999984
2017.03.06,-31.999999999998696,79.00000000000685,-2.000000000002,198.99999999999363,533.0000000000155,215.99999999999397,124.00000000001299,-398.00000000000944,,719.0000000000128
2017.03.06,-51.000000000001044,60.99999999999994,-18.0000000000069,175.99999999999838,517.0000000000243,156.99999999998494,84.0000000000174,-425.0000000000087,,501.00000000000847
2017.03.07,-111.00000000000554,45.000000000006146,-87.99999999999919,176.99999999999383,549.0000000000066,175.99999999999838,50.0000000000167,-490.999999999997,,307.00000000001995
2017.03.07,-70.99999999999883,13.000000000018552,-77.00000000000485,151.9999999999966,433.9999999999975,164.99999999999292,66.00000000001049,-465.0000000000043,,217.00000000000807
2017.03.07,-58.000000000002494,25.00000000000835,-2.999999999997449,148.99999999999915,380.0000000000239,184.99999999999073,85.00000000000173,-422.9999999999956,,340.00000000002825
2017.03.07,-26.000000000003798,16.000000000016,5.999999999994898,136.99999999999824,403.00000000002,214.99999999998744,199.00000000001583,-367.0000000000062,,583.0000000000223
2017.03.07,52.99999999999194,57.00000000001815,7.9999999999968985,159.9999999999935,448.0000000000075,287.9999999999994,307.99999999999716,-364.00000000000875,,957.9999999999958
2017.03.07,27.999999999994696,43.999999999999595,-21.999999999999797,149.99999999999457,405.00000000000114,243.99999999999977,340.00000000000693,-438.9999999999894,,750.0000000000074
2017.03.07,31.999999999998696,-1.999999999990898,-60.00000000000449,124.99999999999733,292.0000000000016,270.99999999999903,329.00000000000153,-506.0000000000064,,480.9999999999963
2017.03.07,74.99999999999174,11.00000000000545,-1.0000000000065512,132.99999999999423,295.0000000000159,238.0000000000049,323.0000000000066,-385.99999999999744,,688.0000000000148
2017.03.07,75.9999999999983,18.0000000000069,3.999999999992898,137.9999999999937,312.0000000000118,212.99999999999653,302.0000000000023,-377.0000000000051,,685.9999999999974
2017.03.07,79.99999999999119,51.000000000001044,-18.0000000000069,166.99999999999494,356.00000000002296,246.99999999999721,295.0000000000008,-415.99999999999415,,762.0000000000073
2017.03.07,130.99999999999224,38.0000000000047,10.999999999994348,163.99999999999747,344.0000000000225,256.99999999999613,375.0000000000142,-374.0000000000077,,946.0000000000139
2017.03.07,91.99999999999208,77.00000000001594,10.999999999994348,181.9999999999933,371.0000000000093,234.99999999998522,278.00000000000045,-364.9999999999931,,880.9999999999975
2017.03.07,182.99999999999983,99.00000000000463,63.00000000000195,193.99999999999417,402.00000000001523,324.9999999999975,439.0000000000116,-261.0000000000001,,1444.0000000000246
2017.03.07,324.00000000000205,71.00000000002105,39.999999999995595,164.99999999999292,431.0000000000116,309.99999999998806,645.0000000000067,-304.9999999999997,,1681.0000000000184
