date,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,GBPCHF,CHFJPY,EURGBP,GBPJPY,GBPCAD,GBPAUD,EURCAD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2016.03.14,-58.000000000002494,-205.99999999999508,-125.0,98.99999999998244,35.999999999991594,56.000000000011596,-28.999999999996362,-109.99999999999899,115.99999999998545,-236.99999999999832,97.00000000001374,397.0000000000029,353.0000000000033,-149.0000000000009,-90.00000000000341,-118.99999999999977,-71.99999999999429,29.000000000001247,-52.000000000007596,,-64.0000000000049
2016.03.14,-42.0000000000087,-200.00000000000017,-218.00000000000352,156.00000000000057,14.999999999998348,85.00000000000173,-114.99999999999488,-118.99999999999133,269.00000000000546,-290.9999999999968,83.9999999999952,445.0000000000065,283.99999999999534,-245.00000000000455,-158.00000000000125,-159.9999999999966,-114.00000000000298,97.9999999999981,-12.000000000012001,,-238.0000000000115
2016.03.14,-60.99999999999994,-278.00000000000045,-271.0000000000008,80.99999999999774,-77.00000000000485,85.00000000000173,-132.000000000005,-168.99999999999693,318.9999999999884,-212.99999999999653,-43.999999999999595,468.00000000000176,198.99999999999363,-236.0000000000042,-126.00000000000477,-87.0000000000033,-143.9999999999997,173.00000000000094,39.999999999995595,,-473.00000000003615
2016.03.14,-48.000000000003595,-203.99999999998198,-142.00000000001012,89.99999999999008,-85.00000000000173,-10.999999999983245,-87.0000000000033,-121.99999999999989,149.0000000000009,-207.99999999998596,-207.99999999998596,385.00000000001313,82.00000000000429,-146.99999999999136,37.9999999999967,9.000000000000341,-232.00000000000998,195.00000000000074,-42.0000000000087,,-587.9999999999593
2016.03.14,-103.00000000000864,-164.99999999999292,-186.00000000000705,19.999999999997797,-165.9999999999995,-24.999999999986144,-94.99999999999886,-68.00000000000139,149.0000000000009,-187.00000000000384,-310.9999999999946,257.0000000000183,-160.00000000000458,-134.00000000000034,81.99999999999363,67.99999999999784,-275.000000000003,253.0000000000032,-21.00000000000435,,-1066.9999999999936
2016.03.14,-55.000000000005045,-71.99999999998319,15.000000000000568,-69.00000000000794,-159.00000000000912,-7.999999999985796,79.00000000000773,-27.999999999994696,-93.99999999999409,19.999999999997797,-546.9999999999864,35.00000000000725,-293.99999999999426,78.00000000000296,310.99999999999284,197.00000000000273,-292.00000000000335,114.99999999999844,-120.00000000000898,,-887.9999999999626
2016.03.14,-82.00000000000429,-45.99999999999049,52.99999999999727,-73.00000000001194,-124.00000000000189,-99.99999999998899,69.00000000000261,6.0000000000060005,-167.0000000000016,-24.000000000001798,-485.0000000000021,0.0,-241.00000000000233,108.00000000000409,331.00000000000307,180.99999999999739,-279.99999999999136,133.00000000000534,-172.0000000000166,,-912.9999999999976
2016.03.14,-87.99999999999919,-83.9999999999952,21.000000000000796,-74.0000000000185,-107.00000000000153,-112.000000000001,31.999999999996476,-17.999999999995797,-137.00000000000045,-32.999999999994145,-390.9999999999858,48.000000000003595,-144.99999999999514,85.00000000000796,265.99999999999113,141.00000000000534,-235.00000000000742,112.000000000001,-146.00000000000168,,-864.9999999999895
2016.03.14,-80.99999999999774,-101.99999999997988,21.99999999999136,-108.00000000001918,-146.00000000000168,-165.9999999999995,-18.000000000000682,-34.99999999999615,-125.0,36.0000000000138,-431.99999999998795,30.0000000000189,-195.9999999999962,111.0000000000042,286.9999999999919,186.9999999999976,-226.99999999999943,139.99999999999568,-109.00000000000354,,-931.9999999999686
2016.03.14,-137.9999999999937,-131.99999999999878,-12.000000000000455,-134.00000000001188,-208.00000000000819,-219.99999999999798,-42.00000000000159,-21.999999999999797,-143.00000000000068,-8.999999999992347,-621.0000000000049,39.00000000001125,-319.0000000000026,100.99999999999909,378.9999999999907,231.99999999999932,-343.99999999998875,209.00000000000364,-160.00000000000458,,-1544.0000000000018
