date,USDCHF,USDJPY,AUDUSD,CADCHF,AUDCHF,NZDCHF,EURGBP,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,AUDNZD,empty,sum
2019.11.11,-170.99999999999892,-40.00000000000625,-7.9999999999968985,-65.00000000000395,-105.99999999999498,0.0,0.0,0.0,-99.00000000000463,-210.99999999998343,-4.0000000000048885,-66.0000000000025,-336.00000000000296,,-1105.9999999999995
2019.11.11,-38.0000000000047,-23.000000000010346,2.999999999997449,-72.0000000000054,-26.000000000003798,34.000000000000696,70.0000000000034,11.999999999989797,-140.0000000000068,-48.000000000003595,-1.0000000000047748,-47.000000000011255,-100.99999999999554,,-377.0000000000549
2019.11.11,-17.000000000000348,-17.000000000010118,4.999999999999449,-14.000000000002899,-12.000000000000899,29.000000000001247,69.00000000000794,-63.000000000013046,-133.99999999998968,-24.000000000001798,-19.000000000005457,-33.00000000000125,-93.00000000000975,,-323.0000000000266
2019.11.11,2.999999999997449,-25.000000000005684,24.000000000001798,2.999999999997449,1.0000000000065512,80.00000000000229,77.00000000000485,-68.00000000000139,-133.00000000000534,46.999999999997044,-6.000000000000227,-27.000000000001023,-36.999999999998145,,-61.00000000000437
2019.11.11,5.999999999994898,-46.00000000000648,15.999999999993797,11.999999999989797,12.000000000000899,84.0000000000063,74.00000000000739,-63.000000000013046,-140.0000000000068,-34.99999999998504,-16.999999999995907,-40.00000000000625,-83.00000000001084,,-220.00000000003132
2019.11.11,31.000000000003247,-115.0000000000091,-14.999999999998348,18.999999999991246,0.0,120.00000000000898,80.99999999999774,-59.000000000009045,-164.99999999999292,-119.00000000000244,-91.00000000000819,-118.99999999999977,-184.00000000000637,,-616.000000000025
2019.11.11,22.999999999995246,-140.00000000000057,-28.000000000005798,1.999999999990898,-26.999999999999247,162.0000000000066,89.00000000000574,-69.00000000000794,-200.00000000000017,-282.9999999999888,-125.0,-164.00000000000148,-249.00000000001032,,-1009.0000000000159
2019.11.11,-21.00000000000435,-132.000000000005,-31.000000000003247,-33.000000000005244,-41.9999999999976,160.00000000000458,89.00000000000574,-87.00000000001484,-197.00000000000273,-282.9999999999888,-117.00000000000443,-133.00000000000978,-249.99999999999466,,-1077.0000000000205
2019.11.11,5.999999999994898,-153.0000000000058,-65.00000000000395,-27.00000000001035,-70.99999999999883,157.00000000000713,46.00000000000159,-72.0000000000054,-282.9999999999888,-192.99999999999872,-132.000000000005,-211.00000000001273,-300.99999999999574,,-1299.0000000000218
2019.11.11,-50.0000000000056,-224.00000000000375,-56.0000000000005,-49.00000000001015,-95.00000000000064,161.00000000000003,48.99999999999905,-118.00000000001809,-299.99999999998914,-276.9999999999939,-179.00000000000205,-234.99999999999943,-351.99999999999676,,-1725.000000000021
