date,USDCHF,USDJPY,USDCAD,GBPCHF,EURGBP,EURNZD,AUDJPY,AUDCAD,empty,sum
2021.01.25,-155.99999999998948,-48.99999999999238,-285.99999999998624,-1.0000000000065512,-96.99999999999153,-202.9999999999976,-73.99999999999807,-0.999999999995449,,-866.9999999999573
2021.01.25,-145.9999999999906,-44.999999999987494,-296.9999999999917,113.00000000000753,-78.99999999999574,-221.00000000000452,-76.00000000000762,-34.99999999999615,,-785.9999999999662
2021.01.25,-142.99999999999312,-51.9999999999925,-242.99999999999324,164.00000000000858,-81.9999999999932,-192.99999999999872,-46.999999999997044,5.000000000010552,,-590.9999999999486
2021.01.25,-137.9999999999937,-31.999999999996476,-209.9999999999991,255.00000000000523,-41.9999999999976,-53.00000000001415,-19.99999999999602,138.00000000000477,,-101.99999999998704
2021.01.25,-153.99999999999858,-19.99999999999602,-209.9999999999991,242.99999999999324,-78.99999999999574,-131.00000000001444,-25.99999999999625,138.00000000000477,,-239.0000000000021
2021.01.25,-134.99999999999625,-55.999999999997385,-139.9999999999846,255.00000000000523,-61.999999999995396,123.99999999999079,63.99999999999295,156.00000000000057,,206.00000000001592
2021.01.25,-185.99999999999727,-86.99999999998909,-173.00000000000094,255.00000000000523,-44.99999999999504,112.99999999998533,18.999999999991246,107.00000000000153,,3.000000000001023
2021.01.25,-194.99999999998963,-113.99999999999011,-214.00000000000307,283.99999999999534,-48.99999999999905,92.00000000000318,10.99999999999568,101.00000000000664,,-83.99999999998103
2021.01.25,-164.99999999999292,-71.99999999998852,-163.00000000000205,296.9999999999917,-37.99999999999359,183.99999999998417,51.00000000000193,139.00000000000023,,233.00000000000094
2021.01.25,-151.9999999999966,-12.999999999991019,-85.99999999998609,331.999999999999,-28.999999999990145,371.99999999999454,96.9999999999942,182.00000000000438,,703.0000000000282
2021.01.25,-127.99999999999478,-6.000000000000227,-17.999999999984695,356.00000000000074,-11.999999999989797,390.9999999999858,149.0000000000009,202.0000000000022,,934.0000000000201
2021.01.25,-114.99999999999844,2.0000000000095497,-14.000000000002899,363.0000000000022,-0.999999999995449,407.99999999998613,155.00000000000114,216.0000000000051,,1014.0000000000074
2021.01.25,-100.99999999999554,12.000000000000455,-5.999999999994898,350.00000000000585,-13.999999999991797,410.99999999998363,159.9999999999966,225.00000000000853,,1037.0000000000127
2021.01.25,-107.99999999999699,7.000000000005002,21.00000000000435,374.999999999992,2.000000000002,378.999999999996,197.00000000000273,242.00000000000887,,1115.0000000000139
2021.01.25,-107.99999999999699,3.0000000000001137,26.0000000000149,391.000000000008,14.000000000002899,411.99999999999017,203.00000000000296,253.0000000000032,,1194.0000000000252
2021.01.25,-106.99999999999044,30.000000000001137,53.999999999998494,431.0000000000036,30.000000000007798,458.00000000000284,192.99999999999784,243.00000000000432,,1332.0000000000257
2021.01.25,-110.99999999999443,53.00000000001148,111.00000000001664,462.0000000000068,49.00000000001015,461.0000000000003,203.00000000000296,215.00000000000963,,1443.0000000000634
2021.01.25,-133.99999999998968,58.000000000006935,87.99999999999919,478.0000000000006,57.00000000000705,496.99999999999187,158.99999999999181,194.0000000000053,,1397.000000000013
2021.01.25,-140.99999999999113,54.000000000002046,53.00000000001415,449.0000000000105,31.000000000003247,490.999999999997,126.99999999999534,164.00000000000858,,1228.0000000000398
2021.01.25,-111.99999999998988,53.00000000001148,111.00000000001664,415.99999999999415,27.00000000001035,452.99999999999227,152.9999999999916,167.00000000000603,,1268.0000000000327
2021.01.25,-216.99999999998943,8.000000000009777,-32.999999999994145,368.9999999999971,-35.999999999991594,437.99999999998283,85.99999999999852,139.00000000000023,,754.0000000000133
2021.01.25,-196.99999999999162,28.000000000005798,-2.999999999997449,404.0000000000044,-17.000000000000348,510.99999999999477,106.99999999999932,163.00000000000205,,996.0000000000169
2021.01.25,-316.99999999998954,-41.99999999998738,-114.99999999999844,365.99999999999966,-28.999999999990145,551.9999999999969,70.99999999999795,145.00000000000622,,631.0000000000354
2021.01.25,-304.9999999999997,-33.00000000000125,-129.00000000000134,268.0000000000016,-98.99999999999353,634.9999999999856,40.99999999999682,134.0000000000008,,511.999999999989
2021.01.25,-345.99999999999073,-75.9999999999934,-113.99999999999189,392.9999999999989,25.00000000000835,752.9999999999815,57.999999999992724,137.00000000000932,,830.0000000000148
2021.01.25,-318.99999999999153,-78.99999999999352,-41.99999999998649,412.9999999999967,12.000000000000899,793.9999999999836,149.99999999999147,138.00000000000477,,1067.000000000006
2021.01.25,-250.9999999999901,-58.9999999999975,40.0000000000178,394.00000000000546,35.00000000000725,727.9999999999953,168.99999999999693,128.00000000000588,,1184.000000000041
2021.01.25,-243.99999999999977,-64.99999999999773,-35.999999999991594,378.00000000001165,31.000000000003247,739.0000000000008,147.99999999999613,141.00000000000225,,1092.000000000025
2021.01.25,-242.99999999999324,-51.9999999999925,-112.000000000001,303.0000000000088,-10.999999999994348,803.9999999999825,128.0000000000001,167.00000000000603,,984.0000000000164
2021.01.25,-254.99999999999412,-48.99999999999238,-241.00000000000233,290.9999999999968,-8.999999999992347,759.999999999983,48.00000000000182,184.00000000000637,,729.0000000000068
2021.01.25,-272.99999999998994,-6.999999999990791,-214.00000000000307,360.0000000000048,10.000000000010001,760.9999999999894,57.00000000000216,248.00000000000378,,942.0000000000264
2021.01.25,-322.9999999999955,-18.999999999991246,-207.99999999998596,395.000000000012,32.0000000000098,751.9999999999972,15.999999999991132,192.00000000000327,,837.0000000000407
