date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,GBPCHF,EURCHF,AUDCHF,NZDCHF,GBPJPY,EURJPY,EURCAD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2015.05.11,24.999999999997247,-8.999999999992347,-2.999999999997449,-82.99999999999841,-4.000000000004,-261.99999999999557,-1.0000000000065512,-46.999999999997044,41.9999999999976,-275.99999999999847,-147.99999999999613,-90.00000000000341,11.00000000000545,618.9999999999918,-96.00000000000364,-111.0000000000042,278.99999999999636,-64.99999999999284,-365.0000000000042,-417.0000000000007,,-1001.0000000000065
2015.05.11,46.00000000000159,-31.000000000003247,2.0000000000131024,-67.99999999999784,17.000000000000348,-148.99999999999915,14.999999999987246,-21.00000000000435,-15.999999999993797,-190.99999999999673,-141.9999999999959,-50.00000000001137,-21.00000000000435,446.9999999999974,-97.00000000000841,-178.00000000001148,156.0000000000059,-185.00000000000182,-214.00000000000307,-412.00000000001234,,-1092.0000000000382
2015.05.11,2.999999999997449,66.99999999999484,15.00000000000945,-122.99999999999045,24.999999999986144,-218.99999999999142,48.99999999998794,-32.999999999994145,-19.00000000000235,-226.00000000000398,-115.0000000000091,-106.99999999999932,-17.999999999984695,570.9999999999882,-134.00000000000034,-185.00000000000227,210.99999999999852,-152.99999999999204,-300.0000000000003,-465.0000000000043,,-1156.000000000012
2015.05.11,-21.999999999999797,97.9999999999981,35.00000000000725,-138.9999999999958,78.99999999998464,-314.99999999999864,48.000000000003595,-32.0000000000098,-17.000000000000348,-304.9999999999997,-93.99999999999409,-98.00000000001319,-56.99999999999594,730.9999999999927,-103.00000000000864,-176.00000000000193,305.9999999999974,-170.99999999999892,-378.00000000000057,-572.0000000000169,,-1182.0000000000505
2015.05.11,-38.0000000000047,126.0000000000039,81.00000000001995,-144.99999999999602,90.99999999999665,-341.99999999999784,48.99999999998794,-22.0000000000109,7.9999999999968985,-314.99999999999864,-73.0000000000075,-48.00000000000182,-14.000000000002899,747.9999999999931,-100.00000000000853,-135.00000000000512,344.0000000000083,-132.99999999999423,-403.0000000000089,-568.9999999999973,,-890.0000000000277
2015.05.11,-7.9999999999968985,116.00000000000499,49.00000000001015,-123.99999999999523,53.999999999998494,-305.99999999999517,82.00000000000429,-17.000000000000348,-27.999999999994696,-302.9999999999977,-54.000000000002046,-64.00000000002137,-11.999999999989797,709.9999999999884,-115.99999999999966,-194.00000000000261,313.0000000000024,-181.9999999999933,-377.0000000000051,-599.0000000000161,,-1060.0000000000014
2015.05.11,27.999999999994696,65.99999999998829,3.0000000000196536,-60.99999999999284,-1.0000000000065512,-322.9999999999955,63.99999999999739,-17.000000000000348,-53.00000000000304,-341.0000000000024,-15.999999999991132,-49.000000000006594,-2.999999999997449,800.9999999999851,-109.00000000000887,-216.00000000000819,375.0,-207.99999999999707,-434.000000000001,-697.0000000000143,,-1191.0000000000402
2015.05.11,-104.99999999999955,255.99999999998957,342.00000000002007,-72.99999999999329,130.99999999999224,-451.9999999999969,51.000000000001044,151.9999999999966,-2.000000000002,-368.9999999999971,199.00000000001228,342.9999999999893,255.00000000000523,614.0000000000034,-4.0000000000048885,-29.000000000010573,528.9999999999964,-112.000000000001,-496.00000000000756,-663.0000000000135,,566.9999999999799
2015.05.11,-209.00000000000364,242.99999999999324,396.00000000001853,-135.99999999999568,127.99999999999478,-512.9999999999968,-133.00000000000534,83.9999999999952,29.000000000001247,-361.9999999999957,76.99999999999818,338.99999999999864,331.0000000000146,631.9999999999882,-65.00000000001194,51.9999999999925,552.0000000000067,21.999999999999797,-583.0000000000002,-601.000000000007,,282.9999999999852
2015.05.11,-180.0000000000024,235.99999999999176,415.0000000000098,-155.9999999999917,141.99999999999767,-451.9999999999969,-58.000000000002494,143.00000000000423,65.99999999999939,-312.00000000000114,48.00000000000182,341.99999999998454,341.00000000001353,512.9999999999857,-68.00000000001205,72.99999999999329,465.0000000000034,38.0000000000047,-490.00000000000153,-480.99999999999807,,624.9999999999835
