names,week,needed_features,accuracy,next_week_prediction_score,next_week_prediction
USDCHF,10,['EURCAD'],80.0,0.30850793650793645,S
GBPUSD,10,['AUDCAD'],80.0,0.956,S
EURUSD,10,"['AUDUSD', 'AUDJPY']",100.0,0.986,S
USDJPY,20,"['GBPAUD', 'AUDCAD', 'GBPJPY', 'GBPCAD']",100.0,0.9159999999999999,S
USDCAD,20,"['AUDCAD', 'AUDJPY']",80.0,-0.9888888888888888,B
NZDUSD,10,"['GBPJPY', 'USDCAD', 'EURJPY', 'GBPUSD']",80.0,-0.8157142857142858,B
GBPCHF,10,"['USDCAD', 'GBPJPY']",80.0,0.26323015873015865,S
EURCHF,15,"['EURGBP', 'GBPAUD']",100.0,1.0,S
AUDCHF,20,"['GBPJPY', 'GBPAUD']",80.0,0.7832725052725052,S
NZDCHF,10,"['AUDJPY', 'AUDUSD', 'EURCAD']",80.0,-0.8,B
GBPJPY,50,"['EURCAD', 'AUDJPY']",100.0,0.2572770362106745,S
EURJPY,30,"['GBPAUD', 'EURCHF']",80.0,0.47523849842967486,S
EURCAD,20,['EURGBP'],80.0,0.1502711683741096,S
EURNZD,10,"['EURUSD', 'EURAUD', 'EURCAD']",80.0,-0.5176666666666667,B
CADJPY,10,['NZDCHF'],80.0,1.0,S
AUDJPY,20,"['NZDCAD', 'EURUSD']",80.0,1.0,S
NZDJPY,15,"['USDCAD', 'GBPJPY', 'AUDCHF', 'CADCHF']",80.0,0.5003333333333335,S
AUDCAD,50,"['NZDCAD', 'NZDCHF']",80.0,0.27929971956820787,S
NZDCAD,10,['NZDCHF'],80.0,-1.0,B
AUDNZD,10,"['GBPAUD', 'USDCAD', 'GBPJPY', 'CADJPY']",80.0,1.0,S
