date,GBPCHF,empty,sum
2019.06.24,0.0,,0.0
2019.06.24,39.999999999995595,,39.999999999995595
2019.06.24,79.00000000000685,,79.00000000000685
2019.06.24,121.99999999999989,,121.99999999999989
2019.06.24,180.0000000000024,,180.0000000000024
2019.06.24,184.00000000000637,,184.00000000000637
2019.06.24,165.9999999999995,,165.9999999999995
2019.06.24,180.0000000000024,,180.0000000000024
2019.06.24,224.000000000002,,224.000000000002
2019.06.24,232.99999999999432,,232.99999999999432
2019.06.24,231.0000000000034,,231.0000000000034
2019.06.24,260.0000000000158,,260.0000000000158
2019.06.24,338.0000000000161,,338.0000000000161
2019.06.24,330.0000000000081,,330.0000000000081
2019.06.24,375.9999999999986,,375.9999999999986
2019.06.24,371.00000000001023,,371.00000000001023
2019.06.24,402.9999999999978,,402.9999999999978
2019.06.24,414.00000000000324,,414.00000000000324
2019.06.24,417.0000000000007,,417.0000000000007
2019.06.24,407.0000000000018,,407.0000000000018
2019.06.24,283.000000000011,,283.000000000011
2019.06.24,185.99999999999727,,185.99999999999727
2019.06.24,80.99999999999774,,80.99999999999774
2019.06.24,18.0000000000069,,18.0000000000069
2019.06.24,83.9999999999952,,83.9999999999952
2019.06.24,89.00000000000574,,89.00000000000574
2019.06.24,69.00000000000794,,69.00000000000794
2019.06.24,25.00000000000835,,25.00000000000835
2019.06.24,-4.000000000004,,-4.000000000004
2019.06.24,66.00000000001049,,66.00000000001049
2019.06.24,-38.0000000000047,,-38.0000000000047
2019.06.24,-158.99999999999804,,-158.99999999999804
2019.06.24,-313.99999999999204,,-313.99999999999204
2019.06.24,-275.000000000003,,-275.000000000003
2019.06.24,-360.9999999999891,,-360.9999999999891
2019.06.24,-546.000000000002,,-546.000000000002
2019.06.24,-590.0000000000016,,-590.0000000000016
2019.06.24,-583.9999999999845,,-583.9999999999845
2019.06.24,-493.99999999999443,,-493.99999999999443
2019.06.24,-377.9999999999894,,-377.9999999999894
2019.06.24,-303.9999999999932,,-303.9999999999932
2019.06.24,-280.9999999999979,,-280.9999999999979
2019.06.24,-307.99999999999716,,-307.99999999999716
2019.06.24,-341.99999999999784,,-341.99999999999784
2019.06.24,-351.99999999999676,,-351.99999999999676
2019.06.24,-364.9999999999931,,-364.9999999999931
2019.06.24,-365.99999999999966,,-365.99999999999966
2019.06.24,-397.0000000000029,,-397.0000000000029
2019.06.25,-524.9999999999977,,-524.9999999999977
2019.06.25,-533.0000000000057,,-533.0000000000057
2019.06.25,-487.99999999999955,,-487.99999999999955
2019.06.25,-419.9999999999982,,-419.9999999999982
2019.06.25,-411.99999999999017,,-411.99999999999017
2019.06.25,-390.9999999999858,,-390.9999999999858
2019.06.25,-384.9999999999909,,-384.9999999999909
2019.06.25,-380.9999999999869,,-380.9999999999869
2019.06.25,-419.9999999999982,,-419.9999999999982
2019.06.25,-383.0,,-383.0
2019.06.25,-343.00000000000443,,-343.00000000000443
2019.06.25,-427.99999999998397,,-427.99999999998397
2019.06.25,-456.9999999999963,,-456.9999999999963
2019.06.25,-465.0000000000043,,-465.0000000000043
2019.06.25,-563.9999999999867,,-563.9999999999867
2019.06.25,-595.9999999999966,,-595.9999999999966
2019.06.25,-570.9999999999882,,-570.9999999999882
2019.06.25,-401.99999999999125,,-401.99999999999125
2019.06.25,-317.9999999999961,,-317.9999999999961
2019.06.25,-295.0000000000008,,-295.0000000000008
2019.06.25,-32.999999999994145,,-32.999999999994145
2019.06.25,32.0000000000098,,32.0000000000098
2019.06.25,143.00000000000423,,143.00000000000423
2019.06.25,253.00000000001432,,253.00000000001432
2019.06.25,252.0000000000078,,252.0000000000078
2019.06.25,212.00000000001216,,212.00000000001216
2019.06.25,273.0000000000121,,273.0000000000121
2019.06.25,277.00000000001614,,277.00000000001614
2019.06.25,141.00000000001333,,141.00000000001333
2019.06.25,164.00000000000858,,164.00000000000858
2019.06.25,-85.00000000000173,,-85.00000000000173
2019.06.25,-151.9999999999966,,-151.9999999999966
2019.06.25,-316.0000000000052,,-316.0000000000052
2019.06.25,-421.0000000000047,,-421.0000000000047
2019.06.25,-564.9999999999933,,-564.9999999999933
2019.06.25,-527.9999999999951,,-527.9999999999951
2019.06.25,-534.9999999999966,,-534.9999999999966
2019.06.25,-526.0000000000042,,-526.0000000000042
2019.06.25,-553.0000000000035,,-553.0000000000035
2019.06.25,-553.9999999999878,,-553.9999999999878
2019.06.25,-452.99999999999227,,-452.99999999999227
2019.06.25,-448.9999999999883,,-448.9999999999883
2019.06.25,-391.9999999999924,,-391.9999999999924
2019.06.25,-456.9999999999963,,-456.9999999999963
2019.06.25,-446.9999999999974,,-446.9999999999974
2019.06.25,-411.0000000000058,,-411.0000000000058
2019.06.25,-412.9999999999967,,-412.9999999999967
2019.06.25,-434.000000000001,,-434.000000000001
