date,USDCHF,EURUSD,AUDUSD,NZDUSD,CHFJPY,EURGBP,GBPJPY,GBPAUD,EURJPY,EURCAD,NZDJPY,AUDCAD,NZDCAD,empty,sum
2020.07.13,-20.999999999993246,-31.000000000003247,-58.000000000002494,-122.99999999999534,-150.99999999999625,-193.00000000000983,-176.00000000001614,-17.000000000000348,-88.00000000000807,-155.00000000001623,-112.99999999999955,-139.00000000000023,-144.99999999999514,,-1410.0000000000364
2020.07.13,-65.99999999999939,-39.999999999995595,-80.99999999999774,-163.99999999999747,-180.99999999999739,-203.00000000000873,-194.99999999999318,68.00000000000139,-97.00000000000841,-200.00000000000017,-141.00000000000534,-126.99999999999933,-186.99999999999272,,-1613.9999999999943
2020.07.13,-4.999999999999449,-123.99999999999079,-112.000000000001,-183.99999999999528,-209.00000000000318,-224.000000000002,-191.0000000000025,134.99999999999625,-209.00000000000318,-197.00000000000273,-176.00000000000193,-161.00000000000003,-198.99999999999363,,-1855.9999999999995
2020.07.13,-20.999999999993246,-140.99999999999113,-102.99999999999754,-192.00000000000327,-212.0000000000033,-232.00000000000998,-194.99999999999318,266.0000000000107,-213.00000000000807,-255.00000000000523,-170.99999999999227,-153.00000000000313,-210.99999999999451,,-1832.9999999999843
2020.07.13,-7.9999999999968985,-156.00000000000057,-104.99999999999955,-188.9999999999947,-192.99999999999784,-258.0000000000027,-183.9999999999975,294.0000000000165,-221.00000000000364,-287.9999999999994,-161.00000000000136,-149.99999999999457,-202.0000000000022,,-1820.9999999999745
2020.07.13,-7.0000000000014495,-120.00000000000898,-41.000000000002146,-134.0000000000008,-204.00000000000773,-262.00000000000665,-112.99999999999955,334.00000000001205,-186.00000000000705,-307.00000000001285,-114.00000000000432,-141.99999999999767,-191.99999999999218,,-1488.0000000000293
2020.07.13,9.00000000000345,-86.99999999999264,-37.99999999999359,-148.99999999999915,-201.00000000000762,-247.00000000000833,-168.00000000000637,356.00000000000074,-173.00000000000182,-287.000000000015,-117.999999999995,-137.9999999999937,-196.99999999999162,,-1438.0000000000005
2020.07.13,-3.999999999992898,-130.0000000000079,-46.00000000000159,-173.00000000000094,-215.99999999999397,-212.00000000000108,-234.00000000000887,462.0000000000068,-212.0000000000033,-221.00000000000452,-146.0000000000008,-93.99999999999409,-203.99999999999307,,-1429.9999999999964
2020.07.13,-42.999999999993044,-201.00000000000674,-143.9999999999997,-214.00000000000307,-204.00000000000773,-203.00000000000873,-254.99999999999545,365.99999999999966,-210.00000000000796,-189.00000000001694,-159.00000000000603,-131.99999999999878,-173.9999999999964,,-1762.0000000000407
2020.07.13,-59.99999999999339,-225.99999999999287,-168.00000000000148,-180.0000000000024,-212.0000000000033,-201.00000000000674,-304.00000000000205,312.00000000000114,-246.00000000000932,-221.00000000000452,-121.99999999999989,-163.00000000000205,-115.99999999999389,,-1907.000000000011
2020.07.13,-70.0000000000034,-224.000000000002,-236.99999999999832,-187.9999999999993,-197.00000000000273,-190.00000000000128,-298.0000000000018,222.00000000001108,-227.00000000000387,-229.00000000001253,-114.00000000000432,-244.99999999999523,-117.00000000000044,,-2114.000000000014
2020.07.13,-70.99999999999883,-249.99999999999466,-234.00000000000088,-168.00000000000148,-206.00000000000307,-192.00000000000327,-319.0000000000168,228.00000000000597,-255.00000000000966,-255.00000000000523,-111.99999999999477,-251.99999999999667,-102.99999999999754,,-2189.0000000000173
2020.07.13,-97.9999999999981,-286.00000000000847,-258.9999999999981,-163.99999999999747,-233.0000000000041,-198.00000000000927,-329.00000000000773,207.00000000000162,-277.000000000001,-285.00000000000193,-93.99999999999409,-248.99999999999923,-102.00000000000209,,-2367.00000000002
2020.07.13,-97.9999999999981,-283.99999999999534,-253.0000000000032,-164.99999999999292,-237.99999999999955,-199.00000000000472,-328.00000000000296,208.00000000000819,-291.000000000011,-278.00000000000045,-93.00000000000352,-234.99999999999633,-64.99999999999284,,-2318.9999999999927
