date,USDCHF,EURUSD,AUDUSD,NZDUSD,CHFJPY,EURGBP,GBPJPY,GBPAUD,EURJPY,EURCAD,NZDJPY,AUDCAD,NZDCAD,empty,sum
2020.07.13,28.000000000005798,-28.000000000005798,-51.000000000001044,-98.99999999999353,-150.99999999999625,-176.0000000000095,-96.00000000000364,86.0000000000083,-78.00000000000296,-155.00000000001623,-64.99999999999773,-102.00000000000209,-97.9999999999981,,-985.0000000000126
2020.07.13,63.99999999999739,-25.999999999992696,-41.9999999999976,-136.99999999999824,-96.9999999999942,-191.00000000000784,-75.00000000001705,194.0000000000053,-97.00000000000841,-129.00000000000134,-123.99999999999523,-124.00000000000189,-174.99999999999181,,-959.0000000000036
2020.07.13,4.999999999999449,-104.99999999999955,-92.99999999999864,-163.00000000000205,-204.00000000000773,-209.9999999999991,-182.00000000001637,282.0000000000045,-195.99999999999795,-174.00000000000747,-153.0000000000058,-139.99999999999568,-170.99999999999892,,-1504.0000000000255
2020.07.13,4.999999999999449,-140.99999999999113,-85.99999999999719,-173.00000000000094,-177.99999999999727,-220.00000000000907,-176.00000000001614,338.0000000000161,-201.99999999999818,-236.99999999999832,-150.99999999999625,-131.00000000000333,-188.9999999999947,,-1540.9999999999873
2020.07.13,-4.999999999999449,-117.99999999999588,-34.000000000000696,-134.0000000000008,-173.00000000000182,-248.00000000000378,-88.99999999999864,374.0000000000077,-162.00000000000614,-279.00000000000705,-96.9999999999942,-115.99999999999389,-180.99999999999784,,-1261.9999999999927
2020.07.13,23.00000000000635,-69.9999999999923,-10.999999999994348,-114.00000000000298,-180.00000000000682,-243.00000000000432,-93.00000000001774,375.9999999999986,-156.0000000000059,-286.00000000000847,-102.00000000000387,-127.99999999999478,-190.99999999999673,,-1175.0000000000234
2020.07.13,9.00000000000345,-86.0000000000083,-36.999999999998145,-148.99999999999915,-153.0000000000058,-187.00000000000384,-144.00000000000546,479.0000000000072,-121.99999999999989,-178.00000000001148,-111.0000000000042,-85.00000000000173,-173.9999999999964,,-938.0000000000236
2020.07.13,2.000000000002,-127.00000000001043,-34.000000000000696,-146.00000000000168,-141.9999999999959,-189.00000000000583,-162.00000000000614,541.0000000000136,-144.00000000000546,-189.00000000001694,-93.99999999999409,-44.99999999999504,-139.00000000000023,,-868.0000000000167
2020.07.13,-31.999999999998696,-178.99999999999582,-117.99999999999588,-142.99999999999312,-152.00000000000102,-173.00000000000094,-212.0000000000175,439.99999999999596,-167.0000000000016,-168.0000000000126,-72.00000000000273,-109.99999999999899,-86.99999999999264,,-1173.0000000000157
2020.07.13,-48.99999999999905,-178.00000000001148,-143.9999999999997,-117.99999999999588,-180.00000000000682,-187.9999999999993,-204.00000000000773,339.0000000000004,-175.00000000001137,-178.00000000001148,-52.99999999999727,-149.99999999999457,-56.0000000000005,,-1334.0000000000346
2020.07.13,-51.99999999999649,-218.00000000000708,-192.00000000000327,-143.9999999999997,-191.0000000000025,-182.00000000000438,-271.000000000015,296.0000000000074,-222.0000000000084,-219.00000000001364,-84.00000000000318,-205.99999999999508,-82.99999999999974,,-1768.0000000000412
2020.07.13,-53.00000000000304,-228.99999999999034,-192.99999999999872,-129.9999999999968,-152.00000000000102,-191.00000000000784,-217.00000000001296,282.0000000000045,-192.00000000000728,-245.0000000000063,-45.000000000001705,-214.99999999999852,-68.99999999999685,,-1649.0000000000173
2020.07.13,-92.99999999999864,-276.00000000000955,-236.00000000000287,-151.00000000000114,-221.00000000000364,-194.0000000000053,-292.0000000000016,238.0000000000049,-262.00000000000045,-218.00000000000708,-75.9999999999934,-212.99999999999653,-46.999999999997044,,-2041.0000000000123
2020.07.13,-73.00000000000084,-251.00000000000122,-217.0000000000005,-112.99999999999643,-212.0000000000033,-177.00000000000495,-301.9999999999925,280.0000000000136,-252.00000000000955,-238.0000000000049,-43.99999999999693,-227.99999999999488,-25.999999999992696,,-1852.999999999985
2020.07.13,-60.99999999999994,-234.00000000000088,-231.0000000000034,-131.00000000000333,-189.00000000000716,-165.00000000000404,-298.0000000000018,243.99999999999977,-231.99999999999932,-168.99999999999693,-63.00000000000239,-220.99999999999343,-25.999999999992696,,-1776.0000000000052
2020.07.13,-34.99999999999615,-208.00000000000819,-227.99999999999488,-120.99999999999334,-210.99999999999852,-169.00000000000804,-320.99999999999795,204.00000000000418,-254.0000000000049,-117.00000000001154,-84.00000000000318,-204.99999999999963,-0.999999999995449,,-1750.0000000000075
2020.07.13,-65.99999999999939,-339.0000000000004,-354.9999999999942,-178.99999999999582,-274.0000000000009,-182.00000000000438,-489.0000000000043,52.000000000007596,-426.00000000000193,-197.00000000000273,-161.00000000000136,-312.00000000000114,-22.999999999995246,,-2950.9999999999945
2020.07.13,-61.999999999995396,-275.000000000003,-282.99999999999994,-136.00000000000279,-281.0000000000059,-163.00000000000205,-460.00000000000796,180.0000000000024,-371.0000000000093,-148.00000000001478,-123.00000000000466,-234.99999999999633,14.000000000002899,,-2343.000000000037
2020.07.13,-75.00000000000284,-242.99999999999324,-247.99999999999267,-100.99999999999554,-296.0000000000065,-189.00000000000583,-376.0000000000048,168.0000000000126,-332.9999999999984,-161.00000000001114,-84.00000000000318,-229.99999999999687,24.000000000001798,,-2143.999999999997
2020.07.13,-70.99999999999883,-290.9999999999968,-300.0000000000003,-100.99999999999554,-319.0000000000026,-181.00000000000892,-478.00000000000864,133.00000000000534,-410.0000000000108,-146.00000000000168,-99.00000000000375,-253.0000000000032,74.00000000000739,,-2442.0000000000186
2020.07.13,29.999999999996696,-150.00000000000568,-217.0000000000005,-49.99999999999449,-225.9999999999991,-248.99999999999923,-246.00000000000932,-4.999999999988347,-295.0000000000017,-60.99999999999994,-66.0000000000025,-204.99999999999963,80.00000000000229,,-1660.0000000000016
2020.07.13,28.000000000005798,-167.00000000000603,-242.99999999999324,-65.99999999999939,-262.00000000000045,-340.00000000000693,-167.0000000000016,-243.99999999999977,-347.999999999999,-73.00000000001194,-102.00000000000387,-229.99999999999687,70.99999999999883,,-2143.0000000000146
2020.07.13,111.00000000000554,-59.99999999999339,-134.0000000000008,70.0000000000034,-259.00000000000034,-365.99999999999966,-110.00000000001364,-182.99999999999983,-335.00000000000796,14.000000000002899,-16.999999999995907,-119.99999999999788,216.0000000000051,,-1172.9999999999925
2020.07.13,162.0000000000066,-70.99999999999883,-148.99999999999915,19.00000000000235,-171.99999999999704,-376.00000000000966,-85.00000000000796,-225.99999999999287,-320.0000000000074,71.99999999998319,-54.99999999999261,-95.99999999999609,192.99999999999872,,-1104.0000000000107
2020.07.13,173.00000000000094,-103.99999999999298,-171.99999999999437,-29.000000000001247,-150.00000000000568,-452.00000000000796,8.99999999998613,-388.9999999999949,-346.00000000000364,4.000000000004,-99.99999999999432,-134.99999999999625,124.00000000000189,,-1566.9999999999982
2020.07.13,141.99999999999767,-174.00000000000747,-229.99999999999687,-81.9999999999932,-227.00000000000387,-470.9999999999992,-103.00000000000864,-453.99999999999886,-469.0000000000083,-38.0000000000047,-188.0000000000024,-185.00000000000182,72.0000000000054,,-2407.000000000022
2020.07.13,124.00000000000189,-275.000000000003,-244.99999999999523,-86.99999999999264,-260.9999999999957,-531.0000000000036,-147.99999999999613,-452.99999999999227,-585.9999999999985,-236.00000000001398,-197.00000000000273,-243.99999999999977,31.000000000003247,,-3107.9999999999886
2020.07.13,160.00000000000458,-279.99999999999136,-232.99999999999432,-107.00000000000153,-185.00000000000227,-565.0000000000044,-57.00000000001637,-483.99999999999557,-554.000000000002,-226.99999999999943,-197.00000000000273,-217.0000000000005,12.000000000000899,,-2934.0000000000055
2020.07.13,163.99999999999747,-306.9999999999906,-261.99999999999557,-156.99999999999602,-194.00000000000261,-581.0000000000093,-92.00000000001296,-541.9999999999981,-600.9999999999991,-212.00000000001216,-262.00000000000045,-226.00000000000398,-25.999999999992696,,-3298.0000000000164
2020.07.13,178.00000000000037,-326.0000000000041,-275.000000000003,-175.00000000000293,-191.0000000000025,-607.0000000000019,-86.00000000001273,-600.0000000000006,-635.0000000000051,-185.00000000001293,-287.9999999999967,-203.99999999999307,-13.999999999991797,,-3408.000000000027
2020.07.13,318.00000000000716,-266.0000000000107,-225.99999999999287,-132.99999999999423,-115.99999999999966,-613.000000000008,-116.99999999999022,-585.9999999999976,-671.0000000000065,-145.00000000001734,-301.00000000000193,-170.99999999999892,9.999999999998899,,-3017.0000000000114
2020.07.13,263.0000000000021,-239.99999999999577,-171.99999999999437,-120.99999999999334,-197.00000000000273,-540.0000000000072,-218.00000000001774,-329.00000000000153,-659.000000000006,-144.0000000000108,-298.9999999999924,-115.99999999999389,9.00000000000345,,-2763.0000000000105
2020.07.13,136.99999999999824,-398.9999999999938,-280.9999999999979,-195.9999999999962,-368.9999999999998,-569.0000000000084,-383.0000000000098,-431.99999999998795,-847.999999999999,-69.00000000000794,-390.00000000000057,-87.99999999999919,73.00000000000084,,-3814.000000000001
2020.07.13,68.00000000000139,-516.0000000000053,-251.00000000000122,-202.9999999999976,-501.99999999999534,-667.0000000000065,-432.9999999999927,-363.9999999999866,-1028.000000000006,-327.00000000001063,-429.00000000000205,-104.00000000000409,3.0000000000085514,,-4752.999999999997
2020.07.13,57.00000000000705,-608.9999999999928,-392.00000000000347,-300.99999999999574,-460.9999999999985,-615.00000000001,-554.000000000002,-475.0000000000032,-1067.9999999999977,-354.0000000000099,-498.9999999999952,-236.00000000000287,-61.999999999995396,,-5569.0
2020.07.13,101.00000000000664,-661.0000000000005,-419.9999999999982,-273.000000000001,-457.9999999999984,-766.0,-454.00000000000773,-771.9999999999949,-1179.000000000002,-540.0000000000072,-504.0000000000049,-346.9999999999973,-96.99999999999153,,-6369.999999999997
2020.07.13,114.00000000000298,-604.0000000000045,-353.0000000000033,-214.99999999999852,-439.00000000000716,-768.000000000002,-378.9999999999907,-697.9999999999986,-1118.9999999999998,-561.0000000000115,-441.99999999999307,-310.9999999999946,-80.99999999999774,,-5855.999999999999
2020.07.13,72.0000000000054,-625.9999999999932,-337.99999999999386,-185.00000000000182,-451.0000000000076,-784.0000000000069,-336.00000000001273,-642.9999999999936,-1096.0000000000036,-700.0000000000117,-382.000000000005,-358.0000000000028,-96.99999999999153,,-5924.000000000018
