date,USDCHF,EURUSD,AUDUSD,GBPCHF,EURCHF,CADCHF,NZDCHF,GBPJPY,GBPCAD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDCAD,empty,sum
2015.03.09,-8.000000000008,-60.99999999999994,-20.999999999993246,-16.000000000016,-35.999999999991594,-36.0000000000027,-18.0000000000069,-157.0000000000107,-41.000000000002146,-110.99999999999,-58.000000000002494,-121.99999999999989,-191.99999999999218,-48.00000000000182,-49.000000000006594,-113.00000000000753,,-1087.0000000000318
2015.03.09,-26.999999999999247,-103.00000000000864,-74.99999999999174,-19.00000000001345,44.0000000000218,-36.999999999998145,43.999999999999595,-159.9999999999966,-123.00000000000644,-19.99999999998181,-119.00000000000244,-73.99999999999629,-394.9999999999898,-10.000000000005116,-28.000000000005798,-224.000000000002,,-1325.9999999999761
2015.03.09,121.99999999999989,-163.00000000000205,-110.99999999999443,-187.00000000000384,83.00000000001084,-167.00000000000603,136.99999999999824,-276.9999999999868,-168.0000000000126,-140.99999999999113,-26.999999999999247,-110.99999999999443,-425.99999999999307,-63.00000000000239,-93.00000000000352,-197.00000000000273,,-1788.9999999999832
2015.03.09,188.9999999999947,-158.99999999999804,-123.99999999999079,-118.00000000001809,97.00000000001374,-107.00000000000153,191.99999999999218,-217.9999999999893,-110.00000000001009,-109.99999999998522,-18.0000000000069,-59.000000000009045,-405.9999999999952,-69.00000000000261,-82.99999999999841,-192.00000000000327,,-1295.0000000000077
2015.03.09,188.9999999999947,-257.0000000000183,-169.99999999999238,-184.00000000000637,28.000000000005798,-133.00000000000534,161.00000000000003,-189.99999999999773,-95.00000000000064,-149.99999999997726,38.0000000000047,-164.99999999999292,-495.000000000001,-55.00000000000682,-91.99999999999875,-214.99999999999852,,-1784.999999999991
2015.03.09,26.999999999999247,-246.00000000001288,-113.99999999999189,-80.00000000001339,-95.999999999985,-109.00000000000354,132.99999999999423,-257.000000000005,-242.99999999999324,-173.99999999997817,76.99999999999375,-319.999999999987,-666.9999999999953,-28.000000000005798,-28.000000000005798,-289.0000000000059,,-2413.999999999996
2015.03.09,13.999999999991797,-179.00000000001802,26.000000000003798,-63.000000000013046,-86.99999999999264,-158.0000000000026,161.99999999999548,-322.00000000000273,-320.9999999999935,-204.99999999998408,175.00000000001404,-476.9999999999941,-739.0000000000008,1.0000000000047748,66.99999999999307,-275.99999999999847,,-2381.9999999999973
2015.03.09,71.99999999999429,-139.00000000000023,39.00000000000014,1.999999999990898,-11.999999999989797,-104.99999999999955,229.99999999999687,-223.0000000000132,-235.99999999999176,-150.99999999998204,103.00000000000864,-456.9999999999963,-853.9999999999992,-10.000000000005116,73.99999999999807,-387.000000000004,,-2053.9999999999923
2015.03.09,48.99999999999905,-120.00000000000898,90.0000000000012,-49.00000000001015,19.00000000001345,-109.99999999999899,253.99999999999866,-348.0000000000132,-225.99999999999287,-201.99999999999818,83.9999999999952,-462.9999999999912,-766.0,-64.00000000000716,117.999999999995,-336.9999999999984,,-2071.0000000000164
2015.03.09,78.00000000000028,-145.00000000001734,104.00000000000409,19.999999999997797,-7.999999999985796,-100.00000000000009,256.99999999999613,-456.99999999999363,-238.0000000000049,-274.99999999997726,89.00000000000574,-551.9999999999969,-778.9999999999964,-117.999999999995,90.99999999999397,-348.00000000000387,,-2380.9999999999727
2015.03.09,14.999999999998348,-145.00000000001734,138.00000000000477,113.99999999999189,-44.99999999998394,-39.00000000000014,276.9999999999939,-663.0000000000109,-299.00000000000483,-385.9999999999957,95.00000000000064,-558.9999999999984,-1049.9999999999955,-194.00000000000261,39.00000000000148,-523.0000000000068,,-3225.0000000000255
2015.03.09,-12.000000000000899,-110.00000000001009,169.00000000000804,192.99999999999872,-59.99999999999339,-26.000000000003798,371.99999999999454,-783.9999999999918,-326.0000000000041,-456.99999999999363,59.000000000009045,-632.9999999999947,-1122.0000000000007,-257.99999999999557,0.999999999990564,-558.000000000003,,-3551.999999999991
2015.03.09,-11.00000000000545,-119.00000000000244,142.00000000000878,181.9999999999933,-47.99999999998139,-29.999999999996696,351.99999999999676,-723.0000000000132,-282.0000000000045,-411.9999999999777,69.9999999999923,-529.0000000000017,-985.999999999998,-236.0000000000042,-9.000000000000341,-500.00000000000045,,-3138.999999999995
2015.03.09,35.999999999991594,-137.00000000000932,119.00000000000244,169.99999999998127,-25.999999999992696,-46.999999999997044,345.99999999999073,-683.9999999999975,-276.00000000000955,-382.99999999998136,35.00000000000725,-486.999999999993,-988.9999999999955,-212.0000000000033,3.9999999999906777,-523.0000000000068,,-3054.0000000000223
2015.03.09,32.999999999994145,-116.00000000000499,147.00000000000824,187.99999999998818,-6.999999999979245,-43.999999999999595,387.99999999999943,-735.0000000000136,-346.0000000000019,-344.99999999999886,41.000000000002146,-526.0000000000042,-1055.000000000006,-221.00000000000364,40.99999999999682,-575.9999999999987,,-3133.000000000022
2015.03.09,21.999999999999797,-141.00000000001333,106.00000000000608,239.99999999999577,-64.99999999998174,-26.000000000003798,354.9999999999942,-778.9999999999964,-344.00000000001097,-440.9999999999741,66.99999999999484,-533.99999999999,-1001.0000000000074,-254.0000000000049,-42.00000000000159,-499.000000000005,,-3335.9999999999986
2015.03.09,30.999999999992145,-246.00000000001288,-31.999999999998696,126.99999999998823,-55.99999999998939,-46.999999999997044,273.000000000001,-786.0000000000014,-304.9999999999997,-482.99999999997567,85.00000000000173,-448.9999999999883,-991.0000000000085,-293.00000000000637,-152.00000000000102,-497.000000000003,,-3820.999999999999
2015.03.09,51.99999999999649,-297.0000000000139,-39.999999999995595,-43.999999999999595,-141.99999999999767,-134.99999999999625,212.99999999999653,-795.9999999999923,-276.00000000000955,-550.9999999999877,73.00000000001194,-443.99999999999994,-953.0000000000039,-305.0000000000068,-186.9999999999976,-417.0000000000007,,-4248.999999999997
2015.03.09,83.9999999999952,-341.99999999999784,-100.99999999999554,-127.00000000001043,-134.99999999999625,-109.00000000000354,214.99999999999852,-697.0000000000027,-246.99999999999721,-490.99999999998545,66.99999999999484,-401.99999999999125,-870.9999999999995,-283.00000000000125,-167.0000000000016,-380.00000000000256,,-3985.9999999999973
2015.03.09,124.99999999999733,-378.00000000001165,-107.99999999999699,-86.0000000000083,-178.99999999999582,-116.00000000000499,153.99999999999858,-602.0000000000039,-293.99999999999426,-491.9999999999902,117.99999999999588,-436.9999999999985,-783.0000000000003,-239.99999999999488,-158.00000000000125,-316.0000000000052,,-3792.0000000000146
2015.03.09,192.99999999999872,-617.0000000000009,-153.99999999999858,-59.000000000009045,-280.9999999999979,-124.99999999999733,96.99999999999153,-765.9999999999911,-405.9999999999952,-768.999999999977,270.99999999999903,-626.9999999999998,-879.0000000000075,-263.00000000000523,-189.00000000000716,-200.00000000000017,,-4773.999999999998
2015.03.09,178.00000000000037,-626.9999999999998,-219.99999999999798,206.99999999997942,-275.9999999999874,-43.00000000000415,30.999999999992145,-883.0000000000098,-409.99999999999926,-714.999999999975,266.0000000000107,-531.9999999999991,-706.999999999991,-274.0000000000009,-209.00000000000318,-139.00000000000023,,-4352.999999999985
2015.03.09,229.99999999999687,-696.0000000000077,-274.9999999999919,36.999999999998145,-266.999999999995,-117.99999999999588,40.99999999999105,-765.9999999999911,-392.9999999999989,-717.9999999999893,297.0000000000139,-478.0000000000006,-656.9999999999965,-259.00000000000034,-278.0000000000058,-142.00000000000878,,-4441.999999999982
2015.03.09,254.99999999999412,-626.9999999999998,-269.9999999999925,10.999999999983245,-167.9999999999904,-182.99999999999983,141.99999999999767,-913.9999999999873,-563.0000000000024,-757.9999999999814,276.00000000000955,-419.9999999999982,-797.0000000000033,-239.00000000000432,-296.0000000000065,-118.00000000000699,,-4668.999999999988
2015.03.09,354.9999999999942,-765.0000000000157,-292.9999999999988,82.99999999998863,-250.99999999997902,-209.00000000000364,144.99999999999514,-986.9999999999948,-689.9999999999907,-887.9999999999768,476.9999999999941,-556.0000000000009,-791.9999999999927,-198.0000000000075,-316.0000000000025,-21.999999999999797,,-4906.999999999991
2015.03.09,252.99999999999213,-687.9999999999998,-207.99999999999707,153.9999999999875,-262.999999999991,-202.0000000000022,87.99999999999919,-1088.9999999999986,-693.9999999999947,-842.9999999999893,317.9999999999961,-609.9999999999994,-763.9999999999869,-317.0000000000073,-261.0000000000099,-92.99999999999864,,-5219.0
2015.03.09,217.0000000000005,-521.0000000000159,-170.99999999999892,252.99999999999213,-207.99999999998596,-102.99999999999754,81.9999999999932,-1223.9999999999895,-668.0000000000019,-740.9999999999854,107.99999999999699,-486.00000000000864,-639.9999999999961,-454.00000000000773,-271.0000000000008,-262.00000000000665,,-5089.000000000013
2015.03.09,178.00000000000037,-495.000000000001,-156.99999999999602,252.99999999999213,-168.99999999999693,-7.9999999999968985,143.9999999999997,-1246.0000000000093,-409.99999999999926,-808.9999999999975,-31.000000000003247,-449.9999999999948,-702.9999999999869,-534.000000000006,-337.0000000000033,-336.00000000000296,,-5110.000000000002
