date,USDCHF,EURUSD,AUDUSD,GBPCHF,EURCHF,CADCHF,NZDCHF,GBPJPY,GBPCAD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDCAD,empty,sum
2015.03.09,23.999999999990695,18.999999999991246,-8.999999999992347,-1.0000000000065512,77.00000000001594,-6.0000000000060005,54.999999999993946,6.000000000000227,32.999999999994145,41.00000000002524,-48.99999999998794,24.000000000001798,-69.00000000000794,1.9999999999953388,7.999999999995566,-45.000000000006146,,109.99999999999721
2015.03.09,123.99999999999079,-83.00000000001084,-73.99999999999629,47.99999999998139,92.00000000000318,-28.000000000005798,147.99999999999258,-131.00000000000023,-96.99999999999153,17.00000000002433,-14.999999999987246,1.0000000000065512,-255.99999999998957,-1.9999999999953388,-1.0000000000047748,-143.9999999999997,,-400.9999999999825
2015.03.09,210.99999999999451,-160.00000000000458,-107.99999999999699,-36.0000000000138,98.0000000000203,-61.999999999995396,207.99999999999707,-205.99999999998886,-79.99999999999119,-103.999999999985,36.999999999998145,-38.0000000000047,-380.00000000000256,-49.000000000006594,-60.000000000002274,-175.99999999999838,,-904.9999999999802
2015.03.09,215.99999999999397,-144.0000000000108,-100.00000000000009,-111.00000000001664,137.00000000000932,-90.99999999999665,242.99999999999324,-174.0000000000066,-49.00000000001015,-104.99999999998977,41.000000000002146,-36.999999999998145,-404.0000000000044,-46.999999999997044,-64.99999999999773,-187.00000000000384,,-877.0000000000332
2015.03.09,221.99999999999997,-246.00000000001288,-107.00000000000153,-35.00000000000725,39.00000000001125,-53.00000000000304,230.99999999999233,-137.00000000000045,-55.000000000005045,-131.99999999997658,110.00000000001009,-143.99999999998857,-482.999999999989,-21.000000000000796,-7.000000000005002,-214.99999999999852,,-1032.999999999975
2015.03.09,64.99999999999284,-173.00000000000094,36.0000000000027,146.99999999998602,-57.99999999998029,-38.0000000000047,161.00000000000003,-233.0000000000041,-234.00000000000088,-161.00000000000136,198.00000000000927,-319.999999999987,-513.0000000000078,16.999999999995907,78.00000000000296,-148.0000000000037,,-1176.0000000000011
2015.03.09,118.99999999999133,-126.0000000000039,91.00000000000774,2.999999999997449,49.00000000001015,-102.99999999999754,270.99999999999903,-182.99999999999272,-219.99999999999798,-125.0,181.9999999999933,-360.9999999999891,-584.9999999999911,34.99999999999659,134.00000000000034,-204.99999999999963,,-1023.9999999999761
2015.03.09,82.99999999999974,-107.99999999999699,109.99999999999899,69.9999999999923,25.00000000000835,-68.00000000000139,334.00000000000097,-149.0000000000009,-215.00000000000963,-74.99999999998863,147.99999999999258,-374.999999999992,-750.9999999999906,48.99999999999238,177.99999999999727,-331.999999999999,,-1075.9999999999966
2015.03.09,115.99999999999389,-109.00000000000354,148.99999999999915,49.99999999999449,54.0000000000207,-73.99999999999629,308.9999999999926,-336.00000000001273,-184.00000000000637,-189.99999999999773,114.0000000000141,-448.9999999999883,-651.0000000000016,-61.00000000000705,137.99999999999102,-286.00000000000847,,-1410.0000000000161
2015.03.09,85.99999999999719,-134.00000000001188,169.00000000000804,144.99999999999514,-1.999999999990898,-41.000000000002146,314.99999999999864,-433.9999999999975,-211.00000000000563,-253.99999999999068,120.00000000000898,-514.9999999999987,-734.9999999999968,-100.00000000000853,140.99999999999113,-333.0000000000055,,-1783.0000000000093
2015.03.09,19.999999999997797,-106.00000000000608,192.00000000000327,234.99999999998522,-44.99999999998394,-24.000000000001798,420.9999999999936,-657.0000000000107,-299.00000000000483,-383.99999999998613,161.99999999999548,-526.9999999999886,-1017.0000000000013,-171.00000000000648,51.9999999999925,-487.0000000000041,,-2635.000000000026
2015.03.09,-6.0000000000060005,-78.00000000000028,185.00000000000182,268.9999999999859,-41.99999999998649,17.999999999995797,374.999999999992,-705.0000000000125,-239.00000000001143,-388.9999999999816,80.99999999999774,-476.9999999999941,-914.9999999999991,-228.9999999999992,18.999999999991246,-467.0000000000063,,-2600.0000000000323
