date,USDCHF,GBPUSD,USDJPY,NZDUSD,GBPCHF,EURCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,EURJPY,EURAUD,CADJPY,AUDJPY,NZDJPY,AUDCAD,empty,sum
2019.06.24,-153.00000000000313,-93.00000000000975,-14.999999999986358,-73.00000000000084,-212.99999999999653,-134.00000000001188,-58.99999999999794,-95.99999999999609,-78.99999999999574,-70.99999999999795,-101.00000000001774,-30.9999999999917,-56.000000000011596,-46.999999999997044,-49.000000000006594,-76.99999999999818,-29.000000000001247,,-1376.00000000002
2019.06.24,-156.99999999999602,-75.00000000000284,-0.999999999990564,-63.00000000000195,-249.00000000001032,-158.99999999999804,-75.9999999999983,-99.00000000000463,-27.999999999994696,-62.99999999998818,-131.99999999999878,-40.99999999999682,-4.000000000004,-42.00000000000159,-35.0000000000108,-64.99999999999773,-45.000000000006146,,-1334.0000000000016
2019.06.24,-68.99999999999685,-121.99999999999989,-25.99999999999625,-78.99999999999574,-163.00000000000205,-128.000000000017,-43.00000000000415,-65.00000000000395,-14.999999999998348,-149.0000000000009,-172.0000000000166,-104.99999999998977,18.999999999991246,-88.99999999999864,-63.00000000000239,-84.99999999999375,-75.00000000000284,,-1429.0000000000273
2019.06.24,-87.00000000000374,-124.00000000001299,-57.999999999992724,-100.99999999999554,-201.00000000000674,-143.00000000000423,-49.99999999999449,-95.00000000000064,-14.999999999998348,-192.99999999998363,-146.00000000000168,-135.99999999999568,52.99999999999194,-123.99999999999523,-76.00000000000762,-128.99999999999068,-41.9999999999976,,-1666.9999999999895
2019.06.24,-102.99999999999754,-131.00000000001444,-70.99999999999795,-75.9999999999983,-221.00000000000452,-158.0000000000137,-65.99999999999939,-82.99999999999974,-12.000000000000899,-199.99999999998863,-163.00000000000205,-138.9999999999958,32.999999999994145,-123.00000000000466,-82.00000000000784,-112.99999999999955,-40.00000000000669,,-1748.000000000037
2019.06.24,-78.00000000000028,-187.00000000000384,-68.9999999999884,-133.00000000000534,-221.00000000000452,-199.00000000001583,-141.00000000000225,-107.99999999999699,-7.9999999999968985,-256.0000000000002,-150.00000000000568,-231.99999999999932,-84.0000000000174,-165.99999999999682,-171.00000000000648,-146.0000000000008,-126.0000000000039,,-2475.000000000045
2019.06.24,-75.00000000000284,-190.00000000000128,-94.99999999999886,-168.00000000000148,-245.0000000000063,-222.00000000001108,-222.99999999999542,-161.00000000000003,18.0000000000069,-269.00000000000546,-104.99999999999955,-256.0000000000002,-229.00000000001253,-212.0000000000033,-267.0000000000101,-208.99999999998897,-187.00000000000384,,-3095.000000000034
2019.06.24,-119.99999999999788,-163.00000000000205,-107.99999999998988,-133.00000000000534,-279.00000000000705,-246.99999999999721,-265.0000000000041,-151.00000000000114,21.00000000000435,-271.99999999999136,-45.000000000006146,-250.0,-293.0000000000099,-218.00000000000352,-309.0000000000117,-192.99999999999784,-206.00000000000617,,-3231.0000000000273
2019.06.24,-129.00000000000134,-161.00000000001114,-76.99999999999818,-114.00000000000298,-280.9999999999979,-249.00000000001032,-261.0000000000001,-143.9999999999997,17.000000000000348,-234.99999999998522,-56.000000000011596,-216.99999999999875,-276.00000000000955,-206.99999999999363,-288.0000000000109,-158.99999999999181,-187.9999999999993,,-3025.000000000022
2019.06.24,-117.00000000000044,-163.00000000000205,-83.99999999998897,-99.00000000000463,-283.99999999999534,-249.00000000001032,-255.00000000000523,-124.00000000000189,1.0000000000065512,-252.00000000000955,-47.00000000001925,-203.99999999999352,-312.00000000000114,-230.99999999999454,-289.0000000000015,-152.9999999999916,-165.00000000000404,,-3027.000000000017
