date,AUDUSD,NZDUSD,empty,sum
2019.06.17,18.0000000000069,-42.999999999993044,,-24.999999999986144
2019.06.17,6.0000000000060005,-42.999999999993044,,-36.99999999998704
2019.06.17,6.0000000000060005,-15.999999999993797,,-9.999999999987796
2019.06.17,-12.999999999996348,-22.999999999995246,,-35.999999999991594
2019.06.17,-39.00000000000014,-60.99999999999994,,-100.00000000000009
2019.06.17,-40.99999999999105,-56.0000000000005,,-96.99999999999154
2019.06.17,-64.99999999999284,-95.99999999999609,,-160.99999999998892
2019.06.17,-63.99999999999739,-102.00000000000209,,-165.9999999999995
2019.06.17,-47.9999999999925,-103.99999999999298,,-151.99999999998548
2019.06.17,-89.99999999999008,-127.99999999999478,,-217.99999999998488
2019.06.17,-56.0000000000005,-129.00000000000134,,-185.00000000000182
2019.06.17,-91.99999999999208,-156.99999999999602,,-248.99999999998812
2019.06.17,-59.99999999999339,-163.99999999999747,,-223.99999999999085
2019.06.17,-71.99999999999429,-175.99999999999838,,-247.99999999999267
2019.06.17,-59.99999999999339,-186.99999999999272,,-246.99999999998613
2019.06.17,-56.0000000000005,-163.99999999999747,,-219.99999999999795
2019.06.17,-40.99999999999105,-148.99999999999915,,-189.9999999999902
2019.06.17,-43.999999999999595,-182.99999999999983,,-226.99999999999943
2019.06.17,-13.999999999991797,-181.9999999999933,,-195.99999999998508
2019.06.17,13.00000000000745,-131.99999999999878,,-118.99999999999133
2019.06.17,7.0000000000014495,-175.00000000000293,,-168.00000000000148
2019.06.17,8.000000000008,-168.99999999999693,,-160.99999999998892
2019.06.17,10.000000000010001,-178.99999999999582,,-168.99999999998582
2019.06.17,9.00000000000345,-208.99999999999253,,-199.9999999999891
2019.06.17,-1.999999999990898,-212.99999999999653,,-214.99999999998744
2019.06.17,20.0000000000089,-181.9999999999933,,-161.9999999999844
2019.06.17,35.00000000000725,-161.00000000000003,,-125.99999999999278
2019.06.17,52.000000000007596,-134.0000000000008,,-81.99999999999321
2019.06.17,65.99999999999939,-148.99999999999915,,-82.99999999999976
2019.06.17,60.00000000000449,-153.00000000000313,,-92.99999999999864
2019.06.17,40.00000000000669,-166.99999999999494,,-126.99999999998825
2019.06.17,75.00000000000284,-127.99999999999478,,-52.99999999999194
2019.06.17,51.000000000001044,-137.9999999999937,,-86.99999999999264
2019.06.17,94.00000000000519,-93.99999999999409,,1.1098677532572765e-11
2019.06.17,97.00000000000264,-112.000000000001,,-14.999999999998352
2019.06.17,229.00000000000142,-73.99999999999629,,155.00000000000512
2019.06.17,168.00000000000148,-100.00000000000009,,68.00000000000139
2019.06.17,140.0000000000068,-109.99999999999899,,30.0000000000078
2019.06.17,148.0000000000037,-100.00000000000009,,48.00000000000361
2019.06.17,192.00000000000327,-65.99999999999939,,126.00000000000388
2019.06.17,223.00000000000654,-36.999999999998145,,186.00000000000838
2019.06.17,215.00000000000963,-32.999999999994145,,182.0000000000155
2019.06.17,217.0000000000005,-36.0000000000027,,180.9999999999978
2019.06.17,223.00000000000654,-34.000000000000696,,189.00000000000585
2019.06.17,213.00000000000762,-34.000000000000696,,179.00000000000693
2019.06.17,221.00000000000452,-15.999999999993797,,205.00000000001071
2019.06.17,221.99999999999997,-4.999999999999449,,217.0000000000005
2019.06.17,212.00000000000108,-27.999999999994696,,184.0000000000064
2019.06.18,195.00000000000074,-41.9999999999976,,153.00000000000313
2019.06.18,197.00000000000273,-41.9999999999976,,155.00000000000512
2019.06.18,203.00000000000873,-46.00000000000159,,157.00000000000713
2019.06.18,195.00000000000074,-58.99999999999794,,136.00000000000279
2019.06.18,193.00000000000983,-63.00000000000195,,130.0000000000079
2019.06.18,218.00000000000708,-49.99999999999449,,168.0000000000126
2019.06.18,189.00000000000583,-58.000000000002494,,131.00000000000333
2019.06.18,182.00000000000438,-71.99999999999429,,110.00000000001009
2019.06.18,182.99999999999983,-65.99999999999939,,117.00000000000044
2019.06.18,310.0000000000103,-51.99999999999649,,258.0000000000138
2019.06.18,291.0000000000079,-43.999999999999595,,247.0000000000083
2019.06.18,306.00000000000625,-34.99999999999615,,271.0000000000101
2019.06.18,299.00000000000483,-41.9999999999976,,257.0000000000072
2019.06.18,383.0,2.999999999997449,,385.99999999999744
2019.06.18,364.00000000000875,-39.999999999995595,,324.0000000000132
2019.06.18,345.0000000000064,-25.999999999992696,,319.00000000001376
2019.06.18,346.0000000000019,-29.999999999996696,,316.0000000000052
2019.06.18,336.00000000000296,-44.99999999999504,,291.0000000000079
2019.06.18,339.0000000000004,-48.99999999999905,,290.00000000000136
2019.06.18,331.0000000000035,-58.000000000002494,,273.000000000001
2019.06.18,383.0,-41.9999999999976,,341.0000000000024
