date,AUDUSD,NZDUSD,empty,sum
2019.06.17,-21.999999999999797,-70.99999999999883,,-92.99999999999864
2019.06.17,-0.999999999995449,-63.00000000000195,,-63.9999999999974
2019.06.17,-1.999999999990898,-49.99999999999449,,-51.99999999998539
2019.06.17,-26.999999999999247,-32.999999999994145,,-59.99999999999339
2019.06.17,-53.999999999998494,-71.99999999999429,,-125.99999999999278
2019.06.17,-65.99999999999939,-75.9999999999983,,-141.99999999999767
2019.06.17,-75.9999999999983,-97.00000000000264,,-173.00000000000094
2019.06.17,-87.99999999999919,-114.99999999999844,,-202.9999999999976
2019.06.17,-72.99999999998974,-119.99999999999788,,-192.9999999999876
2019.06.17,-89.99999999999008,-132.99999999999423,,-222.9999999999843
2019.06.17,-90.99999999999665,-136.00000000000279,,-226.99999999999943
2019.06.17,-110.99999999999443,-164.99999999999292,,-275.9999999999874
2019.06.17,-97.9999999999981,-175.00000000000293,,-273.000000000001
2019.06.17,-73.99999999999629,-176.99999999999383,,-250.9999999999901
2019.06.17,-81.9999999999932,-188.9999999999947,,-270.9999999999879
2019.06.17,-66.99999999999484,-186.99999999999272,,-253.99999999998755
2019.06.17,-61.999999999995396,-164.99999999999292,,-226.99999999998832
2019.06.17,-56.99999999999594,-183.99999999999528,,-240.99999999999122
2019.06.17,-51.99999999999649,-197.00000000000273,,-248.9999999999992
2019.06.17,-17.000000000000348,-190.00000000000128,,-207.00000000000162
2019.06.17,-2.999999999997449,-176.99999999999383,,-179.99999999999127
2019.06.17,-17.000000000000348,-192.99999999999872,,-209.99999999999906
2019.06.17,-14.999999999998348,-192.00000000000327,,-207.00000000000162
2019.06.17,-9.999999999998899,-208.99999999999253,,-218.99999999999142
2019.06.17,-17.999999999995797,-219.00000000000253,,-236.99999999999832
2019.06.17,-2.999999999997449,-214.00000000000307,,-217.0000000000005
2019.06.17,9.00000000000345,-195.9999999999962,,-186.99999999999275
2019.06.17,34.000000000000696,-163.00000000000205,,-129.00000000000136
2019.06.17,46.00000000000159,-161.00000000000003,,-114.99999999999844
2019.06.17,37.00000000000925,-186.99999999999272,,-149.99999999998346
2019.06.17,25.00000000000835,-186.99999999999272,,-161.99999999998437
2019.06.17,-12.999999999996348,-231.99999999999886,,-244.99999999999523
2019.06.17,28.000000000005798,-178.00000000000037,,-149.99999999999457
2019.06.17,37.00000000000925,-151.9999999999966,,-114.99999999998734
2019.06.17,57.00000000000705,-139.99999999999568,,-82.99999999998863
2019.06.17,74.00000000000739,-159.9999999999935,,-85.9999999999861
2019.06.17,121.99999999999989,-132.99999999999423,,-10.999999999994344
2019.06.17,137.00000000000932,-112.99999999999643,,24.00000000001289
2019.06.17,124.00000000000189,-122.99999999999534,,1.0000000000065512
2019.06.17,136.00000000000279,-122.99999999999534,,13.000000000007446
2019.06.17,182.99999999999983,-73.00000000000084,,109.99999999999899
2019.06.17,209.00000000000364,-58.000000000002494,,151.00000000000114
2019.06.17,187.00000000000384,-56.0000000000005,,131.00000000000335
2019.06.17,193.00000000000983,-51.99999999999649,,141.00000000001336
2019.06.17,211.00000000000563,-41.9999999999976,,169.00000000000801
2019.06.17,198.00000000000927,-41.000000000002146,,157.0000000000071
