date,USDCHF,GBPUSD,EURUSD,USDCAD,NZDUSD,CHFJPY,NZDCHF,EURGBP,GBPJPY,GBPCAD,EURJPY,EURCAD,EURNZD,CADJPY,AUDJPY,NZDJPY,AUDNZD,empty,sum
2020.04.20,-34.99999999999615,-59.000000000009045,-124.99999999999733,-5.000000000010552,0.0,-317.99999999999784,-82.99999999999974,-2.999999999997449,-203.00000000000296,-136.00000000000279,-140.99999999999113,-79.00000000000685,-227.99999999998377,-73.99999999999807,-125.99999999999056,-265.00000000000057,-235.00000000000742,,-2114.999999999992
2020.04.20,-29.000000000001247,-11.00000000000545,-158.99999999999804,0.9999999999843467,60.99999999999994,-427.99999999999727,-126.99999999999933,56.0000000000005,-320.99999999999795,-87.99999999999919,-281.9999999999965,23.999999999979593,151.9999999999966,-114.00000000000432,-151.9999999999868,-327.99999999998875,-223.00000000001762,,-1968.0000000000314
2020.04.20,-24.000000000001798,-4.000000000004,-114.99999999999844,25.999999999992696,9.00000000000345,-387.999999999991,-80.99999999999774,84.0000000000063,-301.00000000001614,22.0000000000109,-260.9999999999957,60.99999999999994,151.9999999999966,-88.00000000000807,-154.99999999998693,-290.9999999999968,-374.0000000000077,,-1727.9999999999943
2020.04.20,100.00000000000009,-18.0000000000069,-58.000000000002494,275.9999999999874,-24.000000000001798,-451.9999999999982,-221.99999999999997,131.00000000000333,-367.00000000001864,246.99999999999721,-304.9999999999926,286.99999999999284,-261.0000000000001,-46.999999999997044,-91.99999999999875,-448.99999999999807,-312.00000000000114,,-1566.000000000035
2020.04.20,73.99999999999629,-19.00000000001345,-82.00000000000429,224.000000000002,-7.9999999999968985,-456.99999999999363,-92.99999999999864,162.0000000000066,-353.00000000000864,212.00000000001216,-313.99999999999295,273.9999999999965,365.0000000000153,-61.99999999999761,-89.9999999999892,-308.9999999999975,-274.00000000001864,,-749.9999999999827
2020.04.20,82.99999999999974,-69.00000000000794,-78.00000000000028,292.00000000000335,-102.00000000000209,-478.9999999999992,-14.000000000002899,170.99999999999892,-365.0000000000091,290.9999999999968,-342.9999999999893,333.9999999999899,612.9999999999969,-49.99999999999716,-75.9999999999934,-229.99999999998977,-335.00000000001864,,-357.0000000000242
2020.04.20,122.99999999999534,-160.00000000000458,-41.000000000002146,304.9999999999997,-146.99999999999713,-527.9999999999916,34.99999999999615,177.00000000000495,-397.0000000000198,178.00000000001148,-386.99999999998624,256.99999999999613,780.000000000003,-108.99999999999466,-119.99999999999034,-203.99999999999352,-387.000000000004,,-624.9999999999773
2020.04.20,112.99999999999643,-119.00000000000244,-60.000000000015596,255.00000000000523,-134.0000000000008,-667.0000000000016,-14.000000000002899,162.0000000000066,-610.0000000000136,173.00000000000094,-545.9999999999923,254.999999999983,619.000000000014,-206.00000000000307,-194.99999999999318,-295.0000000000017,-432.0000000000102,,-1701.0000000000312
2020.04.20,139.00000000000023,-134.00000000001188,-19.999999999997797,385.99999999999744,-143.9999999999997,-637.0000000000005,40.00000000000669,158.99999999999804,-578.000000000003,314.00000000001427,-507.99999999999557,330.9999999999924,801.0000000000073,-158.00000000000125,-183.9999999999975,-268.0000000000007,-382.0000000000157,,-843.000000000007
2020.04.20,131.00000000000333,-156.00000000000057,-16.000000000016,479.99999999999153,-121.99999999999989,-594.9999999999989,-0.999999999995449,178.00000000000037,-495.00000000000455,411.0000000000058,-447.9999999999933,450.9999999999792,655.0000000000056,-76.00000000000762,-161.99999999999193,-277.9999999999916,-330.0000000000081,,-373.00000000002206
