date,GBPUSD,USDCAD,AUDUSD,NZDUSD,CHFJPY,GBPJPY,CADJPY,AUDJPY,NZDJPY,empty,sum
2021.04.26,0.0,-56.000000000011596,-3.999999999992898,-20.0000000000089,-52.99999999999727,0.0,0.0,-28.999999999996362,-43.00000000000637,,-205.0000000000134
2021.04.26,31.999999999987594,-56.000000000011596,21.999999999999797,-12.000000000000899,-52.99999999999727,48.00000000000182,67.99999999999784,31.00000000000591,-1.9999999999953388,,77.99999999998786
2021.04.26,62.000000000006494,-73.00000000001194,62.000000000006494,14.999999999998348,105.00000000000398,114.00000000000432,84.00000000000318,67.99999999999784,30.000000000001137,,467.0000000000099
2021.04.26,36.999999999998145,-80.00000000001339,67.00000000000594,74.99999999999174,93.00000000000352,78.00000000000296,84.00000000000318,82.99999999999841,67.99999999999784,,504.99999999998835
2021.04.26,-8.000000000008,-101.00000000001774,51.000000000001044,61.999999999995396,81.00000000000307,18.000000000000682,67.00000000000728,62.00000000001182,57.999999999992724,,289.99999999998624
2021.04.26,-48.000000000003595,-147.00000000000824,30.000000000007798,30.999999999992145,62.00000000001182,-25.999999999982037,33.00000000000125,27.000000000001023,19.99999999999602,,-17.9999999999838
2021.04.26,-45.000000000006146,-156.00000000000057,25.00000000000835,17.999999999995797,40.00000000000625,-62.99999999998818,3.0000000000001137,4.0000000000048885,-9.000000000000341,,-182.99999999997982
2021.04.26,82.99999999998863,76.99999999999375,148.99999999999915,109.99999999999899,76.00000000000762,109.00000000000887,171.99999999999704,150.00000000000568,103.9999999999992,,1029.999999999999
2021.04.26,177.99999999998929,78.00000000000028,168.00000000000148,144.99999999999514,82.00000000000784,150.00000000000568,153.0000000000058,146.0000000000008,114.00000000000432,,1214.0000000000107
2021.04.26,201.00000000000674,112.000000000001,218.00000000000708,200.00000000000017,65.00000000001194,106.99999999999932,132.99999999999557,159.00000000000603,137.99999999999102,,1333.0000000000186
2021.04.26,255.99999999998957,142.99999999998204,275.000000000003,221.99999999999997,42.00000000000159,106.99999999999932,125.0,191.0000000000025,134.00000000000034,,1494.9999999999782
2021.04.26,310.9999999999946,185.99999999999727,316.0000000000052,244.99999999999523,66.0000000000025,138.00000000000523,135.99999999999568,225.00000000000853,147.99999999999613,,1771.0000000000002
2021.04.26,324.9999999999975,207.00000000000162,341.99999999999784,266.999999999995,38.000000000010914,104.00000000001342,123.99999999999523,237.00000000000898,165.99999999999682,,1810.0000000000173
2021.04.26,306.00000000000625,180.99999999998673,339.0000000000004,262.999999999991,22.00000000000557,105.00000000001819,114.00000000000432,213.00000000000807,147.99999999999613,,1691.0000000000166
