date,USDCHF,GBPUSD,USDCAD,CHFJPY,CADCHF,AUDCHF,NZDCHF,GBPJPY,GBPCAD,GBPAUD,EURCAD,EURAUD,EURNZD,AUDJPY,AUDNZD,empty,sum
2017.07.03,-107.00000000000153,-36.999999999998145,-68.00000000000139,-259.00000000000034,-132.99999999999423,-24.000000000001798,-65.99999999999939,0.0,-24.000000000001798,-200.00000000000017,-97.00000000001374,-116.00000000000499,-112.000000000001,-17.99999999998647,0.0,,-1261.000000000005
2017.07.03,-91.00000000000774,102.00000000000209,-75.99999999998718,-246.00000000000932,-39.00000000000014,100.00000000000009,-17.000000000000348,233.0000000000041,163.00000000000205,-280.9999999999979,-124.99999999999733,-184.00000000000637,1.999999999990898,70.00000000000739,-106.00000000000608,,-495.0000000000058
2017.07.03,-104.00000000000409,116.00000000000499,-78.99999999998464,-362.000000000009,19.00000000000235,136.99999999999824,-110.99999999999443,281.99999999998226,208.00000000000819,-310.0000000000103,-160.00000000000458,-188.00000000001037,-81.00000000001995,88.00000000000807,55.000000000005045,,-490.00000000002825
2017.07.03,-107.00000000000153,127.99999999999478,-90.99999999999665,-388.00000000000523,16.0000000000049,221.99999999999997,-219.00000000000253,355.99999999999454,217.0000000000005,-182.99999999999983,-192.99999999999872,-73.99999999999629,-301.0000000000179,243.0000000000092,-36.999999999998145,,-411.0000000000129
2017.07.03,-137.00000000000932,79.99999999999119,-102.00000000000209,-392.0000000000101,21.00000000000435,248.99999999999923,-236.99999999999832,358.99999999998045,181.00000000000892,-79.00000000000685,-215.99999999999397,-56.000000000011596,-300.00000000001137,255.00000000000966,-46.999999999997044,,-421.00000000004695
2017.07.03,-136.00000000000279,97.9999999999981,-132.99999999998312,-343.0000000000035,24.999999999997247,190.99999999999673,-207.99999999999707,284.9999999999966,234.00000000000088,-223.00000000001762,-212.99999999999653,-164.00000000000858,-245.0000000000063,146.0000000000008,-11.00000000000545,,-697.0000000000308
2017.07.03,-140.0000000000068,53.999999999998494,-149.9999999999835,-353.00000000000864,4.000000000004,221.00000000000452,-161.00000000000003,268.0000000000007,217.0000000000005,-150.00000000000568,-219.99999999999798,-102.00000000000209,-151.00000000001222,182.00000000000216,29.999999999996696,,-451.0000000000099
2017.07.03,-133.00000000000534,-14.000000000002899,-130.99999999999224,-304.00000000000205,17.000000000000348,177.00000000000495,-156.99999999999602,114.00000000000432,110.00000000001009,-161.00000000001114,-178.00000000001148,-136.00000000000279,-209.00000000001472,115.99999999999966,-15.999999999993797,,-905.000000000013
2017.07.03,-162.0000000000066,-11.00000000000545,-143.99999999998857,-286.00000000000136,34.000000000000696,175.00000000000293,-190.00000000000128,188.99999999999295,94.00000000001629,-150.00000000000568,-154.0000000000097,-154.0000000000097,-256.00000000001177,115.0000000000091,-69.9999999999923,,-970.0000000000105
2017.07.03,-167.00000000000603,-19.999999999997797,-143.99999999998857,-335.9999999999985,31.000000000003247,107.00000000000153,-182.99999999999983,186.9999999999834,92.00000000000318,-304.00000000001535,-161.00000000001114,-285.00000000000193,-249.00000000001032,44.00000000001114,-165.9999999999995,,-1554.0000000000264
2017.07.03,-179.00000000000693,-19.999999999997797,-149.9999999999835,-371.0000000000093,39.00000000000014,160.00000000000458,-166.99999999999494,313.99999999999295,107.99999999999699,-230.00000000001907,-173.00000000000094,-224.000000000002,-165.00000000001512,151.00000000001046,-68.00000000000139,,-975.0000000000259
2017.07.03,-191.00000000000784,-25.00000000000835,-208.99999999999253,-387.00000000000045,21.999999999999797,182.00000000000438,-107.00000000000153,324.99999999998863,179.00000000001802,-198.00000000000927,-195.00000000001182,-175.00000000001404,-60.99999999999994,188.0000000000024,48.000000000003595,,-604.000000000029
2017.07.03,-202.0000000000022,-24.000000000001798,-251.99999999998556,-385.0000000000051,-7.0000000000014495,95.00000000000064,-87.00000000000374,382.000000000005,211.00000000000563,-399.00000000001603,-214.00000000000307,-287.9999999999994,10.999999999983245,111.0000000000042,1.999999999990898,,-1046.0000000000286
2017.07.03,-225.00000000000853,-76.99999999999375,-269.9999999999925,-444.0000000000026,7.0000000000014495,131.99999999999878,-98.99999999999353,394.9999999999818,218.00000000000708,-340.00000000000693,-177.00000000000495,-208.99999999999253,-79.00000000000685,152.00000000000102,14.000000000002899,,-1002.0000000000091
2017.07.03,-226.00000000000398,-76.0000000000094,-283.99999999999534,-468.0000000000035,-0.999999999995449,136.99999999999824,-87.00000000000374,460.9999999999843,219.99999999999798,-304.00000000001535,-222.00000000001108,-231.0000000000034,-35.00000000000725,211.00000000001273,38.0000000000047,,-867.0000000000508
2017.07.03,-208.00000000000819,-97.9999999999981,-297.9999999999983,-496.9999999999999,-19.999999999997797,104.00000000000409,-41.000000000002146,408.9999999999918,218.00000000000708,-296.0000000000074,-307.99999999999716,-327.00000000001063,125.99999999998168,192.00000000000728,73.00000000001194,,-971.0000000000158
2017.07.03,-213.00000000000762,-106.00000000000608,-300.99999999999574,-471.00000000000364,-14.999999999998348,146.00000000000168,-51.000000000001044,419.9999999999875,205.00000000001074,-221.00000000000452,-290.9999999999968,-262.00000000000665,92.99999999998754,227.00000000000387,76.0000000000094,,-764.0000000000199
2017.07.03,-214.00000000000307,-124.00000000001299,-299.99999999998914,-465.0000000000034,-19.00000000000235,161.00000000000003,-68.00000000000139,336.9999999999891,188.00000000001037,-165.00000000001512,-296.0000000000074,-197.00000000000273,35.999999999991594,209.00000000000318,83.9999999999952,,-833.0000000000482
2017.07.03,-228.00000000000597,-114.99999999999844,-300.99999999999574,-555.0000000000068,-21.999999999999797,106.00000000000608,-21.00000000000435,391.9999999999959,208.00000000000819,-402.0000000000135,-253.99999999999866,-269.9999999999925,107.99999999999699,187.00000000001182,130.99999999999224,,-1036.0000000000043
2017.07.03,-226.99999999999943,-59.000000000009045,-291.9999999999812,-576.0000000000076,-36.0000000000027,77.00000000000485,48.000000000003595,447.00000000000273,231.0000000000034,-429.00000000001273,-228.00000000000597,-280.0000000000136,212.99999999999653,189.00000000000716,161.99999999999548,,-760.0000000000185
2017.07.03,-203.00000000000873,-9.000000000014552,-221.99999999998886,-710.000000000008,-22.999999999995246,82.99999999999974,14.000000000002899,591.0000000000082,197.00000000000273,-550.000000000006,-175.00000000001404,-202.9999999999976,55.99999999998939,275.0000000000057,148.99999999999915,,-730.000000000025
2017.07.03,-196.00000000000728,-18.0000000000069,-251.00000000000122,-881.0000000000002,-46.00000000000159,14.999999999998348,102.99999999999754,855.9999999999945,246.00000000001288,-605.0000000000111,-36.0000000000138,-215.99999999999397,152.99999999998093,302.0000000000067,180.0000000000024,,-394.00000000004275
2017.07.03,-243.99999999999977,-195.00000000001182,-255.99999999998957,-868.9999999999998,-19.999999999997797,17.000000000000348,97.00000000000264,763.0000000000052,8.000000000008,-477.0000000000163,49.99999999999449,-140.0000000000068,59.99999999999339,344.0000000000083,158.99999999999804,,-703.0000000000111
2017.07.03,-285.00000000000193,-429.99999999999704,-244.9999999999841,-805.0000000000068,39.00000000000014,24.000000000001798,90.99999999999665,544.9999999999875,-288.99999999998374,-284.00000000001756,121.99999999999989,-197.00000000000273,67.9999999999792,329.00000000000773,156.00000000000057,,-1161.000000000021
2017.07.03,-301.0000000000068,-422.00000000001125,-303.9999999999932,-771.0000000000008,29.000000000001247,48.99999999999905,62.000000000006494,530.0000000000011,-273.9999999999965,-206.00000000001728,109.00000000000354,-117.00000000001154,30.999999999981043,301.00000000000193,147.99999999999258,,-1136.0000000000507
2017.07.03,-386.0000000000086,-398.00000000000944,-280.9999999999979,-763.0000000000052,39.00000000000014,60.00000000000449,21.00000000000435,533.9999999999918,-226.99999999999943,-327.00000000001063,90.99999999999665,-144.0000000000108,24.999999999986144,314.00000000000716,144.99999999999514,,-1297.0000000000562
2017.07.03,-383.0,-438.00000000000506,-281.99999999998226,-767.0000000000101,111.00000000000554,58.000000000002494,50.0000000000056,627.9999999999859,-266.999999999995,-280.0000000000136,200.00000000000017,-191.00000000000784,35.999999999991594,351.0000000000133,158.99999999999804,,-1015.000000000011
2017.07.03,-433.0000000000056,-510.99999999999477,-295.99999999998516,-807.0000000000022,128.00000000000588,77.00000000000485,48.000000000003595,576.9999999999982,-383.99999999998437,-285.00000000000193,197.99999999998707,-170.00000000000347,92.99999999998754,352.00000000000387,153.00000000000313,,-1259.9999999999832
2017.07.03,-501.000000000007,-612.0000000000125,-228.99999999999034,-742.0000000000044,187.00000000000384,109.99999999999899,-21.999999999999797,519.9999999999818,-559.9999999999827,-141.00000000001333,292.00000000000335,-147.99999999999258,-20.000000000020002,382.000000000005,160.00000000000458,,-1324.0000000000252
2017.07.03,-515.0000000000099,-565.9999999999999,-185.99999999999727,-679.000000000002,253.99999999999866,180.99999999999784,-88.99999999999464,508.99999999998613,-544.9999999999955,-70.99999999999883,391.9999999999924,-34.000000000000696,-146.00000000000168,398.00000000001035,140.0000000000068,,-957.0000000000082
2017.07.03,-517.0000000000008,-585.9999999999976,-229.99999999999687,-600.0000000000085,255.00000000000523,216.0000000000051,-78.99999999999574,493.9999999999998,-514.9999999999987,-267.0000000000172,405.9999999999952,-32.0000000000098,-101.00000000001774,370.00000000000455,177.00000000000495,,-1009.0000000000282
2017.07.03,-486.00000000000864,-419.0000000000138,-93.99999999999409,-662.0000000000061,279.00000000000705,209.9999999999991,-78.00000000000028,555.0000000000068,-524.9999999999977,-124.99999999999733,465.0000000000043,80.99999999999774,-109.00000000000354,396.0000000000008,174.99999999999181,,-337.00000000001387
2017.07.03,-517.0000000000008,-546.000000000002,-159.99999999998238,-671.999999999997,272.00000000000557,197.00000000000273,-56.99999999999594,572.0000000000027,-563.0000000000024,-114.99999999999844,482.00000000000466,45.99999999999049,-135.00000000001845,435.0000000000023,177.00000000000495,,-583.9999999999834
2017.07.03,-516.0000000000053,-540.0000000000072,-149.9999999999835,-739.0000000000043,260.00000000000466,165.9999999999995,-7.9999999999968985,597.0000000000084,-601.9999999999915,-56.000000000011596,458.00000000000284,5.999999999994898,-51.000000000001044,433.00000000000693,232.99999999999432,,-508.9999999999894
2017.07.03,-560.0000000000049,-730.0000000000084,-231.99999999998778,-853.0000000000086,258.0000000000027,153.99999999999858,31.999999999998696,578.000000000003,-686.9999999999932,-93.00000000000975,358.9999999999982,-124.00000000001299,57.99999999998029,444.0000000000026,191.99999999999218,,-1204.000000000049
2017.07.03,-586.0000000000088,-712.0000000000015,-329.00000000000153,-844.0000000000083,236.00000000000287,151.9999999999966,46.999999999997044,694.9999999999932,-651.0000000000016,-93.00000000000975,280.9999999999979,-158.0000000000137,261.9999999999845,498.00000000000466,269.00000000000813,,-933.00000000006
