date,NZDCHF,empty,sum
2017.04.03,0.0,,0.0
2017.04.03,94.00000000000519,,94.00000000000519
2017.04.03,168.00000000000148,,168.00000000000148
2017.04.03,129.9999999999968,,129.9999999999968
2017.04.03,109.99999999999899,,109.99999999999899
2017.04.03,114.99999999999844,,114.99999999999844
2017.04.03,95.00000000000064,,95.00000000000064
2017.04.03,119.99999999999788,,119.99999999999788
2017.04.03,153.00000000000313,,153.00000000000313
2017.04.03,121.00000000000443,,121.00000000000443
2017.04.03,112.000000000001,,112.000000000001
2017.04.03,146.00000000000168,,146.00000000000168
2017.04.03,134.99999999999625,,134.99999999999625
2017.04.03,112.99999999999643,,112.99999999999643
2017.04.03,56.0000000000005,,56.0000000000005
2017.04.03,44.99999999999504,,44.99999999999504
2017.04.03,9.00000000000345,,9.00000000000345
2017.04.03,-66.99999999999484,,-66.99999999999484
2017.04.03,-68.00000000000139,,-68.00000000000139
2017.04.03,-46.999999999997044,,-46.999999999997044
2017.04.03,-88.99999999999464,,-88.99999999999464
2017.04.03,-65.99999999999939,,-65.99999999999939
2017.04.03,-65.00000000000395,,-65.00000000000395
2017.04.03,-63.00000000000195,,-63.00000000000195
2017.04.03,-26.999999999999247,,-26.999999999999247
2017.04.03,27.999999999994696,,27.999999999994696
2017.04.03,95.00000000000064,,95.00000000000064
2017.04.03,114.00000000000298,,114.00000000000298
2017.04.03,124.99999999999733,,124.99999999999733
2017.04.03,127.99999999999478,,127.99999999999478
2017.04.03,75.9999999999983,,75.9999999999983
2017.04.03,51.000000000001044,,51.000000000001044
2017.04.03,60.99999999999994,,60.99999999999994
2017.04.03,41.9999999999976,,41.9999999999976
2017.04.03,-7.9999999999968985,,-7.9999999999968985
2017.04.03,87.99999999999919,,87.99999999999919
2017.04.03,144.99999999999514,,144.99999999999514
2017.04.03,85.99999999999719,,85.99999999999719
2017.04.03,70.99999999999883,,70.99999999999883
2017.04.03,85.00000000000173,,85.00000000000173
2017.04.03,51.99999999999649,,51.99999999999649
2017.04.03,50.0000000000056,,50.0000000000056
2017.04.03,72.0000000000054,,72.0000000000054
2017.04.03,75.9999999999983,,75.9999999999983
2017.04.03,82.00000000000429,,82.00000000000429
2017.04.03,82.00000000000429,,82.00000000000429
2017.04.03,99.00000000000463,,99.00000000000463
2017.04.03,166.99999999999494,,166.99999999999494
2017.04.04,144.99999999999514,,144.99999999999514
2017.04.04,183.99999999999528,,183.99999999999528
2017.04.04,217.99999999999596,,217.99999999999596
2017.04.04,205.99999999999508,,205.99999999999508
2017.04.04,216.0000000000051,,216.0000000000051
2017.04.04,229.00000000000142,,229.00000000000142
2017.04.04,161.99999999999548,,161.99999999999548
2017.04.04,83.9999999999952,,83.9999999999952
2017.04.04,100.99999999999554,,100.99999999999554
2017.04.04,87.99999999999919,,87.99999999999919
2017.04.04,55.000000000005045,,55.000000000005045
2017.04.04,58.99999999999794,,58.99999999999794
2017.04.04,56.0000000000005,,56.0000000000005
2017.04.04,-2.999999999997449,,-2.999999999997449
2017.04.04,-63.99999999999739,,-63.99999999999739
2017.04.04,-110.99999999999443,,-110.99999999999443
2017.04.04,-97.00000000000264,,-97.00000000000264
2017.04.04,-88.99999999999464,,-88.99999999999464
2017.04.04,-87.00000000000374,,-87.00000000000374
2017.04.04,-83.9999999999952,,-83.9999999999952
2017.04.04,-78.00000000000028,,-78.00000000000028
2017.04.04,-39.999999999995595,,-39.999999999995595
2017.04.04,-117.00000000000044,,-117.00000000000044
2017.04.04,-97.00000000000264,,-97.00000000000264
2017.04.04,-95.00000000000064,,-95.00000000000064
2017.04.04,-124.00000000000189,,-124.00000000000189
2017.04.04,-124.99999999999733,,-124.99999999999733
2017.04.04,-78.99999999999574,,-78.99999999999574
2017.04.04,-116.00000000000499,,-116.00000000000499
2017.04.04,-97.9999999999981,,-97.9999999999981
2017.04.04,-143.00000000000423,,-143.00000000000423
2017.04.04,-234.99999999999633,,-234.99999999999633
2017.04.04,-229.99999999999687,,-229.99999999999687
2017.04.04,-182.00000000000438,,-182.00000000000438
2017.04.04,-185.99999999999727,,-185.99999999999727
2017.04.04,-207.00000000000162,,-207.00000000000162
2017.04.04,-202.0000000000022,,-202.0000000000022
2017.04.04,-190.99999999999673,,-190.99999999999673
2017.04.04,-185.00000000000182,,-185.00000000000182
2017.04.04,-187.9999999999993,,-187.9999999999993
2017.04.04,-180.0000000000024,,-180.0000000000024
2017.04.04,-136.00000000000279,,-136.00000000000279
2017.04.04,-141.00000000000225,,-141.00000000000225
2017.04.04,-183.99999999999528,,-183.99999999999528
2017.04.04,-195.00000000000074,,-195.00000000000074
2017.04.04,-195.9999999999962,,-195.9999999999962
2017.04.04,-195.00000000000074,,-195.00000000000074
2017.04.04,-216.0000000000051,,-216.0000000000051
2017.04.05,-239.99999999999577,,-239.99999999999577
2017.04.05,-219.99999999999798,,-219.99999999999798
2017.04.05,-209.00000000000364,,-209.00000000000364
