date,GBPCHF,GBPJPY,EURJPY,CADJPY,empty,sum
2016.10.24,-28.999999999990145,-78.99999999999352,-28.999999999996362,-57.00000000000216,,-193.99999999998218
2016.10.24,-35.00000000000725,-57.999999999992724,-60.99999999999284,-98.99999999998954,,-252.99999999998235
2016.10.24,-24.999999999986144,-12.000000000000455,7.000000000005002,-71.99999999998852,,-101.99999999997011
2016.10.24,-41.000000000002146,81.00000000000307,99.00000000000375,-43.99999999999693,,95.00000000000773
2016.10.24,-45.000000000006146,63.00000000000239,79.9999999999983,-13.999999999995794,,83.99999999999875
2016.10.24,-49.99999999999449,12.000000000000455,67.99999999999784,-86.99999999998909,,-56.999999999985285
2016.10.24,-95.00000000000064,-60.000000000002274,7.999999999995566,-106.99999999999932,,-254.00000000000665
2016.10.24,-123.00000000000644,-99.99999999999432,-3.0000000000001137,-87.99999999999386,,-313.9999999999947
2016.10.24,-126.0000000000039,-134.00000000000034,-49.99999999999716,-97.99999999999898,,-408.00000000000034
2016.10.24,-177.00000000000495,-280.00000000000114,-140.00000000000057,-113.99999999999011,,-710.9999999999967
2016.10.24,-174.00000000000747,-210.99999999999852,-97.99999999999898,-85.99999999999852,,-569.0000000000035
2016.10.24,-194.99999999998963,-171.99999999999704,-81.99999999999363,-80.99999999998886,,-529.9999999999692
2016.10.24,-187.99999999998818,-146.99999999999136,-84.00000000000318,-83.99999999998897,,-502.9999999999717
2016.10.24,-214.99999999998744,-186.9999999999976,-78.99999999999352,-91.99999999999875,,-572.9999999999773
2016.10.24,-177.99999999998929,-164.99999999999204,-54.99999999999261,-81.99999999999363,,-479.9999999999676
2016.10.24,-167.00000000000603,-137.99999999999102,-73.99999999999807,-82.99999999999841,,-461.9999999999935
2016.10.24,-143.00000000000423,-149.99999999999147,-84.99999999999375,-85.99999999999852,,-463.99999999998795
2016.10.24,-157.00000000000713,-164.00000000000148,-48.99999999999238,-96.9999999999942,,-466.9999999999952
2016.10.24,-160.00000000000458,-143.99999999999125,-28.999999999996362,-88.99999999999864,,-421.9999999999908
2016.10.24,-160.99999999998892,-191.99999999999307,-78.00000000000296,-100.99999999999909,,-531.9999999999841
2016.10.24,-24.000000000001798,-33.999999999991815,-67.99999999999784,-37.9999999999967,,-163.99999999998815
2016.10.24,70.99999999999883,123.00000000000466,-3.0000000000001137,-13.999999999995794,,177.0000000000076
2016.10.24,51.000000000001044,133.00000000000978,135.00000000000512,-34.99999999999659,,284.0000000000193
2016.10.24,41.000000000002146,123.00000000000466,152.00000000000102,-52.99999999999727,,263.0000000000106
2016.10.24,114.99999999999844,224.00000000000375,132.000000000005,-15.999999999991132,,455.00000000001603
2016.10.24,177.00000000000495,254.0000000000049,132.99999999999557,-6.999999999990791,,557.0000000000147
2016.10.24,121.99999999999989,243.0000000000092,134.00000000000034,13.00000000000523,,512.0000000000147
2016.10.24,52.000000000007596,192.00000000000728,123.99999999999523,-21.99999999999136,,346.00000000001876
2016.10.24,45.000000000006146,210.99999999999852,185.00000000000227,-45.000000000001705,,396.00000000000523
2016.10.24,-28.000000000005798,276.00000000001046,277.000000000001,13.00000000000523,,538.0000000000109
2016.10.24,25.999999999992696,338.0000000000081,277.000000000001,-21.000000000000796,,620.000000000001
2016.10.24,-2.999999999997449,204.00000000000773,167.0000000000016,-27.999999999991587,,340.0000000000203
2016.10.24,-63.99999999999739,128.0000000000001,186.9999999999976,-18.000000000000682,,232.99999999999966
2016.10.24,-78.00000000000028,227.00000000000387,245.9999999999951,17.000000000010118,,412.0000000000088
2016.10.24,-182.99999999999983,347.999999999999,391.9999999999959,160.0000000000108,,717.0000000000058
2016.10.24,-313.99999999999204,254.0000000000049,423.0000000000018,132.000000000005,,495.00000000001967
2016.10.24,-314.99999999999864,256.0000000000002,454.9999999999983,41.00000000001103,,437.0000000000109
2016.10.24,-441.0000000000025,234.00000000000887,448.99999999999807,-60.99999999999284,,181.0000000000116
2016.10.24,-480.99999999999807,175.00000000001137,430.0000000000068,-89.9999999999892,,34.00000000003092
2016.10.24,-364.9999999999931,221.00000000000364,394.00000000000546,-78.99999999999352,,171.00000000002245
2016.10.24,-235.00000000000742,292.0000000000016,365.99999999999966,-83.99999999998897,,339.0000000000049
2016.10.24,-258.99999999998704,301.00000000000193,373.9999999999952,-39.00000000000148,,377.00000000000864
2016.10.24,-109.99999999998789,404.0000000000106,367.999999999995,-3.0000000000001137,,659.0000000000176
2016.10.24,-73.99999999999629,435.0000000000023,394.999999999996,23.000000000010346,,779.0000000000124
2016.10.24,-38.0000000000047,465.0000000000034,355.000000000004,-33.999999999991815,,748.0000000000109
2016.10.24,-51.000000000001044,424.0000000000066,347.999999999999,-58.9999999999975,,662.000000000007
2016.10.24,-8.999999999992347,481.9999999999993,344.99999999999886,-27.999999999991587,,790.0000000000143
2016.10.24,80.99999999999774,567.0000000000073,344.99999999999886,287.00000000000614,,1280.00000000001
2016.10.25,-11.999999999989797,477.00000000000387,250.0,471.00000000000364,,1186.0000000000177
2016.10.25,-26.999999999999247,469.99999999999886,329.00000000000773,150.00000000000568,,922.000000000013
2016.10.25,-106.00000000000608,433.9999999999975,346.00000000000364,124.00000000000944,,798.0000000000044
2016.10.25,-80.99999999999774,496.9999999999999,411.00000000000136,167.0000000000016,,994.0000000000051
2016.10.25,-34.000000000000696,539.0000000000015,403.0000000000058,221.00000000000364,,1129.0000000000102
2016.10.25,-83.9999999999952,506.0000000000002,412.00000000000614,227.00000000000387,,1061.000000000015
2016.10.25,-39.999999999995595,569.0000000000026,424.0000000000066,231.00000000000875,,1184.0000000000223
2016.10.25,-45.000000000006146,593.0000000000035,471.9999999999942,280.00000000000114,,1299.9999999999927
2016.10.25,-62.99999999999084,632.000000000005,542.0000000000016,334.0000000000032,,1445.000000000019
