date,GBPCHF,GBPJPY,EURJPY,CADJPY,empty,sum
2016.10.24,-7.999999999985796,-34.99999999999659,-16.999999999995907,-39.99999999999204,,-99.99999999997033
2016.10.24,34.000000000000696,11.00000000000989,7.000000000005002,-72.99999999999329,,-20.999999999977703
2016.10.24,25.999999999992696,173.00000000000182,156.0000000000059,12.000000000000455,,367.0000000000009
2016.10.24,5.000000000010552,138.00000000000523,123.00000000000466,20.000000000010232,,286.0000000000307
2016.10.24,-19.999999999997797,96.00000000000364,106.99999999999932,3.0000000000001137,,186.0000000000053
2016.10.24,-4.000000000004,66.0000000000025,90.00000000000341,-60.99999999999284,,91.00000000000907
2016.10.24,-58.000000000002494,-3.9999999999906777,36.000000000001364,-61.99999999999761,,-87.99999999998943
2016.10.24,-79.99999999999119,-39.00000000000148,16.000000000005343,-54.000000000002046,,-156.99999999998937
2016.10.24,-52.000000000007596,-98.99999999998954,-40.99999999999682,-73.99999999999807,,-265.99999999999204
2016.10.24,-154.99999999999403,-208.99999999998897,-94.99999999999886,-75.9999999999934,,-534.9999999999752
2016.10.24,-153.00000000000313,-170.99999999999227,-75.9999999999934,-69.99999999999318,,-469.999999999982
2016.10.24,-141.99999999999767,-128.99999999999068,-81.99999999999363,-77.99999999998875,,-430.9999999999707
2016.10.24,-184.99999999999073,-135.99999999999568,-39.00000000000148,-66.99999999999307,,-426.99999999998096
2016.10.24,-144.99999999999514,-128.0000000000001,-54.000000000002046,-70.99999999999795,,-397.9999999999952
2016.10.24,-140.0000000000068,-102.99999999999443,-25.99999999999625,-57.00000000000216,,-325.99999999999966
2016.10.24,-117.99999999999588,-115.99999999999966,-67.99999999999784,-72.99999999999329,,-374.9999999999867
2016.10.24,-99.99999999998899,-93.99999999999409,-33.999999999991815,-64.99999999999773,,-292.9999999999726
2016.10.24,-126.99999999998823,-115.99999999999966,6.000000000000227,-72.99999999999329,,-309.99999999998096
2016.10.24,-150.99999999999002,-109.99999999999943,-1.0000000000047748,-45.000000000001705,,-306.9999999999959
2016.10.24,-4.999999999988347,-28.999999999996362,0.0,-34.99999999999659,,-68.9999999999813
2016.10.24,117.99999999999588,160.0000000000108,-3.0000000000001137,36.000000000001364,,311.00000000000796
2016.10.24,259.9999999999936,329.9999999999983,150.00000000000568,70.00000000000739,,810.0000000000049
2016.10.24,62.000000000006494,169.00000000001114,189.99999999999773,-24.999999999991473,,396.0000000000239
2016.10.24,148.99999999999915,251.00000000000477,180.99999999999739,-4.9999999999954525,,576.0000000000059
2016.10.24,263.00000000001324,303.0000000000115,168.99999999999693,11.00000000000989,,746.0000000000316
2016.10.24,212.99999999999653,328.00000000000296,171.99999999999704,31.00000000000591,,744.0000000000025
2016.10.24,127.00000000001043,246.00000000000932,165.99999999999682,25.000000000005684,,564.0000000000223
2016.10.24,109.00000000000354,267.0000000000101,207.9999999999984,21.000000000000796,,605.0000000000128
2016.10.24,130.0000000000079,350.0000000000085,286.00000000000136,31.00000000000591,,797.0000000000236
2016.10.24,34.000000000000696,347.999999999999,287.9999999999967,28.000000000005798,,698.0000000000022
2016.10.24,36.999999999998145,353.00000000000864,329.9999999999983,-6.000000000000227,,714.0000000000048
2016.10.24,5.999999999994898,204.9999999999983,216.00000000000819,1.0000000000047748,,428.00000000000614
2016.10.24,-11.999999999989797,225.00000000000853,245.00000000000455,15.000000000000568,,473.0000000000239
2016.10.24,-24.999999999986144,427.0000000000067,417.0000000000016,195.0000000000074,,1014.0000000000296
2016.10.24,-68.00000000000139,472.999999999999,442.0000000000073,174.0000000000066,,1021.0000000000115
2016.10.24,-283.99999999999534,356.9999999999993,500.0,183.00000000000693,,756.0000000000109
2016.10.24,-302.0000000000023,261.0000000000099,457.00000000000784,45.000000000001705,,461.00000000001717
2016.10.24,-404.9999999999887,275.0000000000057,478.9999999999992,-58.9999999999975,,290.0000000000187
2016.10.24,-333.9999999999899,251.00000000000477,445.99999999999795,-72.99999999999329,,290.00000000001955
2016.10.24,-137.9999999999937,376.0000000000048,403.99999999999636,-42.999999999992156,,599.0000000000153
2016.10.24,-198.99999999999363,328.00000000000296,375.0,-9.000000000000341,,495.000000000009
2016.10.24,-78.00000000000028,460.9999999999985,406.0000000000059,-0.999999999990564,,788.0000000000135
2016.10.24,-52.99999999999194,484.00000000000887,439.00000000000716,60.000000000002274,,930.0000000000264
2016.10.24,2.0000000000131024,507.000000000005,408.00000000000125,41.00000000001103,,958.0000000000304
2016.10.24,-1.0000000000065512,471.00000000000364,359.99999999999943,-27.999999999991587,,802.000000000005
