date,USDCHF,GBPUSD,EURUSD,USDJPY,GBPCHF,EURCHF,CHFJPY,CADCHF,EURGBP,GBPJPY,GBPCAD,EURJPY,EURCAD,EURAUD,CADJPY,NZDJPY,AUDNZD,empty,sum
2021.03.29,66.99999999999484,109.99999999998789,-14.999999999987246,1.0000000000047748,134.99999999999625,41.000000000002146,-137.00000000000045,119.00000000000244,-39.00000000000014,235.99999999999,351.0000000000124,14.000000000010004,-150.00000000000568,-151.00000000001222,10.99999999999568,6.999999999990791,138.0000000000159,,737.9999999999974
2021.03.29,47.9999999999925,60.99999999999994,-21.00000000000435,-1.9999999999953388,60.99999999999994,41.000000000002146,-165.99999999999682,129.00000000000134,-57.00000000000705,228.999999999985,282.0000000000045,11.000000000024102,-170.99999999998784,-144.0000000000108,9.999999999990905,1.9999999999953388,167.00000000000603,,479.99999999999955
2021.03.29,87.99999999999919,105.99999999998388,-31.000000000003247,-23.9999999999867,126.99999999998823,73.99999999999629,-198.99999999999807,168.00000000000148,-70.99999999999883,215.0000000000034,415.0000000000098,16.000000000019554,-225.99999999999287,-248.00000000000378,8.99999999998613,0.999999999990564,226.00000000001506,,646.0000000000102
2021.03.29,102.99999999999754,168.99999999999693,-21.999999999988695,58.000000000006935,203.99999999998198,78.00000000000028,-271.0000000000008,170.99999999999892,-33.000000000005244,391.9999999999959,514.9999999999987,100.99999999999909,-231.0000000000034,-178.00000000001148,63.99999999999295,69.99999999999318,260.0000000000158,,1449.9999999999686
2021.03.29,139.00000000000023,140.99999999999113,11.00000000000545,63.00000000000239,228.99999999999034,86.0000000000083,-236.99999999999477,190.00000000000128,-23.00000000000635,375.99999999997635,512.0000000000014,70.99999999999795,-214.00000000000307,-156.00000000000057,55.999999999997385,71.99999999998852,251.00000000000122,,1566.999999999957
2021.03.29,146.99999999999713,136.99999999998712,12.000000000012001,83.00000000001262,234.00000000000088,97.9999999999981,-247.99999999999045,175.00000000000293,-30.000000000007798,399.0000000000009,544.0000000000111,97.00000000000841,-251.99999999998556,-165.9999999999995,51.9999999999925,93.99999999999409,231.0000000000034,,1607.0000000000377
2021.03.29,144.99999999999514,54.99999999998284,12.999999999996348,-51.9999999999925,156.99999999998494,90.99999999999665,-107.99999999998988,139.00000000000023,-80.99999999999774,118.99999999999977,527.0000000000108,-64.99999999999773,-319.0000000000026,-289.0000000000059,-97.00000000000841,-47.000000000011255,205.99999999999508,,393.9999999999558
2021.03.29,190.00000000000128,-19.999999999997797,80.99999999999774,-36.99999999999193,146.00000000000168,82.00000000000429,-66.99999999999307,102.00000000000209,-77.00000000000485,60.000000000002274,597.0000000000031,-125.0,-374.999999999992,-348.9999999999993,-172.00000000001125,-151.00000000001046,269.00000000000813,,154.00000000001984
2021.03.29,197.99999999999818,4.000000000004,96.00000000000719,-22.999999999996135,178.99999999999582,80.99999999999774,-78.00000000000296,112.99999999999643,-52.000000000007596,102.00000000000387,616.0000000000165,-123.99999999999523,-346.9999999999862,-299.00000000000483,-153.0000000000058,-103.00000000000864,233.00000000001654,,443.0000000000291
2021.03.29,180.99999999999784,14.000000000002899,29.999999999996696,-79.9999999999983,164.99999999999292,117.00000000001154,-36.99999999999193,110.99999999999443,-89.00000000000574,36.000000000001364,602.999999999998,-119.99999999997613,-404.0000000000044,-229.99999999999687,-184.0000000000117,-99.00000000000375,275.000000000003,,289.0000000000098
2021.03.29,152.99999999999204,98.99999999998244,4.000000000004,-174.99999999999716,205.99999999999508,107.00000000001265,28.000000000005798,119.99999999999788,-57.00000000000705,-3.0000000000143245,631.0000000000038,-202.99999999997453,-370.00000000000364,-56.99999999999594,-222.0000000000084,-74.00000000001228,293.0000000000099,,479.99999999999005
2021.03.29,134.99999999999625,72.99999999998974,-21.00000000000435,-224.99999999999432,149.9999999999835,113.00000000000753,58.000000000006935,87.99999999999919,-92.99999999999864,-98.00000000001319,634.0000000000013,-232.99999999997567,-438.00000000000506,-100.0000000000112,-280.00000000000114,-124.00000000000944,307.99999999999716,,-53.00000000003149
2021.03.29,148.99999999999915,0.0,8.000000000008,-224.99999999999432,100.99999999999554,102.00000000000209,76.00000000000762,58.99999999999794,-116.00000000000499,-177.99999999999727,635.0000000000077,-259.9999999999909,-482.00000000000466,-225.00000000000853,-328.00000000000296,-196.00000000001216,296.0000000000074,,-583.9999999999903
2021.03.29,139.00000000000023,17.000000000000348,24.000000000001798,-176.9999999999925,105.99999999998388,76.0000000000094,11.00000000000989,43.999999999999595,-92.99999999999864,-94.00000000002251,676.0000000000099,-223.99999999998954,-472.9999999999901,-164.00000000000858,-298.0000000000018,-157.0000000000107,319.0000000000026,,-267.9999999999967
2021.03.29,151.00000000000114,31.000000000003247,48.000000000003595,-188.99999999999295,137.9999999999937,70.99999999999883,40.99999999999682,14.999999999998348,-67.00000000000594,-97.00000000000841,789.0000000000175,-265.99999999999113,-519.9999999999872,-222.99999999999542,-354.0000000000134,-177.0000000000067,273.9999999999965,,-334.9999999999916
2021.03.29,180.99999999999784,-38.0000000000047,96.99999999999153,-160.99999999998715,109.99999999998789,59.000000000009045,46.00000000000648,12.000000000000899,-75.00000000000284,-133.00000000000978,756.0000000000011,-284.9999999999966,-509.99999999998823,-180.0000000000024,-359.00000000000887,-177.0000000000067,285.00000000000193,,-372.0000000000106
2021.03.29,136.99999999999824,-69.00000000000794,100.99999999999554,-266.9999999999959,19.999999999997797,1.0000000000065512,105.00000000000398,-36.999999999998145,-90.0000000000012,-314.9999999999977,760.0000000000051,-415.9999999999968,-536.0000000000032,-309.0000000000037,-461.00000000001273,-285.0000000000108,234.00000000000088,,-1427.00000000002
2021.03.29,148.99999999999915,-134.00000000001188,129.00000000000134,-222.99999999999898,-23.00000000001745,-11.999999999989797,76.99999999999818,-43.999999999999595,-114.99999999999844,-323.0000000000075,712.0000000000015,-395.9999999999866,-537.9999999999941,-337.0000000000095,-449.0000000000123,-298.0000000000018,252.0000000000078,,-1573.00000000002
2021.03.29,169.99999999999238,-131.99999999999878,99.00000000000463,-170.99999999999227,13.999999999980695,45.000000000006146,43.00000000000637,21.999999999999797,-134.0000000000008,-250.0,602.999999999998,-298.9999999999782,-478.999999999985,-317.9999999999961,-349.00000000000375,-249.00000000000944,276.00000000000955,,-1108.9999999999668
2021.03.29,122.99999999999534,-107.99999999999699,79.00000000000685,-135.99999999999568,-30.0000000000189,5.999999999994898,-46.999999999997044,-19.00000000000235,-135.00000000000733,-177.00000000002092,643.0000000000158,-236.99999999999477,-512.9999999999857,-302.0000000000023,-329.00000000000773,-264.00000000001,364.00000000000875,,-1082.0000000000182
2021.03.29,-41.9999999999976,79.99999999999119,2.999999999997449,-173.99999999999238,-83.00000000001084,-119.00000000000244,-212.99999999999386,-63.99999999999739,-70.99999999999883,-22.00000000001978,676.0000000000099,-195.99999999999795,-432.9999999999945,-51.000000000001044,-256.0000000000002,-198.0000000000075,478.0000000000006,,-685.0000000000152
2021.03.29,-21.00000000000435,194.99999999998963,18.999999999991246,-56.99999999998795,51.000000000001044,-112.99999999998533,-316.0000000000025,-109.99999999999899,10.999999999994348,268.99999999997704,964.0000000000093,-76.99999999999818,-533.99999999999,-93.00000000000975,-232.00000000001353,-84.00000000000318,391.000000000008,,262.9999999999769
2021.03.29,24.999999999997247,483.99999999999557,144.99999999999514,-65.99999999998829,386.9999999999818,-175.99999999999838,-248.99999999999523,-87.99999999999919,285.00000000000193,572.0000000000027,1365.0000000000161,-227.99999999998022,-404.0000000000044,4.000000000004,-257.000000000005,-157.0000000000107,436.00000000001415,,2078.0000000000273
2021.03.29,32.999999999994145,329.00000000000153,221.00000000000452,-74.99999999998863,253.99999999999866,-234.00000000000088,-228.9999999999992,-75.9999999999983,241.00000000000233,390.99999999999113,1154.0000000000105,-320.99999999999795,-297.9999999999983,-59.000000000009045,-258.0000000000098,-221.00000000000364,402.9999999999978,,1254.9999999999948
2021.03.29,-2.000000000002,374.999999999992,134.99999999999625,-53.999999999987836,251.00000000000122,-195.9999999999962,-292.0000000000016,-31.999999999998696,207.99999999999707,465.0000000000034,1046.0000000000136,-203.9999999999793,-263.99999999999756,-55.000000000005045,-160.0000000000108,-127.00000000000955,372.00000000001677,,1466.0000000000318
2021.03.29,76.99999999999375,543.999999999989,136.00000000000279,-120.99999999999511,517.9999999999962,-104.99999999999955,-123.99999999999523,63.99999999999739,317.0000000000006,562.9999999999882,1189.0000000000177,-282.99999999998704,-198.99999999999363,120.00000000000898,-175.00000000001137,-62.00000000001182,336.00000000000296,,2795.0000000000036
2021.03.29,81.9999999999932,584.9999999999911,129.00000000000134,-134.00000000000034,561.9999999999958,-90.99999999999665,-102.99999999999443,82.99999999999974,334.00000000000097,592.9999999999893,1195.0000000000127,-287.9999999999825,-173.00000000000094,228.99999999999034,-165.00000000000625,9.999999999990905,302.0000000000023,,3149.9999999999864
