date,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,GBPCHF,EURCHF,CHFJPY,AUDCHF,EURGBP,GBPCAD,EURCAD,CADJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2015.01.19,-131.99999999999878,-2.0000000000131024,-105.00000000000398,-15.999999999993797,-107.00000000000153,-234.00000000000088,-201.00000000000674,-177.99999999999727,-9.00000000000345,-15.999999999993797,-144.99999999999514,-26.999999999999247,-46.999999999997044,-59.99999999998806,-59.99999999999339,-122.99999999999534,-153.00000000000313,,-1614.9999999999845
2015.01.19,-18.999999999991246,29.999999999996696,-109.99999999999943,-1.0000000000065512,-121.00000000000443,-83.9999999999952,-2.000000000002,-194.99999999999318,-36.0000000000027,-15.999999999993797,-259.9999999999936,-28.000000000005798,-40.99999999999682,-24.999999999991473,-10.999999999994348,-126.99999999999933,-207.00000000000162,,-1252.9999999999745
2015.01.19,42.999999999993044,69.9999999999923,-102.00000000000387,25.00000000000835,-114.99999999999844,-157.99999999999147,-60.99999999999994,-414.0000000000157,-185.00000000000182,1.0000000000065512,-255.99999999998957,20.999999999982144,-52.99999999999727,-40.99999999999682,-37.99999999999359,-42.999999999993044,-117.99999999999588,,-1423.999999999995
2015.01.19,110.99999999999443,79.99999999999119,-84.99999999999375,28.999999999990145,-102.99999999999754,-370.00000000000364,-255.00000000000523,-389.00000000001,-163.99999999999747,4.000000000004,-253.99999999999866,-1.0000000000065512,-54.99999999999261,-237.99999999999955,-24.000000000001798,-19.999999999997797,-87.99999999999919,,-1822.0000000000236
2015.01.19,117.00000000001154,32.999999999994145,-34.000000000006025,85.00000000000173,-184.00000000000637,-365.99999999999966,-269.00000000000813,348.99999999998954,104.99999999999955,-20.999999999993246,-191.99999999999218,-80.00000000001339,120.00000000000455,-251.99999999999534,-14.000000000002899,-4.999999999999449,-127.00000000001043,,-735.000000000026
2015.01.19,-35.999999999991594,-1.0000000000065512,-96.00000000000364,76.0000000000094,-161.00000000000003,-339.99999999998477,-234.00000000000088,-460.00000000000796,-232.99999999999432,-46.999999999997044,-180.0000000000024,-107.00000000001265,80.0000000000125,-259.00000000000034,-21.999999999999797,-0.999999999995449,-69.9999999999923,,-2090.999999999968
2015.01.19,60.99999999999994,45.000000000006146,-447.9999999999933,38.0000000000047,-234.00000000000088,9.999999999998899,27.999999999994696,-746.0000000000093,-266.999999999995,12.999999999996348,-194.0000000000053,-62.000000000006494,-238.9999999999901,-223.99999999998954,-78.00000000000028,4.000000000004,-75.00000000000284,,-2367.999999999988
2015.01.19,109.00000000000354,124.99999999999733,-518.0000000000007,0.0,-87.99999999999919,-19.999999999997797,47.9999999999925,-812.0000000000118,-124.99999999999733,19.00000000000235,-334.9999999999964,75.99999999998718,-303.99999999998784,109.99999999999943,-161.00000000000003,-12.999999999996348,26.999999999999247,,-1862.0000000000057
2015.01.19,80.00000000001339,38.99999999998904,-388.00000000000523,4.999999999988347,-65.00000000000395,8.000000000008,56.0000000000005,-677.9999999999973,-131.00000000000333,-5.999999999994898,-296.9999999999917,-78.00000000000028,-232.99999999998988,-6.000000000000227,-142.99999999999312,23.00000000000635,56.99999999999594,,-1756.9999999999784
2015.01.19,83.9999999999952,28.999999999990145,-349.9999999999943,79.00000000000685,-89.00000000000574,348.00000000001495,243.99999999999977,-1212.9999999999939,-405.9999999999952,-5.999999999994898,-106.99999999999044,-90.99999999999665,-156.99999999999648,49.000000000006594,-139.99999999999568,-41.000000000002146,-5.999999999994898,,-1772.999999999947
