date,GBPUSD,USDCAD,AUDUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,EURJPY,EURCAD,EURAUD,CADJPY,AUDJPY,NZDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2016.10.31,-38.99999999998904,-36.999999999998145,-64.99999999999284,-23.00000000000635,-5.999999999994898,-72.99999999999329,-31.000000000003247,-24.000000000001798,-34.99999999999615,-43.00000000000415,0.0,-48.99999999998794,-10.99999999999568,-77.00000000001594,-41.000000000002146,-57.00000000000216,-36.99999999999193,-68.00000000001205,-96.99999999999153,0.0,-68.00000000000139,,-880.9999999999807
2016.10.31,-1.999999999990898,-7.0000000000014495,-96.99999999999153,-16.0000000000049,-22.999999999995246,-69.99999999999318,-26.000000000003798,-9.00000000000345,-14.000000000002899,15.999999999993797,68.9999999999884,36.0000000000138,-28.999999999996362,-100.0000000000112,-1.999999999990898,-42.00000000000159,-30.000000000001137,-42.00000000000159,-102.00000000000209,-10.000000000010001,13.000000000018552,,-486.9999999999877
2016.10.31,1.999999999990898,-35.999999999991594,-90.0000000000012,-16.0000000000049,-24.999999999986144,-73.99999999999807,-53.999999999998494,-38.0000000000047,2.000000000002,64.99999999999284,88.99999999999864,24.000000000001798,-42.00000000000159,-168.99999999999693,-86.0000000000083,-55.00000000000682,-36.99999999999193,-45.000000000001705,-119.00000000000244,6.999999999990347,-14.999999999987246,,-712.0000000000056
2016.10.31,80.99999999999774,-95.999999999985,-34.000000000000696,2.999999999997449,-34.99999999998504,-77.99999999998875,-55.000000000005045,-41.9999999999976,10.999999999994348,93.99999999999409,186.9999999999976,83.00000000001084,-33.999999999991815,-184.00000000000637,-103.99999999999298,-69.00000000000261,-51.00000000000193,-30.000000000001137,-86.99999999999264,-20.0000000000089,-7.0000000000014495,,-466.9999999999699
2016.10.31,19.999999999997797,-65.00000000000395,-140.99999999999113,-209.00000000000364,-38.99999999998904,-111.99999999999477,-72.0000000000054,-48.000000000003595,-158.99999999999804,105.99999999999498,137.00000000000045,70.0000000000145,-83.99999999998897,-226.00000000001506,-116.00000000000499,-144.99999999999602,-91.99999999999875,-124.00000000000944,-156.00000000000057,12.999999999996348,-174.99999999999181,,-1616.999999999991
2016.10.31,-24.000000000001798,0.0,-131.99999999999878,-174.00000000000747,-92.99999999998754,44.00000000001114,-41.000000000002146,-24.999999999997247,-153.00000000000313,51.99999999999649,225.9999999999991,32.0000000000098,37.00000000000614,-192.99999999999872,-121.99999999999989,-224.99999999999432,-158.99999999999181,-85.00000000000796,-167.00000000000603,120.99999999999334,-188.9999999999947,,-1269.9999999999754
2016.10.31,-113.99999999999189,18.0000000000069,-93.99999999999409,-169.00000000000804,-61.99999999998429,-20.999999999986585,-57.00000000000705,-43.00000000000415,-119.99999999999788,25.999999999992696,79.9999999999983,-56.99999999999594,-13.999999999995794,-222.00000000001108,-157.99999999999147,-123.00000000000466,-106.99999999999932,-92.00000000001296,-76.0000000000094,59.99999999999339,-203.99999999998198,,-1548.9999999999852
2016.10.31,21.00000000000435,-31.000000000003247,-65.99999999999939,-113.00000000000753,-58.000000000002494,31.00000000000591,-67.00000000000594,-121.00000000000443,-73.00000000000084,125.99999999999278,265.00000000000057,85.00000000000173,42.00000000000159,-248.00000000000378,-287.9999999999994,-147.99999999999613,-209.00000000000318,-42.00000000000159,-58.000000000002494,87.99999999999919,-205.99999999999508,,-1070.0000000000193
2016.10.31,-66.99999999999484,19.999999999997797,-36.999999999998145,-139.00000000000023,-78.99999999998464,41.00000000001103,-85.00000000000173,-153.00000000000313,-75.00000000000284,107.99999999999699,221.9999999999942,-27.999999999983594,22.00000000000557,-314.00000000001427,-387.99999999998835,-188.0000000000024,-253.0000000000001,-29.000000000010573,-5.999999999994898,105.99999999999498,-287.9999999999994,,-1609.9999999999784
2016.10.31,-76.0000000000094,28.000000000005798,1.0000000000065512,-153.00000000000313,-109.99999999998789,100.00000000000853,-85.99999999999719,-158.99999999999804,-99.00000000000463,112.99999999999643,280.9999999999917,-40.99999999997994,73.0000000000075,-321.0000000000157,-438.00000000000506,-188.0000000000024,-298.0000000000018,-5.000000000009663,43.999999999999595,128.99999999999022,-330.9999999999924,,-1536.000000000001
