date,USDCHF,USDJPY,GBPCHF,EURCHF,CADCHF,AUDCHF,GBPCAD,EURNZD,AUDJPY,AUDNZD,empty,sum
2021.06.28,-80.99999999999774,66.0000000000025,25.00000000000835,120.99999999999334,118.99999999999133,220.99999999999343,514.9999999999987,258.99999999998704,-182.00000000000216,-117.99999999999588,,944.9999999999791
2021.06.28,-24.000000000001798,63.00000000000239,-116.00000000000499,90.00000000001229,61.999999999995396,229.99999999999687,533.0000000000057,329.99999999998585,-219.99999999999886,-202.00000000001327,,745.9999999999797
2021.06.28,-7.0000000000014495,66.0000000000025,-185.99999999999727,51.000000000001044,87.99999999999919,302.9999999999977,613.0000000000191,584.0000000000067,-328.00000000000296,-275.000000000003,,909.0000000000218
2021.06.28,-4.000000000004,66.0000000000025,-140.0000000000068,49.99999999999449,93.99999999999409,247.99999999999267,665.0000000000044,706.0000000000066,-256.0000000000002,-266.999999999995,,1161.9999999999889
2021.06.28,-9.00000000000345,76.99999999999818,-119.00000000000244,52.000000000007596,107.99999999999699,259.9999999999936,661.0000000000005,669.9999999999928,-280.00000000000114,-263.00000000001324,,1156.9999999999693
2021.06.28,15.999999999993797,85.00000000000796,-106.99999999999044,51.000000000001044,107.99999999999699,317.9999999999961,663.0000000000135,641.999999999987,-379.99999999999545,-334.9999999999964,,1061.0000000000143
2021.06.28,-28.000000000005798,-15.000000000000568,-83.9999999999952,66.99999999999484,134.0000000000008,320.9999999999935,648.0000000000041,463.9999999999977,-268.0000000000007,-208.99999999999253,,1029.9999999999964
2021.06.28,-53.999999999998494,-24.00000000000091,-56.000000000011596,90.99999999999665,161.99999999999548,331.999999999999,626.0000000000155,409.99999999999926,-246.9999999999999,-164.00000000000858,,1075.9999999999864
2021.06.28,-131.99999999999878,-9.000000000000341,-48.000000000003595,83.00000000001084,145.9999999999906,337.99999999999386,674.000000000019,439.99999999999596,-195.99999999999795,-205.00000000001074,,1090.9999999999989
2021.06.28,-170.00000000000347,-39.99999999999204,24.000000000001798,134.00000000001188,161.00000000000003,356.00000000000074,726.0000000000044,431.0000000000036,-158.00000000000125,-173.00000000000094,,1291.000000000025
