date,AUDUSD,AUDJPY,empty,sum
2021.01.18,-14.999999999998348,-58.000000000006935,,-73.00000000000529
2021.01.18,-14.000000000002899,-69.00000000000261,,-83.00000000000551
2021.01.18,-31.999999999998696,-78.00000000000296,,-110.00000000000165
2021.01.18,-32.999999999994145,-76.99999999999818,,-109.99999999999233
2021.01.18,138.00000000000477,113.99999999999011,,251.99999999999488
2021.01.18,117.99999999999588,77.99999999998875,,195.99999999998462
2021.01.18,112.99999999999643,104.99999999998977,,217.9999999999862
2021.01.18,50.0000000000056,93.99999999999409,,143.9999999999997
2021.01.18,26.999999999999247,82.99999999999841,,109.99999999999766
2021.01.18,36.0000000000027,99.99999999999432,,135.99999999999702
2021.01.18,65.00000000000395,122.99999999999045,,187.9999999999944
2021.01.18,109.99999999999899,135.99999999999568,,245.99999999999466
2021.01.18,126.99999999999933,158.99999999999181,,285.99999999999113
2021.01.18,200.99999999999562,235.99999999999,,436.9999999999856
2021.01.18,209.00000000000364,256.9999999999908,,465.99999999999443
2021.01.18,158.99999999999804,207.9999999999984,,366.9999999999965
2021.01.18,161.00000000000003,200.9999999999934,,361.9999999999934
2021.01.18,175.00000000000293,229.99999999998977,,404.9999999999927
2021.01.18,116.00000000000499,168.99999999999693,,285.00000000000193
2021.01.18,202.0000000000022,242.999999999995,,444.99999999999716
2021.01.18,224.000000000002,244.99999999999034,,468.9999999999923
2021.01.18,314.99999999999864,362.99999999999955,,677.9999999999982
2021.01.18,341.99999999999784,360.99999999999,,702.9999999999878
2021.01.18,361.0000000000002,358.99999999999466,,719.9999999999949
2021.01.18,339.0000000000004,358.99999999999466,,697.999999999995
2021.01.18,361.9999999999957,369.99999999999034,,731.999999999986
2021.01.18,312.00000000000114,350.9999999999991,,663.0000000000002
2021.01.18,292.00000000000335,342.9999999999893,,634.9999999999927
2021.01.18,307.99999999999716,339.9999999999892,,647.9999999999864
2021.01.18,346.0000000000019,368.9999999999998,,715.0000000000016
2021.01.18,297.00000000000284,335.9999999999985,,633.0000000000014
2021.01.18,190.99999999999673,246.9999999999999,,437.9999999999966
2021.01.18,209.00000000000364,259.9999999999909,,468.99999999999454
2021.01.18,195.00000000000074,250.99999999999056,,445.9999999999913
2021.01.18,187.00000000000384,230.99999999999454,,417.9999999999984
2021.01.18,204.00000000000418,289.99999999999204,,493.99999999999625
2021.01.18,222.99999999999542,287.9999999999967,,510.99999999999216
2021.01.18,185.00000000000182,284.9999999999966,,469.9999999999984
2021.01.18,197.00000000000273,295.0000000000017,,492.00000000000443
2021.01.18,234.00000000000088,299.99999999999716,,533.9999999999981
2021.01.18,248.99999999999923,323.99999999999807,,572.9999999999973
2021.01.18,275.000000000003,359.99999999999943,,635.0000000000025
2021.01.18,280.00000000000244,365.99999999999966,,646.000000000002
2021.01.18,221.00000000000452,313.99999999999295,,534.9999999999975
2021.01.18,212.00000000000108,293.99999999999693,,505.999999999998
2021.01.18,205.99999999999508,289.0000000000015,,494.9999999999966
2021.01.18,219.99999999999798,303.99999999998784,,523.9999999999858
2021.01.18,234.00000000000088,317.99999999999784,,551.9999999999987
2021.01.19,265.0000000000041,342.9999999999893,,607.9999999999934
2021.01.19,219.99999999999798,286.9999999999919,,506.9999999999899
2021.01.19,233.00000000000543,317.99999999999784,,551.0000000000033
2021.01.19,217.0000000000005,289.99999999999204,,506.99999999999255
2021.01.19,99.00000000000463,178.99999999998784,,277.9999999999925
2021.01.19,29.999999999996696,125.0,,154.9999999999967
2021.01.19,29.000000000001247,45.000000000001705,,74.00000000000296
2021.01.19,-27.999999999994696,-27.000000000001023,,-54.99999999999572
2021.01.19,-70.99999999999883,-158.00000000000125,,-229.00000000000009
2021.01.19,-73.99999999999629,-250.0,,-323.9999999999963
2021.01.19,-85.99999999999719,-298.0000000000018,,-383.999999999999
2021.01.19,-117.99999999999588,-319.0000000000026,,-436.9999999999985
2021.01.19,-63.00000000000195,-231.99999999999932,,-295.00000000000125
2021.01.19,-100.99999999999554,-273.00000000001035,,-374.0000000000059
2021.01.19,-107.00000000000153,-277.000000000001,,-384.00000000000256
2021.01.19,-63.00000000000195,-245.00000000000455,,-308.0000000000065
2021.01.19,-58.000000000002494,-237.99999999999955,,-296.00000000000205
2021.01.19,-60.99999999999994,-268.0000000000007,,-329.0000000000006
2021.01.19,-63.99999999999739,-276.00000000001046,,-340.00000000000784
2021.01.19,-122.99999999999534,-309.0000000000117,,-432.00000000000705
2021.01.19,-180.99999999999784,-328.00000000000296,,-509.0000000000008
2021.01.19,-95.99999999999609,-258.0000000000098,,-354.00000000000585
2021.01.19,29.000000000001247,-149.0000000000009,,-119.99999999999966
2021.01.19,-19.999999999997797,-196.00000000001216,,-216.00000000000995
2021.01.19,-73.00000000000084,-257.000000000005,,-330.00000000000585
2021.01.19,-22.999999999995246,-188.0000000000024,,-210.99999999999764
2021.01.19,-93.99999999999409,-250.0,,-343.9999999999941
2021.01.19,-80.00000000000229,-240.0000000000091,,-320.00000000001137
2021.01.19,-100.00000000000009,-225.00000000000853,,-325.00000000000864
2021.01.19,-88.99999999999464,-239.00000000000432,,-327.999999999999
2021.01.19,-95.99999999999609,-266.00000000000534,,-362.0000000000014
2021.01.19,-129.9999999999968,-215.0000000000034,,-345.0000000000002
2021.01.19,-170.00000000000347,-256.0000000000002,,-426.0000000000037
2021.01.19,-117.00000000000044,-215.0000000000034,,-332.00000000000387
2021.01.19,-19.00000000000235,-178.00000000001148,,-197.00000000001384
2021.01.19,-63.99999999999739,-210.00000000000796,,-274.00000000000534
2021.01.19,-12.999999999996348,-85.00000000000796,,-98.0000000000043
2021.01.19,22.999999999995246,-29.000000000010573,,-6.000000000015326
2021.01.19,48.99999999999905,-10.000000000005116,,38.99999999999393
2021.01.19,58.99999999999794,-2.0000000000095497,,56.99999999998839
2021.01.19,77.00000000000485,6.999999999990791,,83.99999999999564
2021.01.19,124.99999999999733,48.00000000000182,,172.99999999999915
2021.01.19,139.00000000000023,54.99999999999261,,193.99999999999284
2021.01.19,99.00000000000463,58.9999999999975,,158.00000000000213
2021.01.19,119.99999999999788,48.99999999999238,,168.99999999999028
2021.01.19,112.99999999999643,30.000000000001137,,142.99999999999756
2021.01.19,106.00000000000608,31.999999999996476,,138.00000000000256
2021.01.19,82.99999999999974,-2.0000000000095497,,80.9999999999902
2021.01.20,90.0000000000012,-19.000000000005457,,70.99999999999574
2021.01.20,129.9999999999968,24.999999999991473,,154.99999999998826
2021.01.20,-43.00000000000415,-121.00000000000932,,-164.00000000001347
2021.01.20,-68.99999999999685,-156.0000000000059,,-225.00000000000276
2021.01.20,-65.99999999999939,-154.00000000001057,,-220.00000000000995
2021.01.20,-75.00000000000284,-134.00000000000034,,-209.00000000000318
2021.01.20,-61.999999999995396,-118.00000000000921,,-180.0000000000046
2021.01.20,-56.0000000000005,-70.00000000000739,,-126.00000000000789
2021.01.20,-151.9999999999966,-149.0000000000009,,-300.9999999999975
2021.01.20,-178.99999999999582,-166.00000000001103,,-345.0000000000068
2021.01.20,-156.99999999999602,-142.00000000001012,,-299.00000000000614
2021.01.20,-139.00000000000023,-130.00000000000966,,-269.0000000000099
2021.01.20,-129.9999999999968,-128.0000000000001,,-257.99999999999693
2021.01.20,-144.99999999999514,-132.000000000005,,-277.0000000000001
2021.01.20,-209.9999999999991,-189.00000000000716,,-399.00000000000625
2021.01.20,-199.00000000000472,-185.00000000000227,,-384.000000000007
2021.01.20,-263.99999999999756,-258.0000000000098,,-522.0000000000073
2021.01.20,-317.9999999999961,-292.0000000000016,,-609.9999999999977
2021.01.20,-337.99999999999386,-352.00000000000387,,-689.9999999999977
2021.01.20,-326.9999999999995,-304.00000000000205,,-631.0000000000016
2021.01.20,-331.0000000000035,-311.00000000000705,,-642.0000000000106
2021.01.20,-309.0000000000037,-353.9999999999992,,-663.000000000003
2021.01.20,-278.00000000000045,-274.0000000000009,,-552.0000000000014
2021.01.20,-263.0000000000021,-268.0000000000007,,-531.0000000000027
2021.01.20,-258.9999999999981,-275.0000000000057,,-534.0000000000039
2021.01.20,-280.9999999999979,-299.0000000000066,,-580.0000000000045
2021.01.20,-287.0000000000039,-307.00000000000216,,-594.0000000000061
2021.01.20,-248.99999999999923,-272.00000000000557,,-521.0000000000048
2021.01.20,-202.9999999999976,-237.00000000000898,,-440.0000000000066
2021.01.20,-200.00000000000017,-221.00000000000364,,-421.0000000000038
2021.01.20,-215.99999999999397,-243.99999999999977,,-459.99999999999375
2021.01.20,-273.000000000001,-250.0,,-523.000000000001
2021.01.20,-336.00000000000296,-308.00000000000693,,-644.0000000000099
2021.01.20,-331.999999999999,-296.0000000000065,,-628.0000000000055
2021.01.20,-512.9999999999968,-355.000000000004,,-868.0000000000008
2021.01.20,-537.9999999999941,-353.9999999999992,,-891.9999999999933
2021.01.20,-376.99999999999403,-219.99999999999886,,-596.999999999993
2021.01.20,-388.9999999999949,-237.00000000000898,,-626.0000000000039
2021.01.20,-370.00000000000364,-209.00000000000318,,-579.0000000000068
2021.01.20,-319.0000000000026,-180.00000000000682,,-499.00000000000944
2021.01.20,-351.99999999999676,-219.0000000000083,,-571.000000000005
2021.01.20,-360.0000000000048,-221.00000000000364,,-581.0000000000084
2021.01.20,-339.99999999999585,-199.00000000001228,,-539.0000000000082
2021.01.20,-385.99999999999744,-210.00000000000796,,-596.0000000000055
2021.01.20,-383.99999999999545,-210.99999999999852,,-594.999999999994
2021.01.20,-419.00000000000273,-225.9999999999991,,-645.0000000000018
2021.01.20,-412.00000000000125,-228.9999999999992,,-641.0000000000005
2021.01.20,-410.9999999999947,-231.00000000000875,,-642.0000000000034
2021.01.21,-434.000000000001,-262.00000000000045,,-696.0000000000015
2021.01.21,-427.99999999999505,-261.0000000000099,,-689.000000000005
2021.01.21,-544.0,-368.9999999999998,,-912.9999999999998
2021.01.21,-561.0000000000003,-387.00000000000045,,-948.0000000000008
2021.01.21,-522.0000000000002,-394.00000000000546,,-916.0000000000057
2021.01.21,-514.0000000000033,-402.000000000001,,-916.0000000000043
2021.01.21,-658.0000000000031,-490.99999999999966,,-1149.0000000000027
2021.01.21,-624.0000000000023,-466.99999999999875,,-1091.000000000001
2021.01.21,-626.9999999999998,-489.0000000000043,,-1116.000000000004
2021.01.21,-690.9999999999972,-526.0000000000105,,-1217.0000000000077
2021.01.21,-682.0000000000048,-512.0000000000005,,-1194.0000000000052
2021.01.21,-697.9999999999986,-515.0000000000006,,-1212.999999999999
2021.01.21,-685.9999999999977,-489.0000000000043,,-1175.000000000002
2021.01.21,-658.9999999999985,-438.0000000000024,,-1097.000000000001
2021.01.21,-690.9999999999972,-392.0000000000101,,-1083.0000000000073
2021.01.21,-695.9999999999966,-399.0000000000009,,-1094.9999999999975
2021.01.21,-678.0000000000008,-389.00000000001,,-1067.000000000011
2021.01.21,-668.9999999999974,-386.0000000000099,,-1055.0000000000073
2021.01.21,-641.0000000000027,-370.00000000000455,,-1011.0000000000073
2021.01.21,-565.9999999999999,-353.00000000000864,,-919.0000000000085
2021.01.21,-580.0000000000027,-389.00000000001,,-969.0000000000127
