date,EURUSD,USDCAD,EURGBP,EURCAD,NZDJPY,empty,sum
2016.05.16,-74.0000000000185,-42.0000000000087,-80.00000000000229,-89.00000000000574,-87.0000000000033,,-372.00000000003854
2016.05.16,-76.0000000000094,52.99999999999194,-70.99999999999883,-36.0000000000138,-120.00000000000455,,-250.00000000003462
2016.05.16,-79.00000000000685,37.99999999998249,-63.99999999999739,-63.000000000013046,-108.99999999999466,,-277.00000000002944
2016.05.16,-45.000000000006146,106.99999999999044,-32.999999999994145,102.00000000000209,1.9999999999953388,,132.99999999998758
2016.05.16,47.99999999998139,76.99999999999375,46.999999999997044,151.9999999999966,-114.00000000000432,,209.99999999996442
2016.05.16,46.999999999997044,108.99999999998133,53.999999999998494,224.99999999998633,-114.00000000000432,,320.99999999995885
2016.05.16,-37.00000000002035,126.99999999998823,-10.999999999994348,117.99999999999588,-182.00000000000216,,14.999999999967258
2016.05.16,-68.00000000000139,156.00000000000057,-7.9999999999968985,112.000000000001,-174.99999999999716,,17.00000000000611
2016.05.16,-70.99999999999883,150.99999999999002,-24.999999999997247,83.9999999999952,-150.99999999999625,,-12.000000000007105
2016.05.16,-25.00000000000835,125.99999999998168,-34.000000000000696,137.9999999999937,-87.0000000000033,,117.99999999996305
2016.05.16,-11.00000000000545,-60.000000000015596,-68.00000000000139,-58.000000000002494,-156.99999999999648,,-354.00000000002143
2016.05.16,-41.000000000002146,-58.000000000002494,-87.00000000000374,-110.00000000001009,-314.9999999999977,,-611.0000000000161
2016.05.16,-50.0000000000167,-77.00000000001594,-95.99999999999609,-150.00000000000568,-359.99999999999943,,-733.0000000000339
2016.05.16,-45.000000000006146,-117.00000000001154,-92.99999999999864,-174.00000000000747,-379.0000000000049,,-808.0000000000286
2016.05.16,-35.00000000000725,-120.00000000000898,-90.0000000000012,-171.00000000001003,-385.0000000000051,,-801.0000000000325
2016.05.16,-36.0000000000138,-106.00000000000608,-87.00000000000374,-148.99999999999915,-364.9999999999949,,-743.0000000000177
2016.05.16,-11.00000000000545,-104.00000000001519,-46.999999999997044,-133.00000000000534,-242.00000000000443,,-537.0000000000275
2016.05.16,-21.00000000000435,-34.000000000000696,-32.999999999994145,-53.999999999998494,-221.9999999999942,,-363.99999999999187
2016.05.16,-25.00000000000835,-161.00000000001114,-58.99999999999794,-150.00000000000568,-283.00000000000125,,-678.0000000000243
2016.05.16,-31.000000000003247,-178.00000000001148,-73.00000000000084,-185.00000000001293,-365.99999999999966,,-833.0000000000282
2016.05.16,37.99999999998249,-294.0000000000165,-29.999999999996696,-225.99999999999287,-402.000000000001,,-914.0000000000246
2016.05.16,37.99999999998249,-278.00000000000045,41.9999999999976,-239.00000000001143,-429.00000000000205,,-866.0000000000339
2016.05.16,12.999999999996348,-340.00000000000693,-29.000000000001247,-261.0000000000001,-469.99999999999886,,-1087.000000000011
2016.05.16,23.999999999979593,-319.0000000000026,-17.000000000000348,-190.00000000000128,-492.00000000000443,,-994.0000000000291
2016.05.16,44.99999999998394,-260.0000000000158,70.0000000000034,-194.0000000000053,-545.9999999999923,,-885.000000000026
2016.05.16,-17.000000000000348,-222.00000000001108,80.99999999999774,-253.00000000001432,-587.0000000000033,,-998.0000000000314
2016.05.16,-28.000000000005798,-269.00000000000813,19.999999999997797,-269.00000000000813,-594.9999999999989,,-1141.0000000000232
2016.05.16,63.99999999999739,-282.0000000000045,70.0000000000034,-171.99999999999437,-585.9999999999985,,-905.9999999999966
2016.05.16,92.99999999998754,-374.0000000000077,4.999999999999449,-253.00000000001432,-640.0000000000006,,-1169.0000000000355
2016.05.16,54.99999999998284,-356.00000000000074,-26.999999999999247,-307.00000000001285,-688.999999999993,,-1324.000000000023
2016.05.16,66.99999999999484,-236.00000000001398,-19.999999999997797,-104.99999999999955,-602.9999999999944,,-897.0000000000109
2016.05.16,162.99999999997982,-328.00000000001717,4.000000000004,-70.99999999999883,-618.9999999999998,,-851.000000000032
2016.05.16,162.99999999997982,-348.9999999999993,-5.999999999994898,-153.00000000000313,-590.0000000000034,,-935.0000000000209
2016.05.16,171.99999999999437,-588.0000000000107,-26.000000000003798,-367.0000000000062,-606.9999999999993,,-1416.0000000000257
2016.05.16,204.99999999998852,-639.0000000000118,-85.99999999999719,-391.000000000008,-641.9999999999959,,-1553.0000000000243
2016.05.16,154.99999999999403,-537.0000000000097,-121.99999999999989,-333.0000000000055,-617.0000000000044,,-1454.0000000000255
2016.05.16,169.99999999998127,-487.99999999999955,-122.99999999999534,-339.0000000000004,-608.0000000000041,,-1388.0000000000182
2016.05.16,165.9999999999995,-533.0000000000057,-182.99999999999983,-381.0000000000091,-667.9999999999922,,-1599.0000000000073
2016.05.16,169.99999999998127,-551.0000000000126,-185.00000000000182,-398.00000000000944,-685.9999999999928,,-1650.0000000000355
2016.05.16,173.00000000000094,-551.0000000000126,-168.99999999999693,-381.99999999999346,-671.999999999997,,-1600.999999999999
2016.05.16,115.99999999998278,-521.0000000000159,-175.00000000000293,-381.0000000000091,-685.9999999999928,,-1647.000000000038
2016.05.16,70.99999999999883,-408.00000000000836,-168.99999999999693,-353.0000000000033,-676.9999999999925,,-1536.0000000000023
2016.05.16,60.99999999999994,-466.00000000001086,-190.00000000000128,-436.9999999999985,-688.999999999993,,-1721.0000000000036
2016.05.16,34.99999999998504,-453.0000000000145,-170.00000000000347,-449.9999999999948,-644.0000000000055,,-1682.0000000000332
2016.05.16,68.00000000000139,-486.00000000000864,-148.99999999999915,-432.9999999999945,-641.9999999999959,,-1641.9999999999968
2016.05.16,79.99999999999119,-441.0000000000025,-156.00000000000057,-388.9999999999949,-615.9999999999997,,-1522.0000000000064
2016.05.16,78.00000000000028,-432.0000000000102,-161.00000000000003,-385.00000000001313,-593.9999999999941,,-1494.000000000017
2016.05.16,61.99999999998429,-447.0000000000196,-200.99999999999562,-395.99999999999636,-637.0000000000005,,-1619.0000000000277
2016.05.17,68.99999999998573,-513.0000000000078,-226.99999999999943,-478.0000000000006,-629.9999999999955,,-1779.0000000000177
2016.05.17,45.99999999999049,-465.0000000000043,-283.99999999999534,-475.0000000000032,-596.0000000000036,,-1774.000000000016
2016.05.17,45.99999999999049,-478.0000000000006,-270.0000000000036,-461.0000000000003,-599.9999999999943,,-1763.0000000000082
2016.05.17,35.999999999991594,-462.0000000000068,-273.9999999999965,-473.0000000000123,-614.9999999999949,,-1788.000000000019
2016.05.17,39.999999999995595,-446.0000000000131,-339.0000000000004,-445.0000000000065,-626.0000000000048,,-1816.0000000000293
2016.05.17,28.999999999990145,-487.0000000000152,-573.9999999999967,-495.000000000001,-625.0,,-2152.0000000000227
2016.05.17,47.99999999998139,-407.0000000000018,-483.99999999999557,-398.9999999999938,-593.9999999999941,,-1836.0000000000039
2016.05.17,68.99999999998573,-409.99999999999926,-492.999999999999,-333.0000000000055,-548.0000000000018,,-1715.0000000000198
2016.05.17,51.99999999998539,-340.00000000000693,-480.99999999999807,-300.00000000001137,-591.9999999999987,,-1661.0000000000296
2016.05.17,34.000000000000696,-557.0000000000075,-583.0000000000002,-533.0000000000057,-864.0000000000043,,-2503.0000000000173
2016.05.17,41.99999999998649,-753.0000000000036,-673.0000000000014,-726.0000000000044,-1048.9999999999923,,-3159.0000000000155
2016.05.17,83.9999999999952,-933.000000000006,-663.0000000000025,-876.0000000000101,-1091.9999999999986,,-3480.000000000022
2016.05.17,29.999999999996696,-946.0000000000024,-658.0000000000031,-890.9999999999974,-992.0000000000044,,-3457.0000000000105
2016.05.17,49.99999999999449,-885.0000000000025,-695.0000000000011,-937.9999999999944,-819.9999999999932,,-3287.999999999997
2016.05.17,48.99999999998794,-858.0000000000032,-698.9999999999941,-897.9999999999987,-786.0000000000014,,-3192.0000000000095
2016.05.17,48.99999999998794,-860.0000000000163,-646.9999999999976,-916.0000000000057,-802.9999999999973,,-3177.000000000029
2016.05.17,22.999999999995246,-849.0000000000109,-680.9999999999983,-906.0000000000068,-801.9999999999925,,-3215.0000000000136
2016.05.17,17.999999999984695,-845.0000000000068,-710.999999999995,-917.0000000000123,-900.9999999999962,,-3356.000000000026
2016.05.17,9.999999999998899,-887.9999999999999,-697.9999999999986,-907.0000000000133,-1045.0000000000018,,-3528.0000000000146
2016.05.17,112.000000000001,-1017.0000000000013,-770.9999999999994,-914.9999999999991,-1153.9999999999964,,-3744.999999999995
2016.05.17,136.99999999998712,-966.0000000000002,-773.9999999999969,-893.0000000000105,-1221.999999999994,,-3718.0000000000146
2016.05.17,157.99999999999147,-900.0000000000119,-763.0000000000026,-809.9999999999997,-1207.9999999999984,,-3523.000000000021
2016.05.17,198.99999999999363,-803.0000000000203,-690.0000000000017,-580.0000000000027,-1117.0000000000045,,-2991.0000000000355
2016.05.17,119.99999999998678,-607.0000000000019,-646.9999999999976,-434.000000000001,-1129.9999999999955,,-2698.000000000009
2016.05.17,88.99999999998354,-403.00000000002,-610.9999999999949,-283.99999999999534,-1093.999999999994,,-2303.000000000021
2016.05.17,132.99999999998312,-361.0000000000113,-634.0000000000013,-171.99999999999437,-1125.0,,-2159.0000000000236
2016.05.17,114.99999999999844,-385.00000000001313,-661.0000000000005,-272.00000000000557,-1170.0000000000018,,-2373.0000000000227
2016.05.17,105.99999999998388,-273.0000000000121,-656.9999999999965,-174.00000000000747,-1132.000000000005,,-2130.0000000000373
2016.05.17,63.99999999999739,-254.00000000002086,-617.9999999999964,-197.00000000000273,-1090.0000000000034,,-2095.000000000026
2016.05.17,68.99999999998573,-80.00000000001339,-612.0000000000015,21.999999999988695,-1003.0000000000001,,-1604.0000000000405
2016.05.17,39.999999999995595,-165.9999999999995,-639.9999999999961,-133.00000000000534,-1046.999999999997,,-1946.0000000000023
2016.05.17,-85.00000000000173,-147.00000000000824,-648.0000000000041,-296.0000000000074,-1072.9999999999932,,-2249.0000000000146
2016.05.17,5.999999999994898,-49.00000000001015,-632.9999999999947,7.999999999985796,-861.9999999999948,,-1530.0000000000189
2016.05.17,132.99999999998312,-146.00000000000168,-510.99999999999477,109.99999999998789,-885.0000000000051,,-1299.0000000000305
2016.05.17,226.99999999999943,-226.99999999999943,-348.9999999999993,92.99999999998754,-837.0000000000033,,-1093.000000000015
