date,GBPUSD,EURUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,EURGBP,GBPCAD,GBPAUD,EURJPY,EURCAD,EURAUD,EURNZD,CADJPY,AUDJPY,NZDJPY,NZDCAD,AUDNZD,empty,sum
2017.11.27,-44.99999999998394,-26.999999999999247,-42.0000000000087,-19.00000000000235,-78.99999999999574,-73.00000000001194,0.0,-98.00000000001319,-135.00000000000733,-119.99999999999788,-60.99999999999994,-58.99999999999794,-114.0000000000141,-68.99999999998573,0.0,-28.000000000005798,-69.9999999999923,-367.99999999999056,-28.000000000005798,-85.00000000000796,-76.99999999999818,-26.000000000003798,-214.00000000000307,,-1837.000000000026
2017.11.27,-12.999999999996348,9.999999999998899,-103.00000000000864,-5.999999999994898,-63.00000000000195,-48.000000000003595,58.000000000002494,-132.000000000005,-70.99999999999883,-63.00000000000195,-85.99999999999719,-100.00000000000009,-185.99999999999727,-9.999999999998899,110.99999999999,52.99999999999194,-273.9999999999965,-476.9999999999941,66.0000000000025,-88.00000000000807,-31.00000000000591,-24.000000000001798,-190.00000000000128,,-1667.0000000000264
2017.11.27,43.00000000001525,-21.999999999988695,-109.00000000000354,17.000000000000348,-70.99999999999883,-174.99999999999181,133.00000000000534,-128.0000000000001,-143.00000000000423,-100.00000000000009,-29.999999999996696,-65.99999999999939,-268.0000000000016,184.00000000000637,179.00000000000205,86.99999999999264,-272.99999999998994,-489.99999999999045,60.99999999999284,-94.99999999999886,-12.000000000000455,-51.000000000001044,-133.00000000000534,,-1461.9999999999563
2017.11.27,-2.999999999997449,-22.999999999995246,-143.00000000000423,12.000000000000899,-70.99999999999883,-151.00000000001222,148.99999999999915,-85.00000000000796,-138.00000000000477,-93.99999999999409,17.000000000000348,-51.000000000001044,-226.00000000001506,126.0000000000039,156.99999999998226,93.99999999999409,-148.99999999999915,-395.99999999999636,87.99999999999386,-90.00000000000341,21.000000000000796,-46.999999999997044,-161.00000000001114,,-1164.0000000000628
2017.11.27,-4.999999999988347,-52.99999999999194,-141.00000000001333,11.00000000000545,-65.00000000000395,-131.99999999999878,107.99999999999699,-54.000000000002046,-126.0000000000039,-93.99999999999409,17.000000000000348,-60.99999999999994,-226.99999999999943,133.00000000000534,37.00000000000614,41.000000000002146,-185.99999999999727,-398.00000000000944,49.99999999999716,-66.0000000000025,-15.000000000000568,-48.99999999999905,-153.00000000000313,,-1427.9999999999945
2017.11.27,-12.999999999996348,-136.00000000000279,-164.00000000000858,2.000000000002,-99.00000000000463,-129.00000000000134,66.00000000001049,-47.000000000011255,-130.0000000000079,-93.99999999999409,-10.999999999994348,4.999999999999449,-222.99999999999542,151.00000000001222,9.999999999990905,5.999999999994898,-79.99999999999119,-322.00000000000006,39.99999999999204,-40.99999999999682,-28.999999999996362,-36.0000000000027,-168.99999999999693,,-1442.999999999999
2017.11.27,-62.99999999999084,-147.00000000000824,-209.00000000001472,63.00000000000195,-204.00000000000418,-168.0000000000126,75.00000000000284,-30.000000000001137,-143.00000000000423,-81.9999999999932,-109.99999999999899,-24.999999999997247,-243.99999999999977,209.9999999999991,-55.00000000000682,31.000000000003247,-278.00000000000045,-594.0000000000057,-39.00000000000148,-8.000000000009777,-216.99999999999875,-14.999999999998348,-197.00000000000273,,-2449.000000000042
2017.11.27,-45.99999999999049,-112.000000000001,-205.00000000001074,143.00000000000423,-234.00000000000088,-107.99999999999699,65.00000000000395,63.99999999999295,-89.00000000000574,33.000000000005244,-148.0000000000037,-41.000000000002146,-231.0000000000034,358.00000000001387,-191.0000000000025,72.99999999998974,-373.99999999998545,-666.000000000011,-139.00000000001,158.99999999999181,-307.00000000000216,94.00000000000519,-192.99999999999872,,-2095.000000000018
2017.11.27,-43.999999999999595,-65.99999999998829,-213.00000000001873,107.00000000000153,-246.00000000000176,-68.00000000000139,86.0000000000083,146.99999999999136,-81.00000000000884,2.000000000002,-166.99999999999494,-53.999999999998494,-252.0000000000078,313.00000000000773,-227.00000000000387,130.99999999999224,-407.99999999998613,-770.000000000004,-180.99999999999739,228.9999999999992,-367.00000000000443,107.00000000000153,-256.99999999999613,,-2279.0000000000077
2017.11.27,-73.99999999999629,-123.00000000000644,-212.00000000001216,119.99999999999788,-226.00000000000398,-73.99999999999629,75.00000000000284,212.99999999999386,-95.00000000000064,-21.999999999999797,-124.99999999999733,-32.999999999994145,-231.0000000000034,239.00000000001143,-260.9999999999957,89.00000000000574,-263.99999999999756,-645.0000000000067,-183.9999999999975,212.99999999999386,-347.999999999999,89.00000000000574,-261.0000000000001,,-2139.999999999996
