date,AUDUSD,GBPCHF,NZDCHF,EURGBP,GBPJPY,GBPCAD,empty,sum
2017.01.23,36.0000000000027,-134.99999999999625,99.00000000000463,29.999999999996696,50.00000000001137,-134.99999999999625,,-54.99999999997709
2017.01.23,50.0000000000056,-173.99999999998528,156.00000000000057,15.999999999993797,-70.99999999999795,-192.00000000001438,,-214.99999999999764
2017.01.23,116.00000000000499,-161.99999999999548,253.99999999999866,73.00000000000084,498.9999999999952,-85.00000000000173,,695.0000000000026
2017.01.23,188.00000000001037,-206.99999999997942,289.0000000000059,51.99999999999649,575.9999999999934,-2.999999999997449,,895.0000000000292
2017.01.23,118.00000000000699,-176.99999999998272,246.99999999999721,78.00000000000028,447.00000000000273,-34.000000000000696,,679.0000000000239
2017.01.23,109.00000000000354,-153.9999999999875,212.00000000000108,137.9999999999937,453.00000000000296,18.999999999991246,,777.000000000005
2017.01.23,20.0000000000089,-107.99999999999699,174.00000000000747,188.9999999999947,562.9999999999882,18.999999999991246,,856.9999999999935
2017.01.23,134.0000000000008,-178.99999999999582,226.00000000000398,157.99999999999147,526.9999999999868,-116.00000000000499,,749.9999999999823
2017.01.23,179.00000000000693,-300.99999999999574,251.00000000000122,29.999999999996696,389.00000000001,-300.00000000001137,,248.00000000000773
2017.01.23,201.00000000000674,-258.99999999998704,221.99999999999997,63.99999999999739,385.9999999999957,-273.0000000000121,,341.0000000000006
2017.01.23,218.00000000000708,-393.99999999998323,268.99999999999704,-39.00000000000014,318.00000000001205,-463.9999999999977,,-91.99999999996493
2017.01.23,180.0000000000024,-322.9999999999844,285.00000000000193,19.999999999997797,330.99999999998886,-348.00000000001495,,144.9999999999916
2017.01.23,152.00000000000767,-274.9999999999808,226.00000000000398,30.999999999992145,347.0000000000084,-341.99999999999784,,139.0000000000336
2017.01.23,76.0000000000094,-252.99999999999213,184.00000000000637,48.99999999999905,306.99999999998795,-327.99999999999494,,35.00000000001569
2017.01.23,119.00000000000244,-233.99999999997868,200.00000000000017,58.99999999999794,383.0000000000098,-297.0000000000139,,230.00000000001768
2017.01.23,167.00000000000603,-227.99999999998377,200.00000000000017,48.99999999999905,669.0000000000111,-282.0000000000045,,575.0000000000282
2017.01.23,211.00000000000563,-329.99999999998585,255.00000000000523,-4.999999999999449,590.0000000000034,-409.99999999999926,,311.00000000002973
2017.01.23,203.00000000000873,-383.0,294.00000000000534,-56.0000000000005,562.0000000000118,-310.0000000000103,,310.00000000001506
2017.01.23,162.0000000000066,-536.9999999999875,289.0000000000059,-182.00000000000438,287.00000000000614,-608.0000000000085,,-588.9999999999818
2017.01.23,82.00000000000429,-654.9999999999834,253.99999999999866,-206.00000000000617,147.99999999999613,-598.0000000000097,,-975.0000000000001
2017.01.23,14.000000000002899,-554.9999999999944,219.99999999999798,-109.00000000000354,323.0000000000075,-485.0000000000021,,-591.9999999999918
2017.01.23,-15.999999999993797,-520.9999999999936,216.0000000000051,-101.00000000000664,310.0000000000023,-395.99999999999636,,-507.999999999983
2017.01.23,59.000000000009045,-735.9999999999811,228.00000000000597,-276.00000000000955,8.99999999998613,-651.0000000000016,,-1366.9999999999911
2017.01.23,-19.999999999997797,-651.9999999999859,101.00000000000664,-289.0000000000059,44.999999999987494,-680.0000000000139,,-1495.0000000000095
2017.01.23,40.00000000000669,-592.9999999999991,53.999999999998494,-264.0000000000087,68.9999999999884,-683.0000000000114,,-1377.0000000000255
2017.01.23,53.00000000000304,-631.9999999999882,70.0000000000034,-277.000000000005,10.99999999999568,-781.0000000000094,,-1556.0000000000005
2017.01.23,65.99999999999939,-497.99999999999847,62.000000000006494,-213.00000000000762,1.0000000000047748,-683.9999999999957,,-1265.9999999999911
2017.01.23,107.00000000000153,-430.9999999999814,153.99999999999858,-151.00000000000114,174.0000000000066,-387.000000000004,,-533.9999999999798
2017.01.23,189.00000000000583,-514.9999999999987,194.0000000000053,-208.00000000000819,175.99999999998772,-510.99999999999477,,-675.000000000003
2017.01.23,224.000000000002,-633.9999999999791,292.9999999999988,-213.00000000000762,336.9999999999891,-670.000000000015,,-663.0000000000118
2017.01.23,233.00000000000543,-798.9999999999942,399.0000000000049,-330.0000000000081,269.00000000000546,-1100.000000000012,,-1327.9999999999986
2017.01.23,203.00000000000873,-776.9999999999833,394.00000000000546,-307.0000000000017,271.99999999999136,-1036.0000000000148,,-1250.999999999994
2017.01.23,170.00000000000347,-754.9999999999945,372.0000000000057,-299.00000000000483,51.9999999999925,-1104.0000000000161,,-1564.0000000000139
2017.01.23,255.00000000000523,-848.9999999999886,424.9999999999976,-340.00000000000693,-181.99999999998795,-1263.9999999999984,,-1954.999999999979
2017.01.23,271.0000000000101,-773.9999999999858,426.9999999999996,-277.000000000005,225.9999999999991,-1222.9999999999964,,-1349.9999999999784
2017.01.23,279.00000000000705,-954.9999999999948,445.0000000000065,-416.00000000000523,370.00000000000455,-1381.00000000001,,-1657.9999999999918
2017.01.23,148.0000000000037,-943.9999999999893,401.00000000000693,-445.0000000000065,367.999999999995,-1185.9999999999982,,-1657.9999999999884
2017.01.23,107.00000000000153,-934.9999999999969,390.0000000000015,-418.0000000000073,564.9999999999977,-1106.000000000007,,-1397.0000000000105
2017.01.23,32.0000000000098,-961.9999999999961,431.0000000000036,-465.0000000000043,463.99999999999864,-1283.0000000000118,,-1783.0000000000002
2017.01.23,85.00000000000173,-962.9999999999806,465.9999999999998,-462.0000000000068,459.0000000000032,-795.0000000000124,,-1209.999999999995
2017.01.23,69.00000000000794,-1036.999999999999,397.99999999999835,-492.0000000000035,282.99999999998704,-956.0000000000013,,-1735.0000000000105
2017.01.23,45.000000000006146,-948.9999999999999,392.9999999999989,-423.0000000000067,344.99999999999886,-893.0000000000105,,-1482.0000000000132
2017.01.23,113.00000000000753,-1004.9999999999892,401.00000000000693,-480.0000000000027,338.99999999999864,-946.0000000000024,,-1577.9999999999814
2017.01.23,210.00000000001017,-1039.9999999999966,424.00000000000216,-482.00000000000466,248.99999999999523,-868.000000000002,,-1506.9999999999957
2017.01.23,210.00000000001017,-1051.9999999999864,406.00000000000637,-499.000000000005,189.99999999999773,-939.0000000000009,,-1683.999999999978
2017.01.23,204.00000000000418,-1090.9999999999975,419.00000000000273,-517.0000000000008,44.00000000001114,-1109.0000000000043,,-2049.9999999999845
2017.01.23,233.00000000000543,-1006.9999999999801,407.99999999999727,-486.00000000000864,170.99999999999227,-963.0000000000027,,-1643.9999999999964
2017.01.23,294.00000000000534,-1041.9999999999873,343.9999999999999,-583.0000000000002,292.0000000000016,-1126.0000000000048,,-1820.9999999999854
