date,GBPUSD,USDCAD,AUDUSD,NZDUSD,EURCHF,CHFJPY,CADCHF,GBPJPY,GBPAUD,EURJPY,EURCAD,EURNZD,CADJPY,AUDJPY,NZDCAD,AUDNZD,empty,sum
2015.08.10,-1.0000000000065512,-139.00000000000023,-65.00000000000395,-80.99999999999774,-198.99999999999363,-128.0000000000001,-19.999999999997797,-122.0000000000141,-190.99999999996342,-22.999999999996135,-147.00000000000824,-247.00000000001944,-81.00000000000307,-95.99999999998943,-41.000000000002146,-118.00000000001809,,-1699.0000000000143
2015.08.10,7.999999999985796,-133.00000000000534,-51.99999999999649,-95.00000000000064,-198.99999999999363,-104.99999999998977,14.000000000002899,-147.00000000001978,-209.9999999999991,-52.00000000002092,-151.9999999999966,-304.9999999999997,-69.00000000000261,-66.0000000000025,-94.00000000000519,-185.00000000001293,,-1842.0000000000566
2015.08.10,21.999999999988695,-161.00000000001114,-65.00000000000395,-109.99999999999899,-269.9999999999925,-89.9999999999892,63.00000000000195,-290.00000000002046,-253.99999999997647,-204.00000000000773,-225.00000000000853,-373.00000000000114,-17.000000000010118,-31.999999999996476,-64.0000000000085,-188.00000000001037,,-2258.0000000000455
2015.08.10,62.99999999999084,-224.000000000002,-38.0000000000047,-63.99999999999739,-269.9999999999925,-3.9999999999906777,31.000000000003247,-360.00000000001364,-180.99999999998673,-212.0000000000175,-278.00000000000045,-309.0000000000037,-31.00000000000591,32.00000000001069,-1.0000000000065512,-179.00000000001802,,-2025.000000000035
2015.08.10,63.99999999999739,-238.0000000000049,-65.99999999999939,-68.99999999999685,-242.00000000000887,-3.9999999999906777,31.999999999998696,-322.00000000000273,-273.99999999997425,-169.00000000001114,-269.00000000000813,-290.00000000001245,-32.00000000001069,8.000000000009777,31.999999999998696,-147.00000000000824,,-1986.0000000000239
2015.08.10,8.999999999992347,-312.00000000000114,-153.99999999999858,-103.99999999999298,-236.99999999999832,-18.999999999991246,7.0000000000014495,-328.00000000000296,-461.9999999999624,-175.00000000001137,-327.00000000001063,-304.9999999999997,-70.00000000000739,-76.99999999999818,32.999999999994145,-132.00000000002098,,-2653.0000000000077
2015.08.10,-36.999999999998145,-340.00000000000693,-202.0000000000022,-126.99999999999933,-249.00000000001032,-33.00000000000125,12.999999999996348,-335.00000000000796,-510.9999999999726,-180.00000000000682,-297.9999999999983,-321.0000000000157,-58.9999999999975,-108.99999999999466,29.999999999996696,-62.000000000006494,,-2820.000000000024
2015.08.10,-56.000000000011596,-370.00000000000364,-216.0000000000051,-136.99999999999824,-252.0000000000078,-24.999999999991473,19.999999999997797,-377.00000000000955,-584.9999999999688,-168.00000000000637,-296.9999999999917,-300.00000000001137,-51.00000000000193,-111.99999999999477,31.999999999998696,-22.0000000000109,,-2916.000000000017
2015.08.10,-36.999999999998145,-383.0,-251.00000000000122,-126.99999999999933,-261.0000000000001,-16.999999999995907,26.000000000003798,-379.99999999999545,-709.9999999999884,-195.99999999999795,-323.99999999999096,-239.00000000001143,-57.00000000000216,-158.99999999999181,60.99999999999994,37.99999999998249,,-3015.9999999999864
2015.08.10,4.000000000004,-317.0000000000117,-166.99999999999494,-10.999999999994348,-320.00000000000915,-10.99999999999568,12.999999999996348,-364.0000000000043,-502.9999999999646,-294.00000000001114,-425.99999999999307,-116.00000000000499,-43.99999999999693,-92.99999999998931,175.99999999999838,123.99999999999079,,-2348.999999999981
2015.08.10,-33.00000000001635,-339.0000000000004,-161.00000000000003,-8.999999999992347,-313.99999999999204,0.0,15.999999999993797,-346.00000000000364,-410.99999999998363,-290.9999999999968,-418.9999999999916,-179.00000000001802,-61.00000000000705,-76.99999999999818,182.99999999999983,93.99999999999409,,-2347.0000000000123
2015.08.10,-16.000000000016,-337.0000000000095,-177.00000000000495,-27.999999999994696,-286.00000000000847,1.0000000000047748,-17.999999999995797,-358.0000000000041,-539.999999999985,-256.0000000000002,-405.9999999999952,-141.00000000001333,-64.99999999999773,-98.99999999998954,143.9999999999997,128.99999999997914,,-2453.000000000031
2015.08.10,-35.00000000000725,-294.0000000000165,-173.9999999999964,-39.00000000000014,-235.99999999999176,48.00000000000182,15.999999999993797,-317.0000000000073,-450.9999999999792,-245.00000000000455,-296.9999999999917,-184.00000000000637,-21.000000000000796,-79.9999999999983,112.99999999999643,75.99999999998718,,-2120.000000000021
2015.08.10,-15.00000000000945,-270.99999999999903,-153.99999999999858,-56.0000000000005,-245.99999999999068,96.00000000000364,17.000000000000348,-354.0000000000134,-419.9999999999982,-290.9999999999968,-307.99999999999716,-246.00000000001288,6.000000000000227,-52.99999999999727,91.99999999999208,34.99999999998504,,-2168.0000000000327
2015.08.10,-1.0000000000065512,-273.0000000000121,-185.99999999999727,-83.9999999999952,-259.9999999999936,115.0000000000091,-2.000000000002,-347.0000000000084,-518.9999999999806,-300.00000000001137,-350.9999999999902,-373.00000000000114,-2.0000000000095497,-95.99999999998943,51.000000000001044,11.999999999989797,,-2615.9999999999973
2015.08.10,0.0,-263.00000000001324,-165.00000000000404,-65.99999999999939,-252.99999999999213,123.00000000000466,-14.999999999998348,-399.0000000000009,-463.99999999997556,-381.0000000000002,-401.00000000000693,-327.00000000001063,21.99999999999136,-49.99999999999716,68.99999999999685,15.999999999993797,,-2554.000000000012
2015.08.10,21.00000000000435,-270.99999999999903,-153.00000000000313,-56.99999999999594,-253.99999999999866,162.00000000000614,-39.00000000000014,-429.00000000000205,-466.9999999999952,-384.00000000001455,-415.0000000000098,-337.0000000000095,25.99999999999625,-33.999999999991815,64.99999999999284,29.999999999996696,,-2536.0000000000236
2015.08.10,7.999999999985796,-301.0000000000179,-192.99999999999872,-86.99999999999264,-225.00000000000853,159.00000000000603,-63.99999999999739,-395.00000000001023,-553.9999999999878,-383.0000000000098,-446.9999999999974,-391.000000000008,-5.000000000009663,-88.99999999999864,47.9999999999925,13.999999999980695,,-2905.000000000072
2015.08.10,24.000000000001798,-310.0000000000103,-172.00000000000549,-68.99999999999685,-287.9999999999994,118.00000000000921,-65.00000000000395,-510.9999999999957,-560.9999999999893,-381.0000000000002,-452.00000000000796,-411.0000000000058,3.9999999999906777,-45.99999999999227,51.99999999999649,7.999999999985796,,-3060.0000000000236
2015.08.10,17.999999999984695,-348.00000000001495,-224.9999999999974,-203.99999999999307,-263.99999999999756,117.00000000000443,-80.00000000000229,-598.0000000000132,-716.9999999999899,-356.00000000002296,-306.00000000000625,-548.9999999999995,46.999999999997044,-49.99999999999716,-121.00000000000443,-124.00000000001299,,-3760.000000000066
2015.08.10,55.99999999998939,-379.0000000000182,-243.99999999999977,-187.9999999999993,-114.99999999999844,318.00000000001205,-229.99999999999687,-729.0000000000134,-854.9999999999613,-538.0000000000109,-558.9999999999984,-731.9999999999993,13.999999999995794,-63.99999999999295,-53.999999999998494,-75.00000000000284,,-4373.999999999993
2015.08.10,97.9999999999981,-320.00000000000915,-209.9999999999991,-144.99999999999514,-113.00000000000753,439.00000000000716,-204.00000000000418,-736.0000000000184,-848.9999999999665,-542.0000000000016,-524.9999999999977,-636.0000000000143,24.999999999991473,-73.99999999999807,3.999999999992898,-38.0000000000047,,-3826.000000000027
2015.08.10,-92.00000000000318,-554.00000000001,-392.9999999999989,-234.99999999999633,-103.00000000000864,401.00000000001046,-256.0000000000007,-542.0000000000016,-1044.0000000000005,-468.00000000001774,-617.0000000000009,-692.0000000000038,-94.99999999999886,-251.99999999999534,-107.00000000000153,65.99999999998829,,-4983.00000000004
2015.08.10,-138.0000000000159,-528.0000000000174,-422.00000000000017,-236.99999999999832,-160.00000000000458,382.000000000005,-248.00000000000378,-479.0000000000134,-1053.9999999999773,-512.0000000000005,-666.000000000011,-817.000000000001,-73.0000000000075,-278.99999999999636,-239.0000000000003,74.99999999998064,,-5395.000000000061
2015.08.10,-174.00000000000747,-628.0000000000064,-451.9999999999969,-427.99999999999505,-178.99999999999582,413.0000000000109,-236.99999999999832,-665.9999999999968,-1107.9999999999757,-618.9999999999998,-693.0000000000102,-1201.0000000000077,-57.00000000000216,-224.99999999999432,-268.0000000000016,-128.000000000017,,-6649.999999999995
2015.08.10,-255.00000000000523,-655.0000000000056,-561.9999999999958,-534.9999999999966,-181.00000000000892,383.0000000000098,-280.9999999999979,-659.9999999999966,-1311.9999999999798,-675.0000000000114,-794.9999999999901,-1279.000000000008,-28.000000000005798,-289.99999999999204,-336.00000000000296,-158.0000000000137,,-7619.000000000001
2015.08.10,-262.00000000000665,-560.0000000000049,-565.0000000000044,-527.9999999999951,-113.00000000000753,324.0000000000123,-80.00000000000229,-709.0000000000032,-1338.999999999979,-366.00000000001387,-320.9999999999935,-1078.0000000000011,75.9999999999934,-295.0000000000017,-380.999999999998,-180.0000000000024,,-6377.000000000008
2015.08.10,-250.00000000001688,-521.0000000000159,-582.0000000000048,-569.9999999999927,-121.99999999999989,237.00000000000898,-43.00000000000415,-734.0000000000089,-1367.9999999999914,-317.0000000000073,-202.9999999999976,-1078.0000000000011,112.99999999999955,-292.99999999999216,-443.0000000000045,-225.00000000000853,,-6399.0000000000355
2015.08.10,-185.00000000001293,-443.99999999999994,-546.9999999999975,-520.9999999999936,-268.0000000000016,173.00000000000182,46.999999999997044,-948.0000000000075,-1413.999999999982,-406.0000000000059,-114.99999999999844,-957.0000000000078,173.99999999999238,-259.00000000000034,-431.99999999999903,-168.0000000000126,,-6270.000000000027
2015.08.10,17.999999999984695,-290.00000000001245,-509.9999999999993,-384.9999999999909,-324.9999999999975,132.000000000005,97.9999999999981,-913.0000000000109,-1476.999999999995,-511.0000000000241,-232.99999999999432,-977.0000000000057,194.99999999999318,-283.9999999999918,-355.0000000000053,-59.000000000009045,,-5876.0000000000555
2015.08.10,66.99999999999484,-222.00000000001108,-522.0000000000002,-451.0000000000014,-439.0000000000116,87.0000000000033,120.99999999999334,-1046.0000000000207,-1685.9999999999875,-605.0000000000182,-214.00000000000307,-1101.0000000000186,256.0000000000002,-265.99999999999113,-517.0000000000008,-104.00000000001519,,-6642.000000000087
2015.08.10,4.999999999988347,-246.99999999999721,-521.0000000000048,-447.99999999999284,-500.9999999999959,-94.99999999999886,265.99999999999955,-1134.0000000000146,-1792.999999999978,-487.0000000000232,-114.99999999999844,-1069.0000000000089,226.99999999998965,-286.00000000000136,-486.00000000000864,-101.00000000001774,,-6785.000000000064
