date,GBPCHF,EURCHF,GBPCAD,empty,sum
2019.06.24,-212.99999999999653,-134.00000000001188,-101.00000000001774,,-448.00000000002615
2019.06.24,-249.00000000001032,-158.99999999999804,-131.99999999999878,,-540.0000000000072
2019.06.24,-163.00000000000205,-128.000000000017,-172.0000000000166,,-463.00000000003564
2019.06.24,-201.00000000000674,-143.00000000000423,-146.00000000000168,,-490.0000000000126
2019.06.24,-221.00000000000452,-158.0000000000137,-163.00000000000205,,-542.0000000000202
2019.06.24,-221.00000000000452,-199.00000000001583,-150.00000000000568,,-570.000000000026
2019.06.24,-245.0000000000063,-222.00000000001108,-104.99999999999955,,-572.0000000000169
2019.06.24,-279.00000000000705,-246.99999999999721,-45.000000000006146,,-571.0000000000105
2019.06.24,-280.9999999999979,-249.00000000001032,-56.000000000011596,,-586.0000000000198
2019.06.24,-283.99999999999534,-249.00000000001032,-47.00000000001925,,-580.0000000000249
2019.06.24,-265.0000000000041,-218.00000000000708,28.999999999990145,,-454.000000000021
2019.06.24,-407.0000000000018,-319.0000000000026,-40.0000000000178,,-766.0000000000223
2019.06.24,-368.00000000001273,-303.0000000000088,-29.00000000001235,,-700.000000000034
2019.06.24,-408.00000000000836,-331.0000000000146,-3.0000000000196536,,-742.0000000000426
2019.06.24,-407.0000000000018,-326.0000000000041,15.999999999993797,,-717.0000000000122
2019.06.24,-422.9999999999956,-314.00000000001427,3.999999999981796,,-733.0000000000281
2019.06.24,-443.99999999999994,-340.00000000000693,10.999999999983245,,-773.0000000000235
2019.06.24,-473.99999999999665,-373.00000000000114,44.99999999998394,,-802.0000000000138
2019.06.24,-537.0000000000097,-395.000000000012,-90.00000000001229,,-1022.0000000000339
2019.06.24,-539.0000000000006,-395.000000000012,-86.0000000000083,,-1020.0000000000208
2019.06.24,-426.00000000001523,-417.0000000000007,58.99999999998684,,-784.0000000000291
2019.06.24,-324.0000000000132,-394.00000000000546,246.99999999999721,,-471.00000000002143
2019.06.24,-256.99999999999613,-356.00000000000074,195.9999999999962,,-417.0000000000006
2019.06.24,-168.99999999999693,-334.00000000001205,215.99999999999397,,-287.000000000015
2019.06.24,-191.00000000000784,-317.0000000000117,187.99999999998818,,-320.0000000000314
2019.06.24,-269.00000000000813,-253.99999999999866,18.999999999991246,,-504.0000000000156
