date,GBPUSD,EURUSD,USDJPY,USDCAD,NZDUSD,EURCHF,NZDJPY,AUDCAD,NZDCAD,empty,sum
2015.06.29,-46.999999999997044,-31.999999999987594,-213.99999999999864,-133.99999999998968,-162.0000000000066,-14.999999999987246,-188.99999999999295,-51.000000000001044,-209.9999999999991,,-1053.99999999996
2015.06.29,-12.999999999996348,133.00000000000534,-257.000000000005,-89.00000000000574,-53.00000000000304,-76.99999999999375,84.00000000000318,-73.00000000000084,-69.9999999999923,,-414.9999999999885
2015.06.29,-173.99999999998528,-106.99999999999044,-641.9999999999959,55.000000000005045,-148.0000000000037,-20.999999999982144,84.00000000000318,-365.0000000000042,-251.00000000000122,,-1568.9999999999543
2015.06.29,-325.99999999998187,-21.999999999988695,-393.0000000000007,5.999999999994898,-57.00000000000705,24.000000000001798,112.00000000000898,-241.99999999999778,-135.99999999999167,,-1033.999999999962
2015.06.29,-209.9999999999991,21.00000000000435,-266.9999999999959,49.00000000001015,-67.00000000000594,33.00000000001635,9.000000000000341,-275.000000000003,-168.00000000000148,,-874.9999999999742
2015.06.29,-97.9999999999981,137.00000000000932,-221.9999999999942,107.99999999999699,-107.00000000000153,46.0000000000127,-16.999999999995907,-273.000000000001,-243.99999999999977,,-669.9999999999716
2015.06.29,-202.9999999999976,-273.9999999999965,-304.00000000000205,22.0000000000109,-140.0000000000068,-182.99999999999983,-307.9999999999927,-188.9999999999947,-244.99999999999523,,-1823.9999999999745
2015.06.29,-153.9999999999875,-269.9999999999925,162.00000000000614,-65.00000000000395,-206.00000000000617,-120.99999999999334,-375.99999999999056,-261.0000000000001,-263.99999999999756,,-1554.9999999999652
2015.06.29,-214.99999999998744,-201.99999999999108,134.00000000000034,-8.000000000008,-196.00000000000728,-88.99999999998354,-432.00000000000216,-300.99999999999574,-269.9999999999925,,-1578.9999999999675
2015.06.29,-220.99999999998232,-55.000000000005045,332.9999999999984,42.0000000000087,-156.00000000000057,-104.99999999999955,-462.99999999999386,-380.999999999998,-285.9999999999974,,-1291.9999999999695
2015.06.29,-212.99999999999653,-114.99999999999844,340.999999999994,1.0000000000065512,-457.0000000000074,-134.99999999999625,-810.9999999999928,-949.9999999999953,-656.000000000001,,-2994.9999999999873
2015.06.29,-183.99999999998417,-83.9999999999952,341.99999999999875,36.999999999998145,-365.99999999999966,-129.00000000000134,-700.9999999999934,-797.9999999999987,-504.9999999999999,,-2387.9999999999754
2015.06.29,-215.99999999999397,-131.99999999999878,132.000000000005,2.999999999997449,-363.99999999999767,-141.99999999999767,-655.0000000000011,-590.999999999997,-500.00000000000045,,-2464.9999999999845
