date,GBPUSD,USDJPY,AUDUSD,NZDUSD,GBPCHF,NZDCHF,EURGBP,GBPJPY,EURNZD,AUDJPY,empty,sum
2016.09.19,-76.99999999999375,-7.999999999995566,-27.999999999994696,-41.9999999999976,-61.99999999998429,-76.99999999999375,-71.00000000000995,-40.000000000020464,-108.00000000001918,-46.00000000000648,,-559.0000000000157
2016.09.19,-61.99999999998429,47.000000000011255,-27.999999999994696,-73.99999999999629,-75.00000000000284,-71.99999999999429,-79.00000000000685,-18.000000000000682,-12.000000000012001,12.000000000000455,,-360.99999999998016
2016.09.19,6.000000000017103,69.00000000000261,-82.99999999999974,-112.99999999999643,43.00000000001525,-131.99999999999878,-58.000000000002494,97.99999999998477,-60.99999999999994,61.99999999999761,,-168.99999999998005
2016.09.19,80.99999999999774,97.00000000000841,-125.99999999999278,-166.99999999999494,110.99999999999443,-149.99999999999457,-35.00000000000725,219.99999999999886,-63.000000000013046,116.99999999999022,,84.99999999998707
2016.09.19,73.00000000001194,129.0000000000049,-235.99999999999176,-219.00000000000253,103.00000000000864,-200.00000000000017,-60.00000000000449,290.9999999999968,-179.00000000001802,167.99999999999216,,-130.0000000000025
2016.09.19,74.0000000000185,184.0000000000117,-261.99999999999557,-224.9999999999974,93.00000000000975,-212.00000000000108,-73.00000000000084,274.99999999997726,-173.00000000000094,296.99999999999704,,-21.999999999981583
2016.09.19,117.00000000001154,173.00000000000182,-261.99999999999557,-231.0000000000034,150.00000000000568,-236.00000000000287,-33.000000000005244,346.99999999998,-209.00000000001472,317.99999999999784,,133.99999999997505
2016.09.19,162.00000000001768,60.000000000002274,-288.9999999999948,-259.9999999999936,249.99999999999466,-263.0000000000021,18.999999999991246,252.9999999999859,-271.0000000000212,270.9999999999866,,-68.00000000003337
2016.09.19,229.00000000001253,50.00000000001137,-395.0000000000009,-331.0000000000035,253.00000000001432,-292.9999999999988,28.999999999990145,262.00000000000045,-352.000000000019,257.99999999999557,,-289.99999999999784
2016.09.19,287.9999999999994,-24.999999999991473,-488.999999999995,-404.99999999999983,297.9999999999983,-353.0000000000033,56.99999999999594,298.9999999999782,-465.0000000000043,378.9999999999907,,-416.0000000000315
2016.09.19,318.00000000001825,-64.99999999999773,-503.99999999999335,-436.9999999999985,273.9999999999965,-383.99999999999545,44.99999999999504,232.99999999997567,-519.0000000000028,409.9999999999966,,-629.0000000000059
2016.09.19,348.00000000001495,-97.99999999999898,-586.9999999999931,-532.9999999999945,280.9999999999979,-431.99999999999903,57.99999999999139,238.9999999999759,-686.0000000000089,415.9999999999968,,-994.0000000000175
2016.09.19,373.00000000000114,-115.99999999999966,-579.9999999999916,-573.0000000000013,273.0000000000121,-464.9999999999932,44.99999999999504,243.99999999999977,-715.0000000000211,422.9999999999876,,-1091.0000000000114
2016.09.19,384.00000000000654,-88.99999999999864,-544.9999999999955,-517.9999999999962,287.9999999999994,-431.0000000000036,57.99999999999139,247.99999999999045,-655.0000000000056,427.99999999999727,,-832.0000000000146
2016.09.19,311.0000000000168,-119.99999999999034,-573.9999999999967,-514.9999999999987,252.0000000000078,-436.00000000000307,31.999999999998696,192.99999999998363,-643.0000000000158,430.9999999999974,,-1069.0000000000005
2016.09.19,331.999999999999,-98.99999999998954,-529.9999999999972,-456.00000000000085,273.0000000000121,-392.9999999999989,46.999999999997044,209.00000000000318,-564.000000000009,393.99999999999125,,-786.9999999999928
2016.09.19,360.0000000000048,-85.99999999999852,-535.999999999992,-473.99999999999665,290.9999999999968,-400.9999999999958,48.99999999999905,231.99999999999932,-560.0000000000049,415.9999999999968,,-708.9999999999911
2016.09.19,421.0000000000047,-105.99999999999454,-647.9999999999931,-617.0000000000009,334.00000000001205,-515.9999999999942,76.99999999999375,281.99999999998226,-814.0000000000036,484.99999999999943,,-1101.999999999994
2016.09.19,331.0000000000146,-99.99999999999432,-644.9999999999956,-605.0,310.0000000000103,-519.0000000000028,52.99999999999194,205.99999999998886,-788.0000000000109,512.999999999991,,-1244.0000000000068
2016.09.19,290.00000000001245,-63.99999999999295,-590.999999999997,-539.0000000000006,337.0000000000095,-517.0000000000008,53.999999999998494,215.99999999997976,-765.0000000000157,490.99999999999966,,-1088.0000000000073
2016.09.19,456.00000000001194,-89.9999999999892,-603.9999999999934,-573.9999999999967,536.0000000000032,-600.0000000000006,169.99999999999238,375.0,-859.0000000000098,439.9999999999977,,-749.9999999999845
2016.09.19,565.0000000000155,-76.99999999999818,-631.9999999999992,-565.0000000000044,705.0000000000001,-605.9999999999955,238.99999999998923,447.9999999999791,-867.0000000000177,459.99999999999375,,-330.0000000000374
2016.09.19,563.0000000000024,-417.99999999999216,-634.9999999999967,-629.0000000000018,676.0000000000099,-661.0000000000005,247.99999999999267,72.99999999997908,-1034.0000000000016,278.99999999999636,,-1538.000000000012
2016.09.19,458.00000000000284,-396.0000000000008,-681.9999999999937,-653.999999999999,571.9999999999948,-688.9999999999952,139.99999999999568,54.000000000002046,-1130.0000000000089,314.9999999999977,,-2012.0000000000045
2016.09.19,473.0000000000123,-287.9999999999967,-644.9999999999956,-553.0000000000035,591.0000000000082,-597.0000000000031,117.99999999999588,72.00000000000273,-789.0000000000175,351.99999999998965,,-1266.0000000000077
