date,EURCHF,CADCHF,EURNZD,AUDCAD,NZDCAD,AUDNZD,empty,sum
2018.06.04,-177.99999999998929,0.0,-269.9999999999925,-67.00000000000594,0.0,-168.99999999999693,,-683.9999999999847
2018.06.04,-180.0000000000024,-45.000000000006146,-257.99999999998045,-40.00000000000669,59.000000000009045,-192.99999999999872,,-656.9999999999853
2018.06.04,-200.99999999998454,-70.99999999999883,-267.99999999997937,22.999999999995246,140.0000000000068,-187.99999999998818,,-564.9999999999488
2018.06.04,-197.99999999998707,-56.99999999999594,-308.9999999999815,-16.0000000000049,112.000000000001,-173.00000000000094,,-640.9999999999693
2018.06.04,-209.9999999999991,-45.000000000006146,-387.99999999998835,-7.0000000000014495,115.00000000000954,-215.99999999999397,,-750.9999999999795
2018.06.04,-258.99999999998704,-75.00000000000284,-418.9999999999916,46.999999999997044,101.00000000000664,-262.999999999991,,-867.9999999999688
2018.06.04,-326.0000000000041,-117.99999999999588,-428.9999999999905,52.99999999999194,101.00000000000664,-332.9999999999833,,-1051.9999999999752
2018.06.04,-412.9999999999967,-165.9999999999995,-341.99999999999784,125.99999999999278,147.00000000000824,-319.0000000000026,,-966.9999999999956
2018.06.04,-404.9999999999887,-178.00000000000037,-317.9999999999961,153.99999999999858,148.99999999999915,-340.9999999999913,,-938.9999999999789
2018.06.04,-441.99999999998687,-173.9999999999964,-265.99999999998846,197.99999999999818,179.00000000000693,-408.9999999999927,,-913.9999999999594
2018.06.04,-442.9999999999934,-192.99999999999872,-156.99999999998494,273.9999999999965,256.0000000000007,-340.9999999999913,,-603.9999999999711
2018.06.04,-421.0000000000047,-155.00000000000514,-95.999999999985,326.9999999999995,320.00000000000915,-349.99999999998363,,-374.9999999999699
2018.06.04,-443.99999999999994,-168.99999999999693,-239.99999999999577,366.9999999999951,231.0000000000034,-539.0000000000006,,-793.9999999999947
2018.06.04,-438.9999999999894,-165.9999999999995,-225.99999999999287,436.9999999999985,256.0000000000007,-532.9999999999835,,-670.999999999966
2018.06.04,-383.0,-112.99999999999643,-218.99999999999142,442.9999999999934,265.0000000000041,-504.9999999999999,,-511.9999999999902
2018.06.04,-407.99999999998613,-128.00000000000588,-197.99999999998707,442.9999999999934,274.00000000000756,-492.9999999999879,,-509.999999999966
2018.06.04,-446.9999999999974,-139.00000000000023,-164.99999999999292,478.0000000000006,311.00000000000574,-546.000000000002,,-507.99999999998624
2018.06.04,-452.99999999999227,-153.00000000000313,-198.99999999999363,500.00000000000045,294.00000000000534,-619.9999999999983,,-630.9999999999816
2018.06.04,-394.00000000000546,-170.00000000000347,-160.99999999998892,495.000000000001,296.0000000000074,-685.0000000000023,,-618.9999999999916
2018.06.04,-391.9999999999924,-168.99999999999693,-58.99999999998684,640.9999999999916,304.00000000000426,-693.9999999999947,,-368.99999999997493
2018.06.04,-411.0000000000058,-182.00000000000438,-164.99999999999292,583.0000000000002,291.0000000000079,-664.9999999999823,,-548.9999999999773
2018.06.04,-417.99999999998505,-163.99999999999747,-186.99999999998164,549.9999999999949,304.00000000000426,-614.9999999999877,,-529.9999999999527
2018.06.04,-397.99999999998727,-195.9999999999962,-38.99999999998904,530.9999999999926,295.0000000000008,-610.9999999999837,,-417.9999999999628
2018.06.04,-405.9999999999952,-124.00000000000189,-54.99999999998284,600.0000000000006,346.0000000000019,-571.9999999999948,,-210.99999999997232
2018.06.04,-432.9999999999945,-77.00000000000485,-129.99999999998568,689.9999999999907,404.99999999999983,-607.0000000000019,,-151.99999999999642
2018.06.04,-411.99999999999017,-39.00000000000014,-114.99999999999844,717.9999999999964,435.0000000000076,-600.0000000000006,,-12.999999999985334
2018.06.04,-387.99999999998835,5.999999999994898,2.0000000000131024,803.9999999999936,558.000000000003,-587.9999999999885,,394.00000000002774
2018.06.04,-373.00000000000114,-7.0000000000014495,200.00000000000017,870.9999999999995,611.000000000006,-583.0000000000002,,719.000000000003
2018.06.04,-350.00000000000585,34.99999999999615,138.0000000000159,887.9999999999999,642.0000000000092,-560.9999999999893,,792.0000000000259
2018.06.04,-373.00000000000114,14.999999999998348,126.0000000000039,859.9999999999941,635.0000000000077,-551.9999999999969,,711.000000000006
2018.06.04,-390.0000000000015,-29.000000000001247,125.00000000001954,879.9999999999919,596.0000000000076,-593.9999999999834,,588.000000000033
2018.06.04,-322.00000000000006,4.000000000004,293.0000000000099,880.9999999999984,637.0000000000098,-560.9999999999893,,932.0000000000327
2018.06.04,-330.9999999999924,-2.999999999997449,303.0000000000088,917.9999999999966,670.000000000004,-551.9999999999969,,1005.0000000000226
