date,EURCHF,NZDCAD,empty,sum
2020.02.24,-17.999999999984695,35.00000000000725,,17.000000000022553
2020.02.24,-32.999999999994145,19.999999999997797,,-12.999999999996348
2020.02.24,2.0000000000131024,73.00000000000084,,75.00000000001394
2020.02.24,21.00000000000435,113.00000000000753,,134.00000000001188
2020.02.24,52.000000000007596,156.00000000000057,,208.00000000000816
2020.02.24,1.0000000000065512,92.00000000000318,,93.00000000000973
2020.02.24,12.999999999996348,101.00000000000664,,114.00000000000298
2020.02.24,15.00000000000945,148.0000000000037,,163.00000000001313
2020.02.24,2.0000000000131024,173.00000000000094,,175.00000000001404
2020.02.24,-5.999999999994898,130.0000000000079,,124.000000000013
2020.02.24,42.0000000000087,150.00000000000568,,192.00000000001438
2020.02.24,49.00000000001015,187.00000000000384,,236.00000000001398
2020.02.24,24.000000000001798,207.99999999999707,,231.99999999999886
2020.02.24,32.0000000000098,187.00000000000384,,219.00000000001364
2020.02.24,36.0000000000138,153.99999999999858,,190.0000000000124
2020.02.24,-7.999999999985796,102.00000000000209,,94.00000000001629
2020.02.24,-5.999999999994898,78.00000000000028,,72.00000000000539
2020.02.24,8.000000000008,48.000000000003595,,56.000000000011596
2020.02.24,26.999999999999247,89.00000000000574,,116.00000000000499
2020.02.24,25.00000000000835,146.00000000000168,,171.00000000001003
2020.02.24,1.0000000000065512,165.9999999999995,,167.00000000000603
2020.02.24,5.000000000010552,243.99999999999977,,249.00000000001032
2020.02.24,-0.9999999999843467,343.00000000000443,,342.00000000002007
2020.02.24,26.0000000000149,274.00000000000756,,300.00000000002245
2020.02.24,-0.9999999999843467,279.00000000000705,,278.0000000000227
2020.02.24,39.00000000001125,290.00000000000136,,329.0000000000126
2020.02.24,11.00000000000545,348.00000000000387,,359.0000000000093
2020.02.24,-1.999999999990898,365.99999999999966,,364.00000000000875
2020.02.24,-38.99999999998904,380.999999999998,,342.000000000009
2020.02.24,-92.00000000000318,384.00000000000654,,292.00000000000335
2020.02.24,-70.99999999999883,334.00000000000097,,263.00000000000216
2020.02.24,-133.00000000000534,287.0000000000039,,153.99999999999858
