date,EURCHF,NZDCAD,empty,sum
2020.02.24,-38.99999999998904,-73.00000000000084,,-111.99999999998988
2020.02.24,-32.999999999994145,9.999999999998899,,-22.999999999995246
2020.02.24,-45.000000000006146,4.000000000004,,-41.000000000002146
2020.02.24,-7.0000000000014495,74.00000000000739,,67.00000000000594
2020.02.24,2.0000000000131024,82.00000000000429,,84.0000000000174
2020.02.24,-7.0000000000014495,78.00000000000028,,70.99999999999883
2020.02.24,-4.999999999988347,56.0000000000005,,51.00000000001215
2020.02.24,2.0000000000131024,55.000000000005045,,57.00000000001815
2020.02.24,-1.999999999990898,129.00000000000134,,127.00000000001043
2020.02.24,-12.999999999996348,126.99999999999933,,114.00000000000298
2020.02.24,-9.999999999998899,112.000000000001,,102.0000000000021
2020.02.24,38.0000000000047,130.0000000000079,,168.0000000000126
2020.02.24,15.00000000000945,185.99999999999727,,201.0000000000067
2020.02.24,12.000000000012001,165.00000000000404,,177.00000000001603
2020.02.24,24.000000000001798,143.00000000000423,,167.00000000000603
2020.02.24,-11.00000000000545,102.00000000000209,,90.99999999999665
2020.02.24,-14.999999999987246,70.99999999999883,,56.00000000001159
2020.02.24,-11.00000000000545,40.00000000000669,,29.000000000001243
2020.02.24,-17.999999999984695,8.000000000008,,-9.999999999976694
2020.02.24,12.999999999996348,79.00000000000685,,92.0000000000032
2020.02.24,-14.999999999987246,97.00000000000264,,82.0000000000154
2020.02.24,-14.000000000002899,148.99999999999915,,134.99999999999625
2020.02.24,-12.999999999996348,243.99999999999977,,231.0000000000034
2020.02.24,-12.999999999996348,202.9999999999976,,190.00000000000125
2020.02.24,-8.999999999992347,219.99999999999798,,211.00000000000563
2020.02.24,-22.999999999995246,238.0000000000049,,215.00000000000963
2020.02.24,-8.999999999992347,282.99999999999994,,274.0000000000076
2020.02.24,-9.999999999998899,324.00000000000205,,314.0000000000031
2020.02.24,-55.000000000005045,314.0000000000032,,258.9999999999981
