date,USDCHF,GBPUSD,EURUSD,USDJPY,AUDUSD,CHFJPY,CADCHF,EURAUD,AUDJPY,AUDCAD,AUDNZD,empty,sum
2021.09.27,-44.99999999999504,-35.00000000000725,-79.99999999999119,-10.000000000005116,68.99999999999685,94.99999999999886,-85.99999999999719,104.99999999999955,95.99999999998943,131.99999999999878,39.999999999995595,,280.9999999999833
2021.09.27,-76.99999999999375,-12.000000000012001,-79.00000000000685,10.99999999999568,85.00000000000173,191.0000000000025,-56.99999999999594,173.00000000000094,123.99999999999523,217.99999999999596,165.9999999999995,,742.999999999983
2021.09.27,-119.99999999999788,26.999999999999247,-56.99999999999594,-96.00000000000364,107.99999999999699,251.99999999999534,-95.00000000000064,123.00000000000644,194.99999999999318,234.00000000000088,190.00000000000128,,760.9999999999952
2021.09.27,-147.99999999999258,42.999999999993044,-56.99999999999594,-114.99999999999488,114.00000000000298,233.99999999999466,-105.99999999999498,134.00000000001188,213.99999999999864,256.0000000000007,195.00000000001182,,764.0000000000354
2021.09.27,-139.99999999999568,2.999999999997449,-53.999999999998494,-72.99999999999329,131.00000000000333,207.9999999999984,-117.00000000000044,141.99999999999767,203.00000000000296,281.99999999999335,212.99999999999653,,798.0000000000018
2021.09.27,-114.99999999999844,36.999999999998145,-31.000000000003247,-90.00000000000341,154.99999999999403,257.99999999999557,-124.00000000000189,163.00000000000205,241.99999999999022,278.00000000000045,222.00000000001108,,994.9999999999845
2021.09.27,-143.9999999999997,71.99999999998319,-52.99999999999194,-12.999999999991019,251.00000000000122,135.99999999999568,-207.00000000000162,402.9999999999978,290.9999999999968,324.00000000000205,290.9999999999968,,1350.9999999999893
2021.09.27,-168.99999999999693,51.99999999998539,-82.00000000000429,-60.99999999999284,270.0000000000036,158.99999999999181,-217.99999999999596,486.999999999993,344.99999999999886,353.99999999999875,290.00000000001245,,1426.9999999999939
2021.09.27,-122.99999999999534,69.9999999999923,-21.999999999988695,-12.000000000000455,324.9999999999975,161.99999999999193,-324.9999999999975,531.9999999999991,371.9999999999999,251.99999999999667,304.9999999999997,,1535.9999999999952
2021.09.27,-153.99999999999858,124.99999999999733,-11.999999999989797,19.000000000005457,371.99999999999454,82.99999999999841,-317.9999999999961,619.9999999999983,402.000000000001,348.9999999999993,321.0000000000157,,1807.0000000000255
