date,USDCHF,GBPUSD,EURUSD,USDJPY,AUDUSD,CHFJPY,CADCHF,EURAUD,AUDJPY,AUDCAD,AUDNZD,empty,sum
2021.09.27,-96.99999999999153,-77.00000000001594,-126.99999999998823,-57.00000000000216,-17.999999999995797,-45.000000000001705,-109.99999999999899,-38.0000000000047,-39.00000000000148,-21.00000000000435,-8.999999999992347,,-637.9999999999972
2021.09.27,-112.99999999999643,-75.00000000000284,-87.99999999999919,-51.9999999999925,9.00000000000345,100.99999999999909,-113.99999999999189,14.000000000002899,12.000000000000455,148.0000000000037,-42.999999999993044,,-200.99999999996626
2021.09.27,-139.00000000000023,-26.999999999999247,-96.00000000000719,-117.999999999995,78.99999999999574,143.00000000000068,-115.99999999999389,92.00000000000318,112.99999999999955,182.99999999999983,90.99999999999665,,205.0
2021.09.27,-147.99999999999258,12.999999999996348,-68.00000000000139,-114.99999999999488,88.99999999999464,200.9999999999934,-112.000000000001,87.99999999999919,173.00000000000182,226.99999999999943,170.00000000000347,,517.9999999999984
2021.09.27,-168.99999999999693,-16.000000000016,-79.00000000000685,-120.99999999999511,104.00000000000409,204.9999999999983,-153.99999999999858,80.00000000001339,198.99999999999807,248.99999999999923,194.0000000000053,,492.0000000000049
2021.09.27,-151.9999999999966,-25.00000000000835,-70.99999999999883,-96.9999999999942,104.99999999999955,198.99999999999807,-139.00000000000023,107.00000000001265,179.00000000000205,261.0000000000001,209.9999999999991,,577.0000000000133
2021.09.27,-165.9999999999995,31.999999999987594,-69.9999999999923,-128.0000000000001,153.00000000000313,117.999999999995,-212.00000000000108,163.00000000000205,218.9999999999941,276.9999999999939,211.00000000000563,,596.9999999999884
2021.09.27,-169.99999999999238,46.999999999997044,-86.99999999999264,-67.99999999999784,234.99999999999633,115.99999999999966,-220.99999999999343,363.0000000000022,274.9999999999915,309.0000000000037,248.00000000000378,,1047.000000000018
2021.09.27,-171.99999999999437,26.999999999999247,-89.00000000000574,-66.0000000000025,261.99999999999557,111.99999999999477,-334.00000000000097,461.0000000000003,325.00000000000284,244.99999999999523,270.00000000001467,,1040.999999999999
2021.09.27,-163.99999999999747,69.9999999999923,-28.999999999990145,-19.99999999999602,321.0000000000046,57.999999999992724,-374.999999999992,512.0000000000014,348.99999999998954,227.99999999999488,289.0000000000059,,1239.0000000000057
2021.09.27,-181.9999999999933,13.999999999980695,-68.00000000000139,4.9999999999954525,329.999999999997,27.000000000001023,-325.99999999999295,573.0000000000013,336.9999999999891,331.999999999999,307.00000000001285,,1348.9999999999886
2021.09.27,-207.00000000000162,3.999999999981796,-69.00000000000794,34.99999999999659,324.00000000000205,-22.00000000000557,-339.0000000000004,585.9999999999976,320.99999999999795,358.0000000000028,341.99999999999784,,1332.999999999961
2021.09.27,-209.9999999999991,-4.000000000004,-69.9999999999923,48.00000000000182,336.00000000000296,-57.00000000000216,-324.00000000000205,558.0000000000141,290.9999999999968,342.9999999999933,344.00000000001097,,1255.0000000000205
2021.09.27,-200.00000000000017,73.99999999999629,-38.0000000000047,100.00000000000853,263.0000000000021,-82.00000000000784,-315.9999999999941,404.0000000000044,209.99999999999375,298.9999999999937,329.00000000000153,,1042.9999999999934
2021.09.27,-204.99999999999963,84.99999999997954,-32.999999999994145,97.00000000000841,273.9999999999965,-81.00000000000307,-317.0000000000006,431.0000000000036,225.9999999999991,300.99999999999574,368.00000000001273,,1145.9999999999982
