date,EURUSD,USDJPY,USDCAD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,EURGBP,GBPJPY,GBPAUD,EURJPY,EURCAD,CADJPY,NZDJPY,AUDCAD,AUDNZD,empty,sum
2021.05.03,26.999999999999247,19.000000000005457,-63.000000000013046,117.00000000001154,5.999999999994898,-218.9999999999941,102.00000000000209,-58.99999999999794,44.99999999999504,174.99999999998295,-286.99999999999284,91.00000000000819,-126.99999999998823,73.0000000000075,-31.00000000000591,-81.9999999999932,-0.9999999999843467,,-213.99999999996268
2021.05.03,32.999999999994145,1.0000000000047748,-9.000000000014552,182.99999999999983,43.999999999999595,-177.99999999999727,109.00000000000354,-12.000000000000899,54.999999999993946,194.99999999999318,-367.0000000000062,73.0000000000075,-89.99999999999008,97.00000000000841,-61.99999999999761,0.0,-62.99999999999084,,9.000000000007425
2021.05.03,39.999999999995595,70.00000000000739,0.0,266.0000000000107,52.99999999999194,-289.0000000000015,202.9999999999976,-83.9999999999952,57.99999999999139,372.99999999999045,-537.9999999999941,108.00000000000409,-96.00000000000719,212.0000000000033,-20.000000000010232,-50.99999999998994,77.00000000001594,,382.00000000001023
2021.05.03,29.999999999996696,54.000000000002046,-11.00000000000545,310.0000000000103,94.99999999997843,-238.9999999999901,217.99999999999596,-97.9999999999981,51.99999999999649,359.00000000000887,-558.0000000000141,105.99999999999454,-119.99999999998678,195.0000000000074,-29.000000000010573,-50.99999999998994,70.99999999999883,,383.99999999999443
2021.05.03,24.999999999986144,30.000000000001137,18.999999999991246,286.00000000000847,100.99999999999554,-213.99999999999864,241.99999999999778,-87.99999999999919,32.999999999994145,296.99999999999704,-558.9999999999984,80.99999999998886,-90.99999999999665,195.99999999999795,-48.00000000000182,-14.999999999998348,55.000000000005045,,349.99999999997027
2021.05.03,27.999999999983594,25.000000000005684,31.000000000003247,299.00000000000483,96.99999999999153,-210.99999999999852,248.99999999999923,-134.99999999999625,44.99999999999504,312.9999999999882,-462.0000000000068,73.99999999998386,-70.99999999999883,203.00000000000296,-27.000000000001023,-69.9999999999923,96.00000000000719,,483.9999999999716
2021.05.03,-12.000000000012001,111.0000000000042,106.99999999999044,397.0000000000029,143.99999999998857,-286.00000000000136,307.99999999999716,-226.99999999999943,71.99999999999429,519.0000000000055,-360.0000000000048,218.9999999999941,-29.999999999996696,328.00000000000296,140.00000000000057,-117.99999999999588,70.0000000000145,,1381.999999999985
2021.05.03,-38.0000000000047,84.00000000000318,115.99999999998278,446.0000000000131,160.99999999998892,-268.0000000000007,304.9999999999997,-246.00000000000176,95.99999999999609,552.9999999999973,-388.9999999999949,211.9999999999891,-51.000000000001044,311.00000000000705,152.9999999999916,-142.99999999999312,63.99999999999739,,1365.99999999997
2021.05.03,-25.00000000000835,127.00000000000955,93.99999999999409,480.99999999999807,167.9999999999904,-296.99999999999704,302.9999999999977,-224.000000000002,108.99999999999244,635.9999999999957,-493.0000000000101,253.99999999999068,-62.99999999999084,329.9999999999983,140.99999999999113,-119.99999999999788,76.0000000000094,,1496.9999999999611
2021.05.03,22.999999999995246,170.0000000000017,24.000000000001798,428.00000000000614,148.99999999999915,-315.9999999999883,280.9999999999979,-188.9999999999947,87.99999999999919,592.9999999999893,-500.9999999999959,247.99999999999045,-80.99999999999774,317.99999999999784,114.99999999999488,-100.99999999999554,78.00000000000028,,1327.0000000000016
2021.05.03,75.99999999998718,192.99999999999784,-50.0000000000167,445.0000000000065,155.99999999997837,-286.00000000000136,268.0000000000016,-195.00000000000074,100.00000000000009,574.9999999999886,-512.0000000000014,216.99999999998454,-112.000000000001,278.0000000000058,173.99999999999238,-124.99999999999733,-32.999999999994145,,1168.9999999999304
2021.05.03,106.99999999999044,234.99999999999943,-134.00000000001188,419.9999999999982,130.99999999999224,-319.9999999999932,224.000000000002,-164.99999999999292,95.99999999999609,592.9999999999893,-556.0000000000009,239.00000000000432,-175.99999999999838,252.00000000000955,170.0000000000017,-139.99999999999568,-34.000000000000696,,941.9999999999895
2021.05.03,85.00000000000173,284.000000000006,-93.00000000000975,473.99999999999665,152.99999999998093,-375.0,243.99999999999977,-197.99999999999818,110.99999999999443,729.9999999999898,-553.0000000000035,323.99999999998386,-157.00000000000713,323.0000000000075,189.99999999999773,-153.99999999999858,41.000000000002146,,1428.9999999999434
2021.05.03,76.99999999999375,283.00000000000125,-70.99999999999883,480.99999999999807,152.99999999998093,-384.00000000000034,254.99999999999412,-241.00000000000233,123.99999999999079,741.9999999999902,-445.0000000000065,328.00000000000296,-133.99999999998968,338.99999999999864,229.99999999998977,-203.99999999999307,60.000000000015596,,1592.9999999999652
2021.05.03,118.99999999998023,325.00000000000284,-116.00000000000499,479.0000000000072,156.99999999998494,-384.9999999999909,251.99999999999667,-212.99999999999653,118.99999999999133,739.0000000000043,-514.0000000000144,332.9999999999984,-139.00000000000023,338.99999999999864,262.00000000000045,-167.9999999999904,-29.999999999996696,,1558.999999999971
2021.05.03,90.99999999999665,320.99999999999795,-104.00000000001519,449.9999999999948,150.99999999999002,-411.00000000000136,244.99999999999523,-198.99999999999363,106.99999999999044,741.9999999999902,-516.0000000000053,358.0000000000041,-156.00000000000057,346.00000000000364,197.9999999999933,-157.99999999999147,63.99999999999739,,1528.9999999999466
2021.05.03,125.99999999998168,374.00000000000944,-146.00000000000168,371.99999999999454,146.99999999998602,-441.99999999999307,236.00000000000287,-151.00000000000114,52.99999999999194,686.000000000007,-524.0000000000133,379.99999999999545,-164.00000000000858,356.9999999999993,128.99999999999068,-115.99999999999389,114.0000000000141,,1430.9999999999616
2021.05.03,81.9999999999821,365.99999999999966,-161.00000000001114,337.99999999999386,131.99999999999878,-488.9999999999901,190.99999999999673,-126.99999999999933,42.999999999993044,709.0000000000032,-534.9999999999966,417.0000000000016,-235.00000000000742,340.0000000000034,147.99999999999613,-128.99999999999022,94.00000000001629,,1183.99999999999
2021.05.03,80.99999999999774,296.0000000000065,-219.00000000001364,290.9999999999968,97.9999999999981,-456.99999999999363,131.00000000000333,-110.99999999999443,37.99999999999359,609.0000000000089,-519.0000000000028,338.99999999999864,-306.9999999999906,243.99999999999977,86.99999999998909,-180.99999999999784,114.99999999999844,,534.9999999999978
2021.05.03,-78.00000000000028,275.0000000000057,-242.00000000000887,348.9999999999993,184.99999999999073,-489.9999999999949,80.99999999999774,-148.99999999999915,6.999999999990347,723.9999999999895,-495.000000000001,484.00000000000887,-530.0000000000082,209.00000000000318,176.9999999999925,-303.9999999999932,90.99999999999665,,293.999999999969
2021.05.03,-36.999999999998145,400.0000000000057,-141.99999999999767,544.0000000000111,205.99999999999508,-568.9999999999884,176.99999999999383,-231.99999999999886,122.99999999999534,1052.9999999999973,-567.0000000000064,591.0000000000082,-360.0000000000048,382.000000000005,277.000000000001,-286.99999999999284,148.99999999999915,,1708.000000000025
2021.05.03,-53.999999999998494,388.00000000000523,-182.99999999999983,526.0000000000042,187.99999999998818,-597.999999999999,129.9999999999968,-173.00000000000094,125.99999999999278,1063.999999999993,-683.9999999999957,597.9999999999848,-428.9999999999905,344.0000000000083,204.9999999999983,-270.99999999999903,177.00000000000495,,1353.9999999999927
2021.05.03,-49.00000000001015,418.00000000000637,-188.00000000001037,605.9999999999955,208.99999999999253,-595.9999999999894,146.99999999999713,-170.00000000000347,165.9999999999995,1161.0000000000014,-808.9999999999931,623.9999999999952,-425.99999999999307,364.0000000000043,149.99999999999147,-241.99999999999778,246.00000000001288,,1610.9999999999993
2021.05.03,-170.00000000000347,371.9999999999999,-152.0000000000188,592.9999999999991,231.99999999998778,-644.999999999996,107.00000000000153,-158.0000000000026,136.99999999999824,1204.999999999984,-822.9999999999959,704.9999999999841,-536.9999999999875,353.00000000000864,126.99999999999534,-276.9999999999939,304.00000000001535,,1372.999999999976
2021.05.03,-217.0000000000005,301.00000000000193,-304.00000000001535,554.00000000001,263.99999999999756,-577.9999999999887,7.9999999999968985,-129.9999999999968,87.99999999999919,1078.000000000003,-836.9999999999989,671.999999999997,-777.9999999999898,185.00000000000227,81.99999999999363,-368.9999999999971,265.0000000000041,,284.00000000001836
2021.05.03,-213.00000000001873,248.00000000000466,-260.0000000000158,516.0000000000053,225.99999999999287,-551.9999999999925,12.999999999996348,-112.99999999999643,91.99999999999208,1002.0000000000095,-827.0,600.9999999999991,-719.000000000003,171.99999999999704,87.99999999999386,-339.99999999999585,207.00000000000162,,140.99999999997019
2021.05.03,-246.00000000001288,236.0000000000042,-185.99999999999727,544.9999999999955,262.999999999991,-536.0000000000014,59.99999999999339,-149.99999999999457,84.99999999999064,1016.9999999999959,-775.9999999999989,626.0000000000048,-669.0000000000085,216.00000000000819,118.99999999999977,-325.99999999999295,205.99999999999508,,483.99999999997203
2021.05.03,-270.99999999999903,147.00000000000557,-113.00000000000753,672.0000000000059,258.99999999998704,-468.9999999999941,85.99999999999719,-215.99999999999397,166.99999999999494,1076.9999999999982,-791.0000000000084,545.9999999999923,-615.9999999999943,198.99999999999807,174.99999999999716,-379.9999999999915,163.00000000000205,,634.9999999999894
