date,EURUSD,AUDUSD,GBPCHF,CADCHF,NZDCHF,EURGBP,EURJPY,EURCAD,EURNZD,NZDJPY,empty,sum
2015.11.09,38.0000000000047,85.00000000000173,77.00000000001594,-77.00000000000485,-70.0000000000034,-56.0000000000005,18.000000000000682,69.9999999999923,-14.000000000002899,-9.999999999990905,,61.000000000012804
2015.11.09,22.0000000000109,55.000000000005045,171.00000000001003,-138.00000000000477,-138.00000000000477,-57.00000000000705,51.9999999999925,43.999999999999595,-92.00000000000318,-75.9999999999934,,-156.9999999999951
2015.11.09,-11.00000000000545,82.00000000000429,147.00000000000824,-135.00000000000733,-178.00000000000037,-38.0000000000047,-13.00000000000523,-2.0000000000131024,-236.99999999999832,-117.999999999995,,-503.00000000001694
2015.11.09,5.999999999994898,117.00000000000044,197.00000000000273,-163.99999999999747,-217.0000000000005,-36.0000000000027,-98.00000000001319,-25.00000000000835,-304.00000000001535,-103.9999999999992,,-628.0000000000388
2015.11.09,106.00000000000608,129.00000000000134,196.0000000000184,-143.00000000000423,-153.00000000000313,-80.00000000000229,91.99999999998454,95.00000000000064,-56.000000000011596,-89.9999999999892,,96.00000000000057
2015.11.09,19.999999999997797,60.00000000000449,260.0000000000158,-118.00000000000699,-130.0000000000079,-36.999999999998145,73.0000000000075,125.99999999998168,-7.0000000000014495,-67.99999999999784,,178.9999999999949
2015.11.09,95.00000000000064,125.00000000000844,261.0000000000001,-158.0000000000026,-192.99999999999872,-77.00000000000485,156.0000000000059,123.99999999999079,-80.00000000001339,-149.99999999999147,,102.99999999999486
2015.11.09,188.9999999999947,226.00000000000398,260.0000000000158,-175.00000000000293,-300.0000000000003,-109.99999999999899,405.00000000000114,152.99999999998093,-268.0000000000016,-396.0000000000008,,-16.000000000007958
2015.11.09,199.00000000001583,189.00000000000583,200.00000000000017,-156.00000000000057,-307.0000000000017,-92.99999999999864,366.9999999999902,113.99999999999189,-375.9999999999986,-427.99999999999727,,-290.9999999999928
2015.11.09,302.0000000000023,280.00000000000244,184.00000000000637,-146.00000000000168,-387.000000000004,-155.00000000000514,475.9999999999991,239.99999999999577,-455.0000000000054,-531.9999999999965,,-193.00000000000665
2015.11.09,371.00000000001023,309.99999999999915,157.00000000000713,-135.00000000000733,-384.00000000000654,-187.00000000000384,516.9999999999959,299.99999999998914,-405.0000000000109,-530.0000000000011,,13.999999999971806
2015.11.09,377.0000000000051,284.0000000000065,129.00000000000134,-114.00000000000298,-365.99999999999966,-202.0000000000022,513.9999999999816,341.99999999999784,-356.00000000000074,-503.9999999999907,,103.99999999999613
2015.11.09,371.99999999999454,250.00000000000577,131.99999999999878,-96.00000000000719,-368.00000000000165,-194.0000000000053,538.9999999999873,363.9999999999866,-384.00000000000654,-536.0000000000014,,78.99999999995089
2015.11.09,399.00000000001603,309.0000000000037,145.00000000001734,-97.9999999999981,-370.9999999999991,-209.00000000000364,585.000000000008,404.9999999999887,-337.0000000000095,-536.0000000000014,,292.00000000002206
2015.11.09,382.0000000000157,309.99999999999915,134.99999999999625,-87.00000000000374,-336.00000000000296,-189.00000000000583,522.9999999999961,363.0000000000022,-320.00000000000915,-492.999999999995,,287.9999999999927
2015.11.09,363.0000000000022,389.000000000006,162.00000000001768,-143.00000000000423,-386.0000000000086,-158.99999999999804,430.0000000000068,229.99999999999687,-473.0000000000123,-512.0000000000005,,-98.99999999999386
2015.11.09,409.0000000000149,397.99999999999835,114.99999999999844,-139.00000000000023,-364.00000000000875,-179.00000000000693,477.00000000000387,236.99999999999832,-419.9999999999982,-506.9999999999908,,27.000000000008868
2015.11.09,405.0000000000109,287.9999999999994,123.00000000000644,-121.99999999999989,-317.0000000000006,-196.00000000000728,519.9999999999818,304.9999999999997,-262.00000000000665,-457.9999999999984,,285.99999999998545
2015.11.09,336.00000000000296,221.00000000000452,49.00000000001015,-55.000000000005045,-241.00000000000233,-178.00000000000037,572.0000000000027,327.99999999999494,-190.00000000000128,-456.99999999999363,,385.0000000000126
2015.11.09,358.9999999999982,231.99999999999886,-377.9999999999894,122.99999999999534,-33.000000000005244,-175.99999999999838,537.0000000000061,251.00000000000122,-147.00000000000824,-411.9999999999919,,356.0000000000065
2015.11.09,414.00000000000324,272.00000000000557,-59.99999999999339,-26.999999999999247,-182.00000000000438,-191.00000000000784,637.0000000000005,302.0000000000023,-140.0000000000068,-471.9999999999942,,553.0000000000058
2015.11.09,361.9999999999957,248.99999999999923,16.000000000016,-53.999999999998494,-130.0000000000079,-148.0000000000037,605.9999999999945,236.99999999999832,-14.000000000002899,-384.00000000000034,,739.9999999999903
2015.11.09,415.99999999999415,300.0000000000003,11.00000000000545,-131.99999999999878,-160.00000000000458,-235.00000000000742,814.9999999999977,253.99999999999866,60.99999999999994,-482.9999999999899,,846.9999999999958
2015.11.09,412.9999999999967,301.0000000000068,4.000000000004,-68.00000000000139,-72.0000000000054,-233.00000000000543,780.0000000000011,374.999999999992,287.9999999999994,-343.9999999999941,,1443.9999999999936
2015.11.09,521.0000000000159,350.00000000000585,138.0000000000159,-75.00000000000284,-109.99999999999899,-213.00000000000762,847.0000000000084,444.9999999999843,290.9999999999968,-382.99999999999557,,1811.0000000000227
2015.11.09,483.99999999999557,319.99999999999807,131.00000000001444,-85.99999999999719,-143.00000000000423,-199.00000000000472,753.9999999999907,383.99999999998437,160.99999999998892,-397.99999999999613,,1407.9999999999698
2015.11.09,453.0000000000145,331.0000000000035,196.0000000000184,-68.00000000000139,-160.00000000000458,-146.00000000000168,692.9999999999836,371.99999999999454,78.99999999998464,-399.0000000000009,,1350.9999999999905
2015.11.09,510.99999999999477,370.9999999999991,278.00000000000045,-143.9999999999997,-308.00000000000824,-129.00000000000134,816.0000000000025,282.9999999999888,-242.00000000000887,-628.0000000000001,,807.9999999999674
2015.11.09,551.0000000000126,348.00000000000387,257.0000000000183,-185.00000000000182,-230.000000000008,-179.00000000000693,882.000000000005,282.9999999999888,55.99999999998939,-530.9999999999917,,1252.0000000000095
2015.11.09,469.0000000000083,360.0000000000048,228.00000000000597,-231.99999999999886,-182.00000000000438,-163.00000000000205,782.999999999987,132.99999999998312,88.99999999998354,-446.9999999999885,,1037.999999999979
2015.11.09,329.00000000000153,290.00000000000136,289.0000000000059,-189.00000000000583,-172.00000000000549,-119.99999999999788,643.0000000000007,188.9999999999947,87.99999999999919,-364.9999999999949,,981.9999999999994
2015.11.09,131.00000000001444,239.0000000000003,492.0000000000035,-161.00000000000003,-158.99999999999804,47.9999999999925,401.9999999999868,88.99999999998354,-45.000000000006146,-283.9999999999918,,751.9999999999852
2015.11.09,7.0000000000014495,168.00000000000148,568.9999999999973,-221.00000000000452,-95.00000000000064,134.0000000000008,280.00000000000114,-130.0000000000079,-22.0000000000109,-192.99999999999784,,496.99999999998033
2015.11.09,26.999999999999247,194.0000000000053,428.00000000000614,-231.99999999999886,-75.00000000000284,115.99999999999389,99.99999999999432,-262.00000000000665,-76.0000000000094,-115.99999999999966,,103.99999999998147
2015.11.09,229.00000000001253,191.00000000000784,495.000000000001,-111.00000000000554,-104.00000000000409,34.99999999999615,162.00000000000614,219.99999999999798,119.00000000000244,-53.999999999987836,,1182.0000000000268
2015.11.09,173.00000000000094,270.0000000000036,477.0000000000163,-158.0000000000026,-131.00000000000333,114.99999999999844,210.9999999999843,-41.000000000002146,-150.00000000000568,-221.9999999999942,,543.9999999999957
2015.11.09,429.99999999999704,260.00000000000466,192.00000000001438,85.99999999999719,82.99999999999974,12.000000000000899,269.00000000000546,342.9999999999822,308.9999999999815,-28.999999999996362,,1954.9999999999868
2015.11.09,380.00000000000256,199.00000000000472,294.0000000000165,7.0000000000014495,31.999999999998696,44.99999999999504,193.9999999999884,234.99999999998522,229.99999999999687,-19.99999999999602,,1595.9999999999932
2015.11.09,361.0000000000113,219.99999999999798,395.99999999999636,-24.999999999997247,-45.000000000006146,71.99999999999429,246.99999999998568,209.9999999999991,74.99999999998064,-126.99999999999534,,1383.9999999999668
2015.11.09,289.0000000000059,172.00000000000549,334.9999999999964,-33.000000000005244,-26.000000000003798,63.99999999999739,181.99999999998795,154.99999999999403,80.99999999999774,-87.99999999999386,,1130.999999999982
2015.11.09,279.00000000000705,178.00000000000037,435.0000000000076,-75.00000000000284,-51.000000000001044,74.99999999999174,120.00000000000455,148.99999999999915,95.00000000000064,-39.00000000000148,,1166.000000000006
2015.11.09,338.0000000000161,212.00000000000108,401.00000000000693,-85.00000000000173,-41.000000000002146,53.999999999998494,162.9999999999825,133.99999999998968,127.99999999999478,-51.9999999999925,,1251.9999999999934
2015.11.09,310.0000000000103,248.00000000000378,480.99999999999807,-126.99999999999933,-134.0000000000008,71.99999999999429,176.9999999999925,105.99999999998388,-28.000000000005798,-141.9999999999959,,962.9999999999814
2015.11.09,287.9999999999994,209.9999999999991,446.0000000000131,-80.99999999999774,-117.00000000000044,70.99999999999883,137.00000000000045,163.00000000000205,-34.000000000000696,-115.99999999999966,,967.0000000000144
2015.11.09,300.00000000001137,270.0000000000036,446.0000000000131,-62.000000000006494,-182.00000000000438,85.99999999999719,167.0000000000016,164.99999999999292,-243.99999999999977,-233.99999999999466,,712.0000000000144
2015.11.09,273.9999999999965,248.00000000000378,450.00000000001705,-109.00000000000354,-153.00000000000313,78.00000000000028,185.00000000000227,95.00000000000064,-136.00000000000279,-195.99999999999795,,736.0000000000132
2015.11.09,215.99999999999397,248.99999999999923,519.0000000000028,-128.00000000000588,-143.9999999999997,132.99999999999423,143.00000000000068,10.999999999983245,-175.99999999999838,-186.9999999999976,,635.9999999999726
2015.11.09,215.99999999999397,214.99999999999852,442.00000000000904,-45.000000000006146,25.999999999992696,114.99999999999844,138.99999999998158,139.9999999999846,68.99999999998573,-71.99999999998852,,1244.99999999995
2015.11.10,225.00000000000853,192.99999999999872,486.00000000000864,-75.9999999999983,-28.000000000005798,120.99999999999334,114.00000000000432,88.99999999998354,41.000000000002146,-69.99999999999318,,1095.000000000002
2015.11.10,273.9999999999965,178.00000000000037,455.0000000000054,-74.00000000000739,24.999999999997247,93.99999999999409,93.99999999999409,134.99999999999625,190.00000000000128,19.000000000005457,,1389.9999999999836
2015.11.10,296.0000000000074,219.00000000000253,480.99999999999807,-155.00000000000514,-26.999999999999247,85.99999999999719,111.99999999999477,26.999999999999247,187.99999999998818,8.000000000009777,,1234.9999999999927
2015.11.10,313.00000000000773,250.00000000000577,468.00000000000176,-136.00000000000279,-62.000000000006494,78.99999999999574,120.9999999999809,66.99999999999484,102.99999999998644,-33.999999999991815,,1168.999999999972
2015.11.10,260.0000000000158,197.00000000000273,503.000000000009,-130.0000000000079,19.999999999997797,105.99999999999498,180.99999999998317,29.999999999996696,258.99999999998704,-0.999999999990564,,1424.9999999999886
2015.11.10,261.0000000000001,179.00000000000693,470.9999999999992,-87.99999999999919,41.9999999999976,112.99999999999643,170.99999999999227,82.99999999998863,289.9999999999903,19.000000000005457,,1540.9999999999777
2015.11.10,262.00000000000665,229.00000000000142,541.0000000000136,-141.99999999999767,-19.999999999997797,132.99999999999423,143.00000000000068,2.999999999997449,141.99999999999767,-21.99999999999136,,1269.000000000025
2015.11.10,211.00000000000563,230.000000000008,609.0000000000151,-174.00000000000747,-30.000000000007798,139.00000000000023,187.99999999998818,-2.999999999997449,167.9999999999904,-42.999999999992156,,1295.0000000000027
2015.11.10,225.00000000000853,260.00000000000466,561.0000000000115,-169.00000000000804,-52.000000000007596,122.99999999999534,135.99999999999568,-2.0000000000131024,139.9999999999846,-33.00000000000125,,1188.99999999997
2015.11.10,255.00000000000523,282.0000000000045,531.0000000000148,-187.00000000000384,-70.0000000000034,102.00000000000209,150.00000000000568,-35.00000000000725,79.99999999999119,-67.99999999999784,,1040.000000000011
2015.11.10,190.00000000000128,273.000000000001,564.000000000009,-209.9999999999991,-69.00000000000794,135.99999999999167,94.99999999999886,-111.00000000001664,49.99999999999449,-46.999999999997044,,870.9999999999758
