date,USDCHF,EURUSD,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURGBP,empty,sum
2015.03.09,-8.000000000008,-22.999999999995246,-17.000000000000348,-53.999999999998494,-95.99999999999609,-63.99999999999739,-14.000000000002899,,-275.99999999999847
2015.03.09,-26.999999999999247,-68.99999999998573,-18.0000000000069,-38.0000000000047,-165.9999999999995,-85.99999999998609,-55.000000000005045,,-458.99999999998715
2015.03.09,121.99999999999989,70.0000000000145,75.00000000000284,41.9999999999976,-82.99999999999974,-55.99999999998939,-51.99999999999649,,118.0000000000292
2015.03.09,188.9999999999947,118.00000000001809,109.00000000000354,73.99999999999629,-79.99999999999119,35.00000000000725,-29.999999999996696,,415.00000000003195
2015.03.09,188.9999999999947,140.0000000000068,105.99999999998388,75.9999999999983,-83.9999999999952,14.000000000002899,0.0,,440.9999999999913
2015.03.09,26.999999999999247,157.00000000000713,14.999999999987246,-36.0000000000027,-181.9999999999933,-226.99999999999943,-0.999999999995449,,-246.99999999999727
2015.03.09,13.999999999991797,121.00000000001555,-82.00000000000429,-141.00000000000225,-239.0000000000003,-202.9999999999976,0.0,,-529.9999999999972
2015.03.09,71.99999999999429,83.00000000001084,-29.999999999996696,-156.00000000000057,-312.9999999999966,-85.99999999998609,-7.0000000000014495,,-436.99999999997624
2015.03.09,48.99999999999905,63.000000000013046,-17.000000000000348,-153.00000000000313,-273.9999999999965,-95.999999999985,-24.000000000001798,,-451.99999999997465
2015.03.09,78.00000000000028,102.00000000000209,2.999999999997449,-192.00000000000327,-272.99999999998994,-145.99999999997948,-26.000000000003798,,-453.9999999999767
2015.03.09,14.999999999998348,74.0000000000185,-32.0000000000098,-208.00000000000819,-431.99999999999903,-234.99999999998522,-39.00000000000014,,-856.9999999999856
2015.03.09,-12.000000000000899,63.000000000013046,-35.00000000000725,-265.0000000000041,-470.9999999999992,-288.99999999998374,-63.99999999999739,,-1072.9999999999795
2015.03.09,-11.00000000000545,77.00000000001594,-1.0000000000065512,-202.0000000000022,-395.99999999999636,-288.99999999998374,-53.999999999998494,,-875.9999999999768
2015.03.09,35.999999999991594,95.00000000000064,38.99999999998904,-169.00000000000804,-384.9999999999909,-270.99999999999903,-68.99999999999685,,-724.0000000000134
2015.03.09,32.999999999994145,62.000000000006494,18.999999999991246,-204.00000000000418,-429.99999999999704,-278.00000000000045,-95.99999999999609,,-894.0000000000059
2015.03.09,21.999999999999797,77.00000000001594,14.999999999987246,-209.9999999999991,-383.0,-290.9999999999968,-85.00000000000173,,-854.9999999999947
2015.03.09,30.999999999992145,116.00000000000499,37.99999999998249,-120.00000000000898,-378.00000000000057,-285.99999999998624,-53.00000000000304,,-652.0000000000192
2015.03.09,51.99999999999649,196.0000000000184,122.99999999998423,-41.000000000002146,-257.9999999999916,-332.9999999999833,-43.00000000000415,,-303.9999999999821
2015.03.09,83.9999999999952,234.00000000000088,150.99999999999002,5.999999999994898,-212.99999999999653,-271.99999999998334,-6.0000000000060005,,-16.000000000004864
2015.03.09,124.99999999999733,258.0000000000027,87.99999999999919,5.999999999994898,-139.00000000000023,-207.99999999998596,21.00000000000435,,151.00000000001225
2015.03.09,192.99999999999872,319.0000000000026,117.99999999999588,15.999999999993797,-84.99999999999064,-253.99999999999866,82.00000000000429,,389.000000000006
2015.03.09,178.00000000000037,492.0000000000035,235.99999999999176,108.99999999999244,42.0000000000087,-400.00000000000034,29.000000000001247,,685.9999999999977
2015.03.09,229.99999999999687,411.0000000000058,180.99999999998673,141.99999999999767,14.000000000002899,-295.0000000000008,38.0000000000047,,720.9999999999939
2015.03.09,254.99999999999412,414.00000000000324,191.99999999999218,166.99999999999494,19.00000000000235,-223.99999999997976,-4.999999999999449,,818.0000000000076
2015.03.09,354.9999999999942,574.0000000000078,131.99999999999878,182.99999999999983,93.00000000000975,-235.99999999999176,58.000000000002494,,1159.0000000000211
2015.03.09,252.99999999999213,476.0000000000098,112.99999999998533,132.99999999999423,46.00000000000159,-368.9999999999971,-24.999999999997247,,626.9999999999886
2015.03.09,217.0000000000005,421.0000000000047,241.00000000000233,100.00000000000009,21.999999999999797,-486.999999999993,-90.0000000000012,,424.00000000001313
2015.03.09,178.00000000000037,269.00000000000813,323.99999999999096,47.9999999999925,-73.00000000000084,-401.99999999999125,-109.99999999999899,,234.00000000000102
2015.03.09,132.99999999999423,229.99999999999687,212.99999999999653,44.99999999999504,-69.9999999999923,-441.99999999998687,-141.00000000000225,,-31.999999999998664
2015.03.09,123.99999999999079,167.00000000000603,48.99999999998794,59.99999999999339,-125.99999999999278,-451.0000000000014,-150.00000000000568,,-327.0000000000217
2015.03.09,173.9999999999964,253.00000000001432,120.99999999999334,123.99999999999079,-56.99999999999594,-513.9999999999923,-165.9999999999995,,-64.9999999999929
2015.03.09,152.99999999999204,273.0000000000121,197.00000000000273,169.99999999999238,-24.999999999997247,-551.9999999999969,-151.00000000000114,,65.00000000000387
2015.03.09,161.99999999999548,181.00000000000892,288.99999999998374,164.99999999999292,3.0000000000085514,-425.99999999999307,-151.9999999999966,,222.0
2015.03.09,127.99999999999478,158.99999999999804,191.99999999999218,140.99999999999113,-18.999999999991246,-485.99999999998647,-177.00000000000495,,-62.00000000000654
2015.03.09,37.99999999999359,160.00000000000458,131.99999999999878,107.99999999999699,-32.999999999994145,-617.0000000000009,-199.00000000000472,,-411.00000000000585
2015.03.09,-60.00000000000449,113.00000000000753,102.00000000000209,-24.000000000001798,-192.99999999999872,-691.9999999999815,-202.9999999999976,,-956.9999999999744
2015.03.09,-67.00000000000594,84.0000000000174,113.99999999999189,-17.000000000000348,-144.99999999999514,-800.0000000000007,-246.00000000000176,,-1076.9999999999945
2015.03.09,-33.000000000005244,153.00000000000313,148.99999999999915,-39.00000000000014,-119.99999999999788,-814.999999999988,-229.00000000000142,,-933.9999999999905
2015.03.09,8.999999999992347,174.00000000000747,130.99999999999224,-43.00000000000415,-117.00000000000044,-803.9999999999825,-241.99999999999778,,-891.9999999999927
2015.03.09,71.99999999999429,232.00000000000998,171.99999999999437,-21.999999999999797,-56.0000000000005,-717.9999999999964,-253.0000000000032,,-573.0000000000013
2015.03.09,166.99999999999494,222.00000000001108,173.99999999998528,12.000000000000899,-27.999999999994696,-634.9999999999856,-248.00000000000378,,-335.9999999999917
2015.03.09,181.9999999999933,229.99999999999687,224.000000000002,9.999999999998899,18.0000000000069,-670.9999999999993,-253.99999999999866,,-261.0
2015.03.09,135.99999999999167,224.000000000002,200.00000000000017,-28.000000000005798,-23.999999999990695,-760.9999999999894,-285.9999999999974,,-538.9999999999894
2015.03.09,96.99999999999153,242.00000000000887,190.99999999998562,-17.000000000000348,-34.000000000000696,-788.9999999999952,-277.000000000005,,-587.0000000000152
2015.03.09,39.999999999995595,207.00000000000162,156.99999999998494,-48.99999999999905,-156.00000000000057,-856.9999999999967,-287.9999999999994,,-946.0000000000134
2015.03.09,51.99999999999649,182.99999999999983,92.00000000000318,-92.99999999999864,-175.99999999999838,-824.9999999999868,-302.9999999999977,,-1069.999999999982
2015.03.09,100.99999999999554,184.00000000000637,139.00000000000023,-101.00000000000664,-211.99999999998997,-791.9999999999927,-314.99999999999864,,-995.9999999999858
2015.03.09,78.00000000000028,199.00000000001583,133.99999999998968,-103.00000000000864,-362.99999999999113,-827.0,-302.9999999999977,,-1184.9999999999918
2015.03.10,65.99999999999939,175.99999999999838,98.99999999998244,-90.0000000000012,-181.9999999999933,-827.0,-307.0000000000017,,-1065.000000000016
2015.03.10,43.999999999999595,155.00000000001623,-23.00000000001745,-281.00000000000904,-312.9999999999966,-761.999999999996,-294.00000000000534,,-1474.0000000000086
2015.03.10,34.000000000000696,87.00000000001484,-82.00000000000429,-248.00000000000378,-345.99999999999073,-750.9999999999906,-275.99999999999847,,-1581.9999999999723
2015.03.10,-60.00000000000449,-3.999999999981796,-168.99999999999693,-392.9999999999989,-415.99999999999415,-761.999999999996,-300.0000000000003,,-2103.9999999999727
2015.03.10,-60.99999999999994,-31.000000000003247,-130.0000000000079,-359.0000000000093,-411.99999999999017,-760.9999999999894,-307.99999999999716,,-2061.9999999999973
2015.03.10,-56.0000000000005,-51.000000000001044,-157.00000000000713,-472.00000000000574,-439.99999999999596,-706.999999999991,-306.00000000000625,,-2189.0000000000077
2015.03.10,-58.000000000002494,-41.000000000002146,-155.00000000001623,-446.00000000000193,-412.9999999999967,-754.9999999999945,-304.00000000000426,,-2172.000000000018
2015.03.10,-52.000000000007596,-31.999999999987594,-168.99999999999693,-529.0000000000017,-512.9999999999968,-685.9999999999866,-294.00000000000534,,-2274.9999999999827
