date,USDCHF,GBPUSD,EURUSD,USDJPY,USDCAD,AUDUSD,NZDUSD,GBPCHF,EURCHF,CHFJPY,CADCHF,AUDCHF,NZDCHF,GBPJPY,GBPAUD,EURJPY,EURCAD,EURNZD,AUDJPY,AUDCAD,NZDCAD,AUDNZD,empty,sum
2015.11.30,4.999999999988347,38.0000000000047,-2.999999999997449,-16.999999999995907,-39.00000000001125,-7.0000000000014495,-21.999999999999797,-87.99999999999919,11.999999999989797,-15.000000000000568,-12.000000000000899,-58.000000000002494,97.9999999999981,-1.999999999981128,-101.00000000003995,10.99999999999568,-38.99999999998904,-8.000000000008,-28.000000000005798,28.000000000005798,7.0000000000014495,-5.000000000010552,,-245.00000000005963
2015.11.30,-28.000000000005798,27.00000000002145,26.999999999999247,-51.00000000000193,5.999999999994898,-15.00000000000945,-58.000000000002494,-122.99999999998423,66.99999999999484,-46.999999999997044,0.999999999995449,-78.00000000000028,51.99999999999649,57.00000000001637,-118.00000000001809,15.999999999991132,-121.99999999999989,-192.99999999999872,-58.9999999999975,53.00000000000304,51.000000000001044,75.99999999998718,,-459.0000000000143
2015.11.30,-35.00000000000725,72.0000000000054,2.999999999997449,-31.999999999996476,24.000000000001798,-98.0000000000092,-139.99999999999568,-192.99999999999872,55.99999999998939,-33.999999999991815,14.000000000002899,-3.999999999992898,-24.999999999997247,-19.99999999998181,-422.00000000001125,31.00000000000591,-105.99999999998388,-368.9999999999971,-144.99999999999602,-46.00000000000159,146.00000000000168,92.00000000000318,,-1230.9999999999532
2015.11.30,-53.00000000001415,49.00000000001015,-60.99999999999994,21.99999999999136,5.999999999994898,-85.00000000000173,-119.99999999999788,-194.99999999998963,12.999999999996348,-7.000000000005002,38.0000000000047,-24.000000000001798,9.999999999998899,-69.99999999999318,-352.00000000004115,51.9999999999925,-5.999999999994898,-224.000000000002,-94.99999999999886,-41.000000000002146,128.00000000000588,78.00000000000028,,-937.0000000000473
2015.11.30,-103.00000000000864,-19.999999999997797,-89.00000000000574,-22.999999999996135,129.00000000000134,-175.00000000000293,-139.99999999999568,-190.00000000000128,35.999999999991594,-106.99999999999932,4.000000000004,39.00000000000014,17.999999999995797,70.0000000000216,-517.0000000000119,129.99999999999545,-96.99999999999153,-241.00000000000233,-239.00000000000432,-78.99999999999574,77.00000000000485,-28.000000000005798,,-1545.0000000000045
2015.11.30,-113.00000000000753,-15.999999999993797,-121.99999999999989,-36.000000000001364,163.9999999999864,-165.00000000000404,-187.9999999999993,-207.99999999998596,6.999999999979245,-120.99999999999511,-4.000000000004,17.000000000000348,-26.000000000003798,88.00000000002228,-523.0000000000068,182.99999999999272,-88.99999999998354,-314.00000000001427,-234.00000000000887,-37.99999999999359,123.00000000000644,75.99999999998718,,-1539.0000000000273
2015.11.30,-124.99999999999733,-35.999999999991594,-161.99999999999548,-22.00000000000557,183.99999999998417,-158.0000000000026,-148.0000000000037,-202.9999999999976,-24.000000000001798,-123.99999999999523,-5.999999999994898,-2.000000000002,22.999999999995246,90.00000000000341,-453.99999999999886,221.00000000000364,-57.99999999998029,-158.0000000000137,-215.0000000000034,-14.000000000002899,60.00000000000449,31.000000000003247,,-1299.9999999999932
2015.11.30,-127.00000000001043,-98.99999999998244,-96.99999999999153,-49.99999999999716,141.99999999999767,-91.00000000000774,-156.00000000000057,-144.99999999999514,47.99999999998139,-158.00000000000125,19.00000000000235,-68.00000000000139,17.999999999995797,210.00000000000796,-180.00000000002458,170.99999999999227,-101.99999999997988,-267.0000000000172,-153.0000000000058,46.00000000000159,95.00000000000064,134.99999999999625,,-809.0000000000392
2015.11.30,-156.00000000000057,-89.99999999999008,-109.99999999998789,-52.99999999999727,141.99999999999767,-104.99999999999955,-116.00000000000499,-200.00000000000017,62.99999999999084,-179.9999999999926,41.000000000002146,-75.9999999999983,78.99999999999574,205.0000000000125,-235.00000000002962,189.99999999999773,-79.99999999999119,-151.00000000001222,-171.99999999999704,29.000000000001247,38.0000000000047,48.99999999998794,,-888.0000000000109
2015.11.30,-133.00000000000534,-56.99999999999594,-56.99999999999594,-70.00000000000739,133.99999999998968,-45.000000000006146,9.999999999998899,-192.99999999999872,89.99999999999008,-179.00000000000205,24.999999999997247,-121.99999999999989,192.99999999999872,195.0000000000216,-96.00000000000719,144.00000000000546,-144.99999999999514,78.00000000000028,-111.0000000000042,102.99999999999754,-124.99999999999733,-65.00000000000395,,-426.00000000001955
2015.11.30,-68.00000000000139,-23.999999999979593,-36.999999999998145,-121.00000000000932,113.99999999999189,-24.000000000001798,39.00000000000014,-133.99999999998968,49.99999999999449,-153.99999999999636,-9.999999999998899,-100.00000000000009,182.00000000000438,227.00000000000387,-96.00000000000719,175.00000000001137,-151.9999999999966,125.99999999998168,-121.99999999999989,118.00000000000699,-152.99999999999204,-80.99999999999774,,-244.9999999999739
2015.11.30,-106.00000000000608,-47.99999999998139,-42.999999999993044,-85.00000000000796,83.9999999999952,-37.00000000000925,39.999999999995595,-168.99999999999693,78.99999999998464,-156.99999999999648,34.000000000000696,-112.000000000001,204.99999999999963,200.00000000001705,-95.00000000000064,140.99999999999113,-113.99999999999189,129.00000000000134,-111.0000000000042,80.00000000000229,-132.99999999999423,-107.99999999999699,,-325.9999999999925
2015.11.30,-112.000000000001,-43.999999999999595,-48.000000000003595,-64.99999999999773,133.99999999998968,-24.000000000001798,46.00000000000159,-175.99999999999838,79.99999999999119,-152.9999999999916,11.00000000000545,-129.9999999999968,214.00000000000307,169.00000000001114,-52.0000000000298,128.00000000001432,-156.99999999998494,153.9999999999875,-82.00000000000784,139.00000000000023,-167.9999999999904,-99.00000000000463,,-235.00000000000384
